hrr,coef_m,pij_diff_cf,health_cf,health_base,n_cases,corr_fe_qual,fe_sd,fe_range,qual_sd,corr_realloc_qual,realloc_to_highq,realloc_to_lowq,fe_mean_highqual,fe_mean_lowqual,n_specs,alpha_used,eta
179,41.43216,.5546664,.0144451,.9085758,4474,,0,0,.0282701,.161307,227.9602,-227.9601,0,0,35,41.43216,1
180,28.367012,.5081386,.0118273,.8890042,3706,,0,0,.0419177,.1105816,1148.803,-1148.803,0,0,43,28.36701,1
181,27.317423,.5457161,.0133484,.898279,2511,,0,0,.0403133,.1345791,147.7169,-147.7169,0,0,53,27.31742,1
183,17.764986,.566478,.0141296,.9051214,13097,,0,0,.0609001,.1211591,3678.729,-3678.729,0,0,80,17.76499,1
184,22.234048,.3931996,.0091945,.8997853,1307,,0,0,.0312412,.23098,420.8141,-420.8141,0,0,22,22.23405,1
185,45.270713,.5494555,.0192934,.8919622,1006,,0,0,.0326706,.2906462,509.0151,-509.0151,0,0,16,45.27071,1
186,15.393801,.4531882,.0063527,.893188,1564,,0,0,.0360704,.1421093,62.22919,-62.22918,0,0,45,15.3938,1
187,62.072254,.5627015,.0157342,.9158672,3999,,0,0,.0379935,.1756857,567.8829,-567.8829,0,0,36,62.07225,1
188,7.2983524,.4357212,-.0050154,.8954854,1017,,0,0,.0975672,-.0433855,-239.3662,239.3662,0,0,25,7.298352,1
190,69.059416,.5785606,.0198123,.898156,2189,,0,0,.0236608,.3567634,1203.195,-1203.195,0,0,12,69.05942,1
191,45.726151,.3064031,.0094052,.9035783,4565,,0,0,.0306773,.4016345,626.218,-626.2181,0,0,25,45.72615,1
192,30.181676,.3781679,.0033607,.9101219,6403,,0,0,.0396487,.0804071,172.4463,-172.4463,0,0,34,30.18167,1
193,53.513358,.6106084,.0297859,.9053754,860,,0,0,.0241185,.5933755,430.98,-430.98,0,0,17,53.51336,1
194,47.568337,.4750527,.0180117,.9098042,2055,,0,0,.0387726,.351829,264.7354,-264.7354,0,0,18,47.56834,1
195,57.49255,.2610166,.0054581,.9051055,939,,0,0,.0223866,.2867491,-11.96518,11.96516,0,0,,57.49255,1
196,63.201857,.2754858,.0049224,.9056374,1618,,0,0,.0216751,.2484148,366.8245,-366.8245,0,0,13,63.20186,1
197,71.148332,.6508631,.0261326,.8885793,1338,,0,0,.0187084,.6903971,737.6904,-737.6904,0,0,,71.14833,1
200,27.914509,.3651816,.0100935,.9095354,3688,,0,0,.044205,.1700091,194.5702,-194.5702,0,0,30,27.91451,1
201,24.772228,.3298648,.0040578,.9133859,7631,,0,0,.0344957,.1294217,439.8214,-439.8214,0,0,39,24.77223,1
203,31.743936,.5114167,.0076611,.8987314,2166,,0,0,.0256718,.1450769,-150.5703,150.5703,0,0,17,31.74394,1
204,31.848982,.4310212,.0219458,.8866457,2605,,0,0,.0538617,.2813482,787.1031,-787.1031,0,0,49,31.84898,1
205,52.283046,.5441,.0146001,.8992753,10402,,0,0,.0429459,.1106055,3251.454,-3251.454,0,0,48,52.28305,1
207,64.896655,.5837501,.0143764,.8935699,301,,0,0,.0186315,.3622997,156.4435,-156.4435,0,0,15,64.89665,1
208,14.379326,.6404458,.0113969,.8793383,2353,,0,0,.0475782,.0911076,781.4301,-781.4301,0,0,27,14.37933,1
209,21.526768,.1711521,.0028073,.8962326,1062,,0,0,.0421088,.2510551,46.08192,-46.08192,0,0,18,21.52677,1
210,32.323849,.5980636,.0273577,.8968202,1757,,0,0,.0416527,.2243012,767.0523,-767.0523,0,0,27,32.32385,1
212,27.173235,.4606927,.0220882,.8897229,985,,0,0,.0424853,.367956,310.121,-310.121,0,0,26,27.17323,1
213,46.963669,.6100811,.028076,.9124543,3001,,0,0,.0364233,.3055022,632.4021,-632.4021,0,0,25,46.96367,1
214,36.547728,.2695506,.0072743,.9135734,1455,,0,0,.0509338,.1739059,109.0293,-109.0292,0,0,,36.54773,1
217,6.911694,.2755058,.0065476,.8955635,607,,0,0,.0337814,.2809349,133.8778,-133.8778,0,0,,6.911694,1
218,45.606838,.437389,.0138453,.9111521,263,,0,0,.0405132,.286353,21.02738,-21.02738,0,0,16,45.60684,1
219,43.621761,.3854068,.0181949,.8848945,2544,,0,0,.0503887,.2401311,643.7294,-643.7294,0,0,29,43.62176,1
220,32.560431,.4739514,.018749,.8968787,286,,0,0,.037082,.3748708,105.6726,-105.6726,0,0,19,32.56043,1
222,54.288087,.5825197,.0260377,.9023496,4284,,0,0,.0269661,.5813665,1579.002,-1579.002,0,0,46,54.28809,1
223,52.234253,.8559132,.0449476,.9040171,15565,,0,0,.0344152,.2469468,4522.658,-4522.657,0,0,80,52.23425,1
225,38.907816,.4568962,.0191487,.8984506,4517,,0,0,.0391744,.3624555,994.931,-994.931,0,0,35,38.90781,1
226,25.260402,.512512,.015345,.9028443,2663,,0,0,.0415476,.1761251,111.6563,-111.6563,0,0,60,25.2604,1
227,44.469366,.6649271,.0403969,.9038106,21688,,0,0,.0439747,.3994378,7550.277,-7550.277,0,0,99,44.46937,1
230,52.848618,.5298251,.020059,.9131854,3286,,0,0,.0409282,.2597828,912.5413,-912.5413,0,0,63,52.84862,1
231,33.449202,.551326,.016466,.9096581,1086,,0,0,.036276,.21857,245.3837,-245.3837,0,0,61,33.4492,1
232,38.961384,.5933223,.0191212,.8934634,6105,,0,0,.0383313,.2734974,1244.755,-1244.755,0,0,90,38.96138,1
233,29.454628,.4510608,.0159462,.891972,2518,,0,0,.038127,.2667426,255.0351,-255.0351,0,0,58,29.45463,1
234,26.913331,.546858,.0272828,.8808282,6123,,0,0,.0445023,.3630978,2233.073,-2233.073,0,0,72,26.91333,1
235,27.477375,.6424738,.0210853,.8871226,2963,,0,0,.0362718,.1785477,1111.434,-1111.434,0,0,72,27.47738,1
236,46.260019,.7118817,.0482011,.9025788,2560,,0,0,.0367388,.4538056,1289.922,-1289.922,0,0,51,46.26002,1
238,42.24308,.5657039,.0323075,.9014219,2768,,0,0,.0433619,.3678673,743.5921,-743.5921,0,0,69,42.24308,1
239,53.175929,.5338951,.0299082,.8979802,3664,,0,0,.0343894,.4059971,843.371,-843.371,0,0,63,53.17593,1
240,62.124297,.3921923,.0177854,.856833,528,,0,0,.0420448,.3459373,192.2751,-192.2751,0,0,,62.1243,1
242,36.366263,.4915072,.0330848,.9201277,1196,,0,0,.0339612,.6827451,398.0016,-398.0016,0,0,18,36.36626,1
243,26.567301,.3543106,.0066805,.8927534,802,,0,0,.0411375,.150474,-4.599983,4.599994,0,0,,26.5673,1
244,41.937965,.5772944,.0289814,.9009718,2519,,0,0,.0425287,.3502189,632.1945,-632.1945,0,0,65,41.93797,1
245,28.202146,.6306281,.0220955,.8929503,3393,,0,0,.0417002,.2099909,597.0699,-597.0699,0,0,64,28.20215,1
246,47.344189,.6027719,.0359857,.8843719,3334,,0,0,.0346561,.428041,1583.09,-1583.09,0,0,59,47.34419,1
248,28.450954,.5292413,.0153731,.9217506,804,,0,0,.040495,.1893341,66.77673,-66.77671,0,0,27,28.45095,1
249,55.879079,.3497279,.0129239,.9187512,1561,,0,0,.0383921,.2893129,77.56583,-77.56582,0,0,18,55.87908,1
250,23.761948,.3062112,.0027552,.9002451,1224,,0,0,.0239976,.1557135,81.18725,-81.18725,0,0,,23.76195,1
251,31.412092,.4850501,.0177235,.8973791,5801,,0,0,.0364479,.3066697,1278.64,-1278.64,0,0,52,31.41209,1
253,57.177318,.5061364,.0092947,.9011847,793,,0,0,.0223927,.4171645,161.2678,-161.2678,0,0,21,57.17732,1
254,43.498864,.3379793,.0087703,.9069703,352,,0,0,.0251051,.6315999,74.23796,-74.23796,0,0,13,43.49886,1
256,38.909817,.5495297,.0121254,.9037386,1892,,0,0,.0313318,.2149985,-114.9513,114.9513,0,0,18,38.90982,1
257,12.362604,.3529513,.0027517,.8966038,835,,0,0,.0388891,.0664611,122.5822,-122.5822,0,0,16,12.3626,1
258,14.666971,.4785793,.0028445,.8852914,1329,,0,0,.0339178,.0477902,-136.8255,136.8255,0,0,17,14.66697,1
259,16.69967,.3352096,.0016507,.897958,2437,,0,0,.0503174,.0246153,-67.70026,67.70027,0,0,32,16.69967,1
260,36.786498,.3256561,.0078067,.9095209,412,,0,0,.0355145,.2296172,43.17586,-43.17586,0,0,,36.7865,1
261,24.737867,.3604278,.0042936,.8941808,576,,0,0,.0366999,.1104594,111.8012,-111.8012,0,0,17,24.73787,1
262,25.172526,.4197989,.0056914,.9023415,1752,,0,0,.0440787,.0914792,63.9524,-63.9524,0,0,22,25.17253,1
263,35.030596,.1657925,.0057678,.9047073,732,,0,0,.0550837,.175295,81.75742,-81.75742,0,0,16,35.0306,1
264,27.185005,.3592133,.0122638,.8767627,2777,,0,0,.030988,.3891064,407.0771,-407.0771,0,0,31,27.18501,1
267,26.266053,.4975204,.0154648,.8924175,2500,,0,0,.037969,.1660523,959.7657,-959.7657,0,0,27,26.26605,1
268,36.490552,.586091,.0321735,.8972219,12506,,0,0,.0471635,.4218447,3565.144,-3565.144,0,0,46,36.49055,1
270,32.117965,.4855604,.0077439,.9062285,3274,,0,0,.0473316,.0875927,22.92967,-22.92963,0,0,26,32.11797,1
273,24.05762,.5131983,.0175305,.8927622,12981,,0,0,.0549424,.2149149,3443.266,-3443.266,0,0,75,24.05762,1
276,25.278374,.2289902,.0047404,.9081274,1935,,0,0,.038958,.2334301,-90.02704,90.02704,0,0,14,25.27837,1
277,22.941468,.4674989,.0195139,.9165332,5016,,0,0,.0339725,.3103468,-75.37293,75.37287,0,0,30,22.94147,1
278,19.324985,.4234402,.0076101,.9151456,9540,,0,0,.0386792,.2233591,925.9664,-925.9664,0,0,39,19.32499,1
279,57.887168,.5207123,.0154212,.8951284,3345,,0,0,.0278518,.3680423,973.6932,-973.6932,0,0,15,57.88717,1
281,34.882803,.5015916,.0197338,.9229154,880,,0,0,.0381433,.272241,246.3207,-246.3207,0,0,29,34.8828,1
282,22.372591,.5595818,.0112006,.9093176,4403,,0,0,.0474252,.116776,556.9765,-556.9765,0,0,62,22.37259,1
283,23.879489,.53791,.0115317,.9013048,18800,,0,0,.0414626,.1222209,1688.105,-1688.105,0,0,175,23.87949,1
284,20.984633,.5389535,.0129877,.9041471,3556,,0,0,.0395907,.1660045,460.4057,-460.4057,0,0,124,20.98463,1
285,33.071769,.5513427,.0151944,.9086083,3196,,0,0,.0329589,.1800372,159.888,-159.888,0,0,146,33.07177,1
288,41.377426,.6100596,.0300571,.9047139,3102,,0,0,.0337251,.1939284,867.7077,-867.7076,0,0,120,41.37743,1
289,26.021313,.5594265,.0237995,.9023255,1533,,0,0,.037068,.307101,429.7031,-429.7031,0,0,118,26.02131,1
291,16.276532,.488262,.0160165,.8955194,1237,,0,0,.0383741,.2381509,300.1599,-300.1599,0,0,92,16.27653,1
292,40.031038,.5086775,.0135434,.9092716,1916,,0,0,.0314193,.2455258,368.5775,-368.5775,0,0,99,40.03104,1
295,51.012968,.5081457,.0143913,.906497,7705,,0,0,.0307958,.2020363,2299.969,-2299.969,0,0,100,51.01297,1
296,43.066952,.3999305,.0159791,.9034635,1585,,0,0,.0286342,.6178431,441.9571,-441.9571,0,0,26,43.06695,1
297,8.543612,.4363537,.0059449,.9094938,539,,0,0,.0335476,.112748,83.48157,-83.48157,0,0,64,8.543612,1
299,34.529654,.5346778,.0324604,.9117015,2355,,0,0,.0514484,.2718499,880.7947,-880.7946,0,0,33,34.52966,1
300,42.623943,.3944344,.0134148,.9048402,1506,,0,0,.0308251,.4423597,363.1147,-363.1147,0,0,20,42.62394,1
301,23.215773,.5045434,.0144952,.908657,14849,,0,0,.0369528,.2394676,3524.499,-3524.499,0,0,133,23.21577,1
303,55.425052,.6480113,.035681,.9112645,4674,,0,0,.0389415,.3214191,1647.359,-1647.359,0,0,153,55.42505,1
304,48.077406,.4977364,.0197856,.899503,1325,,0,0,.0304658,.5179217,511.4836,-511.4836,0,0,32,48.07741,1
307,44.324173,.298756,.0065736,.9171701,4244,,0,0,.0403313,.122347,64.17826,-64.17829,0,0,27,44.32417,1
308,38.857326,.5581312,.0186824,.9070178,4344,,0,0,.0315288,.3151336,1530.602,-1530.602,0,0,109,38.85733,1
309,48.12066,.5147172,.0167763,.9098125,3501,,0,0,.0322839,.2635272,532.9732,-532.9732,0,0,33,48.12066,1
311,51.790714,.5204361,.0080347,.9064652,10127,,0,0,.0338832,.0718582,693.6362,-693.6361,0,0,47,51.79071,1
313,112.4411,0,-.8990505,.8990505,1621,,0,0,.0136307,.2146816,-441.3427,-1179.657,0,0,18,112.4411,1
314,26.475507,.466453,.0103324,.9010945,4791,,0,0,.0332009,.2182461,927.3173,-927.3173,0,0,40,26.47551,1
315,48.345137,.695441,.004228,.9003487,710,,0,0,.0254058,.0659771,-95.31663,95.3166,0,0,14,48.34514,1
318,38.236646,.6160914,.0357382,.8969942,4539,,0,0,.0405248,.4577396,1041.162,-1041.162,0,0,40,38.23664,1
319,42.779372,.5932533,.0193597,.8978171,2556,,0,0,.0340541,.2457907,1360.464,-1360.464,0,0,19,42.77937,1
320,45.140838,.651239,.0186187,.9106417,2495,,0,0,.0367503,.2080697,471.6747,-471.6747,0,0,38,45.14084,1
322,27.009703,.3841987,.0102135,.9041516,1706,,0,0,.0555946,.1414573,429.3646,-429.3645,0,0,19,27.0097,1
323,22.662163,.1530549,.0103614,.8999105,492,,0,0,.0611854,.4982331,56.29878,-56.29878,0,0,,22.66216,1
326,54.267025,.450275,.0147979,.8972664,2429,,0,0,.0359125,.2473275,482.9201,-482.9201,0,0,34,54.26702,1
327,34.024207,.5027101,.0123019,.894462,8160,,0,0,.0334462,.2049204,2334.058,-2334.058,0,0,43,34.02421,1
328,21.15692,.5255233,.0102767,.89529,6832,,0,0,.0396887,.181455,139.6091,-139.6091,0,0,55,21.15692,1
329,36.501232,.5316215,.0196021,.8996554,11078,,0,0,.0443652,.2009813,2100.398,-2100.398,0,0,90,36.50123,1
330,34.175538,.4468614,.0170692,.9018956,5200,,0,0,.0379971,.3620356,1217.707,-1217.707,0,0,46,34.17554,1
331,24.906076,.6471115,.0297346,.8848111,1013,,0,0,.0368975,.352696,321.3622,-321.3622,0,0,18,24.90608,1
332,42.198192,.426655,.011962,.9079758,2186,,0,0,.0340743,.2428306,266.3682,-266.3682,0,0,31,42.19819,1
334,39.884748,.4844777,.0234992,.8966821,5718,,0,0,.0440543,.3449343,1007.25,-1007.25,0,0,76,39.88475,1
335,40.03929,.5270367,.0183861,.9087211,3230,,0,0,.0373008,.1971086,368.2931,-368.2931,0,0,51,40.03929,1
336,25.320111,.3936004,.0192137,.8944047,1060,,0,0,.0376396,.3701074,227.2108,-227.2108,0,0,23,25.32011,1
339,24.696216,.4582221,.0079951,.8968103,10177,,0,0,.0469442,.0940302,779.6179,-779.6179,0,0,77,24.69622,1
340,29.165669,.4240289,.0093329,.9015386,8140,,0,0,.0391494,.1512526,247.1297,-247.1297,0,0,48,29.16567,1
341,26.135203,.0122528,-.0003682,.9328403,1594,,0,0,.0212516,,-19.531,19.531,0,0,,26.1352,1
342,82.19927,.772097,.0339456,.9167572,2121,,0,0,.0220416,.672525,1263.646,-1263.646,0,0,15,82.19927,1
343,58.266323,.3291054,.0071782,.9186697,2122,,0,0,.0225862,.3624479,28.96917,-28.96917,0,0,13,58.26632,1
344,41.157825,.5256298,.0127702,.9174009,2609,,0,0,.0540641,.1284979,844.3205,-844.3205,0,0,54,41.15783,1
345,43.297243,.543767,.0160682,.9269758,504,,0,0,.0250682,.3795815,240.897,-240.897,0,0,12,43.29724,1
346,44.492831,.5199757,.0205955,.8982256,8123,,0,0,.0382018,.2103021,2554.681,-2554.681,0,0,93,44.49283,1
347,44.692296,.5256989,.0210736,.8803976,1067,,0,0,.0213421,.7107063,387.6307,-387.6307,0,0,21,44.6923,1
350,51.310661,.2297195,.0078478,.9217005,2382,,0,0,.0273227,.380532,277.544,-277.544,0,0,26,51.31066,1
351,36.58991,.3867569,.0070481,.9092888,2808,,0,0,.0402192,.206929,328.0305,-328.0305,0,0,56,36.58991,1
352,46.773352,.5922503,.0187759,.8989593,5125,,0,0,.0246963,.3671834,1556.824,-1556.824,0,0,62,46.77335,1
354,41.977678,.4931067,.0194185,.8892305,263,,0,0,.0336621,.4962399,88.5592,-88.5592,0,0,21,41.97768,1
