hrr,coef_m,pij_diff_cf,health_cf,health_base,n_cases,corr_fe_qual,fe_sd,fe_range,qual_sd,corr_realloc_qual,realloc_to_highq,realloc_to_lowq,fe_mean_highqual,fe_mean_lowqual,n_specs,alpha_used,eta
352,46.784921,.5922195,.0187758,.898959,5125,,0,0,.0246963,.3671689,1556.912,-1556.912,0,0,62,46.78492,5
354,41.623458,.4921758,.0192975,.8892903,263,,0,0,.0336621,.4941989,88.22517,-88.22517,0,0,21,41.62346,5
356,47.185284,.8583329,.0368187,.9012715,14931,,0,0,.040203,.1307538,5730.821,-5730.821,0,0,127,47.18528,5
357,53.653797,.6155777,.0297652,.8931115,4980,,0,0,.0348073,.3712283,1731.641,-1731.641,0,0,62,53.6538,5
358,46.415328,.3693933,.0118204,.9134706,3887,,0,0,.0358616,.3308605,189.5408,-189.5408,0,0,55,46.41533,5
359,69.880936,.6294428,.0251929,.8937738,984,,0,0,.0238192,.5116886,538.2531,-538.2531,0,0,19,69.88094,5
360,65.110753,.5445087,.0249298,.8896334,2103,,0,0,.0275052,.3220646,945.222,-945.222,0,0,31,65.11076,5
362,45.894063,.4158881,.009347,.901665,1098,,0,0,.0273369,.287638,392.3801,-392.3801,0,0,17,45.89406,5
363,34.942983,.5654641,.0124557,.9087812,2591,,0,0,.0285657,.1751727,547.3566,-547.3566,0,0,39,34.94298,5
364,27.799974,.5611451,.007278,.9148878,4761,,0,0,.0406393,.0808785,148.3133,-148.3133,0,0,75,27.79997,5
365,34.31206,.4505391,.0079092,.9168777,4007,,0,0,.0351648,.1998746,598.0402,-598.0402,0,0,30,34.31206,5
366,39.923284,.5339812,.0096087,.9120056,5723,,0,0,.0294878,.1353515,449.7092,-449.7093,0,0,41,39.92328,5
367,20.062264,.496149,.0133708,.8960416,1313,,0,0,.036984,.1814134,385.8582,-385.8582,0,0,30,20.06226,5
368,35.289646,.2584919,.0085935,.9185923,5704,,0,0,.0308982,.5184741,794.9447,-794.9446,0,0,18,35.28965,5
369,65.119825,.5793267,.032707,.8994067,1517,,0,0,.0222783,.5752987,814.1412,-814.1412,0,0,22,65.11983,5
371,18.55577,.4333397,.0067782,.9006745,5055,,0,0,.0365019,.130367,-39.0117,39.01172,0,0,26,18.55577,5
373,39.608735,.6238248,.0131756,.9070145,3726,,0,0,.035792,.1074692,150.4413,-150.4412,0,0,28,39.60873,5
374,14.168811,.4091757,.013871,.8574437,1369,,0,0,.0502158,.2784691,159.1689,-159.1689,0,0,21,14.16881,5
375,26.92874,.2610929,.0008871,.8874811,839,,0,0,.0589552,.0201194,66.39793,-66.39793,0,0,15,26.92874,5
376,42.067574,.3919589,.0168185,.8700305,1365,,0,0,.0364833,.5343868,204.2221,-204.2221,0,0,18,42.06757,5
377,18.606613,.2583954,-.0006732,.9079923,6588,,0,0,.0613208,-.0097725,-339.7733,339.7733,0,0,31,18.60661,5
380,31.362894,.6753347,.0187652,.8997839,12421,,0,0,.0398749,.1200922,1449.973,-1449.973,0,0,73,31.36289,5
382,22.434054,.354414,.0096903,.8848034,1140,,0,0,.0381594,.228383,24.19293,-24.19293,0,0,16,22.43405,5
383,11.254444,.3344733,.0364306,.871866,2064,,0,0,.1211647,.2623029,518.8994,-518.8994,0,0,16,11.25444,5
385,31.344183,.3975287,.0122072,.9103119,4406,,0,0,.0408641,.2607438,434.1209,-434.1209,0,0,43,31.34418,5
386,35.894093,.291832,.0095651,.9053083,1102,,0,0,.0291858,.4350463,196.0133,-196.0133,0,0,16,35.89409,5
388,14.032975,.4487282,.0125456,.8813505,900,,0,0,.0496798,.2414132,183.6395,-183.6395,0,0,20,14.03298,5
390,47.103898,.1597599,.0016945,.9138713,1323,,0,0,.0267203,.1995602,10.38551,-10.38551,0,0,,47.1039,5
391,16.25435,.4862041,.0151906,.8956483,14461,,0,0,.0798614,.131811,704.6443,-704.6443,0,0,99,16.25435,5
393,14.496624,.3982224,.0113731,.9030238,1423,,0,0,.0667814,.1813698,138.2661,-138.2661,0,0,15,14.49662,5
394,17.981207,.5877345,.0099236,.8972868,6326,,0,0,.0807874,.0474995,642.3102,-642.3102,0,0,63,17.98121,5
396,13.114283,.3289294,.0061474,.9039116,702,,0,0,.0754056,.1145138,-28.19102,28.19103,0,0,,13.11428,5
397,26.207979,.5041927,.012727,.8942297,10066,,0,0,.0390388,.1813236,2145.237,-2145.237,0,0,76,26.20798,5
399,26.020759,.4518903,.0151562,.8991952,1210,,0,0,.0367877,.2685035,425.1858,-425.1858,0,0,15,26.02076,5
400,3.9975025,.2315601,-.0054193,.8983439,1869,,0,0,.0614393,-.1101144,-75.9724,75.9724,0,0,18,3.997503,5
402,8.0801826,.3176252,.0018557,.893937,867,,0,0,.075692,.0407804,-68.67358,68.67358,0,0,,8.080183,5
406,16.011736,.3108422,-.0013386,.9179416,570,,0,0,.032164,-.0674665,21.23726,-21.23725,0,0,,16.01174,5
411,14.825137,.2711498,.0012342,.899179,566,,0,0,.0299392,.0783808,45.07212,-45.07212,0,0,,14.82514,5
413,12.305574,.6535045,.0039909,.9034946,855,,0,0,.0289173,.0648278,327.0466,-327.0467,0,0,21,12.30557,5
416,6.8062859,.4401214,.0013369,.9013949,3239,,0,0,.0707917,.0113949,-375.5603,375.5603,0,0,43,6.806286,5
417,9.4003487,.1788176,.0053321,.8746697,688,,0,0,.0385292,.3311911,29.19071,-29.19071,0,0,18,9.400349,5
418,27.062529,.222532,.0042187,.8971841,895,,0,0,.0435355,.1912554,47.50549,-47.50549,0,0,28,27.06253,5
420,39.540166,.2428977,.0150881,.9032915,987,,0,0,.0411327,.3921276,202.5707,-202.5707,0,0,21,39.54016,5
421,56.12708,.4065897,.007817,.9068068,1530,,0,0,.0213685,.4506162,107.8051,-107.8051,0,0,17,56.12708,5
422,17.464211,.5544586,.0181062,.8985133,1595,,0,0,.0331655,.2826491,476.1719,-476.1719,0,0,15,17.46421,5
424,25.384056,.4100224,.0087522,.9240585,1733,,0,0,.0477646,.1413609,252.9829,-252.9829,0,0,19,25.38406,5
426,50.979514,.5539344,.009348,.9026578,8032,,0,0,.0306119,.1409222,1170.52,-1170.52,0,0,56,50.97952,5
427,50.471143,.4866589,.0100345,.9051856,3475,,0,0,.0246724,.2078699,663.568,-663.568,0,0,35,50.47114,5
429,26.161932,.4534072,.0050423,.9043645,4762,,0,0,.0345805,.1354153,294.7918,-294.7917,0,0,20,26.16193,5
430,33.556669,.3318255,.0063843,.9120465,7769,,0,0,.0301392,.1954331,353.9752,-353.9753,0,0,29,33.55667,5
431,51.589892,.6974005,.0126914,.9090867,9742,,0,0,.0240001,.0938188,836.0684,-836.0683,0,0,53,51.58989,5
432,23.751919,.4449525,.0046384,.911608,4255,,0,0,.0511164,.0512227,-141.7619,141.7619,0,0,33,23.75192,5
435,37.375822,.4910906,.0104026,.8957507,2206,,0,0,.0302183,.1947402,563.5158,-563.5158,0,0,56,37.37582,5
437,30.275953,.4954286,.0091285,.9130494,1524,,0,0,.0272367,.2057775,24.04849,-24.04848,0,0,20,30.27595,5
438,28.656188,.3677415,.0004442,.9076693,1608,,0,0,.0439474,.007793,124.2984,-124.2984,0,0,16,28.65619,5
439,27.715086,.5661405,.016782,.9133332,8892,,0,0,.037876,.2462462,1029.796,-1029.796,0,0,30,27.71509,5
440,29.688982,.4584913,.0151908,.9134479,6511,,0,0,.0379581,.3641292,1117.009,-1117.009,0,0,43,29.68898,5
441,7.0424327,.5973071,-.0039759,.9112171,2641,,0,0,.0480164,-.0550379,-589.8826,589.8826,0,0,14,7.042433,5
442,96.334293,.2472879,-.1410067,.9051233,874,,0,0,.0172627,.4415745,147.6242,-289.6242,0,0,12,96.33429,5
443,37.410547,.3194981,.0177573,.8981517,2965,,0,0,.0443037,.5373691,511.743,-511.743,0,0,35,37.41055,5
445,49.12707,.5086837,.0185332,.9066572,1319,,0,0,.0261678,.3946828,143.5471,-143.5471,0,0,19,49.12707,5
446,22.367175,.454264,.0078633,.9130889,555,,0,0,.029712,.4201396,30.41052,-30.41052,0,0,19,22.36717,5
447,28.904433,.5306998,.0089422,.907373,1642,,0,0,.0242352,.3140049,74.8065,-74.80649,0,0,20,28.90443,5
448,28.115953,.45387,.0076694,.9109609,1160,,0,0,.0220996,.2648064,223.5281,-223.5281,0,0,21,28.11595,5
449,39.769846,.6794223,.0408831,.9073805,4330,,0,0,.029678,.4572532,1967.996,-1967.996,0,0,58,39.76985,5
450,39.15891,.5177301,.0088326,.9117943,1193,,0,0,.0191402,.3770246,229.9051,-229.9051,0,0,26,39.15891,5
451,39.602253,.8452358,.0370445,.8950203,13904,,0,0,.0349218,.1444906,6065.077,-6065.077,0,0,81,39.60225,5
452,17.012426,.5323706,.0018084,.915467,659,,0,0,.0313684,.0496091,-69.37529,69.3753,0,0,28,17.01243,5
456,71.23875,.2725804,.0053996,.9088273,696,,0,0,.0105795,.8522621,166.2915,-166.2915,0,0,,71.23875,5
