hrr,cf_type,eta,tot_patients,qual_change,spend_change,wt_qual_base_mean,wt_qual_base_p10,wt_qual_base_p25,wt_qual_base_p75,wt_qual_base_p90,wt_qual_cf_mean,wt_qual_cf_p10,wt_qual_cf_p25,wt_qual_cf_p75,wt_qual_cf_p90,wt_spend_base_mean,wt_spend_base_p10,wt_spend_base_p25,wt_spend_base_p75,wt_spend_base_p90,wt_spend_cf_mean,wt_spend_cf_p10,wt_spend_cf_p25,wt_spend_cf_p75,wt_spend_cf_p90
323,"current",1,492,.0044621,,.8999105,.9000529,.9112554,.9112554,.9112554,.9043726,.9000529,.9112554,.9112554,.9112554,,,,,,,,,,
326,"current",1,2429,-.0001578,,.8972664,.891636,.891636,.8987671,.919692,.8971087,.891636,.891636,.8987671,.919692,,,,,,,,,,
327,"current",1,8160,.0026578,,.894462,.8741093,.8916519,.90125,.9175957,.8971198,.8956079,.8956079,.90125,.90125,,,,,,,,,,
328,"current",1,6832,-.0010269,,.89529,.8571429,.8785835,.907483,.9313027,.894263,.8571429,.8785835,.907483,.9313027,,,,,,,,,,
329,"current",1,11078,-.0089837,,.8996555,.8665879,.890625,.9193111,.9193111,.8906717,.8665879,.89095,.8923624,.9181701,,,,,,,,,,
330,"current",1,5200,.0031958,,.9018956,.8595041,.8864437,.9294118,.9356568,.9050913,.8647799,.8864437,.9317647,.9356568,,,,,,,,,,
331,"current",1,1013,-.0007972,,.8848111,.8662421,.8662421,.9019953,.9019953,.884014,.8662421,.8662421,.9019953,.9019953,,,,,,,,,,
332,"current",1,2186,.0003763,,.9079759,.8536155,.917209,.9223495,.9317647,.9083522,.8536155,.917209,.9223495,.9317647,,,,,,,,,,
334,"current",1,5718,.0010979,,.8966821,.8711656,.885516,.9177305,.9356568,.89778,.8711656,.885516,.9177305,.9356568,,,,,,,,,,
335,"current",1,3230,.0010402,,.9087211,.8743455,.8953824,.9170105,.9407666,.9097614,.8869654,.8981685,.9188361,.9407666,,,,,,,,,,
336,"current",1,1060,.0000952,,.8944047,.8322148,.8574109,.9368864,.9368864,.8944999,.8322148,.8574109,.9368864,.9368864,,,,,,,,,,
339,"current",1,10177,.000439,,.8968103,.8571429,.8793566,.9167556,.9209265,.8972493,.8571429,.8793566,.9157224,.9209265,,,,,,,,,,
340,"current",1,8140,-.0005476,,.9015386,.8866995,.8971559,.9074177,.9209265,.900991,.8608696,.8971559,.9144144,.9453125,,,,,,,,,,
341,"current",1,1594,,,,,,,,,,,,,,,,,,,,,,
342,"current",1,2121,-.0000992,,.9167572,.902834,.902834,.9344934,.9453682,.916658,.902834,.902834,.9292035,.9477612,,,,,,,,,,
343,"current",1,2122,-.0001867,,.9186697,.9145299,.9147287,.9176136,.9402174,.918483,.9147287,.9147287,.9176136,.9402174,,,,,,,,,,
344,"current",1,2609,.0003057,,.9174008,.9026063,.9104478,.9296875,.9393939,.9177065,.9026063,.9068826,.9296875,.9409283,,,,,,,,,,
345,"current",1,504,-.0005722,,.9269758,.9196891,.9239766,.9301205,.9453682,.9264036,.9239766,.9239766,.9239766,.9453682,,,,,,,,,,
346,"current",1,8123,.007428,,.8982257,.8318518,.8970891,.9138028,.9285274,.9056537,.8653136,.8941352,.9285274,.9285274,,,,,,,,,,
347,"current",1,1067,-.0009868,,.8803976,.8451957,.861678,.8935331,.9117148,.8794108,.8451957,.861678,.8931826,.9117148,,,,,,,,,,
350,"current",1,2382,.0034853,,.9217005,.8865248,.8946287,.9408014,.9408014,.9251858,.8913242,.9096672,.9408014,.9408014,,,,,,,,,,
351,"current",1,2808,-.0004925,,.9092888,.8743455,.8953824,.9206008,.9324759,.9087964,.8743455,.8953824,.9206008,.9324759,,,,,,,,,,
352,"current",1,5125,-.0022571,,.8989593,.8799005,.8903108,.9071429,.9234973,.8967022,.8799005,.8903108,.8977795,.9129173,,,,,,,,,,
354,"current",1,263,-.0007651,,.8892305,.861678,.8744076,.9021739,.9021739,.8884653,.8598071,.8744076,.9021739,.9021739,,,,,,,,,,
355,"current",1,4052,.001411,,.8961576,.8726115,.8862391,.9015933,.9234973,.8975686,.8726115,.8862391,.9131386,.9234973,,,,,,,,,,
356,"current",1,14931,-.007762,,.9012717,.8665105,.8943519,.9153486,.9179331,.8935097,.8491903,.8833107,.9135634,.9369689,,,,,,,,,,
357,"current",1,4980,.0003303,,.8931217,.8451957,.8918269,.904878,.9188361,.893452,.8451957,.8918269,.904878,.9201409,,,,,,,,,,
358,"current",1,3887,-.0039708,,.9134681,.8941352,.9085271,.9272614,.9272614,.9094973,.8913242,.9031339,.9272614,.9272614,,,,,,,,,,
359,"current",1,984,-.0024281,,.8937906,.8717119,.8863869,.9071323,.9137529,.8913625,.8863869,.8863869,.8975297,.9096672,,,,,,,,,,
360,"current",1,2103,.0037107,,.8896334,.8717119,.8717119,.9137529,.9137529,.8933441,.8717119,.8717119,.9137529,.9137529,,,,,,,,,,
362,"current",1,1098,.00042,,.9016644,.8970891,.8970891,.9105431,.9105431,.9020845,.8970891,.8970891,.9105431,.9105431,,,,,,,,,,
363,"current",1,2591,.0016463,,.9087819,.8977795,.8977795,.919403,.919403,.9104283,.8977795,.8977795,.919403,.919403,,,,,,,,,,
364,"current",1,4761,.0028264,,.9148878,.87046,.9032258,.9452672,.9452672,.9177142,.87046,.9032258,.9452672,.9452672,,,,,,,,,,
365,"current",1,4007,-.0002066,,.9168872,.8937844,.9180036,.9265659,.9270833,.9166806,.8937844,.9180036,.9265659,.9270833,,,,,,,,,,
366,"current",1,5723,.0009348,,.9120108,.8940043,.9064857,.9211218,.9311273,.9129456,.8940043,.9105023,.9211218,.9211218,,,,,,,,,,
367,"current",1,1313,-.0011698,,.8960324,.8804213,.8804213,.9151344,.9265659,.8948626,.8804213,.8804213,.9130435,.9265659,,,,,,,,,,
368,"current",1,5704,.0039264,,.9185923,.8980963,.9192547,.9311273,.9311273,.9225187,.8980963,.9311273,.9311273,.9311273,,,,,,,,,,
369,"current",1,1517,.0015316,,.8994087,.8733153,.8733153,.9311273,.9423816,.9009403,.8733153,.8733153,.9311273,.9423816,,,,,,,,,,
370,"current",1,1259,,,,,,,,,,,,,,,,,,,,,,
371,"current",1,5055,-.0005308,,.9006758,.8700565,.9083041,.9124134,.9237288,.900145,.8700565,.9083041,.9124134,.9237288,,,,,,,,,,
373,"current",1,3726,-.0081826,,.9070255,.9040334,.9040334,.912255,.912999,.8988429,.8639456,.9040334,.912255,.912999,,,,,,,,,,
374,"current",1,1369,-.0005377,,.8574437,.7893462,.8344156,.8778626,.9056604,.856906,.7893462,.8344156,.8778626,.9056604,,,,,,,,,,
375,"current",1,839,.0012032,,.8874811,.8807811,.8807811,.8837965,.9276637,.8886843,.8807811,.8807811,.8837965,.9276637,,,,,,,,,,
376,"current",1,1365,.0005749,,.8700421,.8333333,.8603066,.8837965,.8837965,.870617,.8333333,.8603066,.8837965,.8837965,,,,,,,,,,
377,"current",1,6588,-.0060744,,.9079941,.8879493,.9158092,.9158092,.9158092,.9019197,.8534032,.8951613,.9158092,.9158092,,,,,,,,,,
380,"current",1,12421,.0072782,,.8997866,.8764616,.8903226,.9110898,.9218662,.9070648,.8764616,.9015748,.9218662,.9218662,,,,,,,,,,
382,"current",1,1140,-.0003882,,.8848034,.8768844,.880597,.8944392,.8944392,.8844151,.8768844,.880597,.8944392,.8944392,,,,,,,,,,
383,"current",1,2064,.0017828,,.8719387,.8074867,.8506494,.9138514,.9585062,.8737215,.8074867,.8506494,.9138514,.9585062,,,,,,,,,,
385,"current",1,4406,.0013455,,.9103124,.8836502,.8903803,.9220779,.9584121,.9116579,.8836502,.8878788,.9220779,.9584121,,,,,,,,,,
386,"current",1,1102,.0046184,,.9053149,.8701162,.9000689,.9153226,.9153226,.9099333,.8989688,.9153226,.9153226,.9153226,,,,,,,,,,
388,"current",1,900,-.0023248,,.8813825,.8550336,.8731809,.9015102,.9015102,.8790577,.8550336,.8731809,.9015102,.9015102,,,,,,,,,,
390,"current",1,1323,.0010195,,.9138735,.8821428,.9185668,.9185668,.9185668,.914893,.8821428,.9185668,.9185668,.9185668,,,,,,,,,,
391,"current",1,14461,-.0041951,,.8956578,.8648897,.8931451,.9160262,.9213147,.8914627,.8593272,.88,.9160584,.9213147,,,,,,,,,,
393,"current",1,1423,.0008886,,.9030306,.8728434,.8728434,.9145183,.9375,.9039192,.8728434,.8728434,.9145183,.9375,,,,,,,,,,
394,"current",1,6326,-.0018591,,.8972868,.8726655,.8931451,.907419,.9112628,.8954278,.8726655,.8860103,.907419,.9160262,,,,,,,,,,
396,"current",1,702,.0014948,,.9039134,.8888889,.8980668,.9119497,.94712,.9054082,.8980668,.8980668,.9119497,.94712,,,,,,,,,,
397,"current",1,10066,-.0014855,,.894244,.8657718,.8838832,.9035533,.9198988,.8927585,.8649006,.8838832,.9035533,.9198988,,,,,,,,,,
399,"current",1,1210,-.0037641,,.899203,.8748435,.8748435,.9190751,.92063,.8954389,.8748435,.8748435,.9157733,.9275362,,,,,,,,,,
400,"current",1,1869,.0014526,,.8983948,.8567543,.8819444,.9130905,.9130905,.8998474,.8567543,.8819444,.9130905,.9130905,,,,,,,,,,
402,"current",1,867,-.0055349,,.8939312,.8389513,.9012346,.94712,.94712,.8883963,.7469879,.8552632,.94712,.94712,,,,,,,,,,
406,"current",1,570,.001092,,.9179606,.8601398,.9209877,.9209877,.9425287,.9190527,.9209877,.9209877,.9209877,.9425287,,,,,,,,,,
411,"current",1,566,-.0001327,,.8991789,.8939394,.8939394,.9079365,.9079365,.8990462,.8939394,.8939394,.9079365,.9079365,,,,,,,,,,
413,"current",1,855,-.0000502,,.9035031,.8549223,.9015102,.9220779,.9349046,.9034529,.8529412,.9015102,.9349046,.9349046,,,,,,,,,,
416,"current",1,3239,-.0050243,,.9014078,.8574359,.8989386,.92063,.92063,.8963835,.8574359,.8989386,.92063,.92063,,,,,,,,,,
417,"current",1,688,-.0076505,,.8746697,.8550336,.8550336,.9017959,.9133791,.8670192,.8550336,.8550336,.8701162,.9131206,,,,,,,,,,
418,"current",1,895,.0050763,,.8971841,.8552632,.9015102,.906383,.906383,.9022605,.8997446,.906383,.906383,.906383,,,,,,,,,,
420,"current",1,987,-.0022733,,.9032915,.8513514,.9,.9211765,.9211765,.9010182,.8513514,.856383,.9211765,.9211765,,,,,,,,,,
421,"current",1,1530,-.0008567,,.9068071,.8787879,.9043478,.9193038,.9258621,.9059504,.8787879,.9043478,.9193038,.9258621,,,,,,,,,,
422,"current",1,1595,.000358,,.8985133,.8881972,.8881972,.9076133,.9260949,.8988713,.8881972,.8881972,.9098242,.9260949,,,,,,,,,,
424,"current",1,1733,.0005527,,.9240567,.8988096,.9087744,.9458647,.9490909,.9246094,.9069069,.9087744,.9458647,.9490909,,,,,,,,,,
426,"current",1,8032,-.0023583,,.9026588,.8809091,.8952467,.9126733,.9126733,.9003004,.8809091,.8952467,.9118028,.9177592,,,,,,,,,,
427,"current",1,3475,-.0007872,,.9051857,.8391813,.8853933,.9341229,.9341229,.9043985,.8391813,.8853933,.9341229,.9341229,,,,,,,,,,
429,"current",1,4762,-.0051165,,.9043642,.880597,.8947368,.913473,.914787,.8992476,.880597,.8947368,.913473,.914787,,,,,,,,,,
430,"current",1,7769,-.0018342,,.9120346,.8871745,.8982344,.92905,.92905,.9102005,.8982344,.913473,.913473,.913473,,,,,,,,,,
431,"current",1,9742,.0115573,,.9090974,.8947368,.9126733,.9126733,.9248846,.9206548,.9095276,.9248846,.9248846,.9248846,,,,,,,,,,
432,"current",1,4255,.0001655,,.9116088,.8907104,.9117162,.9171375,.9238378,.9117743,.8907104,.9117162,.9238378,.9238378,,,,,,,,,,
437,"current",1,1524,-.0018249,,.9130494,.8779661,.9059406,.9212367,.9218856,.9112245,.8779661,.9002268,.9212367,.9218856,,,,,,,,,,
438,"current",1,1608,-.0013615,,.9076693,.9082623,.9082623,.9082623,.9140272,.9063078,.9082623,.9082623,.9082623,.9091432,,,,,,,,,,
439,"current",1,8892,.0007694,,.9133321,.8928571,.9067796,.9218856,.9514349,.9141015,.8928571,.9067796,.9218856,.9227586,,,,,,,,,,
440,"current",1,6511,-.0022215,,.9134471,.8867925,.900463,.924221,.9354839,.9112256,.8867925,.900463,.9249564,.9354839,,,,,,,,,,
441,"current",1,2641,-.004564,,.9112171,.8916256,.9091432,.9212367,.9212367,.906653,.8916256,.8916256,.9212367,.9212367,,,,,,,,,,
442,"current",1,874,-.0001184,,.9051237,.9019608,.9019608,.9039464,.9039464,.9050053,.9019608,.9019608,.9039464,.9039464,,,,,,,,,,
443,"current",1,2965,-.0006104,,.8981497,.8498169,.8714285,.9208689,.9230769,.8975393,.8498169,.8714285,.9208689,.9212538,,,,,,,,,,
445,"current",1,1319,.0003974,,.9066572,.8877551,.9048932,.9104683,.9279279,.9070545,.8953824,.9048932,.9104683,.9279279,,,,,,,,,,
446,"current",1,555,.0002242,,.9130889,.8739496,.8999009,.933635,.933635,.9133132,.8739496,.8999009,.933635,.933635,,,,,,,,,,
447,"current",1,1642,-.0010183,,.9073813,.8880455,.8999009,.92898,.92898,.906363,.8880455,.8999009,.92898,.92898,,,,,,,,,,
448,"current",1,1160,-.0046556,,.9109691,.9032787,.9032787,.9178177,.9178177,.9063135,.9032787,.9032787,.9032787,.9178177,,,,,,,,,,
449,"current",1,4330,.0008506,,.9074008,.8790323,.8790323,.9254571,.9553072,.9082515,.8790323,.8793104,.9255319,.9433962,,,,,,,,,,
450,"current",1,1193,.000268,,.9117943,.8979938,.8979938,.9210811,.9222479,.9120623,.8979938,.8979938,.9210811,.9222479,,,,,,,,,,
451,"current",1,13904,-.001784,,.8950465,.8637951,.8929592,.9067296,.9096546,.8932626,.8449438,.8867586,.9067296,.9254571,,,,,,,,,,
452,"current",1,659,.0004455,,.9154769,.8777778,.9096546,.937365,.937365,.9159225,.8777778,.9096546,.937365,.937365,,,,,,,,,,
456,"current",1,696,-.0007389,,.9088274,.893401,.8979938,.9189743,.9189743,.9080885,.893401,.893401,.9189743,.9189743,,,,,,,,,,
