hrr,cf_type,eta,tot_patients,qual_change,spend_change,wt_qual_base_mean,wt_qual_base_p10,wt_qual_base_p25,wt_qual_base_p75,wt_qual_base_p90,wt_qual_cf_mean,wt_qual_cf_p10,wt_qual_cf_p25,wt_qual_cf_p75,wt_qual_cf_p90,wt_spend_base_mean,wt_spend_base_p10,wt_spend_base_p25,wt_spend_base_p75,wt_spend_base_p90,wt_spend_cf_mean,wt_spend_cf_p10,wt_spend_cf_p25,wt_spend_cf_p75,wt_spend_cf_p90
385,"full",5,4406,.0022976,,.9103119,.8836502,.8903803,.9220779,.9584121,.9126095,.8836502,.8878788,.9349046,.9584121,,,,,,,,,,
386,"full",5,1102,.0049484,,.9053083,.8701162,.9000689,.9153226,.9153226,.9102567,.9000689,.9153226,.9153226,.9153226,,,,,,,,,,
388,"full",5,900,-.0020241,,.8813505,.8550336,.8731809,.9015102,.9015102,.8793265,.8550336,.8731809,.9015102,.9015102,,,,,,,,,,
390,"full",5,1323,.0002502,,.9138713,.8821428,.9185668,.9185668,.9185668,.9141215,.8821428,.9185668,.9185668,.9185668,,,,,,,,,,
391,"full",5,14461,.0124352,,.8956483,.8648897,.8931451,.9160262,.9213147,.9080835,.9101819,.9101819,.9101819,.9101819,,,,,,,,,,
393,"full",5,1423,.002885,,.9030238,.8728434,.8728434,.9145183,.9375,.9059088,.8728434,.9071038,.9145183,.9375,,,,,,,,,,
394,"full",5,6326,.0014673,,.8972868,.8726655,.8931451,.907419,.9112628,.8987541,.8593272,.8931451,.9076923,.9351852,,,,,,,,,,
396,"full",5,702,.0025041,,.9039115,.8888889,.8980668,.9119497,.94712,.9064156,.8980668,.8980668,.9119497,.94712,,,,,,,,,,
397,"full",5,10066,-.0018702,,.8942297,.8657718,.8838832,.9035533,.9198988,.8923595,.8659218,.8838832,.9015352,.9074074,,,,,,,,,,
399,"full",5,1210,-.0037559,,.8991951,.8748435,.8748435,.9190751,.92063,.8954393,.8748435,.8748435,.9157733,.9275362,,,,,,,,,,
400,"full",5,1869,.003737,,.8983933,.8567543,.8819444,.9130905,.9130905,.9021303,.8567543,.9130905,.9130905,.9130905,,,,,,,,,,
402,"full",5,867,-.0060021,,.893937,.8389513,.9012346,.94712,.94712,.8879349,.7469879,.8552632,.94712,.94712,,,,,,,,,,
406,"full",5,570,.0016424,,.9179416,.8601398,.9209877,.9209877,.9425287,.919584,.9209877,.9209877,.9209877,.9425287,,,,,,,,,,
411,"full",5,566,-.0006079,,.899179,.8939394,.8939394,.9079365,.9079365,.8985711,.8939394,.8939394,.9079365,.9079365,,,,,,,,,,
413,"full",5,855,.00551,,.9034946,.8549223,.9015102,.9220779,.9349046,.9090046,.8529412,.8836502,.9349046,.9349046,,,,,,,,,,
416,"full",5,3239,-.0145637,,.9013949,.8574359,.8989386,.92063,.92063,.8868312,.8574359,.8574359,.9190751,.92063,,,,,,,,,,
417,"full",5,688,-.008397,,.8746697,.8550336,.8550336,.9017959,.9133791,.8662726,.8550336,.8550336,.8701162,.9131206,,,,,,,,,,
418,"full",5,895,.0055688,,.8971841,.8552632,.9015102,.906383,.906383,.9027529,.9015102,.906383,.906383,.906383,,,,,,,,,,
420,"full",5,987,-.0081699,,.9032915,.8513514,.9,.9211765,.9211765,.8951216,.8513514,.8513514,.9211765,.9211765,,,,,,,,,,
421,"full",5,1530,-.0016761,,.9068068,.8787879,.9043478,.9193038,.9258621,.9051306,.8787879,.9043478,.9193038,.9258621,,,,,,,,,,
422,"full",5,1595,.0055334,,.8985133,.8881972,.8881972,.9076133,.9260949,.9040467,.8881972,.8881972,.9098242,.9260949,,,,,,,,,,
424,"full",5,1733,.0028908,,.9240586,.8988096,.9087744,.9458647,.9490909,.9269494,.9069069,.9087744,.9458647,.9490909,,,,,,,,,,
426,"full",5,8032,-.0032094,,.9026577,.8809091,.8952467,.9126733,.9126733,.8994484,.8809091,.8952467,.9116173,.9177592,,,,,,,,,,
427,"full",5,3475,.0043018,,.9051856,.8391813,.8853933,.9341229,.9341229,.9094874,.8391813,.8853933,.9341229,.9341229,,,,,,,,,,
429,"full",5,4762,-.0099987,,.9043645,.880597,.8947368,.913473,.914787,.8943658,.880597,.880597,.913253,.914787,,,,,,,,,,
430,"full",5,7769,-.0006534,,.9120465,.8871745,.8982344,.92905,.92905,.9113931,.913473,.913473,.913473,.913473,,,,,,,,,,
431,"full",5,9742,.0137616,,.9090866,.8947368,.9126733,.9126733,.9248846,.9228483,.9248846,.9248846,.9248846,.9248846,,,,,,,,,,
432,"full",5,4255,.006396,,.911608,.8907104,.9117162,.9171375,.9238378,.918004,.8981553,.9238378,.9238378,.9238378,,,,,,,,,,
435,"full",5,2206,-.0000784,,.8957507,.8719397,.8914209,.9076433,.9116173,.8956723,.8719397,.8914209,.9101838,.9116173,,,,,,,,,,
437,"full",5,1524,-.0031605,,.9130494,.8779661,.9059406,.9212367,.9218856,.9098889,.8779661,.9002268,.9212367,.9218856,,,,,,,,,,
438,"full",5,1608,-.0015602,,.9076693,.9082623,.9082623,.9082623,.9140272,.9061091,.9082623,.9082623,.9082623,.9091432,,,,,,,,,,
439,"full",5,8892,.0053686,,.9133332,.8928571,.9067796,.9218856,.9514349,.9187018,.9082623,.9218856,.9218856,.9218856,,,,,,,,,,
440,"full",5,6511,-.004124,,.9134479,.8867925,.900463,.924221,.9354839,.9093239,.8826815,.8939394,.9249564,.93361,,,,,,,,,,
441,"full",5,2641,-.0173009,,.9112171,.8916256,.9091432,.9212367,.9212367,.8939162,.8916256,.8916256,.8916256,.9067796,,,,,,,,,,
442,"full",5,874,-.0001008,,.9051233,.9019608,.9019608,.9039464,.9039464,.9050225,.9019608,.9019608,.9039464,.9039464,,,,,,,,,,
443,"full",5,2965,-.0039237,,.8981517,.8498169,.8714285,.9208689,.9230769,.894228,.8377193,.8647469,.9208689,.9212538,,,,,,,,,,
445,"full",5,1319,.000852,,.9066572,.8877551,.9048932,.9104683,.9279279,.9075092,.8953824,.9048932,.9104683,.9279279,,,,,,,,,,
446,"full",5,555,-.0025333,,.9130889,.8739496,.8999009,.933635,.933635,.9105556,.8739496,.8999009,.92898,.933635,,,,,,,,,,
447,"full",5,1642,-.0030443,,.907373,.8880455,.8999009,.92898,.92898,.9043287,.8929592,.8999009,.9009009,.92898,,,,,,,,,,
448,"full",5,1160,-.0068123,,.9109609,.9032787,.9032787,.9178177,.9178177,.9041486,.9032787,.9032787,.9032787,.9032787,,,,,,,,,,
449,"full",5,4330,.0101949,,.9073805,.8790323,.8790323,.9254571,.9553072,.9175754,.8790323,.8918919,.9395466,.955414,,,,,,,,,,
450,"full",5,1193,.0037975,,.9117943,.8979938,.8979938,.9210811,.9222479,.9155918,.8979938,.8995816,.9210811,.9222479,,,,,,,,,,
451,"full",5,13904,.0112833,,.8950202,.8637951,.8929592,.9067296,.9096546,.9063036,.9067296,.9067296,.9067296,.9067296,,,,,,,,,,
452,"full",5,659,-.0039406,,.915467,.8777778,.9096546,.937365,.937365,.9115263,.8777778,.9096546,.9210811,.937365,,,,,,,,,,
456,"full",5,696,-.0008124,,.9088274,.893401,.8979938,.9189743,.9189743,.908015,.893401,.893401,.9189743,.9189743,,,,,,,,,,
