hrr,mfx_10,pfx_10,pfx_fam_10,pfx_m0_10,mfx_25,pfx_25,pfx_fam_25,pfx_m0_25,mfx_50,pfx_50,pfx_fam_50,pfx_m0_50,mfx_75,pfx_75,pfx_fam_75,pfx_m0_75,mfx_90,pfx_90,pfx_fam_90,pfx_m0_90,mfx_mean,pfx_mean,pr_mean,pr_obs,pfx_fam_mean,pfx_m0_mean,mfx_sd,pfx_sd,pfx_fam_sd,pfx_m0_sd,mfx_count,pfx_count,hrr_group,eta
386,.006493,-.0562663,.0043635,-.0119526,.0200976,-.0441631,.0586221,.000055,.0485243,-.0277033,.1485118,.0044557,.0801665,-.012819,.209169,.0091172,.0921308,-.0039048,.2654809,.0105281,.0523439,-.0289445,.6097771,.2027027,.1425183,.001017,.0384084,.0183995,.1075248,.0197077,518,518,258,1
385,.0011679,-.0040969,-.0190571,-.0019113,.001812,-.0028728,-.0009117,-.0000238,.0029077,-.0018374,.0316949,.000214,.0045733,-.001138,.0973876,.0006587,.0066607,-.0006951,.1820616,.0013655,.0035109,-.0021507,.160625,.1590897,.06017,.0000193,.0024239,.0013577,.090256,.0015834,18851,18851,257,1
383,.0035148,-.013463,-.0395926,-.0083121,.0055718,-.0093081,-.0184345,-.001958,.0096452,-.0055267,.0054283,.0009723,.0159144,-.0032294,.0492162,.0035515,.0240111,-.0018675,.1024778,.007061,.0118814,-.0067748,.1794003,.1685568,.020464,.0001171,.0085887,.0046973,.0619046,.0068056,8994,8994,256,1
382,6.62e-29,0,-.1143328,0,1.11e-28,0,-.0536764,0,1.83e-28,0,.035816,0,2.90e-28,0,.1902732,0,4.08e-28,0,.2851204,0,2.13e-28,0,.397403,.3132313,.0699365,0,1.38e-28,0,.1595925,0,2222,2222,255,1
380,.0016609,-.0114807,-.057396,-.0059465,.0036576,-.0076621,-.0153841,-.0005653,.0072192,-.0045788,.0520976,.0004342,.0127152,-.0023824,.2484732,.0021667,.0187177,-.0010336,.4152532,.0043604,.0091113,-.0054514,.3058947,.2899555,.1231563,-5.53e-06,.0074175,.0039515,.1868792,.0051029,31022,31022,254,1
377,0,0,-.0280956,0,0,0,.0258007,0,0,0,.1922522,0,0,0,.2729558,0,0,0,.3514291,0,0,0,.5863946,.4153762,.1699768,0,0,0,.1496184,0,9170,9170,252,1
376,.0101178,-.0442915,-.0784085,-.0219141,.017956,-.030648,-.030617,-.0016436,.0309476,-.0194025,.0519048,.0024486,.0512382,-.0107378,.2298214,.0099233,.078204,-.0054466,.378076,.0169869,.0380939,-.0222944,.3505729,.3008596,.1029251,.0007777,.0279444,.0146603,.1726446,.0189799,2792,2792,251,1
375,6.13e-36,0,-.0422342,0,1.00e-35,0,.0036842,0,1.52e-35,0,.0918381,0,2.64e-35,0,.1870967,0,3.95e-35,0,.2778381,0,1.94e-35,0,.3970885,.3783784,.1060219,0,1.33e-35,0,.1242951,0,1702,1702,250,1
374,9.95e-26,0,-.0469201,0,1.96e-25,0,-.0042676,0,3.80e-25,0,.0904087,0,6.31e-25,0,.2192506,0,9.34e-25,0,.3456364,0,4.52e-25,0,.3583499,.1945312,.1177559,0,3.43e-25,0,.1489643,0,2560,2560,249,1
373,0,0,-.076177,0,0,0,-.0324902,0,0,0,.0034427,0,0,0,.1938175,0,0,0,.31675,0,0,0,.3034286,.3011404,.0731191,0,0,0,.1542865,0,9909,9909,248,1
371,.0015938,-.0237582,-.1224973,-.011294,.0052356,-.0143957,-.0219335,-.002085,.0110027,-.007241,.1539896,.0006737,.0225576,-.0032629,.2849645,.0037216,.0393794,-.0011218,.4069099,.0096912,.0165738,-.0101813,.5059501,.4030239,.1428562,.0000378,.0166738,.0091425,.2041099,.0106079,8069,8069,247,1
370,0,0,-2.98e-08,0,0,0,0,0,0,0,0,0,0,0,.0991378,0,0,0,.1715834,0,0,0,.7880634,.2867299,.0458624,0,0,0,.0731097,0,844,844,246,1
369,.0020551,-.0077014,-.0360747,-.0041246,.0036757,-.0054847,-.0122027,-.000183,.0059809,-.003765,.0280421,.0004196,.0090834,-.0023523,.1212283,.0015398,.0125596,-.0012861,.2315191,.0028505,.0068725,-.0041338,.2335488,.2201775,.0645136,.0000131,.0046135,.0024379,.1068829,.0032786,4619,4619,245,1
368,1.08e-26,0,-.0527766,0,2.58e-26,0,-.0020391,0,6.45e-26,0,.1777117,0,1.35e-25,0,.2725574,0,2.22e-25,0,.3547532,0,9.35e-26,0,.5538894,.3100785,.1516138,0,9.06e-26,0,.1669444,0,7898,7898,244,1
367,.002183,-.0533658,-.0391868,-.0187173,.0103083,-.0336505,-.0050159,-.001943,.0292371,-.0177463,.1172578,.0022587,.0556449,-.0063782,.2801425,.0073721,.0890634,-.0013679,.3528116,.0136048,.0379171,-.0222409,.4164144,.3002208,.1389073,.0004046,.0347192,.01921,.1620049,.0176178,2265,2265,243,1
366,0,0,-.0682753,0,0,0,-.0264752,0,0,0,.0199357,0,0,0,.2407777,0,0,0,.4087422,0,0,0,.3027851,.2531752,.1060534,0,0,0,.1854029,0,14330,14330,242,1
365,0,0,-.0869454,0,0,0,-.0243033,0,0,0,.0752115,0,0,0,.2734082,0,0,0,.4792985,0,0,0,.3544692,.2896504,.1340192,0,0,0,.2123129,0,8638,8638,241,1
364,2.29e-20,0,-.0042781,0,5.46e-20,0,.008084,0,1.02e-19,0,.0559855,0,1.64e-19,0,.192305,0,2.60e-19,0,.3601873,0,1.25e-19,0,.2317888,.2216699,.1185902,0,1.00e-19,0,.1472332,0,14887,14887,240,1
363,.0001642,-.002035,-.0307633,-.0009206,.0004476,-.0014364,-.0020229,-.0000746,.0012023,-.0007974,.059401,.0000427,.0022747,-.0002786,.2295292,.0002662,.0036991,-.0001046,.383257,.0006319,.0015937,-.0009458,.349293,.3484609,.1201948,-8.53e-06,.0014817,.0007411,.1749684,.0009899,5685,5685,239,1
362,.0136218,-.0441423,-.0289401,-.0264348,.0223581,-.0326862,-.003834,-.001721,.0366956,-.0218607,.0355378,.0023181,.0571683,-.0132563,.112157,.0085353,.0802678,-.0078157,.2056692,.0193051,.0418014,-.024022,.2650689,.2580227,.0631357,-.0001207,.0258101,.013725,.0945807,.0198356,3085,3085,238,1
360,1.84e-20,0,-.0459166,0,3.42e-20,0,-.0095135,0,5.83e-20,0,.1049134,0,1.03e-19,0,.237219,0,1.54e-19,0,.3313249,0,7.85e-20,0,.3909971,.3860302,.1246721,0,6.62e-20,0,.1558063,0,4567,4567,237,1
359,.0086184,-.0672892,-.0453617,-.0476302,.0262501,-.0429315,.0158885,-.0065662,.0476229,-.0279851,.143534,.0026045,.0857722,-.0139444,.2401937,.0112398,.1334901,-.0051993,.3614536,.0324951,.0599882,-.0322336,.4994348,.254022,.1430316,-.0019468,.0487087,.0233548,.1542274,.0362192,1181,1181,236,1
358,.0045542,-.038578,-.0225205,-.0175673,.0106973,-.0256084,-.0035028,-.0010278,.0223927,-.0143128,.0327604,.0008388,.0412525,-.0063519,.1985132,.0061618,.0653059,-.0024291,.3073325,.0135196,.0299079,-.0178251,.2726523,.2650164,.0956661,-.0000836,.026379,.014424,.1325416,.0166014,10988,10988,235,1
357,0,0,-.0190811,0,0,0,.004739,0,0,0,.0619443,0,0,0,.200748,0,0,0,.3736145,0,0,0,.245305,.2300816,.120736,0,0,0,.1557785,0,12752,12752,234,1
356,.0000599,-.0004254,-.0066107,-.0002055,.0001472,-.0002935,.0050686,-6.38e-06,.0002782,-.000178,.058931,.000014,.0004709,-.0000921,.208268,.0000727,.0007067,-.0000353,.3824195,.00015,.0003456,-.0002092,.2253119,.222038,.1268718,2.43e-07,.0002822,.0001535,.1599699,.0001833,48253,48253,233,1
355,0,0,-.0316249,0,0,0,-.0013371,0,0,0,.0528118,0,0,0,.1564679,0,0,0,.2578605,0,0,0,.2445956,.2462161,.0866869,0,0,0,.1232646,0,12355,12355,232,1
354,.0257375,-.0849497,-.0088633,-.0530375,.0461408,-.0620711,.0098784,-.0019142,.0724546,-.0423669,.1002736,.0055037,.1092802,-.0270618,.211565,.018135,.1653275,-.0143205,.31112,.0313598,.0832822,-.0462885,.3389803,.3221757,.1229728,-.0008527,.0567042,.0264827,.1213084,.0413271,478,478,231,1
352,.0018926,-.0133609,-.0207812,-.004629,.0034533,-.0081409,-.0018253,-.0002344,.0068586,-.0042514,.0763627,.0005324,.0135884,-.0020313,.3092459,.0022765,.0237667,-.001089,.5021982,.0037649,.0097971,-.0057625,.2884926,.2136588,.1651808,.0001122,.008729,.0046808,.2037205,.0048747,9913,9913,230,1
351,0,0,-.0264195,0,0,0,.0086338,0,0,0,.1054223,0,0,0,.2812065,0,0,0,.4239124,0,0,0,.3579818,.3059908,.1536458,0,0,0,.1774453,0,5425,5425,229,1
350,4.93e-26,0,-.0158967,0,1.35e-25,0,.0308291,0,3.39e-25,0,.1553695,0,6.83e-25,0,.2526682,0,1.05e-24,0,.3650318,0,4.62e-25,0,.5488265,.4238389,.1571391,0,4.22e-25,0,.1510238,0,3079,3079,228,1
347,.0019732,-.0055688,.0061374,-.0033147,.0031092,-.0044515,.0462474,-.0003659,.0051327,-.0029372,.132733,.000425,.0077082,-.001911,.2655295,.0010544,.0092999,-.0012023,.3288919,.0020943,.0054971,-.0031654,.4522626,.1916253,.155545,-.0000219,.0031111,.0015631,.1266247,.0024603,1409,1409,227,1
346,.0014999,-.0082645,-.019862,-.0046399,.0032548,-.0056808,-.0001419,-.0003455,.005702,-.0036049,.0542816,.0003599,.0093131,-.0020847,.1604596,.0016901,.0137013,-.0008269,.2749794,.0036577,.0069321,-.0041629,.2261213,.2245618,.0925535,.0000265,.0053009,.0028742,.1222413,.0037492,27498,27498,226,1
345,0,0,.0040906,0,0,0,.0534858,0,0,0,.2045577,0,0,0,.2778782,0,0,0,.3466967,0,0,0,.4662098,.130734,.1868933,0,0,0,.1320833,0,436,436,225,1
344,.0020236,-.0123666,-.0318395,-.0040575,.0040074,-.0081411,-.0030922,-.0001438,.0074307,-.0047223,.0577304,.0003975,.0131191,-.0025724,.2563346,.0017651,.0189702,-.0013222,.4581135,.0030562,.0094131,-.0058051,.2741949,.2631167,.1392454,-2.28e-06,.0075094,.0042059,.1909152,.0043018,6385,6385,224,1
343,.0003158,-.001711,-.0379658,-.0006388,.0005815,-.0012304,.0002365,-.0000343,.0010677,-.0007066,.0646704,.0000784,.0019559,-.0004179,.1628661,.0002431,.0028076,-.0002108,.2360021,.0004505,.0013178,-.0008409,.442627,.2640789,.0818658,.0000256,.0009165,.0005408,.1071746,.0005412,3143,3143,223,1
342,.0027847,-.0247219,-.1248923,-.0097602,.0071572,-.0169709,-.0300185,-.001147,.0150342,-.0101299,.1346132,.0009363,.0260203,-.0049934,.2457358,.0032642,.0389896,-.0020278,.3550998,.0067001,.0184761,-.0118713,.5051629,.3885618,.1193968,-.0000883,.0148421,.0085669,.1841124,.0084086,2378,2378,222,1
341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22e-17,0,.9981421,.726967,.0017578,0,8.97e-17,0,.0100886,0,1487,1487,221,1
340,.0006185,-.0026581,-.0537425,-.0013918,.0011374,-.0018742,-.008941,-.0000805,.0019226,-.0012195,.0457945,.0001519,.003073,-.0007412,.1553289,.0005301,.004434,-.0004026,.321514,.0010219,.0023047,-.0013902,.2436353,.2219409,.090646,6.54e-06,.0016667,.0008731,.1486926,.0011246,24885,24885,220,1
339,.0015452,-.0075155,-.0247763,-.0040301,.0029286,-.0051619,-.0043899,-.0001614,.0051518,-.0031759,.0375744,.0003196,.0083947,-.0017097,.1542927,.001399,.0124955,-.0008864,.3010226,.0029227,.0062577,-.0037197,.2217219,.2150618,.0898808,.0000193,.0047028,.0025757,.1346965,.0032615,33595,33595,219,1
336,0,0,-.045128,0,0,0,-.0145979,0,0,0,.0386417,0,0,0,.1807278,0,0,0,.3491606,0,0,0,.2699572,.2494788,.0952028,0,0,0,.1522459,0,2878,2878,218,1
335,0,0,-.0055022,0,0,0,.0082646,0,0,0,.0665172,0,0,0,.1939501,0,0,0,.3473684,0,0,0,.2138258,.2104745,.1202181,0,0,0,.1442123,0,10158,10158,217,1
334,0,0,-.0365815,0,0,0,-.0048793,0,0,0,.0452777,0,0,0,.2002265,0,0,0,.3673606,0,0,0,.2440837,.2286977,.1097082,0,0,0,.16341,0,16970,16970,216,1
332,4.30e-23,0,-.0607545,0,1.29e-22,0,-.0106593,0,3.33e-22,0,.0529902,0,5.72e-22,0,.2359947,0,7.99e-22,0,.4920261,0,3.94e-22,0,.2989604,.287493,.138437,0,3.32e-22,0,.2256447,0,5381,5381,215,1
331,5.32e-31,0,-.0628126,0,1.12e-30,0,-.0131449,0,2.34e-30,0,.1210921,0,5.27e-30,0,.2484522,0,9.18e-30,0,.3707064,0,3.83e-30,0,.4764551,.4701905,.1301418,0,4.02e-30,0,.1695049,0,1627,1627,214,1
330,.001164,-.0069704,-.0199563,-.003487,.0032184,-.0051352,.003213,-.0000351,.0055989,-.0034342,.071406,.0003639,.0083386,-.0019598,.1914611,.0012343,.0117216,-.0006694,.3485101,.0022753,.0061759,-.0036813,.2435009,.2101703,.1229099,.0000496,.0041703,.0022983,.1639724,.0027513,12566,12566,213,1
329,.0023869,-.0166657,-.0436537,-.0078563,.0054185,-.0109787,-.0069782,-.0005156,.0105319,-.0064196,.0576338,.0006113,.0184379,-.0032979,.2707404,.0029372,.0279626,-.0013809,.4439411,.0053511,.0133105,-.0077986,.3109509,.2792309,.1367436,3.45e-06,.0108671,.0057998,.1909192,.0069179,25692,25692,212,1
328,.0000281,-.0001116,-.0162303,-.0000603,.0000485,-.000081,.0093222,-2.39e-06,.000084,-.0000516,.0878145,6.12e-06,.0001327,-.0000303,.2533569,.0000218,.0001871,-.000016,.4527988,.0000404,.0000994,-.0000586,.2477438,.2363616,.152857,1.02e-07,.0000711,.0000368,.1832073,.0000502,18129,18129,211,1
327,.0022827,-.0079247,-.0197157,-.0041994,.0039205,-.0058759,.003063,-.0001316,.0063776,-.0039136,.0494606,.0004548,.0098304,-.0023507,.134862,.0014535,.0136627,-.0012809,.2506779,.0028539,.0073134,-.0042833,.2185669,.1914021,.0854283,-4.37e-06,.0047871,.0024981,.1181284,.0033763,25355,25355,210,1
326,0,0,-.0391974,0,0,0,-.0076485,0,0,0,.0618422,0,0,0,.1974675,0,0,0,.3023904,0,0,0,.3411235,.317245,.1000322,0,0,0,.1331837,0,5677,5677,209,1
323,.0035894,-.0461903,-.1074357,-.024753,.0111144,-.0279844,-.0370312,-.0045795,.025894,-.0158913,.0579641,.0005023,.0498175,-.0073158,.1754413,.0087261,.0850962,-.0025047,.2379375,.0158417,.0361303,-.020865,.5778052,.4311111,.0683326,-.0010714,.0349973,.0183747,.1296563,.0233427,675,675,206,1
322,2.01e-30,0,-.1159388,0,2.12e-29,0,-.0324711,0,6.50e-29,0,.0346068,0,1.23e-28,0,.2670234,0,2.17e-28,0,.3771284,0,9.06e-29,0,.532487,.5221566,.1016323,0,9.87e-29,0,.1917544,0,2708,2708,205,1
