hrr,cf_type,eta,tot_patients,qual_change,spend_change,wt_qual_base_mean,wt_qual_base_p10,wt_qual_base_p25,wt_qual_base_p75,wt_qual_base_p90,wt_qual_cf_mean,wt_qual_cf_p10,wt_qual_cf_p25,wt_qual_cf_p75,wt_qual_cf_p90,wt_spend_base_mean,wt_spend_base_p10,wt_spend_base_p25,wt_spend_base_p75,wt_spend_base_p90,wt_spend_cf_mean,wt_spend_cf_p10,wt_spend_cf_p25,wt_spend_cf_p75,wt_spend_cf_p90
303,"full",1,4674,.0000662,,.9112645,.8683948,.906556,.9375,.9408397,.9113307,.8683948,.902439,.9375,.943038,,,,,,,,,,
304,"full",1,1325,-.0009572,,.899503,.8863869,.8888889,.9191919,.9191919,.8985458,.8863869,.8888889,.9164706,.9191919,,,,,,,,,,
307,"full",1,4244,-.0003567,,.9171701,.9105691,.9164706,.9164706,.9353083,.9168134,.9105691,.9164706,.9164706,.9353083,,,,,,,,,,
308,"full",1,4344,-.0017716,,.9070178,.8711832,.9018075,.9294425,.9379906,.9052461,.8628049,.9018075,.9294425,.9379906,,,,,,,,,,
309,"full",1,3501,-.0021409,,.9098125,.8799127,.9107101,.9276637,.9276637,.9076715,.8683761,.8799127,.9276637,.9276637,,,,,,,,,,
311,"full",1,10127,-.0410457,,.9064652,.8904429,.9091328,.9091328,.9170533,.8654195,.845946,.845946,.8918985,.9246032,,,,,,,,,,
313,"full",1,1621,-.0011387,,.8990505,.8953745,.8953745,.9047619,.9047619,.8979118,.8953745,.8953745,.8986667,.9047619,,,,,,,,,,
314,"full",1,4791,-.0068414,,.9010945,.8561644,.8921776,.9204621,.9204621,.8942531,.8561644,.8921776,.913473,.9228296,,,,,,,,,,
315,"full",1,710,.002553,,.9003487,.866426,.8988186,.9091328,.9091328,.9029016,.875,.9091328,.9091328,.9091328,,,,,,,,,,
318,"full",1,4539,-.0013751,,.8969942,.8691233,.8830996,.9200714,.925,.895619,.8595194,.8710407,.9200714,.925,,,,,,,,,,
319,"full",1,2556,.000766,,.8978171,.8931034,.8967583,.9009084,.9009084,.8985831,.8931034,.8967583,.9009084,.9030612,,,,,,,,,,
320,"full",1,2495,.0010474,,.9106417,.8898451,.8988186,.9181287,.9351032,.9116891,.8986667,.9053255,.9181287,.9350181,,,,,,,,,,
322,"full",1,1706,-.0003973,,.9041516,.8888889,.9000529,.9035088,.9254341,.9037542,.8888889,.9000529,.9035088,.9254341,,,,,,,,,,
323,"full",1,492,.0042512,,.8999105,.9000529,.9112554,.9112554,.9112554,.9041617,.9000529,.9112554,.9112554,.9112554,,,,,,,,,,
326,"full",1,2429,4.41e-06,,.8972664,.891636,.891636,.8987671,.919692,.8972709,.891636,.891636,.8987671,.919692,,,,,,,,,,
327,"full",1,8160,.0029023,,.894462,.8741093,.8916519,.90125,.9175957,.8973643,.8956079,.8956079,.90125,.90125,,,,,,,,,,
328,"full",1,6832,-.0032125,,.89529,.8571429,.8785835,.907483,.9313027,.8920774,.8410175,.8782435,.907483,.9313027,,,,,,,,,,
329,"full",1,11078,-.00984,,.8996555,.8665879,.890625,.9193111,.9193111,.8898154,.89095,.89095,.89095,.89095,,,,,,,,,,
330,"full",1,5200,.0028359,,.9018956,.8595041,.8864437,.9294118,.9356568,.9047315,.8647799,.8864437,.9317647,.9356568,,,,,,,,,,
331,"full",1,1013,-.0005795,,.8848111,.8662421,.8662421,.9019953,.9019953,.8842316,.8662421,.8662421,.9019953,.9019953,,,,,,,,,,
332,"full",1,2186,.0016168,,.9079759,.8536155,.917209,.9223495,.9317647,.9095927,.8741093,.917209,.9175957,.9317647,,,,,,,,,,
334,"full",1,5718,.0041887,,.8966821,.8711656,.885516,.9177305,.9356568,.9008707,.8711656,.8924731,.9177305,.9311005,,,,,,,,,,
335,"full",1,3230,.0043321,,.9087211,.8743455,.8953824,.9170105,.9407666,.9130532,.8909091,.9019953,.9188361,.9407666,,,,,,,,,,
336,"full",1,1060,-.0011119,,.8944047,.8322148,.8574109,.9368864,.9368864,.8932928,.8322148,.8574109,.9368864,.9368864,,,,,,,,,,
339,"full",1,10177,.0003949,,.8968103,.8571429,.8793566,.9167556,.9209265,.8972052,.8569024,.8793566,.9157224,.9178618,,,,,,,,,,
340,"full",1,8140,.004765,,.9015386,.8866995,.8971559,.9074177,.9209265,.9063036,.8943396,.9044731,.9044731,.9478458,,,,,,,,,,
341,"full",1,1594,,,,,,,,,,,,,,,,,,,,,,
342,"full",1,2121,.0011651,,.9167572,.902834,.902834,.9344934,.9453682,.9179223,.902834,.902834,.9307049,.9477612,,,,,,,,,,
343,"full",1,2122,-.0002705,,.9186697,.9145299,.9147287,.9176136,.9402174,.9183992,.9147287,.9147287,.9176136,.9402174,,,,,,,,,,
344,"full",1,2609,.0004132,,.9174008,.9026063,.9104478,.9296875,.9393939,.917814,.9026063,.9068826,.9296875,.9409283,,,,,,,,,,
345,"full",1,504,-.0005916,,.9269758,.9196891,.9239766,.9301205,.9453682,.9263842,.9239766,.9239766,.9239766,.9415205,,,,,,,,,,
346,"full",1,8123,.0090851,,.8982257,.8318518,.8970891,.9138028,.9285274,.9073107,.8669623,.8941352,.9285274,.9285274,,,,,,,,,,
347,"full",1,1067,-.0010799,,.8803976,.8451957,.861678,.8935331,.9117148,.8793177,.8451957,.8571429,.8931826,.9117148,,,,,,,,,,
350,"full",1,2382,.0042322,,.9217005,.8865248,.8946287,.9408014,.9408014,.9259326,.8913242,.9105431,.9408014,.9408014,,,,,,,,,,
351,"full",1,2808,-.0019485,,.9092888,.8743455,.8953824,.9206008,.9324759,.9073403,.8688524,.8953824,.9206008,.9324759,,,,,,,,,,
352,"full",1,5125,-.0016948,,.8989593,.8799005,.8903108,.9071429,.9234973,.8972645,.8799005,.8903108,.8977795,.9117148,,,,,,,,,,
354,"full",1,263,-.0012143,,.8892305,.861678,.8744076,.9021739,.9021739,.8880162,.8598071,.8744076,.9021739,.9021739,,,,,,,,,,
355,"full",1,4052,.0050485,,.8961576,.8726115,.8862391,.9015933,.9234973,.9012061,.8712643,.8862391,.9234973,.9234973,,,,,,,,,,
356,"full",1,14931,-.0186738,,.9012717,.8665105,.8943519,.9153486,.9179331,.8825979,.8491903,.8491903,.9369689,.9369689,,,,,,,,,,
357,"full",1,4980,.0009143,,.8931217,.8451957,.8918269,.904878,.9188361,.894036,.8451957,.8947368,.904878,.9260486,,,,,,,,,,
358,"full",1,3887,-.0047078,,.9134681,.8941352,.9085271,.9272614,.9272614,.9087603,.8862391,.9031339,.9272614,.9272614,,,,,,,,,,
359,"full",1,984,-.0026695,,.8937906,.8717119,.8863869,.9071323,.9137529,.8911211,.8863869,.8863869,.8928571,.9096672,,,,,,,,,,
360,"full",1,2103,.0086919,,.8896334,.8717119,.8717119,.9137529,.9137529,.8983253,.8717119,.8717119,.9137529,.9137529,,,,,,,,,,
362,"full",1,1098,.0005472,,.9016644,.8970891,.8970891,.9105431,.9105431,.9022117,.8970891,.8970891,.9105431,.9105431,,,,,,,,,,
363,"full",1,2591,.0050399,,.9087819,.8977795,.8977795,.919403,.919403,.9138219,.8977795,.919403,.919403,.919403,,,,,,,,,,
364,"full",1,4761,.0037423,,.9148878,.87046,.9032258,.9452672,.9452672,.9186301,.87046,.9032258,.9452672,.9452672,,,,,,,,,,
365,"full",1,4007,-.0035164,,.9168872,.8937844,.9180036,.9265659,.9270833,.9133707,.8937844,.8967583,.9265659,.9313725,,,,,,,,,,
366,"full",1,5723,-.0001602,,.9120108,.8940043,.9064857,.9211218,.9311273,.9118506,.8940043,.907489,.9211218,.9211218,,,,,,,,,,
367,"full",1,1313,-.002022,,.8960324,.8804213,.8804213,.9151344,.9265659,.8940104,.8804213,.8804213,.9130435,.9265659,,,,,,,,,,
368,"full",1,5704,.004723,,.9185923,.8980963,.9192547,.9311273,.9311273,.9233153,.8980963,.9311273,.9311273,.9311273,,,,,,,,,,
369,"full",1,1517,.003746,,.8994087,.8733153,.8733153,.9311273,.9423816,.9031547,.8733153,.8739496,.9311273,.9423816,,,,,,,,,,
370,"full",1,1259,,,,,,,,,,,,,,,,,,,,,,
371,"full",1,5055,-.0010558,,.9006758,.8700565,.9083041,.9124134,.9237288,.8996201,.8618785,.9083041,.9124134,.9237288,,,,,,,,,,
373,"full",1,3726,-.0092144,,.9070255,.9040334,.9040334,.912255,.912999,.8978111,.8639456,.9040334,.9040334,.912999,,,,,,,,,,
374,"full",1,1369,.0002691,,.8574437,.7893462,.8344156,.8778626,.9056604,.8577127,.79,.8465704,.8778626,.9056604,,,,,,,,,,
375,"full",1,839,.0020074,,.8874811,.8807811,.8807811,.8837965,.9276637,.8894885,.8807811,.8807811,.8837965,.9276637,,,,,,,,,,
376,"full",1,1365,-.0007001,,.8700421,.8333333,.8603066,.8837965,.8837965,.869342,.8333333,.8603066,.8837965,.8837965,,,,,,,,,,
377,"full",1,6588,-.0237495,,.9079941,.8879493,.9158092,.9158092,.9158092,.8842446,.8837965,.8879493,.8879493,.8904899,,,,,,,,,,
380,"full",1,12421,.0041057,,.8997866,.8764616,.8903226,.9110898,.9218662,.9038923,.8860182,.8860182,.9218662,.9218662,,,,,,,,,,
382,"full",1,1140,-.0003244,,.8848034,.8768844,.880597,.8944392,.8944392,.8844789,.8768844,.8768844,.8944392,.8944392,,,,,,,,,,
383,"full",1,2064,.0015447,,.8719387,.8074867,.8506494,.9138514,.9585062,.8734834,.8074867,.8506494,.9138514,.9585062,,,,,,,,,,
385,"full",1,4406,.0022148,,.9103124,.8836502,.8903803,.9220779,.9584121,.9125272,.8836502,.8878788,.9349046,.9584121,,,,,,,,,,
386,"full",1,1102,.0050839,,.9053149,.8701162,.9000689,.9153226,.9153226,.9103988,.9000689,.9153226,.9153226,.9153226,,,,,,,,,,
388,"full",1,900,-.0023659,,.8813825,.8550336,.8731809,.9015102,.9015102,.8790165,.8550336,.8731809,.9015102,.9015102,,,,,,,,,,
390,"full",1,1323,-.0000232,,.9138735,.8821428,.9185668,.9185668,.9185668,.9138502,.8821428,.9185668,.9185668,.9185668,,,,,,,,,,
391,"full",1,14461,.0124145,,.8956578,.8648897,.8931451,.9160262,.9213147,.9080724,.9101819,.9101819,.9101819,.9101819,,,,,,,,,,
393,"full",1,1423,.002653,,.9030306,.8728434,.8728434,.9145183,.9375,.9056836,.8728434,.9071038,.9145183,.9375,,,,,,,,,,
394,"full",1,6326,.0010746,,.8972868,.8726655,.8931451,.907419,.9112628,.8983614,.8593272,.8931451,.9076923,.9351852,,,,,,,,,,
396,"full",1,702,.0021098,,.9039134,.8888889,.8980668,.9119497,.94712,.9060231,.8980668,.8980668,.9119497,.94712,,,,,,,,,,
397,"full",1,10066,-.0018651,,.894244,.8657718,.8838832,.9035533,.9198988,.8923789,.8659218,.8838832,.9015352,.9074074,,,,,,,,,,
399,"full",1,1210,-.0038174,,.899203,.8748435,.8748435,.9190751,.92063,.8953856,.8748435,.8748435,.9157733,.9275362,,,,,,,,,,
400,"full",1,1869,.0034491,,.8983948,.8567543,.8819444,.9130905,.9130905,.9018439,.8567543,.9130905,.9130905,.9130905,,,,,,,,,,
402,"full",1,867,-.0071056,,.8939312,.8389513,.9012346,.94712,.94712,.8868256,.7469879,.8552632,.94712,.94712,,,,,,,,,,
406,"full",1,570,.0016827,,.9179606,.8601398,.9209877,.9209877,.9425287,.9196433,.9209877,.9209877,.9209877,.9425287,,,,,,,,,,
411,"full",1,566,-.000709,,.8991789,.8939394,.8939394,.9079365,.9079365,.8984699,.8939394,.8939394,.9079365,.9079365,,,,,,,,,,
413,"full",1,855,.005304,,.9035031,.8549223,.9015102,.9220779,.9349046,.9088072,.8529412,.8836502,.9349046,.9349046,,,,,,,,,,
416,"full",1,3239,-.0178914,,.9014078,.8574359,.8989386,.92063,.92063,.8835164,.8574359,.8574359,.9190751,.92063,,,,,,,,,,
417,"full",1,688,-.0084113,,.8746697,.8550336,.8550336,.9017959,.9133791,.8662584,.8550336,.8550336,.8701162,.9131206,,,,,,,,,,
418,"full",1,895,.0055701,,.8971841,.8552632,.9015102,.906383,.906383,.9027542,.9015102,.906383,.906383,.906383,,,,,,,,,,
420,"full",1,987,-.0081999,,.9032915,.8513514,.9,.9211765,.9211765,.8950916,.8513514,.8513514,.9211765,.9211765,,,,,,,,,,
421,"full",1,1530,-.0016952,,.9068071,.8787879,.9043478,.9193038,.9258621,.9051119,.8787879,.9043478,.9193038,.9258621,,,,,,,,,,
422,"full",1,1595,.0055782,,.8985133,.8881972,.8881972,.9076133,.9260949,.9040915,.8881972,.8881972,.9098242,.9260949,,,,,,,,,,
424,"full",1,1733,.0028983,,.9240567,.8988096,.9087744,.9458647,.9490909,.926955,.9069069,.9087744,.9458647,.9490909,,,,,,,,,,
426,"full",1,8032,-.0033776,,.9026588,.8809091,.8952467,.9126733,.9126733,.8992811,.8809091,.8952467,.9116173,.9177592,,,,,,,,,,
427,"full",1,3475,.0038063,,.9051857,.8391813,.8853933,.9341229,.9341229,.908992,.8391813,.8853933,.9341229,.9341229,,,,,,,,,,
429,"full",1,4762,-.0104418,,.9043642,.880597,.8947368,.913473,.914787,.8939224,.880597,.880597,.913253,.914787,,,,,,,,,,
430,"full",1,7769,-.0006214,,.9120346,.8871745,.8982344,.92905,.92905,.9114132,.913473,.913473,.913473,.913473,,,,,,,,,,
431,"full",1,9742,.013798,,.9090974,.8947368,.9126733,.9126733,.9248846,.9228954,.9248846,.9248846,.9248846,.9248846,,,,,,,,,,
432,"full",1,4255,.0064047,,.9116088,.8907104,.9117162,.9171375,.9238378,.9180135,.8981553,.9238378,.9238378,.9238378,,,,,,,,,,
437,"full",1,1524,-.0031831,,.9130494,.8779661,.9059406,.9212367,.9218856,.9098663,.8779661,.9002268,.9212367,.9218856,,,,,,,,,,
438,"full",1,1608,-.0015642,,.9076693,.9082623,.9082623,.9082623,.9140272,.9061051,.9082623,.9082623,.9082623,.9091432,,,,,,,,,,
439,"full",1,8892,.0053786,,.9133321,.8928571,.9067796,.9218856,.9514349,.9187107,.9082623,.9218856,.9218856,.9218856,,,,,,,,,,
440,"full",1,6511,-.0041192,,.9134471,.8867925,.900463,.924221,.9354839,.9093279,.8826815,.8939394,.9249564,.93361,,,,,,,,,,
441,"full",1,2641,-.017318,,.9112171,.8916256,.9091432,.9212367,.9212367,.8938991,.8916256,.8916256,.8916256,.9067796,,,,,,,,,,
442,"full",1,874,-.0001354,,.9051237,.9019608,.9019608,.9039464,.9039464,.9049883,.9019608,.9019608,.9039464,.9039464,,,,,,,,,,
443,"full",1,2965,-.0043356,,.8981497,.8498169,.8714285,.9208689,.9230769,.8938141,.8377193,.8647469,.9208689,.9212538,,,,,,,,,,
445,"full",1,1319,.0008555,,.9066572,.8877551,.9048932,.9104683,.9279279,.9075127,.8953824,.9048932,.9104683,.9279279,,,,,,,,,,
446,"full",1,555,-.0025389,,.9130889,.8739496,.8999009,.933635,.933635,.9105501,.8739496,.8999009,.92898,.933635,,,,,,,,,,
447,"full",1,1642,-.0033768,,.9073813,.8880455,.8999009,.92898,.92898,.9040045,.8880455,.8999009,.9009009,.92898,,,,,,,,,,
448,"full",1,1160,-.0068443,,.9109691,.9032787,.9032787,.9178177,.9178177,.9041249,.9032787,.9032787,.9032787,.9032787,,,,,,,,,,
449,"full",1,4330,.0103226,,.9074008,.8790323,.8790323,.9254571,.9553072,.9177235,.8790323,.8928571,.9395466,.955414,,,,,,,,,,
450,"full",1,1193,.0037984,,.9117943,.8979938,.8979938,.9210811,.9222479,.9155927,.8979938,.8995816,.9210811,.9222479,,,,,,,,,,
451,"full",1,13904,.0112694,,.8950465,.8637951,.8929592,.9067296,.9096546,.9063159,.9067296,.9067296,.9067296,.9067296,,,,,,,,,,
452,"full",1,659,-.0046585,,.9154769,.8777778,.9096546,.937365,.937365,.9108185,.8777778,.9096546,.9161392,.937365,,,,,,,,,,
456,"full",1,696,-.0008138,,.9088274,.893401,.8979938,.9189743,.9189743,.9080136,.893401,.893401,.9189743,.9189743,,,,,,,,,,
