hrr,mfx_10,pfx_10,pfx_fam_10,pfx_m0_10,mfx_25,pfx_25,pfx_fam_25,pfx_m0_25,mfx_50,pfx_50,pfx_fam_50,pfx_m0_50,mfx_75,pfx_75,pfx_fam_75,pfx_m0_75,mfx_90,pfx_90,pfx_fam_90,pfx_m0_90,mfx_mean,pfx_mean,pr_mean,pr_obs,pfx_fam_mean,pfx_m0_mean,mfx_sd,pfx_sd,pfx_fam_sd,pfx_m0_sd,mfx_count,pfx_count,hrr_group,eta
315,.0006656,-.0042492,-.0424604,-.0025271,.001207,-.0032225,-.0109275,-.0004589,.002626,-.0019574,.1311841,.0001881,.0042154,-.0009269,.307132,.0007194,.0055245,-.0005192,.3990974,.0023293,.0028735,-.0021903,.4465724,.4356877,.1556353,.0000304,.0018602,.0014208,.1776716,.0024568,1345,1345,200,5
314,0,0,-.0520073,0,0,0,-.0107265,0,0,0,.0812829,0,0,0,.2959575,0,0,0,.4764552,0,0,0,.3160318,.2574715,.1488308,0,0,0,.1998374,0,11042,11042,199,5
313,0,0,-.0499807,0,0,0,-.0016716,0,0,0,.1141962,0,0,0,.2420105,0,0,0,.3251846,0,0,0,.4620967,.2376471,.1276835,0,0,0,.1535234,0,2550,2550,198,5
311,0,0,-.0768512,0,0,0,-.0153311,0,0,0,.165713,0,0,0,.3470793,0,0,0,.4577576,0,0,0,.4804817,.4353041,.1712105,0,0,0,.2087685,0,17675,17675,196,5
309,7.35e-23,0,-.0729893,0,1.48e-22,0,-.0173563,0,2.56e-22,0,.0587456,0,3.98e-22,0,.2021394,0,5.36e-22,0,.3224687,0,2.81e-22,0,.3458897,.3334197,.0941167,0,1.68e-22,0,.1553126,0,7717,7717,195,5
308,.0001105,-.0016114,-.0040485,-.0006501,.0002641,-.0011255,.0020434,-.0000249,.000739,-.0005626,.0225286,.0000337,.0014857,-.0002032,.0916367,.0001795,.0020987,-.000086,.2811491,.0005383,.000944,-.0007223,.1346149,.1406954,.0825235,-.0000105,.0007819,.000599,.13969,.0006922,19297,19297,194,5
307,.0004632,-.0210579,-.0286823,-.0062682,.0015542,-.0145019,.0033332,-.0008273,.0075076,-.0059369,.0607588,.0004042,.0187171,-.0012537,.1015673,.0022412,.0273989,-.0003828,.1743625,.0071462,.0110612,-.0085717,.5805408,.5099327,.064509,.0001324,.0105418,.0080971,.0868904,.0083227,6242,6242,193,5
304,.0057485,-.0275367,-.0483641,-.0143679,.0103645,-.0215445,-.0063502,-.0019382,.0185478,-.0143669,.0897877,.0010554,.0283845,-.0076405,.2878382,.0047076,.0358834,-.0040697,.4233989,.0099429,.0198984,-.0150192,.3262067,.310559,.1442494,-.0000174,.0113195,.0086169,.1841608,.0122816,2898,2898,192,5
303,0,0,-.0042317,0,0,0,.0021284,0,0,0,.0205909,0,0,0,.0640097,0,0,0,.141152,0,0,0,.079928,.0824502,.0506038,0,0,0,.0840007,0,28308,28308,191,5
301,.0002181,-.0024617,.0007433,-.0007882,.0005149,-.0016706,.007499,-5.23e-06,.0011523,-.0008741,.0248945,.000066,.002204,-.0003933,.0705182,.0002467,.003203,-.0001678,.1556333,.0006306,.0014557,-.001113,.0968565,.0919497,.0573649,-.0000105,.0011426,.0008791,.0860203,.0008913,76792,76792,190,5
300,8.94e-26,0,-.1062352,0,1.32e-25,0,-.0466489,0,2.10e-25,0,.0292572,0,3.50e-25,0,.2511922,0,4.71e-25,0,.3997751,0,2.48e-25,0,.3525984,.3563355,.096529,0,1.45e-25,0,.2011359,0,3362,3362,189,5
299,.0114981,-.0277212,-.0156405,-.0168698,.017728,-.0228128,.0062848,-.0012726,.0234492,-.017771,.0519066,.001467,.0303225,-.0131091,.125277,.0054698,.0362905,-.0081783,.2178031,.010473,.0238516,-.0179107,.2157578,.2073942,.0787417,-.0001158,.0095116,.0073271,.098711,.011695,7276,7276,188,5
297,.0028884,-.0237937,-.0005532,-.0098367,.0055751,-.0155123,.0120677,-.0004761,.0125235,-.0088603,.0383634,.0005733,.0211758,-.0040258,.1029506,.0026787,.0314622,-.0021531,.2619724,.0072339,.0147848,-.0108699,.1262997,.1272189,.0863806,-.0001714,.0108795,.0083131,.1233846,.0090867,2028,2028,187,5
296,4.32e-19,0,-.0306939,0,9.44e-19,0,-.0008525,0,1.65e-18,0,.0785802,0,2.27e-18,0,.2222226,0,2.89e-18,0,.3329584,0,1.65e-18,0,.3363468,.2628148,.1163424,0,8.79e-19,0,.1459199,0,3375,3375,186,5
295,.0005524,-.0058399,-.045955,-.0028335,.001562,-.0044237,-.0081871,-.0005476,.0036411,-.0028171,.0397856,.0000841,.0057158,-.0012017,.2294149,.0009946,.0074641,-.0004152,.3897469,.0023825,.0038585,-.0029799,.3162136,.3097571,.113479,4.97e-06,.0026023,.0020057,.1764576,.002717,19596,19596,185,5
292,.0004929,-.0060943,-.0012289,-.0017938,.0010949,-.0038386,.0052298,-.0000574,.0022935,-.001752,.0230139,.0001174,.0049873,-.0008349,.0886127,.0005776,.0078686,-.0003838,.2622721,.0016985,.0033343,-.0025528,.1247748,.1307607,.0779127,-.0000249,.0028884,.0022195,.1270335,.0021317,9070,9070,183,5
291,.0022813,-.017738,.0039098,-.0093306,.0043469,-.0140889,.0131405,-.0001276,.0115002,-.0083047,.0460902,.0005643,.0190709,-.0031168,.1038083,.0025332,.0241503,-.0016404,.1749116,.0062797,.012396,-.0090577,.130143,.1157367,.0718229,-.0001748,.008462,.0062511,.0812369,.0072867,4588,4588,182,5
289,9.22e-23,0,.003185,0,1.99e-22,0,.0121695,0,4.34e-22,0,.038085,0,8.55e-22,0,.1087107,0,1.19e-21,0,.2340483,0,5.52e-22,0,.119391,.1247374,.0825559,0,4.21e-22,0,.1094403,0,6189,6189,181,5
288,.000613,-.0101622,-.0007602,-.0039757,.0019012,-.0074213,.0047641,-.0002013,.0053852,-.0039988,.0323827,.0001971,.0097603,-.0014187,.116009,.0013081,.0132698,-.0004516,.2351729,.0035792,.0062663,-.0047379,.1396353,.1413588,.0814902,6.50e-06,.0049056,.0037468,.1167266,.0039317,12776,12776,180,5
285,.0010978,-.0145546,.0007089,-.004819,.0024064,-.0100888,.0090678,-.0002209,.0064137,-.0048078,.038405,.0002747,.0131063,-.0017818,.142988,.0016887,.019299,-.0008224,.3150789,.0045967,.0083986,-.0063699,.1594383,.1577391,.1024099,-.0000418,.0069545,.0053155,.1389199,.0052186,11500,11500,179,5
284,8.37e-19,0,.0019401,0,1.99e-18,0,.0088553,0,4.69e-18,0,.0310991,0,9.38e-18,0,.0946215,0,1.32e-17,0,.2103438,0,6.06e-18,0,.1069005,.1104622,.0734623,0,4.87e-18,0,.1025376,0,17807,17807,178,5
283,3.83e-24,0,-.0046831,0,1.03e-23,0,.0017728,0,2.71e-23,0,.0230099,0,4.98e-23,0,.1045056,0,7.21e-23,0,.2728307,0,3.31e-23,0,.1483023,.1207887,.0803809,0,2.70e-23,0,.1280382,0,77499,77499,177,5
282,1.46e-16,0,-.0301685,0,4.00e-16,0,-.0062937,0,9.69e-16,0,.037036,0,1.66e-15,0,.282487,0,2.24e-15,0,.5071198,0,1.10e-15,0,.2651994,.2593206,.1441069,0,7.94e-16,0,.2113518,0,12070,12070,176,5
281,.0034602,-.0252786,-.0885911,-.0087625,.0077864,-.0194951,-.0197687,-.0015107,.0148398,-.0118389,.1538345,.0007394,.0246028,-.0062047,.2875654,.0029179,.0317239,-.0027894,.4114117,.0062953,.0163665,-.0129519,.4941525,.4879189,.1462939,-.0000363,.0104468,.008158,.191121,.0088182,1283,1283,175,5
279,.0012977,-.0063903,-.0408642,-.0034431,.0025283,-.0049867,-.0142915,-.0004938,.0045416,-.0034419,.0173387,.0002505,.0066101,-.001893,.0948825,.0012691,.0084027,-.0009759,.2038634,.0028492,.0047374,-.0035857,.2167712,.2118563,.0511068,.0000397,.0027094,.0020648,.1026894,.0029249,11555,11555,173,5
278,1.24e-07,-8.05e-07,-.0577268,-4.10e-07,2.46e-07,-5.96e-07,-.0195883,-5.96e-08,4.66e-07,-3.58e-07,.0320489,1.68e-08,7.72e-07,-1.86e-07,.216778,1.27e-07,1.02e-06,-9.50e-08,.4507547,2.98e-07,5.27e-07,-4.15e-07,.2640899,.2166066,.115296,-5.53e-09,3.41e-07,2.68e-07,.1994346,3.21e-07,26929,26929,172,5
277,1.43e-36,0,-.0503009,0,3.65e-36,0,-.0128723,0,6.20e-36,0,.0913766,0,9.94e-36,0,.1830997,0,1.35e-35,0,.2820674,0,6.99e-36,0,.3502618,.3469225,.0988616,0,4.44e-36,0,.1319093,0,12510,12510,171,5
276,0,0,-.0748154,0,0,0,-.0098258,0,0,0,.0260199,0,0,0,.0855435,0,0,0,.1721628,0,0,0,.4719101,.3421562,.0377478,0,0,0,.0927272,0,3098,3098,170,5
273,.0004358,-.0027518,-.0106463,-.001274,.0008661,-.0019754,.0009675,-.0001029,.0016175,-.0012174,.0309802,.0000918,.0026052,-.0006471,.1141448,.0004539,.0036213,-.0003214,.2776305,.0011292,.0018487,-.0013986,.150832,.1546537,.084091,.0000121,.0012398,.0009456,.1311361,.001207,57632,57632,167,5
270,.0015764,-.0156725,-.1435847,-.0078044,.0038203,-.010844,-.059264,-.0020326,.0080447,-.0061697,.1181167,.0005254,.0138793,-.0029385,.4037802,.003191,.0200489,-.0012171,.5429274,.0065164,.0095432,-.0074301,.4535578,.45481,.1660402,.0001277,.0069424,.0054343,.2626359,.007427,6185,6185,166,5
268,2.12e-07,-1.49e-06,-.0238141,-7.60e-07,4.78e-07,-1.12e-06,-.0026037,-6.71e-08,9.24e-07,-7.08e-07,.0343037,4.47e-08,1.46e-06,-3.58e-07,.1353856,2.53e-07,1.95e-06,-1.60e-07,.3176056,6.41e-07,1.02e-06,-7.74e-07,.1786412,.1776699,.0941408,3.16e-09,6.65e-07,5.05e-07,.1509812,6.73e-07,48607,48607,165,5
267,.0000403,-.0005199,-.0738513,-.0002049,.0000983,-.00033,-.0199298,-.000058,.0002292,-.0001793,.1797545,9.14e-06,.0004385,-.0000752,.3249364,.0000849,.0006891,-.0000312,.429752,.0001773,.0003023,-.00023,.5621511,.3321854,.16481,-3.74e-06,.0002609,.000196,.1957639,.0002292,3775,3775,164,5
264,1.00e-35,0,-.0656281,0,3.31e-35,0,.0150566,0,9.27e-35,0,.2629016,0,1.67e-34,0,.4180064,0,2.12e-34,0,.5278957,0,1.03e-34,0,.5084571,.293016,.226554,0,7.42e-35,0,.2350103,0,2563,2563,163,5
263,0,0,-.0640467,0,0,0,-.0153439,0,0,0,.0750773,0,0,0,.1327808,0,0,0,.2364426,0,0,0,.5748975,.5526802,.0739248,0,0,0,.1279994,0,1082,1082,162,5
262,.0018764,-.0149817,-.0449578,-.0071756,.003582,-.0108915,-.0215894,-.0010925,.0078768,-.0059147,.0007474,.0002029,.0144535,-.0026354,.1063738,.0024309,.0192584,-.0014062,.2327252,.0061371,.0095008,-.007196,.2475722,.2231951,.0502417,.0000393,.0068989,.0052985,.1085991,.0064919,5596,5596,161,5
261,.0077696,-.036263,-.0461753,-.023592,.0140476,-.02768,-.0184795,-.0037381,.024059,-.0174972,.0104739,.0013844,.0373629,-.0101318,.1257428,.0091158,.0474563,-.0054277,.2347407,.0199662,.026289,-.0193736,.2640658,.2486051,.0573477,.0003913,.0153795,.0116828,.1108499,.0180373,1613,1613,160,5
260,.0016625,-.0058298,-.0507756,-.0034041,.0036371,-.0052267,-.0136743,-.0003536,.0052683,-.0040151,.0064226,.0003353,.006677,-.002732,.0629152,.0012362,.0075515,-.0013303,.1209098,.002579,.0050108,-.0038583,.3262514,.2497041,.0398342,.0001009,.0022564,.0017399,.12759,.0027345,845,845,159,5
259,.0001928,-.0207908,-.0526853,-.010022,.001073,-.0145686,.0367703,-.0015531,.0090092,-.006552,.2592015,.0004807,.0192997,-.0008267,.3841299,.0029598,.0280548,-.0001597,.5120273,.0081131,.0114821,-.0085805,.61375,.5813614,.2336596,-.0000614,.0107644,.0080243,.2153621,.0111424,3423,3423,158,5
258,0,0,-.1011882,0,0,0,-.0401207,0,0,0,.1107748,0,0,0,.3240548,0,0,0,.4268871,0,0,0,.431302,.3697183,.1406724,0,0,0,.2069269,0,2556,2556,157,5
257,.0031753,-.0163453,-.1859327,-.0110276,.0071724,-.0138423,-.0434812,-.0033296,.014045,-.0102388,.0816989,.0004835,.0187143,-.0056275,.2650299,.0041887,.0223346,-.00243,.3758337,.0083684,.0131463,-.0097859,.475191,.4434907,.0957671,-.0000367,.0068927,.0050241,.2008799,.008591,1398,1398,156,5
256,0,0,-.1031722,0,0,0,-.0343343,0,0,0,.062804,0,0,0,.3013094,0,0,0,.4367813,0,0,0,.388496,.3981813,.1258488,0,0,0,.203744,0,3629,3629,155,5
254,3.49e-24,0,.0112955,0,7.42e-24,0,.0458353,0,1.52e-23,0,.1527891,0,2.16e-23,0,.2016346,0,2.29e-23,0,.4244168,0,1.42e-23,0,.4755682,.1940928,.1510735,0,7.55e-24,0,.155675,0,237,237,154,5
253,.0003916,-.0111025,-.0881674,-.0030767,.0012565,-.0070632,-.0361111,-.0006484,.0042007,-.0032237,.1505232,.000127,.0089156,-.0009667,.4143618,.0014874,.0138858,-.0002913,.5673154,.0034525,.0057696,-.0045373,.4897912,.4842186,.1947398,.0000838,.0052859,.0041777,.2552048,.0036031,1299,1299,153,5
251,1.88e-24,0,-.0372658,0,4.93e-24,0,.0176544,0,8.90e-24,0,.1372381,0,1.35e-23,0,.3191761,0,1.68e-23,0,.4639254,0,9.14e-24,0,.3743661,.2815073,.1723728,0,5.27e-24,0,.1979823,0,8625,8625,152,5
250,.0022631,-.0090982,-.1297076,-.0048178,.0046333,-.0075899,-.0207493,-.0011931,.0068375,-.0051756,.1657902,.0009312,.0097665,-.0034563,.2772171,.0015862,.0118147,-.0018647,.3935762,.0038749,.0071154,-.0054402,.5466216,.3677991,.1440387,.0000769,.0034745,.0026568,.1997437,.0041002,1354,1354,151,5
249,.0076135,-.0318792,-.0340905,-.0137764,.0217344,-.0286219,.004074,-.0011111,.0312315,-.0244401,.0640744,.001365,.0380619,-.0165867,.179737,.0045082,.0406661,-.0053412,.2475272,.010228,.0280655,-.0215858,.4132638,.1435803,.087325,.000459,.0120032,.0093082,.1094284,.0126023,2173,2173,150,5
248,.0051569,-.0176504,.0125373,-.0040478,.0077997,-.0137831,.0387531,-.0005417,.011774,-.0092126,.190802,.001127,.0178429,-.006198,.3455748,.0034065,.0220451,-.0038655,.4048624,.0055789,.0128499,-.0101601,.3811518,.1756869,.1956215,.0007041,.0063463,.0050344,.1569211,.0052898,1201,1201,149,5
246,.0016698,-.0114691,-.0135922,-.0072624,.00428,-.0089242,.0026421,-.0010388,.0081132,-.0060054,.0587851,.0003822,.0119441,-.0030897,.1521436,.0023521,.0155996,-.0011961,.2582586,.0057248,.0084354,-.0062171,.2140021,.1967657,.0917727,-.0000543,.0051679,.0038169,.1134163,.0056556,11440,11440,148,5
245,.000341,-.00319,-.0112707,-.0015258,.0007536,-.0022463,-.0007918,-.0000968,.0017112,-.0012775,.020636,.0000812,.0029836,-.0005652,.1112884,.0004813,.0042435,-.00025,.2767314,.0012066,.002033,-.0015188,.1610031,.1620597,.0778089,-.0000117,.0015537,.0011523,.1226141,.0014372,13711,13711,147,5
244,.0024624,-.0213504,-.0152514,-.0102442,.0056629,-.0156998,-.0002206,-.0008502,.0124668,-.0090746,.0274964,.0004596,.0208181,-.0040315,.1206923,.003098,.0281969,-.0017443,.2639775,.008837,.0141311,-.0105146,.1522782,.1550455,.0805425,.0000546,.0099999,.0076429,.1253419,.0091701,10326,10326,146,5
243,.0056831,-.0393938,-.04876,-.0179474,.0142054,-.0337517,0,-.0027662,.0311677,-.0241718,.0586458,.0014398,.0448024,-.0106952,.1707898,.0065085,.0531485,-.0032709,.2566448,.0109199,.0296365,-.0227173,.5041043,.2685371,.0796033,-.0000266,.0173771,.0132422,.1271657,.0157672,998,998,145,5
242,.006753,-.0323862,-.0298063,-.0076422,.013348,-.0282013,.0026294,-.0006279,.0257433,-.0199082,.0532504,.0013651,.0360237,-.0098374,.1246711,.004576,.0426445,-.0046589,.1823945,.0101514,.0248486,-.019001,.287688,.1444615,.071399,.0012609,.0132366,.0103532,.0978822,.009763,1959,1959,144,5
240,0,-.1318851,-.0080087,-.0112804,0,-.0676242,0,0,.0046117,-.0040636,0,0,.1199632,0,.0103155,.0074947,.1681998,0,.1015071,.0324457,.0509846,-.0389713,.7539456,.3142857,.0233308,.0020595,.071152,.0528195,.0613126,.0674746,105,105,143,5
239,.0017583,-.0072814,-.029162,-.0038835,.0035151,-.0059559,-.0028201,-.0004195,.0058084,-.0043794,.0298892,.0002538,.0077659,-.0025681,.1017656,.0014209,.009451,-.0012927,.1800757,.0032423,.0057156,-.0043324,.1755778,.168312,.0567013,.000042,.0029047,.0022419,.0886317,.0032501,14384,14384,142,5
238,.0002802,-.0046666,-.0246453,-.0023817,.0010816,-.0033795,-.0002099,-.0002813,.0025874,-.0020051,.0484184,.0001001,.0045111,-.0008137,.2221507,.0007409,.006149,-.0002173,.3693983,.0018112,.0029335,-.002232,.2947739,.2875555,.1158762,-.0000128,.0021491,.0016351,.1640922,.0020093,6983,6983,141,5
236,.0009289,-.0052021,-.0394327,-.0028568,.0020947,-.0040702,-.0060024,-.0004553,.0036248,-.0027975,.0568323,.0001451,.0053805,-.0016076,.2220965,.0011157,.0068806,-.0006948,.3494377,.0023721,.0037981,-.0028945,.2763103,.275816,.1105585,.0000175,.0021604,.0016409,.1554409,.002453,6740,6740,140,5
235,.0010821,-.0127482,-.024388,-.0060225,.0026486,-.0089902,-.0047606,-.0006016,.0064227,-.0047101,.035101,.0002041,.0121695,-.0019357,.2257551,.0021432,.0168518,-.0007924,.5592059,.0060689,.0078991,-.005858,.2288551,.2374473,.1429289,.0000794,.0061771,.0045966,.2185002,.0059206,9480,9480,139,5
233,1.18e-19,0,-.008578,0,2.91e-19,0,.002066,0,6.70e-19,0,.0289202,0,1.09e-18,0,.1088125,0,1.44e-18,0,.2540088,0,7.29e-19,0,.1471623,.1502626,.0785207,0,5.03e-19,0,.1206358,0,10282,10282,137,5
232,.001854,-.0170607,-.0047184,-.0085293,.004768,-.0123739,.005242,-.0009149,.0102907,-.0074584,.0418267,.0004017,.0165866,-.00337,.1454705,.0027818,.0225505,-.0013072,.3165725,.0073625,.0113862,-.0084079,.1701765,.1717282,.1002672,.0000235,.0079223,.00599,.1411073,.0076134,23840,23840,136,5
231,0,0,-.0038915,0,0,0,.0106726,0,0,0,.0537262,0,0,0,.1907884,0,0,0,.4158602,0,0,0,.2134604,.2176425,.1289629,0,0,0,.1684833,0,2596,2596,135,5
230,1.06e-25,0,-.0019361,0,2.41e-25,0,.0197735,0,4.89e-25,0,.0942193,0,7.19e-25,0,.2260037,0,8.68e-25,0,.3748545,0,4.91e-25,0,.2785802,.1675878,.1392431,0,2.84e-25,0,.1448587,0,6152,6152,134,5
227,8.42e-37,0,-.0067493,0,1.91e-36,0,.0024969,0,4.03e-36,0,.0300973,0,6.92e-36,0,.1133568,0,9.59e-36,0,.330447,0,4.69e-36,0,.1440034,.1475587,.0953243,0,3.36e-36,0,.1508432,0,90791,90791,133,5
226,.0003126,-.0031345,-.0074403,-.0010435,.0006603,-.0022249,.0015168,-.000054,.0015153,-.0011572,.0230734,.0000652,.0028777,-.0005031,.0954394,.0003816,.0040176,-.0002343,.2251119,.0009572,.0018798,-.0014418,.1559554,.1452948,.070023,8.43e-06,.0014332,.0011025,.1117282,.0011121,9904,9904,132,5
225,6.91e-21,0,-.0406762,0,1.36e-20,0,-.0145246,0,2.56e-20,0,.0378906,0,3.97e-20,0,.198466,0,5.63e-20,0,.3479234,0,2.87e-20,0,.265272,.1989776,.1002299,0,1.89e-20,0,.1502423,0,13107,13107,131,5
223,.0003105,-.0026011,-.0120306,-.0011882,.0007723,-.0018982,.0002175,-.0000973,.0015341,-.0011679,.0317895,.0000661,.0024677,-.0005805,.1187132,.0003993,.0033511,-.0002307,.2433683,.0009667,.0017088,-.0013069,.1695798,.1656913,.078101,-.0000105,.0011639,.0008946,.1160839,.0010748,63739,63739,130,5
222,.0008041,-.0045865,-.0274291,-.0024672,.0018614,-.003667,.0067431,-.0002815,.0032813,-.0025192,.1123692,.0001988,.0047304,-.001443,.3002114,.0009379,.00577,-.000614,.4455448,.0016966,.0033206,-.0025678,.3497354,.2795867,.1644147,3.59e-06,.0018249,.0014114,.1837125,.0019941,8323,8323,129,5
220,.0019062,-.0107987,-.0047194,-.0030867,.0041658,-.009144,.0094315,-.0003624,.0084505,-.00647,.0681919,.0005486,.0118294,-.0032673,.1847438,.0021386,.0139803,-.001374,.2698335,.0038636,.0082475,-.0063205,.2753548,.2542087,.1028228,.0004582,.0044746,.0034651,.1126367,.0037163,594,594,127,5
219,1.20e-25,0,-.0687823,0,2.44e-25,0,-.0123139,0,3.84e-25,0,.0561823,0,5.00e-25,0,.1755816,0,6.06e-25,0,.2820716,0,3.72e-25,0,.3769617,.2579177,.0828492,0,1.77e-25,0,.1354048,0,5273,5273,126,5
218,0,0,-.0808913,0,0,0,-.0124579,0,0,0,.075421,0,0,0,.3015848,0,0,0,.4192394,0,0,0,.3245294,.3057325,.1317472,0,0,0,.1982671,0,471,471,125,5
217,0,-.0081103,-.0088246,-.0035372,0,-.004315,0,-.0005597,.0014743,-.0011635,.0213037,0,.0055618,0,.058543,.0014104,.0100821,0,.1216084,.0047493,.0040358,-.0031057,.8779361,.8103728,.0364052,.0001028,.006502,.0049117,.0565891,.0050073,617,617,124,5
216,1.28e-23,0,-.0213441,0,3.74e-23,0,.0002994,0,7.68e-23,0,.0403975,0,1.08e-22,0,.1204614,0,1.36e-22,0,.2114429,0,7.52e-23,0,.223221,.2100429,.0719616,0,4.47e-23,0,.1054874,0,1633,1633,123,5
214,2.02e-33,0,-.0913266,0,3.86e-33,0,-.021509,0,6.46e-33,0,.0690189,0,8.94e-33,0,.1639634,0,1.10e-32,0,.2217987,0,6.53e-33,0,.4485402,.2712996,.0700723,0,3.34e-33,0,.1221679,0,2547,2547,122,5
213,2.13e-25,0,-.0201502,0,4.93e-25,0,-.0027792,0,8.65e-25,0,.0374973,0,1.32e-24,0,.1525245,0,1.79e-24,0,.2571366,0,9.33e-25,0,.258611,.2091634,.081427,0,5.61e-25,0,.112311,0,8534,8534,121,5
212,.0034839,-.0391376,-.0525693,-.0162296,.0084743,-.0302195,-.0158332,-.0018365,.0230128,-.0166183,.0284622,.0010835,.0403446,-.0059335,.1557473,.0060587,.0524094,-.0026048,.4056917,.0123952,.025549,-.0188818,.280102,.1923792,.0950619,-.0002043,.0183948,.0139311,.1665304,.0134827,2152,2152,120,5
210,.0000233,-.0006745,-.0273822,-.0002914,.000083,-.0004742,.0081488,-.0000427,.00026,-.0001968,.2104528,.0000183,.00062,-.0000637,.2962559,.0000918,.0009139,-.0000185,.3583,.0002137,.0003765,-.0002805,.5426082,.483549,.1713412,-6.61e-06,.0003415,.0002507,.1534976,.0003073,2705,2705,119,5
209,0,0,-.0225541,0,0,0,.0597225,0,0,0,.1294411,0,0,0,.2349317,0,0,0,.3807442,0,0,0,.5081381,.193133,.1553625,0,0,0,.1501285,0,699,699,118,5
208,.0000274,-.0006206,-.0921552,-.0002843,.0000791,-.0003323,-.044354,-.0000674,.000205,-.0001515,.0582014,7.10e-06,.0004492,-.0000579,.3609662,.0001229,.0008235,-.0000204,.4759641,.0002826,.0003194,-.0002391,.4262502,.4193482,.1518763,7.56e-06,.0003197,.0002407,.2275229,.0002778,4817,4817,117,5
207,0,0,-.1951751,0,0,0,-.1000355,0,0,0,.0261831,0,0,0,.3008192,0,0,0,.3934004,0,0,0,.3980937,.3373494,.0954584,0,0,0,.2266212,0,581,581,116,5
205,0,0,-.0345101,0,0,0,-.0077884,0,0,0,.037776,0,0,0,.1363016,0,0,0,.253432,0,0,0,.2158309,.2015912,.0775351,0,0,0,.1213534,0,36450,36450,115,5
204,.0013093,-.0067686,-.035716,-.0045515,.0033393,-.0054451,-.004539,-.0005242,.0052411,-.0039046,.0458933,.0002713,.0072153,-.002506,.1459151,.0016323,.0089574,-.0009621,.2652995,.0034952,.0052909,-.0039514,.246085,.2440651,.0838031,.0000665,.0028275,.0021131,.1267792,.0033549,7498,7498,114,5
203,3.49e-32,0,-.0762135,0,5.57e-32,0,-.0463207,0,8.21e-32,0,.0054114,0,1.17e-31,0,.2505822,0,1.64e-31,0,.3772689,0,9.17e-32,0,.3004637,.3030359,.0898444,0,5.04e-32,0,.1747077,0,5468,5468,113,5
200,.0006516,-.0129255,-.0933237,-.0039832,.0012908,-.0070863,-.0305816,-.0007399,.0038109,-.0029075,.1593638,.0003,.0091718,-.0010648,.3059469,.0019049,.0166361,-.0005302,.4108393,.0040084,.006316,-.0048903,.5128683,.4177298,.1445951,-.0000323,.0065152,.0050479,.2002925,.0049216,6114,6114,111,5
197,.0027116,-.0187491,-.0981647,-.008913,.0046146,-.0128086,-.0404892,-.0026221,.0090655,-.0066193,.1437652,.0011039,.0166975,-.0034881,.2965639,.0034465,.024023,-.0019904,.3793588,.0066527,.0113932,-.0087019,.4634339,.2922193,.132756,-.0000814,.0082643,.0063804,.1893016,.0074987,2262,2262,110,5
196,.0005995,-.0227245,-.0752346,-.0099087,.0020254,-.0150819,0,-.0021003,.0078593,-.0061001,.0987876,.0003033,.0192831,-.0015754,.1603592,.0021673,.028918,-.0005003,.23062,.0089026,.0118337,-.0092485,.6438823,.5130937,.0905333,-.000178,.0116107,.0089426,.1320546,.0104968,2253,2253,109,5
195,0,0,-.0723845,0,0,0,.0517424,0,0,0,.149234,0,0,0,.2369692,0,0,0,.3918578,0,0,0,.7354354,.7333924,.1496274,0,0,0,.1734054,0,1129,1129,108,5
194,.0001597,-.0014052,-.1710302,-.00086,.0003869,-.0009812,-.0573894,-.0002079,.0007808,-.0005953,.0159356,.0000232,.0012921,-.0003051,.2642905,.0003072,.0018561,-.0001279,.3681278,.0006973,.0009028,-.0006873,.3560448,.3473837,.0793125,-8.32e-06,.0006385,.0004756,.2013554,.0007597,4816,4816,107,5
193,.0001924,-.0013445,-.0897162,-.0008662,.0005144,-.0010486,-.0337889,-.0001671,.0009742,-.0007449,.0378492,.0000503,.0013596,-.0004095,.2052317,.0003,.0017341,-.0001523,.4279962,.0006275,.0009752,-.0007522,.3079801,.217866,.102249,-5.21e-06,.0005766,.0004388,.1932675,.000683,2015,2015,106,5
192,.0020722,-.01505,-.1185912,-.0076179,.0044299,-.0110887,-.0401101,-.0017614,.0087309,-.0067735,.0423019,.0002648,.0144193,-.0034304,.2468975,.0026703,.019488,-.0016403,.3993334,.0064512,.0098154,-.0075844,.3975513,.3719326,.1015611,.0000432,.0065173,.005008,.204767,.0069663,13774,13774,105,5
191,.0025716,-.0141174,-.0547233,-.0083632,.0054499,-.0102357,-.014309,-.0014645,.0091116,-.0069775,.1073911,.0008863,.0135281,-.0041561,.2324234,.0023831,.0187112,-.0019236,.307321,.0060652,.0099489,-.0075538,.416265,.1957458,.1172886,-.0001298,.0059534,.0045241,.1501082,.0064448,7898,7898,104,5
190,.0241753,-.0674522,.0055133,-.0343587,.042289,-.0598156,.0346906,.0003903,.061018,-.0480762,.22029,.0047475,.0789042,-.0361749,.2708077,.0072594,.0845409,-.0186025,.297707,.0138011,.0588652,-.0461042,.5622757,.0854037,.1658333,.0000346,.0237544,.0173981,.1455397,.0275007,1288,1288,103,5
