hrr,mfx_10,pfx_10,pfx_fam_10,pfx_m0_10,mfx_25,pfx_25,pfx_fam_25,pfx_m0_25,mfx_50,pfx_50,pfx_fam_50,pfx_m0_50,mfx_75,pfx_75,pfx_fam_75,pfx_m0_75,mfx_90,pfx_90,pfx_fam_90,pfx_m0_90,mfx_mean,pfx_mean,pr_mean,pr_obs,pfx_fam_mean,pfx_m0_mean,mfx_sd,pfx_sd,pfx_fam_sd,pfx_m0_sd,mfx_count,pfx_count,hrr_group,eta
456,0,0,-.1644375,0,0,0,-.0579918,0,0,0,.0598911,0,0,0,.2424607,0,0,0,.3480151,0,0,0,.582046,.4649298,.0822237,0,0,0,.1911728,0,998,998,305,5
452,.0017156,-.0379087,-.0469905,-.0156221,.0070778,-.0267308,-.0083126,-.0020411,.0184215,-.0130459,.0532527,.0004323,.0359723,-.0046586,.2776723,.0054238,.0489158,-.001243,.6026284,.0118794,.0221813,-.0166029,.265614,.2671928,.1613089,-.0005679,.0178594,.0136495,.2528872,.0137836,1774,1774,304,5
451,8.08e-19,0,-.0306911,0,1.59e-18,0,-.0065193,0,3.16e-18,0,.0564135,0,5.23e-18,0,.2828974,0,7.09e-18,0,.5501139,0,3.59e-18,0,.247515,.2346758,.1604114,0,2.39e-18,0,.2248724,0,41095,41095,303,5
450,1.64e-27,0,-.089907,0,3.53e-27,0,-.0328203,0,6.94e-27,0,.2058996,0,1.13e-26,0,.4551909,0,1.58e-26,0,.5783951,0,7.90e-27,0,.4578031,.461183,.2159976,0,5.31e-27,0,.2599299,0,2164,2164,302,5
449,9.29e-20,0,-.0461401,0,2.23e-19,0,-.0132171,0,5.22e-19,0,.0938789,0,1.01e-18,0,.4808891,0,1.51e-18,0,.6594054,0,6.71e-19,0,.3494204,.3374692,.2207794,0,5.40e-19,0,.2799256,0,8946,8946,301,5
448,.0112716,-.0564066,-.0643788,-.0261962,.0229289,-.0464598,.0472295,-.0067466,.0397791,-.0308063,.2492488,.0029925,.0619051,-.017843,.4178913,.008421,.0753211,-.0091549,.590141,.0179685,.0415495,-.0317188,.5273069,.3961977,.2502008,-.0003277,.0229498,.0172069,.2594555,.0206492,1315,1315,300,5
447,.0035949,-.0186943,-.1240349,-.0121776,.0078392,-.0141168,-.0330554,-.0025749,.0127659,-.0097825,.11632,.0003054,.0181731,-.0061422,.3341037,.0043817,.0240756,-.0029214,.5179037,.0099683,.0134131,-.0103879,.3886306,.3952615,.1559235,-.0000377,.0074751,.00573,.2387486,.0100695,3461,3461,299,5
446,0,0,-.0314125,0,0,0,.0101443,0,0,0,.1025721,0,0,0,.3185094,0,0,0,.534821,0,0,0,.306316,.25,.180957,0,0,0,.2160548,0,1188,1188,298,5
445,0,0,-.0624507,0,0,0,-.0251328,0,0,0,.0429703,0,0,0,.2471128,0,0,0,.3694614,0,0,0,.3858352,.3579627,.1078315,0,0,0,.1692179,0,2788,2788,297,5
443,.0023118,-.009801,-.0380117,-.0054719,.0042308,-.0075706,-.0054069,-.0006605,.0068839,-.0051728,.0400481,.0003542,.0100482,-.003192,.1529707,.001979,.0127777,-.0017346,.2872247,.0040442,.0072239,-.0054759,.2920704,.2484798,.0817652,.0000197,.0038786,.0029679,.1297227,.0044413,7236,7236,295,5
442,0,-.0136799,-.0324512,-.0065659,.0011884,-.0077286,0,-.0011452,.0052416,-.0043986,.0201532,.0000398,.0101814,-.00087,.0483651,.0015885,.0180045,0,.0923941,.0060694,.0078411,-.0060961,.7306245,.6864813,.0296569,-.0001354,.0100265,.0075507,.0683581,.0097721,1043,1043,294,5
441,0,0,-.1367644,0,0,0,-.0463468,0,0,0,.0515346,0,0,0,.2627532,0,0,0,.4194996,0,0,0,.3664656,.3495519,.1049498,0,0,0,.2064128,0,6248,6248,293,5
440,.0000322,-.0001432,-.0659586,-.0000911,.0000577,-.000112,-.0251811,-.000016,.0000978,-.0000772,.0406646,3.85e-06,.0001431,-.0000448,.2051036,.0000317,.000186,-.0000253,.3815332,.0000722,.0001037,-.000081,.3075168,.3094688,.101526,1.19e-07,.0000583,.000045,.1781579,.0000725,16887,16887,292,5
439,8.73e-17,0,-.0583424,0,1.66e-16,0,.0007957,0,3.46e-16,0,.2144404,0,5.98e-16,0,.509537,0,7.98e-16,0,.6606794,0,3.95e-16,0,.4290015,.2960107,.2554573,0,2.59e-16,0,.2755676,0,12709,12709,291,5
438,0,0,-.0667135,0,0,0,-.0264338,0,0,0,.1839052,0,0,0,.2675024,0,0,0,.3490088,0,0,0,.5222647,.4809102,.1378823,0,0,0,.1696365,0,2593,2593,290,5
437,7.73e-38,0,-.0559201,0,1.98e-37,0,-.0171913,0,3.65e-37,0,.1338453,0,5.67e-37,0,.351487,0,7.90e-37,0,.5291513,0,4.00e-37,0,.3623149,.3535256,.1810013,0,2.53e-37,0,.2240756,0,3120,3120,289,5
435,5.61e-27,0,-.0225145,0,1.10e-26,0,-.0040547,0,2.17e-26,0,.0286462,0,3.68e-26,0,.2235771,0,5.22e-26,0,.4400667,0,2.56e-26,0,.2343346,.1994259,.1212205,0,1.79e-26,0,.1780366,0,6619,6619,288,5
432,.0006817,-.0027321,-.0814569,-.0018755,.0012537,-.0021238,-.0164705,-.0003999,.0019199,-.0014903,.0774631,.0000944,.0027302,-.0009816,.2659155,.0006614,.0035644,-.0005376,.4533828,.0014762,.0020314,-.0015699,.346604,.3197425,.1321631,-8.10e-06,.0010847,.0008247,.1962421,.0014701,10252,10252,287,5
431,2.96e-19,0,-.0904333,0,7.22e-19,0,-.0334122,0,1.30e-18,0,.0298736,0,2.03e-18,0,.241598,0,2.83e-18,0,.3773243,0,1.45e-18,0,.3244046,.3127086,.0998815,0,9.57e-19,0,.1792416,0,25471,25471,286,5
430,0,0,-.0400696,0,0,0,-.0102749,0,0,0,.0416328,0,0,0,.1558088,0,0,0,.280195,0,0,0,.2377312,.2228506,.0833879,0,0,0,.1268135,0,26345,26345,285,5
429,.0009698,-.0069228,-.0463348,-.0041113,.0025897,-.0054722,-.0161826,-.0006028,.0049074,-.0037525,.0249799,.0001739,.0070543,-.0019694,.1390777,.0013611,.0089365,-.0007219,.2440681,.0034334,.0049917,-.0038394,.1999742,.1987272,.06816,-1.62e-06,.0029595,.0022787,.1194979,.0034351,19328,19328,284,5
427,.0018168,-.0130149,-.0358141,-.0074261,.0036722,-.0095368,-.0031153,-.0009569,.0073197,-.0056583,.0889972,.000447,.0124952,-.0028245,.2744274,.0020198,.0174757,-.0014209,.3970024,.0048274,.0084879,-.0064717,.3875012,.2827117,.1408557,-.0001976,.0057536,.004327,.1705777,.0054046,6756,6756,282,5
426,.0005532,-.0050513,-.0252828,-.002205,.0013248,-.0036173,-.007763,-.0002321,.0027167,-.0020862,.019853,.0001083,.0047011,-.0009922,.1519766,.0008112,.0066077,-.0004128,.3301231,.0019853,.0031856,-.0024391,.2068354,.1865532,.0909371,5.56e-06,.0022785,.0017525,.1483726,.0021019,27724,27724,281,5
424,2.87e-14,0,-.0338526,0,8.66e-14,0,.0065028,0,1.51e-13,0,.1300911,0,2.08e-13,0,.2524433,0,2.58e-13,0,.3423517,0,1.48e-13,0,.4657268,.4197928,.1405201,0,8.28e-14,0,.1519549,0,2799,2799,280,5
422,2.08e-21,0,-.0741898,0,4.04e-21,0,-.033485,0,6.86e-21,0,.0001108,0,1.15e-20,0,.3336905,0,1.77e-20,0,.492812,0,8.59e-21,0,.3110044,.2983974,.1247401,0,6.28e-21,0,.2212114,0,3931,3931,278,5
421,.0003712,-.0020953,-.0314528,-.0011466,.0008579,-.0016288,-.0074606,-.000093,.0014686,-.0011285,.0287798,.0000647,.0021055,-.0006662,.1209524,.000416,.0026888,-.0002857,.2494951,.0008764,.0015108,-.0011664,.2084073,.2010433,.0720084,.0000136,.0008426,.000657,.118158,.0008818,4984,4984,277,5
420,1.86e-30,0,-.1352194,0,6.21e-30,0,-.0066192,0,1.60e-29,0,.0859604,0,2.53e-29,0,.1982658,0,3.11e-29,0,.2837645,0,1.61e-29,0,.5757704,.3335766,.0850027,0,1.08e-29,0,.1583543,0,1370,1370,276,5
418,9.76e-30,0,-.0063087,0,5.14e-29,0,.0273145,0,9.79e-29,0,.0888864,0,1.42e-28,0,.2601397,0,1.62e-28,0,.3382599,0,9.43e-29,0,.5734023,.2760314,.140187,0,5.42e-29,0,.144297,0,1018,1018,275,5
417,0,0,-.1720866,0,0,0,0,0,0,0,.1676209,0,0,0,.2819242,0,0,0,.3699887,0,0,0,.6195697,.2144772,.1277052,0,0,0,.2144101,0,373,373,274,5
416,.0085908,-.0304744,-.0776388,-.0208699,.0132068,-.0231737,-.0188632,-.0049133,.0209964,-.0157481,.0657186,.0010544,.0306439,-.0098358,.2440235,.0076274,.0403554,-.0062155,.3891625,.0166829,.0225979,-.016994,.2904399,.2499717,.1174441,.0000194,.0120894,.0092302,.1819256,.0154567,8845,8845,273,5
413,.0005077,-.0050112,-.0445148,-.0019342,.0011068,-.0037456,-.0102345,-.0004326,.0027638,-.0021002,.089664,.0001042,.0048293,-.0008521,.4220439,.0009899,.0066846,-.0003903,.5989461,.0016898,.0031584,-.0024242,.3614247,.3617499,.1974163,9.39e-06,.0022712,.0017282,.2551202,.0020074,1783,1783,272,5
411,.0185527,-.0485708,-.0724397,-.0410795,.0326654,-.0448402,-.0159073,-.0048168,.0467299,-.0359108,.0544016,.0018206,.0589238,-.0250485,.1587824,.0092994,.067023,-.0133502,.3037112,.0354072,.0445122,-.0334752,.4871285,.2957111,.083661,.000046,.0184642,.0139023,.1420252,.0269618,886,886,270,5
406,5.38e-34,0,-.0343816,0,2.51e-33,0,0,0,9.44e-33,0,.0388179,0,1.72e-32,0,.1360005,0,2.16e-32,0,.2136008,0,1.01e-32,0,.6253573,.400703,.0655741,0,7.67e-33,0,.1117478,0,569,569,269,5
402,.0019535,-.0075558,-.0529611,-.0039302,.0028505,-.0055892,-.0306426,-.0011909,.0045484,-.0034426,.002615,.0003077,.0071727,-.0020515,.0836475,.001743,.0097729,-.0013821,.2073012,.0037109,.0052717,-.0039994,.198953,.1914622,.0417388,.0000308,.003028,.0023811,.112305,.0035193,3139,3139,268,5
400,0,-.0109258,-.1823101,-.0072812,.0034311,-.0079311,-.0884033,-.0016134,.0064594,-.0048188,.0368943,0,.0103757,-.0026675,.2731748,.0028726,.0144084,0,.4136905,.0058,.0069819,-.005281,.5199649,.4364919,.0876915,.0000792,.0049353,.0037304,.2181642,.0054649,2976,2976,267,5
399,.000689,-.003905,-.0395621,-.001766,.0013136,-.0028677,-.0160018,-.0002376,.0023392,-.0017792,.0283265,.0001138,.0038176,-.0009999,.1686552,.0008155,.0052471,-.0005174,.2978846,.0015577,.0026812,-.0020244,.2990735,.1887719,.0833156,-2.93e-06,.0017141,.001271,.1332478,.0016799,2850,2850,266,5
397,1.00e-26,0,-.0106087,0,2.14e-26,0,.0028232,0,4.29e-26,0,.0372364,0,7.12e-26,0,.1282651,0,9.47e-26,0,.2644541,0,4.82e-26,0,.1790863,.1771719,.0849968,0,3.19e-26,0,.1234483,0,35982,35982,265,5
396,.0010144,-.0104612,-.0691216,-.0063938,.0034706,-.0080748,-.0182348,-.0013191,.0072395,-.0056435,.0255986,.0001177,.0104906,-.0025665,.125437,.002421,.013429,-.0007343,.2318214,.0057127,.0072369,-.0056006,.3506921,.2818482,.0546276,.0000658,.0045989,.0035585,.1167891,.0054292,1515,1515,264,5
394,.0008514,-.0116807,-.0168352,-.0050639,.0022052,-.0084653,-.0026855,-.0004376,.0058857,-.004441,.0319797,.0001738,.0110464,-.0016004,.1834683,.0016874,.0153303,-.0006161,.3923819,.0049444,.0070694,-.0053578,.2020122,.2060169,.1123982,.0000439,.005515,.0042189,.1673411,.0050144,21639,21639,263,5
393,.0059444,-.0200715,-.0339271,-.0141464,.009643,-.0160068,.0158575,-.0031214,.0151006,-.0116606,.0870178,.0010684,.0209476,-.0074874,.2524204,.0050834,.0263485,-.0044912,.3690352,.011777,.0156316,-.0119707,.3871842,.3410443,.1350241,.0001029,.0075442,.0057141,.1565228,.0110775,3026,3026,262,5
391,.0008579,-.0057497,-.0048195,-.0027731,.0019145,-.0043856,.0069979,-.000172,.0036938,-.0027803,.0408365,.0001985,.0058136,-.0014321,.1120441,.0009416,.0075767,-.0006231,.2315404,.0023214,.0040213,-.0030269,.1374078,.1392472,.0804245,.0000107,.0025714,.0019462,.1112307,.0026037,66206,66206,261,5
390,.0044945,-.0246525,-.127374,-.0149313,.0080705,-.0189591,-.030832,-.003578,.0154494,-.0117494,.108894,.0018486,.024555,-.0066506,.199235,.0038926,.0328385,-.0037822,.2519146,.0129392,.0173249,-.0132845,.5991032,.3982777,.0864157,.0001588,.0110575,.0081804,.1475276,.0148608,1858,1858,260,5
388,.0117655,-.0320663,-.1170807,-.0250721,.016815,-.0247035,-.0355932,-.0082488,.0237897,-.0169444,.0814253,.0017922,.0340034,-.012184,.2740463,.0087927,.0447923,-.0083423,.4286267,.018187,.0258826,-.018763,.3449352,.3061114,.1227565,-.0004737,.0124811,.0091245,.2057927,.0178472,1849,1849,259,5
386,.0004202,-.0035875,.004641,-.0008281,.0014127,-.0030246,.058168,0,.0027219,-.0021149,.1481325,.000241,.0040653,-.0009942,.2073922,.000504,.0047308,-.0003011,.263926,.0008047,.0027074,-.0020302,.6095646,.2027027,.1416546,.0000712,.0015732,.0011591,.1078524,.0011238,518,518,258,5
385,.0007937,-.0032838,-.019108,-.0016184,.0013346,-.0025271,-.0009059,-.0001209,.002233,-.0017322,.0316495,.0001255,.0032356,-.001024,.097454,.0005436,.0042205,-.0006036,.1821676,.0012616,.0023847,-.0018465,.1606214,.1590897,.0601638,.0000149,.0013193,.0010284,.0902553,.0013322,18851,18851,257,5
383,.0031633,-.0127989,-.0397487,-.0080275,.0055347,-.0096678,-.018324,-.0021607,.0088925,-.0063794,.0053702,.0006237,.0131153,-.003771,.049051,.0035325,.017139,-.0021628,.102791,.0079171,.009646,-.0070126,.1793832,.1685568,.0204141,.0001067,.0052803,.0039946,.0618606,.0073924,8994,8994,256,5
382,1.54e-33,0,-.1143328,0,2.28e-33,0,-.0536764,0,3.46e-33,0,.035816,0,4.46e-33,0,.1902732,0,5.55e-33,0,.2851204,0,3.47e-33,0,.397403,.3132313,.0699365,0,1.49e-33,0,.1595925,0,2222,2222,255,5
380,.0013718,-.0090864,-.0574881,-.0055219,.003225,-.0069763,-.0154392,-.0009322,.0060729,-.0046202,.0521097,.0002259,.0091175,-.0024511,.2487687,.0020028,.0119073,-.0010274,.4152229,.0042754,.0063868,-.0048526,.3058847,.2899555,.1231657,-.0000123,.0038729,.0029453,.1869101,.0044786,31022,31022,254,5
377,0,0,-.0281004,0,0,0,.0258801,0,0,0,.1923811,0,0,0,.2730753,0,0,0,.3515974,0,0,0,.5864076,.4153762,.1700481,0,0,0,.1496466,0,9170,9170,252,5
376,.0078386,-.0337038,-.0787374,-.018452,.0144017,-.0273562,-.0304041,-.0032105,.0253377,-.0191872,.0530622,.0015907,.0365433,-.0103522,.2296481,.0088139,.0460353,-.0053663,.3765708,.0167897,.0261597,-.0193672,.3504477,.3008596,.1028254,.0007524,.0142579,.0105832,.1721087,.016245,2792,2792,251,5
375,0,0,-.0422342,0,0,0,.0036842,0,0,0,.0918381,0,0,0,.1870967,0,0,0,.2778381,0,0,0,.3970885,.3783784,.1060219,0,0,0,.1242951,0,1702,1702,250,5
374,1.05e-32,0,-.0469201,0,2.08e-32,0,-.0042676,0,3.47e-32,0,.0904087,0,4.87e-32,0,.2192506,0,6.01e-32,0,.3456364,0,3.47e-32,0,.3583499,.1945312,.1177559,0,1.82e-32,0,.1489643,0,2560,2560,249,5
373,1.13e-27,0,-.0762333,0,1.83e-27,0,-.0325192,0,3.13e-27,0,.0034672,0,4.94e-27,0,.1935957,0,6.77e-27,0,.3168638,0,3.56e-27,0,.3034246,.3011404,.0731315,0,2.20e-27,0,.1542855,0,9909,9909,248,5
371,.0018821,-.0213198,-.1226614,-.0122287,.0053212,-.015003,-.0221686,-.0029937,.0113329,-.0086779,.1538873,.0004939,.0193219,-.0038905,.2842774,.0041834,.0277712,-.0014467,.4073295,.0103707,.0131965,-.0101174,.5059035,.4030239,.1428993,.0000286,.0096748,.0074035,.2043519,.0109881,8069,8069,247,5
369,.0018213,-.0071191,-.0359869,-.0041156,.0034974,-.0056774,-.0122966,-.0004751,.0055666,-.0042336,.0280672,.000283,.0074375,-.0026757,.1211165,.001629,.0094086,-.0013377,.2315997,.0032253,.0055858,-.0042474,.2335473,.2201775,.0645118,9.66e-06,.0028265,.0021402,.1068622,.0032373,4619,4619,245,5
368,9.74e-37,0,-.0527766,0,2.17e-36,0,-.0020391,0,4.69e-36,0,.1777117,0,8.56e-36,0,.2725574,0,1.25e-35,0,.3547532,0,5.83e-36,0,.5538894,.3100785,.1516138,0,4.48e-36,0,.1669444,0,7898,7898,244,5
367,.0027921,-.0406086,-.0416677,-.016308,.0081911,-.0300482,-.0049979,-.0031464,.0224682,-.0164393,.1179679,.0015021,.0393918,-.0063729,.2813245,.0060706,.0548487,-.0019541,.3545433,.0136089,.0255643,-.0191656,.4164197,.3002208,.1393767,.0002647,.0189946,.0143699,.1623946,.0146246,2265,2265,243,5
366,1.99e-17,0,-.0682641,0,3.92e-17,0,-.0264708,0,7.49e-17,0,.0199066,0,1.23e-16,0,.2409776,0,1.72e-16,0,.408887,0,8.61e-17,0,.3027663,.2531752,.1060593,0,5.78e-17,0,.1854566,0,14330,14330,242,5
365,0,0,-.0867454,0,0,0,-.0242335,0,0,0,.0751476,0,0,0,.2737441,0,0,0,.4789577,0,0,0,.3543971,.2896169,.134092,0,0,0,.2122829,0,8639,8639,241,5
364,0,0,-.0042781,0,0,0,.008084,0,0,0,.0559855,0,0,0,.192305,0,0,0,.3601873,0,0,0,.2317888,.2216699,.1185902,0,0,0,.1472332,0,14887,14887,240,5
363,.0003531,-.0047621,-.0305701,-.0025055,.0010132,-.0038928,-.0019999,-.0003293,.0031194,-.0024202,.059427,.0000874,.0050425,-.0007754,.2297702,.0006942,.0060901,-.0002813,.3827142,.0017281,.0032011,-.0024585,.3492921,.3484609,.1201795,-.0000162,.0022213,.0016823,.1749669,.0022731,5685,5685,239,5
362,.0120386,-.041226,-.0289547,-.0260111,.0229868,-.0332029,-.003963,-.0039256,.0341948,-.0252828,.0354812,.0016871,.0445373,-.0161452,.112039,.0087679,.0538989,-.0083325,.2052203,.019216,.0338242,-.0249726,.2649677,.2580227,.0630887,-.0001498,.0151681,.0116828,.0949208,.0191029,3085,3085,238,5
360,4.49e-19,0,-.0459166,0,1.12e-18,0,-.0095135,0,1.98e-18,0,.1049134,0,2.78e-18,0,.237219,0,3.59e-18,0,.3313249,0,2.00e-18,0,.3909971,.3860302,.1246721,0,1.11e-18,0,.1558063,0,4567,4567,237,5
359,.0064379,-.046993,-.0460035,-.0319299,.016217,-.0363553,.0171165,-.0076731,.0335638,-.0246943,.1397762,.0015548,.0499403,-.012014,.2350123,.0085368,.063558,-.0048639,.3631316,.0255075,.0341995,-.0250768,.4997721,.254022,.1429443,-.0010761,.021281,.0155049,.1545355,.0249519,1181,1181,236,5
358,.003588,-.0386125,-.0224834,-.0197485,.009733,-.0288491,-.0034732,-.0029352,.0235688,-.017501,.0329882,.000365,.0377512,-.0072539,.1986707,.0069979,.0505397,-.0024843,.3067052,.0159306,.0252585,-.0191556,.2726998,.2650164,.0955835,-.0000205,.01771,.0136121,.1322934,.0166344,10988,10988,235,5
357,.0003574,-.0016894,-.0191167,-.0008706,.0007158,-.0013568,.0047223,-.0000711,.0012393,-.0009343,.0618216,.0000685,.0017961,-.0005394,.200745,.0003169,.0022495,-.0002701,.3736385,.0006721,.001272,-.0009608,.2453324,.2300816,.1207339,.0000144,.000693,.0005253,.1557949,.0007063,12752,12752,234,5
356,.0000561,-.0005071,-.0066052,-.0002635,.0001541,-.0003859,.005072,-.0000253,.0003182,-.0002441,.0589261,.0000102,.0005008,-.0001183,.2083552,.0000893,.0006535,-.0000427,.3823885,.0002082,.0003409,-.000262,.2253116,.222038,.1268721,3.96e-07,.0002247,.0001722,.1599686,.0002261,48253,48253,233,5
354,.0167774,-.064285,-.0092228,-.0434109,.0332416,-.0531842,.0097869,-.0045032,.0563736,-.0408848,.1017043,.0033063,.0719553,-.0260276,.2118768,.0154048,.0918433,-.0118767,.3136876,.0285621,.0541684,-.0393709,.3393821,.3221757,.1238124,-.0005479,.0262384,.0190239,.1218159,.0314229,478,478,231,5
352,.0016028,-.012009,-.0207994,-.0049854,.0029378,-.0087656,-.001777,-.0006448,.0064707,-.0049006,.0761286,.0004163,.0113991,-.0021767,.3085688,.0019367,.0158056,-.0011827,.5016233,.0042363,.0075685,-.0057368,.2884723,.2136588,.1651234,.000108,.0052983,.0040275,.203678,.004609,9913,9913,230,5
350,0,0,-.0158967,0,0,0,.0308291,0,0,0,.1553695,0,0,0,.2526682,0,0,0,.3650318,0,0,0,.5488265,.4238389,.1571391,0,0,0,.1510238,0,3079,3079,228,5
347,.0064847,-.0148675,.0058064,-.0099431,.0099969,-.0128438,.0442809,-.0021102,.0138862,-.0104194,.1324811,.0012383,.0173369,-.0074746,.2641121,.0034732,.0198758,-.0046178,.3272771,.006793,.0134441,-.0100223,.4521852,.1916253,.1549678,-.0001282,.0049248,.0037213,.1269404,.0072156,1409,1409,227,5
346,.0009509,-.0069198,-.0199155,-.0043794,.0030083,-.0053175,-.000141,-.0006498,.0048522,-.0036903,.0542276,.0001885,.0070207,-.0022281,.1604497,.0015587,.0090113,-.0006965,.2750295,.0035963,.005056,-.0038336,.2261146,.2245618,.092537,.0000232,.0029099,.0022251,.1222402,.0034034,27498,27498,226,5
345,0,0,.0040906,0,0,0,.0534858,0,0,0,.2045577,0,0,0,.2778782,0,0,0,.3466967,0,0,0,.4662098,.130734,.1868933,0,0,0,.1320833,0,436,436,225,5
344,.0030626,-.0205853,-.0318583,-.0077683,.0061808,-.0150496,-.0031019,-.0008282,.0119117,-.0091659,.058083,.00046,.0193833,-.004773,.2553015,.0032146,.0266355,-.0023416,.4579145,.0063666,.0133891,-.010337,.274196,.2631167,.1391316,-8.47e-06,.0086863,.0067303,.1908881,.0074873,6385,6385,224,5
343,3.48e-06,-.0000148,-.0380118,-6.90e-06,6.46e-06,-.0000116,.0002366,-9.54e-07,.0000101,-7.87e-06,.0647731,6.26e-07,.000015,-5.13e-06,.1631091,2.55e-06,.0000186,-2.72e-06,.236116,5.13e-06,.0000107,-8.40e-06,.4426096,.2640789,.0818929,1.83e-07,5.49e-06,4.32e-06,.1071774,5.44e-06,3143,3143,223,5
342,.0060423,-.036871,-.1238882,-.0177851,.0125891,-.0285966,-.0312841,-.0033813,.0247465,-.0189053,.134583,.0013092,.036288,-.0096932,.244409,.0051551,.0469852,-.0047546,.3544005,.0125685,.0254838,-.0200039,.505271,.3885618,.1187268,-.0002086,.0151295,.0119011,.1831534,.0147791,2378,2378,222,5
341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.76e-31,0,.9981421,.726967,.0017578,0,3.04e-30,0,.0100886,0,1487,1487,221,5
340,.0008575,-.0032956,-.0536872,-.0020626,.0015454,-.0026205,-.0089421,-.0002881,.0024302,-.0018435,.0457836,.0001459,.0034322,-.001177,.1553159,.0007538,.0043238,-.0006451,.3214339,.0015634,.0025285,-.0019272,.2436355,.2219409,.0906445,8.12e-06,.0013215,.0010047,.1486803,.0015385,24885,24885,220,5
339,.0015997,-.0092811,-.024741,-.0053498,.0031977,-.0071173,-.0044103,-.0006381,.0060853,-.0045538,.0375045,.0002575,.0093311,-.0023249,.1541814,.0017801,.0122116,-.0011649,.3015623,.0042393,.006514,-.0049078,.22171,.2150618,.0899074,.0000217,.0039681,.0030353,.1347225,.0042889,33595,33595,219,5
336,0,0,-.045128,0,0,0,-.0145979,0,0,0,.0386417,0,0,0,.1807278,0,0,0,.3491606,0,0,0,.2699572,.2494788,.0952028,0,0,0,.1522459,0,2878,2878,218,5
335,1.25e-23,0,-.0054925,0,3.12e-23,0,.0082698,0,6.10e-23,0,.0665657,0,9.05e-23,0,.1940091,0,1.15e-22,0,.3472233,0,6.29e-23,0,.2138519,.2104745,.1202576,0,3.82e-23,0,.1441941,0,10158,10158,217,5
334,0,0,-.0365715,0,0,0,-.0048817,0,0,0,.0453177,0,0,0,.2002971,0,0,0,.3674486,0,0,0,.2440871,.2286977,.1097375,0,0,0,.1634249,0,16970,16970,216,5
331,0,0,-.0628126,0,0,0,-.0131449,0,0,0,.1210921,0,0,0,.2484522,0,0,0,.3707064,0,0,0,.4764551,.4701905,.1301418,0,0,0,.1695049,0,1627,1627,214,5
330,.0010645,-.0074318,-.0199471,-.0040116,.0032631,-.0060645,.003243,-.0002769,.0057568,-.0043852,.0714016,.0003164,.0079419,-.002455,.1913708,.0013185,.0096416,-.0008213,.3485075,.0029315,.0056378,-.0043005,.2434833,.2101703,.1228969,.0000589,.0030917,.0023782,.1639377,.0031398,12566,12566,213,5
329,.0023462,-.0172687,-.0437407,-.0088375,.0055422,-.0130009,-.0069567,-.0012547,.0105583,-.0080163,.0578435,.0004664,.0171159,-.0041306,.2705973,.0033816,.0227937,-.0016969,.443138,.0066583,.0116792,-.0088355,.3109473,.2792309,.1366827,.0000166,.0074953,.0057076,.1908354,.0074049,25692,25692,212,5
328,0,0,-.0162369,0,0,0,.0092756,0,0,0,.0877604,0,0,0,.253273,0,0,0,.4528718,0,0,0,.2477389,.2363616,.1528414,0,0,0,.1832162,0,18129,18129,211,5
327,.0013963,-.0052246,-.0197149,-.0030022,.0025583,-.0043029,.003031,-.0003175,.0041504,-.0031433,.0495779,.0002373,.0056459,-.0018878,.1349186,.0010201,.0068605,-.0010303,.2506663,.0022621,.0041355,-.0031265,.218555,.1914021,.085414,-7.95e-06,.002043,.001558,.1181136,.0023567,25355,25355,210,5
325,6.95e-29,0,-.0420309,0,1.44e-28,0,-.0028968,0,2.47e-28,0,.1046279,0,3.54e-28,0,.335931,0,4.59e-28,0,.4950618,0,2.56e-28,0,.3289827,.3304871,.1718338,0,1.44e-28,0,.2067612,0,5153,5153,208,5
323,.0039529,-.0412235,-.1065262,-.0250905,.0126598,-.0274846,-.0360947,-.0074546,.0220268,-.0170204,.0568808,.0003284,.0358014,-.0090047,.1761203,.0080433,.0565493,-.0029869,.2399832,.0182165,.0262812,-.019681,.5777156,.4311111,.0685361,-.0010677,.0188942,.0140288,.1299081,.0208632,675,675,206,5
322,0,0,-.1159388,0,0,0,-.0324711,0,0,0,.0346068,0,0,0,.2670234,0,0,0,.3771284,0,0,0,.532487,.5221566,.1016323,0,0,0,.1917544,0,2708,2708,205,5
320,.0007407,-.0061089,-.0311008,-.0028625,.0016646,-.0044894,-.0022418,-.0004297,.0035227,-.0027326,.0853092,.0001306,.0058512,-.0012699,.3398719,.000986,.0078833,-.0005749,.4893509,.002242,.003916,-.0030262,.3708018,.322781,.1695303,.0000269,.0026397,.0020402,.2101295,.002464,4991,4991,203,5
319,0,0,-.0842886,0,0,0,-.0268096,0,0,0,.0475639,0,0,0,.1624098,0,0,0,.2289977,0,0,0,.439634,.3981104,.0657062,0,0,0,.1189148,0,4657,4657,202,5
318,.0011637,-.0070792,-.0421374,-.0036504,.0021532,-.0052545,-.0163813,-.000561,.0044241,-.0033337,.0178861,.0001905,.0070019,-.0016125,.1548008,.0012368,.0093906,-.0008542,.309235,.0029327,.004802,-.003624,.2397054,.2369254,.0790382,-.0000173,.0030978,.002348,.1401619,.0031202,13270,13270,201,5
