hrr,cf_type,eta,tot_patients,qual_change,spend_change,wt_qual_base_mean,wt_qual_base_p10,wt_qual_base_p25,wt_qual_base_p75,wt_qual_base_p90,wt_qual_cf_mean,wt_qual_cf_p10,wt_qual_cf_p25,wt_qual_cf_p75,wt_qual_cf_p90,wt_spend_base_mean,wt_spend_base_p10,wt_spend_base_p25,wt_spend_base_p75,wt_spend_base_p90,wt_spend_cf_mean,wt_spend_cf_p10,wt_spend_cf_p25,wt_spend_cf_p75,wt_spend_cf_p90
87,"current",5,1222,-.0015555,,.9236995,.8776596,.9169776,.9329242,.9410484,.922144,.9076923,.9169776,.9329242,.9410484,,,,,,,,,,
89,"current",5,1819,-.0003333,,.9241655,.9147287,.9168591,.9329242,.9416342,.9238322,.9147287,.9168591,.9294118,.9416342,,,,,,,,,,
91,"current",5,1438,.0014098,,.908946,.8980582,.8987916,.9078531,.9410484,.9103557,.8980582,.8987916,.9245158,.9410484,,,,,,,,,,
96,"current",5,2886,-.0014491,,.9207008,.8952497,.9074334,.9274691,.9521739,.9192517,.8938053,.9052925,.9274691,.9521739,,,,,,,,,,
101,"current",5,944,.0009941,,.9175131,.8942308,.9082177,.9388186,.9388186,.9185072,.9082177,.9082177,.9388186,.9388186,,,,,,,,,,
102,"current",5,3357,-.0038901,,.9109688,.882939,.8904538,.9192293,.93,.9070787,.882939,.8904538,.9192293,.93,,,,,,,,,,
104,"current",5,1947,.0004147,,.9142345,.912978,.9147975,.9147975,.9147975,.9146492,.9113924,.9147975,.9147975,.9147975,,,,,,,,,,
105,"current",5,1460,-.0002716,,.931826,.9009662,.9346405,.944212,.944212,.9315544,.9009662,.9346405,.944212,.944212,,,,,,,,,,
107,"current",5,1073,.0008184,,.8980451,.882939,.8881037,.9192293,.9224138,.8988635,.882939,.8881037,.9192293,.9224138,,,,,,,,,,
109,"current",5,2546,-.0013106,,.9098175,.8834783,.8897932,.9294425,.9375,.9085069,.8834783,.8897932,.9294425,.9375,,,,,,,,,,
110,"current",5,5688,-.0044124,,.8975747,.8638498,.8845628,.9129896,.9171917,.8931623,.8592592,.879227,.9129896,.9171917,,,,,,,,,,
111,"current",5,7660,-.0013273,,.8974771,.8779987,.8897932,.9109549,.9122341,.8961499,.8779987,.8897932,.9109549,.9126559,,,,,,,,,,
112,"current",5,6775,.0023705,,.9111248,.8943519,.9131386,.9235018,.9235018,.9134954,.887468,.9131386,.9235018,.9235018,,,,,,,,,,
113,"current",5,10840,-.0018465,,.9091238,.8900204,.9047195,.9231475,.9238705,.9072773,.8869048,.9012097,.9231475,.9239072,,,,,,,,,,
115,"current",5,2441,.0003912,,.9048861,.9022657,.9022657,.9022657,.9250321,.9052773,.8921695,.9022657,.912676,.9250321,,,,,,,,,,
116,"current",5,2710,-.0004686,,.8969112,.8843683,.8861567,.9045237,.9045237,.8964426,.8843683,.8861567,.9045237,.9066874,,,,,,,,,,
118,"current",5,11205,-.002498,,.8995392,.856338,.8922244,.9163148,.9181601,.8970413,.8504464,.8888889,.9163148,.9303456,,,,,,,,,,
119,"current",5,13437,.0007771,,.9045587,.877551,.8927875,.9117391,.9316239,.9053357,.877551,.8891013,.9184653,.9316239,,,,,,,,,,
120,"current",5,2441,-.0017383,,.8860402,.8604651,.875,.9010752,.9125067,.8843019,.8596491,.8611553,.8981418,.9083251,,,,,,,,,,
122,"current",5,2465,.0019118,,.886411,.8225166,.8832442,.9085923,.9148515,.8883227,.8225166,.8832442,.9085923,.9148515,,,,,,,,,,
123,"current",5,9094,.0118094,,.8925767,.8880911,.8880911,.9046025,.9125067,.9043861,.8981418,.9046025,.9125067,.9125067,,,,,,,,,,
127,"current",5,1120,.0002614,,.9076207,.863354,.9107981,.9183047,.9325153,.907882,.8647343,.9107981,.9183047,.9303456,,,,,,,,,,
129,"current",5,4896,-.0015799,,.9068311,.8743061,.8905745,.9175513,.9449415,.9052512,.8707692,.886076,.9175513,.9449415,,,,,,,,,,
130,"current",5,15277,-.0015144,,.8952669,.8677867,.8835227,.9132492,.9296255,.8937525,.8672566,.8835227,.91201,.926259,,,,,,,,,,
131,"current",5,2855,.0014004,,.9129084,.8976744,.91201,.9274448,.9274448,.9143088,.8981418,.912228,.9274448,.9274448,,,,,,,,,,
133,"current",5,1172,-.001453,,.8835652,.8251231,.8908252,.8908252,.8908252,.8821122,.8251231,.8908252,.8908252,.8908252,,,,,,,,,,
134,"current",5,3829,.00071,,.8969566,.8711234,.8732674,.9190548,.9190548,.8976665,.8711234,.8732674,.9190548,.9190548,,,,,,,,,,
137,"current",5,6920,-.0082906,,.9164577,.9022657,.9067722,.9250321,.9392601,.9081671,.9022657,.9043825,.912676,.9250321,,,,,,,,,,
139,"current",5,1522,.0015402,,.8973678,.8429752,.8905745,.9045237,.9169812,.898908,.8601134,.9045237,.9045237,.9230769,,,,,,,,,,
140,"current",5,1553,.0005223,,.8978505,.8686869,.8916324,.8986742,.9397163,.8983728,.8916324,.8916324,.8986742,.9397163,,,,,,,,,,
141,"current",5,2784,-.000239,,.8925651,.8611111,.8905745,.9045237,.9166667,.8923262,.8528785,.8905745,.9045237,.9166667,,,,,,,,,,
142,"current",5,288,.0006287,,.8848442,.8369906,.8451817,.904943,.904943,.8854729,.8369906,.8451817,.904943,.904943,,,,,,,,,,
144,"current",5,17007,-.0044636,,.9068662,.8850502,.8979167,.914641,.9350074,.9024026,.8850502,.9003181,.9141959,.9255568,,,,,,,,,,
145,"current",5,2871,.0029489,,.8872429,.802935,.9020234,.9090909,.9090909,.8901918,.802935,.9020234,.9090909,.9090909,,,,,,,,,,
146,"current",5,1524,.0005624,,.9020398,.8700516,.896914,.9184653,.9184653,.9026022,.8700516,.896914,.9184653,.9184653,,,,,,,,,,
147,"current",5,1822,.0008442,,.903442,.8821218,.8980178,.9064362,.9339339,.9042862,.8821218,.8980178,.9064362,.9339339,,,,,,,,,,
148,"current",5,1433,.0001876,,.8783693,.8677589,.8677589,.8813559,.8981481,.8785569,.8677589,.8677589,.8813559,.8981481,,,,,,,,,,
149,"current",5,3670,.0000345,,.918847,.9010897,.9010897,.9405631,.9405631,.9188815,.8876405,.9010897,.9405631,.9405631,,,,,,,,,,
150,"current",5,766,-.0001996,,.9306112,.9027982,.9027982,.9667519,.9667519,.9304116,.9027982,.9027982,.9667519,.9667519,,,,,,,,,,
151,"current",5,2246,.0041094,,.9175241,.8854626,.8977273,.9443962,.9443962,.9216335,.8854626,.9038461,.9443962,.9443962,,,,,,,,,,
154,"current",5,1323,.0012809,,.9169832,.8650928,.8934817,.9526627,.9793282,.9182641,.8650928,.8934817,.9526627,.9793282,,,,,,,,,,
155,"current",5,4834,.0003392,,.8813622,.84,.8666667,.9065355,.9174757,.8817014,.84,.8530612,.9065355,.9243421,,,,,,,,,,
156,"current",5,3599,-.0008473,,.8917025,.8441247,.8849765,.9113475,.925988,.8908551,.8404256,.8849765,.9168288,.925988,,,,,,,,,,
158,"current",5,3872,-.0002919,,.9065114,.8867586,.9009726,.9168288,.9193549,.9062195,.8867586,.9009726,.9168288,.9193549,,,,,,,,,,
161,"current",5,7401,.0124323,,.9082645,.8849765,.8975265,.925988,.925988,.9206968,.9040819,.925988,.925988,.925988,,,,,,,,,,
164,"current",5,3315,.0002698,,.8896447,.8728392,.8817204,.9040819,.9065355,.8899145,.8666667,.8825032,.9058387,.9113475,,,,,,,,,,
166,"current",5,6121,.0030672,,.9043281,.8740741,.8993937,.9142539,.93907,.9073953,.8740741,.8993937,.9305019,.93907,,,,,,,,,,
170,"current",5,4417,.0017892,,.9057777,.869213,.9033399,.925,.925,.9075669,.869213,.9033399,.925,.925,,,,,,,,,,
171,"current",5,4993,-.0001242,,.9027888,.8867586,.9020619,.910004,.9239303,.9026647,.8857782,.8993937,.9117296,.9239303,,,,,,,,,,
172,"current",5,2801,-.0026556,,.8908373,.8588235,.864564,.9122807,.9264892,.8881816,.8588235,.864564,.9122807,.9264892,,,,,,,,,,
173,"current",5,1398,-.0001323,,.8902318,.8736142,.8789238,.8994083,.9054404,.8900995,.8736142,.8789238,.8994083,.9054404,,,,,,,,,,
175,"current",5,1220,.0001422,,.9078542,.8983051,.9054404,.9054404,.925,.9079964,.8983051,.9054404,.9054404,.925,,,,,,,,,,
179,"current",5,4474,-9.12e-06,,.908576,.9074177,.9074177,.9121757,.9290429,.9085669,.9074177,.9074177,.9121757,.9290429,,,,,,,,,,
180,"current",5,3706,-.0000579,,.8890091,.8863109,.8888524,.8925165,.9080459,.8889512,.8863109,.8888524,.8888524,.9080459,,,,,,,,,,
181,"current",5,2511,-.0015143,,.898279,.8729508,.8995078,.9116466,.925,.8967647,.857362,.8857023,.9131535,.925988,,,,,,,,,,
183,"current",5,13097,.0003941,,.9051222,.8837885,.8885468,.9236499,.9336283,.9055163,.8837885,.8885468,.9236499,.9338235,,,,,,,,,,
184,"current",5,1307,-.0042515,,.8997794,.8919861,.8919861,.907357,.9236499,.8955279,.8919861,.8919861,.8919861,.9082893,,,,,,,,,,
185,"current",5,1006,.0003768,,.891944,.8837885,.8837885,.8982313,.915628,.8923208,.8837885,.8837885,.8982313,.915628,,,,,,,,,,
186,"current",5,1564,-.00188,,.8931858,.84,.857362,.9131535,.925,.8913058,.84,.857362,.9131535,.925,,,,,,,,,,
187,"current",5,3999,-.0020117,,.9158673,.8995078,.9079254,.9213995,.9298725,.9138556,.8888524,.9015151,.9298725,.9298725,,,,,,,,,,
188,"current",5,1017,-.0016854,,.8954713,.8618421,.8907285,.9131535,.9290429,.8937859,.8618421,.8907285,.9131535,.9279279,,,,,,,,,,
190,"current",5,2189,-.006842,,.8981609,.8875078,.8875078,.9191951,.9191951,.8913189,.8875078,.8875078,.8875078,.9191951,,,,,,,,,,
191,"current",5,4565,.0017808,,.9035611,.875,.910004,.910004,.9191951,.9053419,.8875078,.910004,.910004,.910004,,,,,,,,,,
192,"current",5,6403,-.0089619,,.9101185,.9011581,.9011581,.9197552,.9197552,.9011567,.881692,.9011581,.9068455,.9197552,,,,,,,,,,
193,"current",5,860,-.0014945,,.9053766,.8902743,.8902743,.9077615,.9192805,.903882,.8875078,.8902743,.9077615,.9117296,,,,,,,,,,
194,"current",5,2055,-.001459,,.9098061,.8875078,.9011581,.9191951,.9191951,.9083471,.8875078,.8943662,.9191951,.9191951,,,,,,,,,,
195,"current",5,939,-.0001566,,.9051055,.904741,.904741,.904741,.904741,.9049489,.904741,.904741,.904741,.904741,,,,,,,,,,
196,"current",5,1618,.000205,,.9056373,.9045515,.9045515,.9045515,.9124134,.9058423,.9045515,.9045515,.9045515,.9124134,,,,,,,,,,
197,"current",5,1338,-.0009167,,.8885861,.881692,.881692,.8875078,.9192805,.8876694,.881692,.881692,.881692,.9192805,,,,,,,,,,
200,"current",5,3688,.0001696,,.9095343,.8989152,.8989152,.9146023,.9146023,.9097039,.8989152,.8989152,.9146023,.9146023,,,,,,,,,,
203,"current",5,2166,.0012313,,.8987314,.894896,.8950716,.8950716,.9223495,.8999627,.8916519,.8950716,.9063032,.9223495,,,,,,,,,,
204,"current",5,2605,-.0012262,,.8866485,.8552279,.8649025,.9105126,.9186906,.8854222,.8543046,.8649025,.9105126,.9186906,,,,,,,,,,
205,"current",5,10402,.0063865,,.8992677,.8657649,.8887414,.9115044,.9178404,.9056542,.8657649,.9076923,.9178404,.9241459,,,,,,,,,,
207,"current",5,301,.001295,,.8935699,.8709257,.8709257,.9074177,.9096045,.8948649,.8709257,.8709257,.9096045,.9096045,,,,,,,,,,
208,"current",5,2353,-.0009785,,.8793427,.8727142,.8727142,.8923077,.9074177,.8783641,.8693694,.8727142,.8923077,.8923077,,,,,,,,,,
209,"current",5,1062,.0001957,,.8962326,.8791209,.8837209,.9080882,.9080882,.8964283,.8791209,.8837209,.9080882,.9080882,,,,,,,,,,
210,"current",5,1757,-.0016249,,.8968053,.8736162,.9021299,.9021299,.9021299,.8951803,.8736162,.9021299,.9021299,.9021299,,,,,,,,,,
212,"current",5,985,-.0015125,,.8897345,.8622754,.8864169,.9021299,.90875,.888222,.8622754,.8864169,.9021299,.907173,,,,,,,,,,
213,"current",5,3001,.0014262,,.9124186,.8709677,.8992043,.9239611,.9465346,.9138448,.8928571,.9021299,.9239611,.9273012,,,,,,,,,,
214,"current",5,1455,.0010839,,.9135734,.8769231,.9223856,.9223856,.9273012,.9146572,.8769231,.9223856,.9223856,.9223856,,,,,,,,,,
216,"current",5,582,.0004389,,.8927361,.8465473,.8614131,.907173,.9264706,.893175,.8465473,.8666667,.907173,.9264706,,,,,,,,,,
217,"current",5,607,.0002074,,.8955636,.8948692,.8948692,.8948692,.8948692,.895771,.8948692,.8948692,.8948692,.8948692,,,,,,,,,,
218,"current",5,263,-.0003586,,.9111521,.8818898,.904321,.9264706,.9305556,.9107934,.8818898,.904321,.9264706,.9264706,,,,,,,,,,
219,"current",5,2544,.0013537,,.8848785,.8541872,.8541872,.9065934,.9065934,.8862322,.8541872,.8541872,.9065934,.9065934,,,,,,,,,,
220,"current",5,286,.0003478,,.8968576,.8645833,.890852,.9055555,.9309211,.8972054,.8614131,.890852,.9055555,.9309211,,,,,,,,,,
222,"current",5,4284,.0003282,,.9023504,.8694915,.8862745,.919708,.9285714,.9026786,.8694915,.8862745,.919708,.9285714,,,,,,,,,,
223,"current",5,15565,-.0064617,,.9040179,.8753623,.8900678,.9334787,.9343389,.8975562,.8900678,.8900678,.9047195,.9047195,,,,,,,,,,
225,"current",5,4517,-.0021279,,.8984506,.8629944,.8971894,.9097453,.9131386,.8963227,.8629944,.8971894,.9097453,.9131386,,,,,,,,,,
226,"current",5,2663,-.0008113,,.9028435,.8809091,.8957816,.9207792,.9238705,.9020322,.8804892,.8957816,.9116173,.9238705,,,,,,,,,,
227,"current",5,21688,-.00071,,.9038106,.8633218,.8900881,.9230769,.940625,.9031006,.8615196,.8888889,.9230769,.940625,,,,,,,,,,
230,"current",5,3286,.0008186,,.9131503,.8745387,.890411,.936,.9360731,.9139688,.8745387,.9020651,.936,.9360731,,,,,,,,,,
231,"current",5,1086,.002435,,.9096581,.8795181,.8875878,.9342544,.9373738,.9120931,.8795181,.8875878,.9342544,.9373738,,,,,,,,,,
232,"current",5,6105,.0007022,,.8934687,.8565815,.8755365,.9169295,.9311005,.8941709,.854714,.8755365,.9173554,.9311005,,,,,,,,,,
233,"current",5,2518,-.0001811,,.8919693,.8565815,.8857143,.9129493,.9230769,.8917881,.8565815,.8857143,.9129493,.9230769,,,,,,,,,,
235,"current",5,2963,-.0006143,,.8871222,.880016,.882243,.8913782,.903183,.8865078,.8755365,.882243,.8913782,.903183,,,,,,,,,,
236,"current",5,2560,-.0009333,,.9025838,.8815104,.8926654,.9102564,.9330944,.9016505,.8815104,.8815104,.9048991,.9339623,,,,,,,,,,
238,"current",5,2768,.0022839,,.9014195,.862426,.8902439,.9230769,.9330944,.9037035,.862426,.89441,.9230769,.9330944,,,,,,,,,,
239,"current",5,3664,-.0022949,,.8979794,.8695652,.8924112,.9178862,.9178862,.8956845,.8695652,.8924112,.9102564,.9178862,,,,,,,,,,
240,"current",5,528,.000447,,.8568203,.8511904,.8511904,.8511904,.8712871,.8572673,.8511904,.8511904,.8511904,.8712871,,,,,,,,,,
242,"current",5,1196,.0014032,,.9201397,.8815104,.8946624,.9552239,.9805195,.9215429,.8815104,.8946624,.9578544,.9805195,,,,,,,,,,
243,"current",5,802,.0012073,,.8927104,.8485714,.9013241,.9105263,.9105263,.8939177,.8485714,.9013241,.9105263,.9105263,,,,,,,,,,
244,"current",5,2519,-.0014362,,.900971,.8573596,.882243,.9274611,.9397835,.8995348,.8573596,.8786031,.9274611,.9397835,,,,,,,,,,
245,"current",5,3393,-.0005534,,.8929504,.8573596,.8803921,.9129493,.9162304,.892397,.854714,.880016,.9129493,.9173554,,,,,,,,,,
246,"current",5,3334,-.0004966,,.8843623,.849711,.8635395,.9076034,.93,.8838657,.849711,.8635395,.9074074,.93,,,,,,,,,,
248,"current",5,804,.0011497,,.9217636,.897474,.9213995,.9330944,.9545454,.9229133,.897474,.9213995,.925988,.9545454,,,,,,,,,,
249,"current",5,1561,-.0019765,,.9187505,.8983051,.9113924,.9285714,.9339623,.916774,.9105263,.9113924,.9285714,.9339623,,,,,,,,,,
250,"current",5,1224,.0014817,,.9002401,.8765432,.8765432,.9104331,.9104331,.9017217,.8765432,.8979938,.9104331,.9104331,,,,,,,,,,
251,"current",5,5801,.0001768,,.8973728,.8765586,.8780488,.9050847,.9222479,.8975497,.8765586,.8780488,.9050847,.9222479,,,,,,,,,,
253,"current",5,793,-.0009738,,.9011839,.8784404,.8979938,.904741,.9179487,.9002101,.8784404,.8975903,.904741,.9178177,,,,,,,,,,
254,"current",5,352,-.0013404,,.9069703,.894081,.8984771,.9130435,.9306723,.9056299,.8984771,.8984771,.9063308,.9306723,,,,,,,,,,
256,"current",5,1892,-.0010285,,.9037346,.9037711,.9037711,.9063308,.9122292,.9027061,.88,.9037711,.9063308,.9122292,,,,,,,,,,
257,"current",5,835,-.0026178,,.8966276,.8614131,.890852,.9309211,.9309211,.8940098,.8267717,.890852,.9309211,.9309211,,,,,,,,,,
258,"current",5,1329,-.0038231,,.8853428,.8311688,.8708609,.8977424,.8977424,.8815197,.8311688,.8658009,.8977424,.8977424,,,,,,,,,,
259,"current",5,2437,-.0069932,,.8979254,.8438818,.9105883,.9133649,.9133649,.8909323,.7987805,.8977424,.9133649,.9133649,,,,,,,,,,
260,"current",5,412,-.0004113,,.9095367,.8965517,.8965517,.9282297,.9282297,.9091254,.8965517,.8965517,.9282297,.9282297,,,,,,,,,,
261,"current",5,576,.0009656,,.8941945,.8656716,.8900463,.9169139,.9186345,.8951601,.8837209,.8900463,.9169139,.9186345,,,,,,,,,,
262,"current",5,1752,.0008764,,.9023406,.8438818,.890625,.9184588,.9184588,.903217,.8438818,.890625,.9184588,.9184588,,,,,,,,,,
263,"current",5,732,.0001438,,.9047073,.8727142,.9085873,.9085873,.9085873,.904851,.8727142,.9085873,.9085873,.9085873,,,,,,,,,,
264,"current",5,2777,-.0080611,,.8767627,.8358209,.8531073,.8927125,.9096045,.8687016,.8358209,.8358209,.891,.8971962,,,,,,,,,,
267,"current",5,2500,-.0009304,,.8924154,.8947135,.8947135,.8947135,.8947135,.891485,.8947135,.8947135,.8947135,.8947135,,,,,,,,,,
268,"current",5,12506,-.0042016,,.8972253,.8504099,.8783415,.9098026,.9264271,.8930237,.8450704,.8699552,.9098026,.9264271,,,,,,,,,,
270,"current",5,3274,.0010711,,.9062175,.9008985,.9008985,.9150943,.9232895,.9072886,.9008985,.9008985,.9232895,.9232895,,,,,,,,,,
273,"current",5,12981,.0020509,,.8927641,.8754871,.8763285,.9176334,.9231398,.894815,.8727142,.8820153,.9176334,.9231398,,,,,,,,,,
276,"current",5,1935,.0000578,,.9081295,.8461539,.9038461,.924185,.9306358,.9081873,.8868778,.9038461,.924185,.9306358,,,,,,,,,,
277,"current",5,5016,-.00169,,.9165332,.8933649,.9158908,.923951,.9287926,.9148431,.8933649,.9158908,.923951,.9287926,,,,,,,,,,
278,"current",5,9540,-.0121546,,.915148,.8819048,.8933649,.9275189,.9347826,.9029934,.8881279,.8933649,.9222999,.9336016,,,,,,,,,,
279,"current",5,3345,.0002297,,.8951274,.8829982,.8829982,.902834,.9193549,.8953571,.8829982,.8829982,.902834,.9193549,,,,,,,,,,
281,"current",5,880,.0013261,,.9229087,.9037207,.9037207,.9453125,.9553571,.9242347,.9037207,.9037207,.9453125,.9553571,,,,,,,,,,
282,"current",5,4403,-.0005922,,.9093063,.8894899,.8894899,.9186653,.9301701,.9087141,.8894899,.9025522,.9186653,.9301701,,,,,,,,,,
283,"current",5,18800,.0033152,,.9012867,.8609626,.8904482,.9181185,.9275053,.9046018,.8632479,.9000925,.9153486,.9181185,,,,,,,,,,
284,"current",5,3556,-.0006214,,.9041227,.8663968,.8880597,.9188312,.9382522,.9035013,.8626866,.8877551,.9188312,.9382522,,,,,,,,,,
285,"current",5,3196,-.0000346,,.9086094,.8774663,.906556,.920904,.9319481,.9085748,.8825397,.9052632,.9188312,.9377778,,,,,,,,,,
288,"current",5,3102,-.0001109,,.9047124,.8761062,.8936664,.9142281,.9247136,.9046015,.8761062,.8936664,.9153486,.9295393,,,,,,,,,,
289,"current",5,1533,-.0004495,,.9023124,.8584071,.8872458,.920354,.9376258,.9018629,.8584071,.8872458,.920354,.9382522,,,,,,,,,,
291,"current",5,1237,.0003754,,.8955174,.8394161,.8701299,.9188312,.9377778,.8958928,.8394161,.8701299,.9188312,.9377778,,,,,,,,,,
292,"current",5,1916,-.0002361,,.9092713,.8761905,.90625,.9188312,.9376258,.9090352,.8729097,.9019102,.9188312,.9382522,,,,,,,,,,
295,"current",5,7705,-.0002492,,.906496,.9018075,.9065279,.9085783,.9124861,.9062468,.8897932,.9047619,.9085783,.9124861,,,,,,,,,,
296,"current",5,1585,.0012659,,.9034617,.879257,.8849638,.9116608,.9164706,.9047276,.879257,.8849638,.9116608,.9353083,,,,,,,,,,
297,"current",5,539,.0003296,,.9095004,.8628049,.906556,.9349471,.9386503,.90983,.8683948,.906556,.9349471,.9400545,,,,,,,,,,
299,"current",5,2355,-.0003898,,.9116929,.8967254,.8967254,.9237393,.9422522,.9113031,.8967254,.8967254,.9237393,.9422522,,,,,,,,,,
300,"current",5,1506,-.0012624,,.9048402,.8844086,.8863869,.9353083,.9353083,.9035778,.8844086,.8863869,.9353083,.9353083,,,,,,,,,,
301,"current",5,14849,.0025625,,.9086565,.8710217,.8908272,.9253247,.9400545,.911219,.8833424,.9094488,.9191729,.9253247,,,,,,,,,,
303,"current",5,4674,.0000757,,.9112521,.8683948,.906556,.9375,.9408397,.9113278,.8683948,.902439,.9375,.9408397,,,,,,,,,,
304,"current",5,1325,.0005611,,.8995039,.8863869,.8888889,.9191919,.9191919,.900065,.8863869,.8888889,.9191919,.9191919,,,,,,,,,,
307,"current",5,4244,-.0001594,,.9171689,.9105691,.9164706,.9164706,.9353083,.9170095,.9105691,.9164706,.9164706,.9353083,,,,,,,,,,
