rep,config_id,true_alpha,base_failure_rate,failure_sd,eta,alpha_hat,alpha_se,pi_hat,converged,n_patients,n_specs
32,34,0.05,0.2,0.01,1,0.41316618873508953,0.4518035495655844,-0.07586317025699318,TRUE,342,20
33,34,0.05,0.2,0.01,1,0.8082493086942534,0.43792185468038314,-0.06513841207045387,TRUE,367,20
34,34,0.05,0.2,0.01,1,NA,NA,NA,FALSE,363,20
35,34,0.05,0.2,0.01,1,NA,NA,NA,FALSE,357,20
36,34,0.05,0.2,0.01,1,0.6502023227208797,0.4291866994905794,-0.07937055439390701,TRUE,376,20
37,34,0.05,0.2,0.01,1,0,0,-0.08677350944862403,TRUE,364,20
38,34,0.05,0.2,0.01,1,0.39064945880944935,0.4894574208816062,-0.0684191296838451,TRUE,404,20
39,34,0.05,0.2,0.01,1,0.01200784480255171,0.4358117934252931,-0.06801307996814154,TRUE,378,20
40,34,0.05,0.2,0.01,1,0.31382000617662276,0.6264797639482601,-0.08165363291105235,TRUE,355,20
41,34,0.05,0.2,0.01,1,1.0994299206634504,0.47746139245678487,-0.06222804792793753,TRUE,357,20
42,34,0.05,0.2,0.01,1,0.357519757036872,0.4797063484520978,-0.0893764228628357,TRUE,359,20
43,34,0.05,0.2,0.01,1,NA,NA,NA,FALSE,391,20
44,34,0.05,0.2,0.01,1,NA,NA,NA,FALSE,343,20
45,34,0.05,0.2,0.01,1,0.36532202146853276,0.49440110618960365,-0.06460604225269764,TRUE,336,20
46,34,0.05,0.2,0.01,1,0.24881120326661763,0.4565986445913372,-0.06604601176605364,TRUE,358,20
47,34,0.05,0.2,0.01,1,NA,NA,NA,FALSE,353,20
48,34,0.05,0.2,0.01,1,NA,NA,NA,FALSE,371,20
49,34,0.05,0.2,0.01,1,NA,NA,NA,FALSE,373,20
50,34,0.05,0.2,0.01,1,0.04536389029920857,0.5639636082534025,-0.07349344136131528,TRUE,382,20
1,35,0.05,0.05,0.02,1,NA,NA,NA,FALSE,383,20
2,35,0.05,0.05,0.02,1,NA,NA,NA,FALSE,383,20
3,35,0.05,0.05,0.02,1,NA,NA,NA,FALSE,360,20
4,35,0.05,0.05,0.02,1,1.0339189858138806,0.8030937922018698,-0.07665309925133415,TRUE,344,20
5,35,0.05,0.05,0.02,1,0.5474310111090053,1.2977119473440166,-0.07800946672815341,TRUE,335,20
6,35,0.05,0.05,0.02,1,2.2232721859016076,1.1842276307701067,-0.08510456174814865,TRUE,375,20
7,35,0.05,0.05,0.02,1,0.7556627994773752,0.7862064962003663,-0.07357978215724668,TRUE,320,20
8,35,0.05,0.05,0.02,1,NA,NA,NA,FALSE,352,20
9,35,0.05,0.05,0.02,1,NA,NA,NA,FALSE,380,20
10,35,0.05,0.05,0.02,1,0.1275448666310515,0.8556389317945893,-0.06671171047743764,TRUE,366,20
11,35,0.05,0.05,0.02,1,0.20745612486972884,0.7840761958846503,-0.06676337215645373,TRUE,364,20
12,35,0.05,0.05,0.02,1,0.08045060835789573,0.722070683951633,-0.06038447124630541,TRUE,362,20
13,35,0.05,0.05,0.02,1,1.4305053189243504,1.6681121185235206,-0.07148791874611707,TRUE,341,20
14,35,0.05,0.05,0.02,1,0.304598185688451,0.9937309522935406,-0.06868075406978133,TRUE,371,20
15,35,0.05,0.05,0.02,1,0.5788033336247776,0.9628747488980446,-0.07587474751442475,TRUE,356,20
16,35,0.05,0.05,0.02,1,1.683788287291428,1.3349114724279296,-0.07128032980372712,TRUE,376,20
17,35,0.05,0.05,0.02,1,NA,NA,NA,FALSE,328,20
18,35,0.05,0.05,0.02,1,1.3262378794358827,1.668355768807467,-0.06984326834960515,TRUE,386,20
19,35,0.05,0.05,0.02,1,NA,NA,NA,FALSE,336,20
20,35,0.05,0.05,0.02,1,0.34083034152733344,1.0274672767296604,-0.0851884566895971,TRUE,415,20
21,35,0.05,0.05,0.02,1,NA,NA,NA,FALSE,401,20
22,35,0.05,0.05,0.02,1,NA,NA,NA,FALSE,362,20
23,35,0.05,0.05,0.02,1,0.7529462090239843,1.0782010715645796,-0.07242495005688711,TRUE,349,20
24,35,0.05,0.05,0.02,1,NA,NA,NA,FALSE,351,20
25,35,0.05,0.05,0.02,1,NA,NA,NA,FALSE,341,20
26,35,0.05,0.05,0.02,1,1.5633642645082866,0.9944199224853405,-0.07851296718100156,TRUE,337,20
27,35,0.05,0.05,0.02,1,0.011754493031273145,0.7303036199147749,-0.07803703669553946,TRUE,376,20
28,35,0.05,0.05,0.02,1,0.7060948785770629,0.8043633155033364,-0.08832743962113271,TRUE,349,20
29,35,0.05,0.05,0.02,1,1.2520099475306832,1.1953875939654282,-0.07452857329302272,TRUE,339,20
30,35,0.05,0.05,0.02,1,NA,NA,NA,FALSE,378,20
31,35,0.05,0.05,0.02,1,0.010317914624066097,0.7508835470482298,-0.06812233281945514,TRUE,343,20
32,35,0.05,0.05,0.02,1,0.44557382024776815,0.7568510740064707,-0.06829260709223729,TRUE,373,20
33,35,0.05,0.05,0.02,1,0.2888744285742395,0.9234018961703209,-0.0672873160003584,TRUE,378,20
34,35,0.05,0.05,0.02,1,NA,NA,NA,FALSE,416,20
35,35,0.05,0.05,0.02,1,NA,NA,NA,FALSE,349,20
36,35,0.05,0.05,0.02,1,1.3265395773159598,0.8729212187901115,-0.07033354814728951,TRUE,373,20
37,35,0.05,0.05,0.02,1,0.6010719881659439,1.322178546307542,-0.06737700939426486,TRUE,368,20
38,35,0.05,0.05,0.02,1,1.133708713578675,1.1350555963401194,-0.06562511381239514,TRUE,340,20
39,35,0.05,0.05,0.02,1,NA,NA,NA,FALSE,375,20
40,35,0.05,0.05,0.02,1,0.820350673091754,0.833593965006393,-0.06296752328343487,TRUE,365,20
41,35,0.05,0.05,0.02,1,NA,NA,NA,FALSE,373,20
42,35,0.05,0.05,0.02,1,3.5509637118155934,1.5759143575971595,-0.0649911639739699,TRUE,372,20
43,35,0.05,0.05,0.02,1,0.8976099917390064,0.7491557953833226,-0.06776564282082341,TRUE,381,20
44,35,0.05,0.05,0.02,1,0.3382082545056377,0.8973540061488153,-0.07173130512883483,TRUE,370,20
45,35,0.05,0.05,0.02,1,1.2320498110843634,0.8053226760812722,-0.0861706299483645,TRUE,314,20
46,35,0.05,0.05,0.02,1,NA,NA,NA,FALSE,338,20
47,35,0.05,0.05,0.02,1,NA,NA,NA,FALSE,373,20
48,35,0.05,0.05,0.02,1,NA,NA,NA,FALSE,367,20
49,35,0.05,0.05,0.02,1,NA,NA,NA,FALSE,370,20
50,35,0.05,0.05,0.02,1,NA,NA,NA,FALSE,356,20
1,36,0.05,0.09,0.02,1,0.9837507472771604,0.7655935077042919,-0.08297591480180477,TRUE,382,20
2,36,0.05,0.09,0.02,1,NA,NA,NA,FALSE,326,20
3,36,0.05,0.09,0.02,1,1.3193675593146188,0.6436584742582068,-0.07804384450944012,TRUE,363,20
4,36,0.05,0.09,0.02,1,0.11534082520026599,0.6679001599513262,-0.07663180526199959,TRUE,348,20
5,36,0.05,0.09,0.02,1,0.6552427492661189,0.6505633826503309,-0.0782776688352442,TRUE,360,20
6,36,0.05,0.09,0.02,1,0.16052259910585928,0.67911578613450585,-0.08146338830466095,TRUE,356,20
7,36,0.05,0.09,0.02,1,NA,NA,NA,FALSE,339,20
8,36,0.05,0.09,0.02,1,0.4115950364619167,0.8540418100868524,-0.08149065534620954,TRUE,354,20
9,36,0.05,0.09,0.02,1,0.20534236314728993,0.6064612378059249,-0.07957337863160518,TRUE,370,20
10,36,0.05,0.09,0.02,1,NA,NA,NA,FALSE,340,20
11,36,0.05,0.09,0.02,1,0.5823452632921484,0.6545370156285032,-0.08656469645729652,TRUE,382,20
12,36,0.05,0.09,0.02,1,NA,NA,NA,FALSE,377,20
13,36,0.05,0.09,0.02,1,NA,NA,NA,FALSE,373,20
14,36,0.05,0.09,0.02,1,NA,NA,NA,FALSE,329,20
15,36,0.05,0.09,0.02,1,NA,NA,NA,FALSE,342,20
16,36,0.05,0.09,0.02,1,0.379450582391304,0.6763344820792461,-0.08965361919948525,TRUE,377,20
17,36,0.05,0.09,0.02,1,NA,NA,NA,FALSE,326,20
18,36,0.05,0.09,0.02,1,0.37128482397418416,0.7296234641326136,-0.07538145549162843,TRUE,346,20
19,36,0.05,0.09,0.02,1,1.1141910700137414,0.6525718886973925,-0.08361704026188942,TRUE,345,20
20,36,0.05,0.09,0.02,1,1.192029120491161,0.8435582409948902,-0.06953657905103335,TRUE,363,20
21,36,0.05,0.09,0.02,1,NA,NA,NA,FALSE,354,20
22,36,0.05,0.09,0.02,1,0.48083035727467865,0.6835438762910037,-0.06871121351877872,TRUE,371,20
23,36,0.05,0.09,0.02,1,0.09310762027551306,0.646592689273082,-0.06666911805617279,TRUE,378,20
24,36,0.05,0.09,0.02,1,0.24162862103432528,0.6588280254735729,-0.06981623353158327,TRUE,367,20
25,36,0.05,0.09,0.02,1,NA,NA,NA,FALSE,359,20
26,36,0.05,0.09,0.02,1,NA,NA,NA,FALSE,353,20
27,36,0.05,0.09,0.02,1,0.24100487169561208,0.7647471494276933,-0.06408527798444394,TRUE,358,20
28,36,0.05,0.09,0.02,1,NA,NA,NA,FALSE,318,20
29,36,0.05,0.09,0.02,1,NA,NA,NA,FALSE,376,20
30,36,0.05,0.09,0.02,1,0.3390357273397889,0.69224917693881,-0.10411631076626605,TRUE,376,20
31,36,0.05,0.09,0.02,1,0.5209739525022143,0.6762620647346758,-0.0611938239063297,TRUE,368,20
32,36,0.05,0.09,0.02,1,NA,NA,NA,FALSE,363,20
33,36,0.05,0.09,0.02,1,1.3419795425506509,0.8136251576414317,-0.05566021428814165,TRUE,358,20
34,36,0.05,0.09,0.02,1,1.892982786523015,0.8859241562544855,-0.06813713785320656,TRUE,347,20
35,36,0.05,0.09,0.02,1,NA,NA,NA,FALSE,367,20
36,36,0.05,0.09,0.02,1,NA,NA,NA,FALSE,364,20
37,36,0.05,0.09,0.02,1,0.4412649325082351,0.8243856960607637,-0.08219709475538212,TRUE,357,20
38,36,0.05,0.09,0.02,1,0.31866391976853137,0.6942229376596027,-0.062187093491581955,TRUE,381,20
39,36,0.05,0.09,0.02,1,0.14986244577140848,0.7058597916161474,-0.08498429810805985,TRUE,356,20
40,36,0.05,0.09,0.02,1,0.9876928391537505,0.7010359754328859,-0.08425725311311816,TRUE,357,20
41,36,0.05,0.09,0.02,1,NA,NA,NA,FALSE,384,20
42,36,0.05,0.09,0.02,1,NA,NA,NA,FALSE,369,20
43,36,0.05,0.09,0.02,1,0.32587049363253556,0.6271150558348754,-0.07922552617368367,TRUE,361,20
44,36,0.05,0.09,0.02,1,NA,NA,NA,FALSE,345,20
45,36,0.05,0.09,0.02,1,NA,NA,NA,FALSE,353,20
46,36,0.05,0.09,0.02,1,NA,NA,NA,FALSE,364,20
47,36,0.05,0.09,0.02,1,1.5369131755969305,0.6599134931683764,-0.07693656109141592,TRUE,363,20
48,36,0.05,0.09,0.02,1,NA,NA,NA,FALSE,375,20
49,36,0.05,0.09,0.02,1,0.716160899514896,0.7166592369772846,-0.06888272962705837,TRUE,383,20
50,36,0.05,0.09,0.02,1,1.213323292843128,0.8674208352993406,-0.10654496360544888,TRUE,317,20
1,37,0.05,0.15,0.02,1,NA,NA,NA,FALSE,374,20
2,37,0.05,0.15,0.02,1,0.4084051986061672,0.4793877333503863,-0.08340381911188477,TRUE,393,20
3,37,0.05,0.15,0.02,1,0.16392735052139884,0.5970405856770973,-0.08590345623433916,TRUE,346,20
4,37,0.05,0.15,0.02,1,0.6269841370698039,0.4581891819609222,-0.08709184313671672,TRUE,351,20
5,37,0.05,0.15,0.02,1,0.6494242467244976,0.5377229827835063,-0.0682973320614026,TRUE,347,20
6,37,0.05,0.15,0.02,1,0.35543031191580304,0.5910931554906222,-0.07091445790127272,TRUE,338,20
7,37,0.05,0.15,0.02,1,0.23031469032365376,0.5158956878125512,-0.06069595347856931,TRUE,380,20
8,37,0.05,0.15,0.02,1,0,0,-0.08675339566101592,TRUE,371,20
9,37,0.05,0.15,0.02,1,0.2516871868596653,0.583144310574835,-0.07007110160400405,TRUE,364,20
10,37,0.05,0.15,0.02,1,NA,NA,NA,FALSE,389,20
11,37,0.05,0.15,0.02,1,NA,NA,NA,FALSE,334,20
12,37,0.05,0.15,0.02,1,0.6597042648256197,0.5574166257833616,-0.08514189056041913,TRUE,344,20
13,37,0.05,0.15,0.02,1,0.21717202117741108,0.5074605401729377,-0.07447589637838828,TRUE,367,20
14,37,0.05,0.15,0.02,1,0.1252123291261763,0.4779802220676111,-0.068384646022278,TRUE,390,20
15,37,0.05,0.15,0.02,1,NA,NA,NA,FALSE,374,20
16,37,0.05,0.15,0.02,1,0.35602874096138,0.5863396304149103,-0.07886735051306347,TRUE,380,20
17,37,0.05,0.15,0.02,1,NA,NA,NA,FALSE,366,20
18,37,0.05,0.15,0.02,1,0.04935400266556078,0.5605241684999803,-0.07343168615868395,TRUE,333,20
19,37,0.05,0.15,0.02,1,NA,NA,NA,FALSE,350,20
20,37,0.05,0.15,0.02,1,0.12047401898763303,0.4921298164414046,-0.0771722354579843,TRUE,349,20
21,37,0.05,0.15,0.02,1,0.28195197004468425,0.4805606331031589,-0.06740999266968316,TRUE,369,20
22,37,0.05,0.15,0.02,1,NA,NA,NA,FALSE,361,20
23,37,0.05,0.15,0.02,1,0.09322153831668666,0.48713618508411194,-0.06645520909585637,TRUE,347,20
24,37,0.05,0.15,0.02,1,0.4351509902283205,0.6291095751109389,-0.07807974867999101,TRUE,362,20
25,37,0.05,0.15,0.02,1,NA,NA,NA,FALSE,373,20
26,37,0.05,0.15,0.02,1,NA,NA,NA,FALSE,347,20
27,37,0.05,0.15,0.02,1,NA,NA,NA,FALSE,355,20
28,37,0.05,0.15,0.02,1,NA,NA,NA,FALSE,381,20
29,37,0.05,0.15,0.02,1,0.14698134262744864,0.6040653582868842,-0.07792483764419532,TRUE,373,20
30,37,0.05,0.15,0.02,1,0.6819832040456053,0.6096977704345106,-0.06677571023315937,TRUE,350,20
31,37,0.05,0.15,0.02,1,0.20819496166334317,0.5609929453043603,-0.07276732489628716,TRUE,332,20
32,37,0.05,0.15,0.02,1,0.526166759254487,0.5353709148218894,-0.0744254276537792,TRUE,375,20
33,37,0.05,0.15,0.02,1,NA,NA,NA,FALSE,343,20
34,37,0.05,0.15,0.02,1,NA,NA,NA,FALSE,336,20
35,37,0.05,0.15,0.02,1,0.4325471389263255,0.526709704525605,-0.06609317865706042,TRUE,365,20
36,37,0.05,0.15,0.02,1,0.58048822567054,0.59984664331503,-0.07831739638232933,TRUE,371,20
37,37,0.05,0.15,0.02,1,NA,NA,NA,FALSE,366,20
38,37,0.05,0.15,0.02,1,0.31546707176228994,0.44829950607824953,-0.07885928040637494,TRUE,390,20
39,37,0.05,0.15,0.02,1,NA,NA,NA,FALSE,380,20
40,37,0.05,0.15,0.02,1,0.31645833969398535,0.5922624100704665,-0.08074758820542129,TRUE,333,20
41,37,0.05,0.15,0.02,1,0.11931900908231803,0.5519314426339577,-0.06512527547632821,TRUE,368,20
42,37,0.05,0.15,0.02,1,0,0,-0.07255250604667175,TRUE,387,20
43,37,0.05,0.15,0.02,1,NA,NA,NA,FALSE,368,20
44,37,0.05,0.15,0.02,1,0.14611937149532303,0.542667126231131,-0.07644466807248204,TRUE,347,20
45,37,0.05,0.15,0.02,1,0.47123698235480743,0.5394529038112598,-0.0814603673273922,TRUE,348,20
46,37,0.05,0.15,0.02,1,NA,NA,NA,FALSE,332,20
47,37,0.05,0.15,0.02,1,0.45614793986586843,0.4868265393567703,-0.08500577669334447,TRUE,372,20
48,37,0.05,0.15,0.02,1,NA,NA,NA,FALSE,376,20
49,37,0.05,0.15,0.02,1,0.8286778012605773,0.5651914479879468,-0.06964779566707167,TRUE,361,20
50,37,0.05,0.15,0.02,1,0.5532901442765918,0.5569207975709778,-0.07458192649132821,TRUE,353,20
1,38,0.05,0.2,0.02,1,1.2148673701340202,0.6261566057502637,-0.09414224227355943,TRUE,356,20
2,38,0.05,0.2,0.02,1,1.1697622005276265,0.601799528850939,-0.07982062251833075,TRUE,363,20
3,38,0.05,0.2,0.02,1,NA,NA,NA,FALSE,358,20
4,38,0.05,0.2,0.02,1,NA,NA,NA,FALSE,386,20
5,38,0.05,0.2,0.02,1,0.37102369436296806,0.4333366042725118,-0.07793023909425266,TRUE,433,20
6,38,0.05,0.2,0.02,1,0.2746550369121756,0.4344954651173973,-0.08031454295631138,TRUE,358,20
7,38,0.05,0.2,0.02,1,NA,NA,NA,FALSE,336,20
8,38,0.05,0.2,0.02,1,0.6200933549180053,0.4474396460684764,-0.07121169194341115,TRUE,386,20
9,38,0.05,0.2,0.02,1,NA,NA,NA,FALSE,387,20
10,38,0.05,0.2,0.02,1,0.15371445237269055,0.4370774852308378,-0.07988436041327539,TRUE,387,20
11,38,0.05,0.2,0.02,1,0.013545838496996442,0.6535315553898667,-0.080361426151663,TRUE,321,20
12,38,0.05,0.2,0.02,1,0.6150100506506312,0.43962081825673605,-0.07903206248325231,TRUE,353,20
13,38,0.05,0.2,0.02,1,0,NA,NA,FALSE,375,20
14,38,0.05,0.2,0.02,1,NA,NA,NA,FALSE,360,20
15,38,0.05,0.2,0.02,1,NA,NA,NA,FALSE,386,20
16,38,0.05,0.2,0.02,1,NA,NA,NA,FALSE,345,20
17,38,0.05,0.2,0.02,1,1.6690115719523997,0.6629940634367986,-0.0761904257743313,TRUE,342,20
18,38,0.05,0.2,0.02,1,0.8283620169077439,0.6986179465342035,-0.07475578856819175,TRUE,363,20
19,38,0.05,0.2,0.02,1,NA,NA,NA,FALSE,370,20
20,38,0.05,0.2,0.02,1,0.32846029339076993,0.47610231257527064,-0.07017804889593163,TRUE,383,20
21,38,0.05,0.2,0.02,1,NA,NA,NA,FALSE,358,20
22,38,0.05,0.2,0.02,1,0.5672543707139295,0.5112643820681316,-0.07788922050027734,TRUE,345,20
23,38,0.05,0.2,0.02,1,1.4455284020869883,0.5429015866537771,-0.08120900689353139,TRUE,351,20
24,38,0.05,0.2,0.02,1,NA,NA,NA,FALSE,386,20
25,38,0.05,0.2,0.02,1,0,NA,NA,FALSE,359,20
26,38,0.05,0.2,0.02,1,0.22824084145821363,0.48354144710786995,-0.07529280622731527,TRUE,368,20
27,38,0.05,0.2,0.02,1,NA,NA,NA,FALSE,321,20
28,38,0.05,0.2,0.02,1,0.3601620563690407,0.39321830659363227,-0.05558311298373247,TRUE,410,20
29,38,0.05,0.2,0.02,1,NA,NA,NA,FALSE,351,20
30,38,0.05,0.2,0.02,1,NA,NA,NA,FALSE,365,20
31,38,0.05,0.2,0.02,1,0.14938436793326704,0.5064788242246321,-0.06081105947654214,TRUE,335,20
32,38,0.05,0.2,0.02,1,0.1802871071540232,0.46058354332793955,-0.0587043562517015,TRUE,349,20
33,38,0.05,0.2,0.02,1,0.06903545955406389,0.5139958361349062,-0.07099024001605989,TRUE,381,20
34,38,0.05,0.2,0.02,1,NA,NA,NA,FALSE,342,20
35,38,0.05,0.2,0.02,1,0.6397272410839998,0.5525019524703921,-0.08372821025035679,TRUE,339,20
36,38,0.05,0.2,0.02,1,0,NA,NA,FALSE,329,20
37,38,0.05,0.2,0.02,1,0.3796310863466407,0.46858314079767766,-0.07651211187710036,TRUE,331,20
38,38,0.05,0.2,0.02,1,0.3245268565553565,0.5569822023578472,-0.08641624589766209,TRUE,378,20
39,38,0.05,0.2,0.02,1,0.43937890018326436,0.4947634065388404,-0.07371332266306635,TRUE,349,20
40,38,0.05,0.2,0.02,1,NA,NA,NA,FALSE,344,20
41,38,0.05,0.2,0.02,1,NA,NA,NA,FALSE,353,20
42,38,0.05,0.2,0.02,1,0.6284033223965374,0.44247483763384093,-0.07470426441927402,TRUE,367,20
43,38,0.05,0.2,0.02,1,0.48643643572507905,0.5000853899404608,-0.07267560422986626,TRUE,353,20
44,38,0.05,0.2,0.02,1,NA,NA,NA,FALSE,345,20
45,38,0.05,0.2,0.02,1,0.32543475899545843,0.5858337125467648,-0.08099251421043184,TRUE,360,20
46,38,0.05,0.2,0.02,1,0.33756227006400713,0.4999153919510804,-0.07294773267860999,TRUE,359,20
47,38,0.05,0.2,0.02,1,NA,NA,NA,FALSE,376,20
48,38,0.05,0.2,0.02,1,NA,NA,NA,FALSE,350,20
49,38,0.05,0.2,0.02,1,0.11867816446153973,0.4257458642034945,-0.07110507376008982,TRUE,357,20
50,38,0.05,0.2,0.02,1,0.2648703073486728,0.46305463229486193,-0.10608812253955725,TRUE,371,20
1,39,0.05,0.05,0.03,1,NA,NA,NA,FALSE,339,20
2,39,0.05,0.05,0.03,1,1.9608598747882238,1.6458916283886305,-0.08401931384050876,TRUE,355,20
3,39,0.05,0.05,0.03,1,2.2274939179055937,0.7415891082829567,-0.07019773185546,TRUE,336,20
4,39,0.05,0.05,0.03,1,NA,NA,NA,FALSE,343,20
5,39,0.05,0.05,0.03,1,1.515483330709947,0.9188822652701552,-0.06858326686104133,TRUE,369,20
6,39,0.05,0.05,0.03,1,NA,NA,NA,FALSE,329,20
7,39,0.05,0.05,0.03,1,0.9475886437341989,0.9886269359604374,-0.07675408936094767,TRUE,339,20
8,39,0.05,0.05,0.03,1,0.6993001823162074,0.8052576247773491,-0.0777241936817796,TRUE,337,20
9,39,0.05,0.05,0.03,1,NA,NA,NA,FALSE,395,20
10,39,0.05,0.05,0.03,1,0.4877963208015635,0.9991968965770602,-0.08183727662689472,TRUE,351,20
11,39,0.05,0.05,0.03,1,NA,NA,NA,FALSE,346,20
12,39,0.05,0.05,0.03,1,0.4636632855713782,0.8375952798789014,-0.07944928321102936,TRUE,351,20
13,39,0.05,0.05,0.03,1,NA,NA,NA,FALSE,364,20
14,39,0.05,0.05,0.03,1,NA,NA,NA,FALSE,352,20
15,39,0.05,0.05,0.03,1,NA,NA,NA,FALSE,347,20
16,39,0.05,0.05,0.03,1,NA,NA,NA,FALSE,369,20
17,39,0.05,0.05,0.03,1,0.3510848850219512,0.6865136217780905,-0.06382368518263884,TRUE,384,20
18,39,0.05,0.05,0.03,1,NA,NA,NA,FALSE,358,20
19,39,0.05,0.05,0.03,1,0.8377557621760431,1.2388840017822857,-0.06447122513266984,TRUE,360,20
20,39,0.05,0.05,0.03,1,0.31269301711335173,0.9271333747960261,-0.07792771495595358,TRUE,372,20
21,39,0.05,0.05,0.03,1,0.16927130618256572,0.896827471651314,-0.08507492606129176,TRUE,381,20
22,39,0.05,0.05,0.03,1,0.48076013573956616,0.8197134106746031,-0.08037090667512249,TRUE,351,20
23,39,0.05,0.05,0.03,1,NA,NA,NA,FALSE,377,20
24,39,0.05,0.05,0.03,1,NA,NA,NA,FALSE,359,20
25,39,0.05,0.05,0.03,1,NA,NA,NA,FALSE,340,20
26,39,0.05,0.05,0.03,1,NA,NA,NA,FALSE,327,20
27,39,0.05,0.05,0.03,1,0.17984182844308066,0.90752298447916,-0.08591824373997296,TRUE,382,20
28,39,0.05,0.05,0.03,1,NA,NA,NA,FALSE,347,20
29,39,0.05,0.05,0.03,1,0.05200673326257293,0.7610535300460878,-0.07512471425058889,TRUE,391,20
30,39,0.05,0.05,0.03,1,0.23574228474224232,0.6811448148966903,-0.0712248533601967,TRUE,366,20
31,39,0.05,0.05,0.03,1,NA,NA,NA,FALSE,345,20
32,39,0.05,0.05,0.03,1,0.6106309052634553,1.0712911630237139,-0.08033148426631007,TRUE,345,20
33,39,0.05,0.05,0.03,1,NA,NA,NA,FALSE,354,20
34,39,0.05,0.05,0.03,1,NA,NA,NA,FALSE,413,20
35,39,0.05,0.05,0.03,1,NA,NA,NA,FALSE,345,20
36,39,0.05,0.05,0.03,1,0.2909684742672473,0.6386206490390067,-0.0575495061082486,TRUE,354,20
37,39,0.05,0.05,0.03,1,NA,NA,NA,FALSE,367,20
38,39,0.05,0.05,0.03,1,NA,NA,NA,FALSE,382,20
39,39,0.05,0.05,0.03,1,NA,NA,NA,FALSE,391,20
40,39,0.05,0.05,0.03,1,NA,NA,NA,FALSE,394,20
41,39,0.05,0.05,0.03,1,NA,NA,NA,FALSE,368,20
42,39,0.05,0.05,0.03,1,NA,NA,NA,FALSE,338,20
43,39,0.05,0.05,0.03,1,NA,NA,NA,FALSE,383,20
44,39,0.05,0.05,0.03,1,0.038692552330920296,1.287656933982443,-0.0702703926176431,TRUE,373,20
45,39,0.05,0.05,0.03,1,0.03092012933537013,0.827714110601636,-0.0667250920545161,TRUE,369,20
46,39,0.05,0.05,0.03,1,0.29926200627893473,0.9325334923157533,-0.07485890952255468,TRUE,369,20
47,39,0.05,0.05,0.03,1,NA,NA,NA,FALSE,341,20
48,39,0.05,0.05,0.03,1,NA,NA,NA,FALSE,361,20
49,39,0.05,0.05,0.03,1,NA,NA,NA,FALSE,383,20
50,39,0.05,0.05,0.03,1,0.5320396395285812,0.8362353573149244,-0.06047935251163259,TRUE,376,20
1,40,0.05,0.09,0.03,1,NA,NA,NA,FALSE,360,20
2,40,0.05,0.09,0.03,1,NA,NA,NA,FALSE,380,20
3,40,0.05,0.09,0.03,1,NA,NA,NA,FALSE,372,20
4,40,0.05,0.09,0.03,1,0.669871603513728,0.5736485633281255,-0.050521345353945694,TRUE,368,20
5,40,0.05,0.09,0.03,1,NA,NA,NA,FALSE,368,20
6,40,0.05,0.09,0.03,1,1.1785796367405337,0.7319164741815876,-0.0849587024314658,TRUE,341,20
7,40,0.05,0.09,0.03,1,1.0131049315934306,0.5723292107398128,-0.07126184991761171,TRUE,350,20
8,40,0.05,0.09,0.03,1,NA,NA,NA,FALSE,354,20
9,40,0.05,0.09,0.03,1,0.4606847971356122,0.6767109066147288,-0.06953926428774722,TRUE,329,20
10,40,0.05,0.09,0.03,1,NA,NA,NA,FALSE,366,20
11,40,0.05,0.09,0.03,1,0.23585706481587004,0.5978324171408391,-0.07843710183794063,TRUE,381,20
12,40,0.05,0.09,0.03,1,0.6663522899675965,0.8774301750850807,-0.08163759591465117,TRUE,368,20
13,40,0.05,0.09,0.03,1,0.2878212552735874,0.5645487280948555,-0.08318550808278619,TRUE,376,20
14,40,0.05,0.09,0.03,1,NA,NA,NA,FALSE,362,20
15,40,0.05,0.09,0.03,1,0.17620776374929914,0.6389159531255505,-0.06984309689762541,TRUE,360,20
16,40,0.05,0.09,0.03,1,1.331827971974087,0.6952641750894262,-0.07714677696178146,TRUE,326,20
17,40,0.05,0.09,0.03,1,NA,NA,NA,FALSE,361,20
18,40,0.05,0.09,0.03,1,0.6682386015890711,0.6161479838851852,-0.05865545305188895,TRUE,376,20
19,40,0.05,0.09,0.03,1,NA,NA,NA,FALSE,366,20
20,40,0.05,0.09,0.03,1,NA,NA,NA,FALSE,358,20
21,40,0.05,0.09,0.03,1,1.684076724541287,0.722497688031535,-0.07208778031373199,TRUE,369,20
22,40,0.05,0.09,0.03,1,NA,NA,NA,FALSE,353,20
23,40,0.05,0.09,0.03,1,0,0,-0.06492499889387976,TRUE,366,20
24,40,0.05,0.09,0.03,1,0.7766551957551163,0.7800932405366039,-0.06029033136464545,TRUE,377,20
25,40,0.05,0.09,0.03,1,NA,NA,NA,FALSE,350,20
26,40,0.05,0.09,0.03,1,NA,NA,NA,FALSE,358,20
27,40,0.05,0.09,0.03,1,1.0553855497592213,0.7225395535966348,-0.08487130984219436,TRUE,345,20
28,40,0.05,0.09,0.03,1,0.5534101973585476,0.8237313621356529,-0.08265366398314554,TRUE,364,20
29,40,0.05,0.09,0.03,1,0.8335492779523332,0.7025852168234085,-0.057324693555381695,TRUE,352,20
30,40,0.05,0.09,0.03,1,0.08436832403544943,0.7893061304943052,-0.06540417736849338,TRUE,397,20
31,40,0.05,0.09,0.03,1,NA,NA,NA,FALSE,326,20
32,40,0.05,0.09,0.03,1,0.004596839534606103,0.6155792169440155,-0.07372872143848783,TRUE,363,20
