rep,config_id,true_alpha,base_failure_rate,failure_sd,eta,alpha_hat,alpha_se,pi_hat,converged,n_patients,n_specs
40,60,0.1,0.09,0.02,1,NA,NA,NA,FALSE,352,20
41,60,0.1,0.09,0.02,1,0.27872113560460005,0.5674022718294363,-0.061694679917488435,TRUE,379,20
42,60,0.1,0.09,0.02,1,NA,NA,NA,FALSE,373,20
43,60,0.1,0.09,0.02,1,0.7497454453358849,0.7616067224163152,-0.07493933548504163,TRUE,365,20
44,60,0.1,0.09,0.02,1,NA,NA,NA,FALSE,379,20
45,60,0.1,0.09,0.02,1,NA,NA,NA,FALSE,384,20
46,60,0.1,0.09,0.02,1,NA,NA,NA,FALSE,362,20
47,60,0.1,0.09,0.02,1,NA,NA,NA,FALSE,360,20
48,60,0.1,0.09,0.02,1,0.986950100404093,0.7694128890033891,-0.06833188646338739,TRUE,356,20
49,60,0.1,0.09,0.02,1,NA,NA,NA,FALSE,373,20
50,60,0.1,0.09,0.02,1,NA,NA,NA,FALSE,352,20
1,61,0.1,0.15,0.02,1,NA,NA,NA,FALSE,322,20
2,61,0.1,0.15,0.02,1,0.3469645357036644,0.49545736129625834,-0.08153474675779786,TRUE,371,20
3,61,0.1,0.15,0.02,1,0.14311021181979136,0.6511792528853636,-0.08462469374781377,TRUE,375,20
4,61,0.1,0.15,0.02,1,0.2281484322419877,0.6783172013189305,-0.07310424294326787,TRUE,366,20
5,61,0.1,0.15,0.02,1,NA,NA,NA,FALSE,367,20
6,61,0.1,0.15,0.02,1,NA,NA,NA,FALSE,329,20
7,61,0.1,0.15,0.02,1,0.060839487650730835,0.47894136008197113,-0.09829068235933018,TRUE,354,20
8,61,0.1,0.15,0.02,1,0.8231526209738383,0.5172107246144028,-0.076411426377551,TRUE,381,20
9,61,0.1,0.15,0.02,1,NA,NA,NA,FALSE,375,20
10,61,0.1,0.15,0.02,1,0.018283894872133097,0.50357184767674,-0.06661449774986712,TRUE,333,20
11,61,0.1,0.15,0.02,1,0.7824825513663498,0.5261997958947527,-0.06489448377936571,TRUE,357,20
12,61,0.1,0.15,0.02,1,0.3178057650543707,0.482314975486921,-0.06078698307339438,TRUE,372,20
13,61,0.1,0.15,0.02,1,0.19969989805721675,0.5526916305365157,-0.06981038266422931,TRUE,349,20
14,61,0.1,0.15,0.02,1,NA,NA,NA,FALSE,379,20
15,61,0.1,0.15,0.02,1,NA,NA,NA,FALSE,346,20
16,61,0.1,0.15,0.02,1,NA,NA,NA,FALSE,350,20
17,61,0.1,0.15,0.02,1,0,NA,NA,FALSE,385,20
18,61,0.1,0.15,0.02,1,0.577892985495625,0.5211166313574326,-0.07558598373466072,TRUE,353,20
19,61,0.1,0.15,0.02,1,NA,NA,NA,FALSE,380,20
20,61,0.1,0.15,0.02,1,0.1643692455138092,0.5841646794839649,-0.06289480763117135,TRUE,359,20
21,61,0.1,0.15,0.02,1,0.6266368946966702,0.5301339181404608,-0.07424491841798792,TRUE,337,20
22,61,0.1,0.15,0.02,1,0.29482172267902834,0.6180321731292688,-0.06923179444412457,TRUE,325,20
23,61,0.1,0.15,0.02,1,0.991553416168268,0.6300081580186104,-0.08836645403063183,TRUE,323,20
24,61,0.1,0.15,0.02,1,0.8139198017771881,0.562662991800228,-0.061646119773336505,TRUE,335,20
25,61,0.1,0.15,0.02,1,0.13600860112326224,0.5562602164656754,-0.06901548647274991,TRUE,361,20
26,61,0.1,0.15,0.02,1,0,NA,NA,FALSE,378,20
27,61,0.1,0.15,0.02,1,0.5983191600364375,0.5127345836970406,-0.08521593446353343,TRUE,379,20
28,61,0.1,0.15,0.02,1,0.5840371253683648,0.6207155641413066,-0.061989832737367634,TRUE,351,20
29,61,0.1,0.15,0.02,1,NA,NA,NA,FALSE,369,20
30,61,0.1,0.15,0.02,1,0.5427615670757688,0.5063013414715454,-0.06098028691917608,TRUE,360,20
31,61,0.1,0.15,0.02,1,1.210178150577543,0.5095387155763569,-0.08620983600727805,TRUE,346,20
32,61,0.1,0.15,0.02,1,1.6259685066398621,0.5772513958813525,-0.07936487607670457,TRUE,351,20
33,61,0.1,0.15,0.02,1,NA,NA,NA,FALSE,350,20
34,61,0.1,0.15,0.02,1,NA,NA,NA,FALSE,353,20
35,61,0.1,0.15,0.02,1,0.025623347255342453,0.5701508337847684,-0.08040850216342697,TRUE,358,20
36,61,0.1,0.15,0.02,1,NA,NA,NA,FALSE,385,20
37,61,0.1,0.15,0.02,1,0.5551695490051267,0.537356235704252,-0.08201305758470197,TRUE,360,20
38,61,0.1,0.15,0.02,1,NA,NA,NA,FALSE,371,20
39,61,0.1,0.15,0.02,1,0.45932564735908477,0.6060827144411708,-0.07781012745259379,TRUE,378,20
40,61,0.1,0.15,0.02,1,NA,NA,NA,FALSE,329,20
41,61,0.1,0.15,0.02,1,0.08546590053430587,0.45735404193304013,-0.0667299895614393,TRUE,368,20
42,61,0.1,0.15,0.02,1,NA,NA,NA,FALSE,383,20
43,61,0.1,0.15,0.02,1,0.27971213896090436,0.5339308183943545,-0.06601549802025539,TRUE,378,20
44,61,0.1,0.15,0.02,1,0.19556462443163636,0.5265532644538368,-0.08590303097312275,TRUE,355,20
45,61,0.1,0.15,0.02,1,NA,NA,NA,FALSE,377,20
46,61,0.1,0.15,0.02,1,0.05053865168766029,0.5607053768922724,-0.0683592440593009,TRUE,349,20
47,61,0.1,0.15,0.02,1,0.29845411618527545,0.5906198055630428,-0.06856876263774211,TRUE,317,20
48,61,0.1,0.15,0.02,1,0.3578889137815436,0.5098443136408012,-0.0945860147893189,TRUE,348,20
49,61,0.1,0.15,0.02,1,0.8923830032120919,0.5065858681671013,-0.07633042190354444,TRUE,356,20
50,61,0.1,0.15,0.02,1,0.226409179990534,0.48085316345151674,-0.057400171130201,TRUE,369,20
1,62,0.1,0.2,0.02,1,NA,NA,NA,FALSE,340,20
2,62,0.1,0.2,0.02,1,0.4078709077180009,0.5092854874618123,-0.06702203318531638,TRUE,389,20
3,62,0.1,0.2,0.02,1,0.31888661098000304,0.45085740015951575,-0.09038520505059143,TRUE,358,20
4,62,0.1,0.2,0.02,1,0.06485641795512087,0.4422800968632955,-0.07499030096923988,TRUE,387,20
5,62,0.1,0.2,0.02,1,0.5820000085775731,0.4456674892540251,-0.07852152132510742,TRUE,381,20
6,62,0.1,0.2,0.02,1,0.10102687759758552,0.4186600477370097,-0.05931860433285231,TRUE,355,20
7,62,0.1,0.2,0.02,1,0.14667239823072592,0.4390262309120937,-0.08377829587271604,TRUE,382,20
8,62,0.1,0.2,0.02,1,0,NA,NA,FALSE,350,20
9,62,0.1,0.2,0.02,1,NA,NA,NA,FALSE,360,20
10,62,0.1,0.2,0.02,1,NA,NA,NA,FALSE,350,20
11,62,0.1,0.2,0.02,1,0.5187877351760607,0.4570300747891057,-0.08152685575735627,TRUE,358,20
12,62,0.1,0.2,0.02,1,0,NA,NA,FALSE,364,20
13,62,0.1,0.2,0.02,1,0.5537278806573356,0.4167746992796482,-0.09302083202181824,TRUE,367,20
14,62,0.1,0.2,0.02,1,1.030952086605744,0.47057132996168977,-0.07796783075648342,TRUE,368,20
15,62,0.1,0.2,0.02,1,0.007117579976966131,0.47886817466359016,-0.09911987830054961,TRUE,338,20
16,62,0.1,0.2,0.02,1,0.0325064521880197,0.4284090043696011,-0.07874507338514421,TRUE,384,20
17,62,0.1,0.2,0.02,1,NA,NA,NA,FALSE,381,20
18,62,0.1,0.2,0.02,1,NA,NA,NA,FALSE,386,20
19,62,0.1,0.2,0.02,1,0.6897618651456734,0.46634577864399895,-0.06708742224654646,TRUE,351,20
20,62,0.1,0.2,0.02,1,0.20675541624103913,0.4470681291941339,-0.08464122077946869,TRUE,353,20
21,62,0.1,0.2,0.02,1,0.015114986847817757,0.5660375489491739,-0.06659632983146357,TRUE,322,20
22,62,0.1,0.2,0.02,1,0.019252813823554017,0.4532719655399445,-0.06585868724357928,TRUE,347,20
23,62,0.1,0.2,0.02,1,NA,NA,NA,FALSE,345,20
24,62,0.1,0.2,0.02,1,0.9308368640481991,0.41655789411847005,-0.07750421817955945,TRUE,359,20
25,62,0.1,0.2,0.02,1,NA,NA,NA,FALSE,359,20
26,62,0.1,0.2,0.02,1,0.09257339546730818,0.5934023165389676,-0.06885935811450038,TRUE,366,20
27,62,0.1,0.2,0.02,1,0.4078476144735274,0.4367626005518005,-0.0788959155412942,TRUE,362,20
28,62,0.1,0.2,0.02,1,NA,NA,NA,FALSE,350,20
29,62,0.1,0.2,0.02,1,NA,NA,NA,FALSE,335,20
30,62,0.1,0.2,0.02,1,0.49121291017114405,0.5357997383369146,-0.06192361091392809,TRUE,378,20
31,62,0.1,0.2,0.02,1,0.3275599367361648,0.5019148637875206,-0.0849574615660823,TRUE,382,20
32,62,0.1,0.2,0.02,1,NA,NA,NA,FALSE,342,20
33,62,0.1,0.2,0.02,1,0.09804578539202516,0.49628491865711205,-0.06330905051819835,TRUE,384,20
34,62,0.1,0.2,0.02,1,0.44698632271877903,0.5116843018800554,-0.07108230958844826,TRUE,341,20
35,62,0.1,0.2,0.02,1,0,0,-0.08082440743496176,TRUE,341,20
36,62,0.1,0.2,0.02,1,NA,NA,NA,FALSE,368,20
37,62,0.1,0.2,0.02,1,NA,NA,NA,FALSE,370,20
38,62,0.1,0.2,0.02,1,0,NA,NA,FALSE,348,20
39,62,0.1,0.2,0.02,1,NA,NA,NA,FALSE,366,20
40,62,0.1,0.2,0.02,1,NA,NA,NA,FALSE,363,20
41,62,0.1,0.2,0.02,1,NA,NA,NA,FALSE,351,20
42,62,0.1,0.2,0.02,1,0,0,-0.07508828066048578,TRUE,375,20
43,62,0.1,0.2,0.02,1,NA,NA,NA,FALSE,362,20
44,62,0.1,0.2,0.02,1,0.8495244003643054,0.5026370533002033,-0.07942122369795256,TRUE,370,20
45,62,0.1,0.2,0.02,1,0.37053394074906,0.4104212133150885,-0.07262704065960435,TRUE,384,20
46,62,0.1,0.2,0.02,1,0.2796762728365135,0.5155319436553488,-0.09030330628120062,TRUE,347,20
47,62,0.1,0.2,0.02,1,NA,NA,NA,FALSE,344,20
48,62,0.1,0.2,0.02,1,0.04965090505425809,0.45252173043552135,-0.0762607289254834,TRUE,380,20
49,62,0.1,0.2,0.02,1,NA,NA,NA,FALSE,352,20
50,62,0.1,0.2,0.02,1,NA,NA,NA,FALSE,360,20
1,63,0.1,0.05,0.03,1,1.1073043270338352,0.871266366174149,-0.08068658367211694,TRUE,365,20
2,63,0.1,0.05,0.03,1,1.1418117634584495,1.4045484107225492,-0.06610138637535874,TRUE,348,20
3,63,0.1,0.05,0.03,1,1.4208005069694931,0.9098802442651915,-0.0629199220888775,TRUE,320,20
4,63,0.1,0.05,0.03,1,NA,NA,NA,FALSE,362,20
5,63,0.1,0.05,0.03,1,NA,NA,NA,FALSE,344,20
6,63,0.1,0.05,0.03,1,NA,NA,NA,FALSE,327,20
7,63,0.1,0.05,0.03,1,NA,NA,NA,FALSE,370,20
8,63,0.1,0.05,0.03,1,0.3865012697464975,1.0252167978977633,-0.08415030597299186,TRUE,340,20
9,63,0.1,0.05,0.03,1,0.7263109980194973,0.9934991315038856,-0.07556210724353073,TRUE,373,20
10,63,0.1,0.05,0.03,1,0.5059553157438215,0.8513860224823766,-0.09211831270331837,TRUE,374,20
11,63,0.1,0.05,0.03,1,0.1342809655855563,0.673279907691917,-0.07176408800811417,TRUE,376,20
12,63,0.1,0.05,0.03,1,1.0702216173655177,0.8041479593301101,-0.06608351622469064,TRUE,355,20
13,63,0.1,0.05,0.03,1,NA,NA,NA,FALSE,363,20
14,63,0.1,0.05,0.03,1,0.49622273980982606,1.2852860716760595,-0.07887203944117123,TRUE,375,20
15,63,0.1,0.05,0.03,1,NA,NA,NA,FALSE,350,20
16,63,0.1,0.05,0.03,1,NA,NA,NA,FALSE,370,20
17,63,0.1,0.05,0.03,1,0.48087656136775386,0.6199241095687944,-0.07386190871666347,TRUE,356,20
18,63,0.1,0.05,0.03,1,NA,NA,NA,FALSE,335,20
19,63,0.1,0.05,0.03,1,NA,NA,NA,FALSE,384,20
20,63,0.1,0.05,0.03,1,NA,NA,NA,FALSE,337,20
21,63,0.1,0.05,0.03,1,1.0716040280116057,0.8725516572339506,-0.07169263373222798,TRUE,324,20
22,63,0.1,0.05,0.03,1,NA,NA,NA,FALSE,345,20
23,63,0.1,0.05,0.03,1,NA,NA,NA,FALSE,330,20
24,63,0.1,0.05,0.03,1,0.4461706516091651,0.7009940315325468,-0.08375618360649953,TRUE,342,20
25,63,0.1,0.05,0.03,1,NA,NA,NA,FALSE,356,20
26,63,0.1,0.05,0.03,1,0.36255907245466384,0.8386870410479387,-0.0662210005147599,TRUE,371,20
27,63,0.1,0.05,0.03,1,0.22001864306939187,0.8230902127819779,-0.06635668652444802,TRUE,368,20
28,63,0.1,0.05,0.03,1,0.43837355587420973,0.7490427693737591,-0.058585023793547665,TRUE,391,20
29,63,0.1,0.05,0.03,1,NA,NA,NA,FALSE,369,20
30,63,0.1,0.05,0.03,1,0.8105105136107443,1.1673221088193928,-0.08149219842072263,TRUE,363,20
31,63,0.1,0.05,0.03,1,NA,NA,NA,FALSE,361,20
32,63,0.1,0.05,0.03,1,0.6257139914778296,1.2056056734917446,-0.07172811379302893,TRUE,346,20
33,63,0.1,0.05,0.03,1,NA,NA,NA,FALSE,363,20
34,63,0.1,0.05,0.03,1,0.853886143086336,0.9596377858367514,-0.07021015450890591,TRUE,343,20
35,63,0.1,0.05,0.03,1,0.7774797299054843,1.1115195547616519,-0.06542767080735297,TRUE,340,20
36,63,0.1,0.05,0.03,1,NA,NA,NA,FALSE,355,20
37,63,0.1,0.05,0.03,1,1.372836434905077,0.9788471208366526,-0.07226064720181938,TRUE,354,20
38,63,0.1,0.05,0.03,1,0.17137782601906912,0.7843432932819098,-0.07040398753171391,TRUE,338,20
39,63,0.1,0.05,0.03,1,0.4416374500751882,0.7947232256768629,-0.08095196588764954,TRUE,350,20
40,63,0.1,0.05,0.03,1,1.3988019147452475,0.9511324555559217,-0.0872253458219818,TRUE,352,20
41,63,0.1,0.05,0.03,1,NA,NA,NA,FALSE,369,20
42,63,0.1,0.05,0.03,1,NA,NA,NA,FALSE,357,20
43,63,0.1,0.05,0.03,1,0.4621390661735946,0.7878953325328324,-0.07421165470331412,TRUE,361,20
44,63,0.1,0.05,0.03,1,NA,NA,NA,FALSE,407,20
45,63,0.1,0.05,0.03,1,0.6114647314799024,0.9510283245480146,-0.0883625862518512,TRUE,368,20
46,63,0.1,0.05,0.03,1,0.16262766157894518,0.6710213271402431,-0.07069406017052605,TRUE,348,20
47,63,0.1,0.05,0.03,1,NA,NA,NA,FALSE,349,20
48,63,0.1,0.05,0.03,1,NA,NA,NA,FALSE,371,20
49,63,0.1,0.05,0.03,1,NA,NA,NA,FALSE,340,20
50,63,0.1,0.05,0.03,1,NA,NA,NA,FALSE,382,20
1,64,0.1,0.09,0.03,1,1.5527038380497542,0.8699308045178851,-0.0769367903695566,TRUE,367,20
2,64,0.1,0.09,0.03,1,NA,NA,NA,FALSE,360,20
3,64,0.1,0.09,0.03,1,NA,NA,NA,FALSE,355,20
4,64,0.1,0.09,0.03,1,0.0412573538678475,0.5915547077674984,-0.08272935542204364,TRUE,375,20
5,64,0.1,0.09,0.03,1,NA,NA,NA,FALSE,356,20
6,64,0.1,0.09,0.03,1,0.14941484593990903,0.7842484282453851,-0.081073394623167,TRUE,322,20
7,64,0.1,0.09,0.03,1,0.06890464341545467,0.9194759950867957,-0.0894467478904973,TRUE,338,20
8,64,0.1,0.09,0.03,1,0.1800037323099687,0.6776609335326355,-0.08498225785578226,TRUE,355,20
9,64,0.1,0.09,0.03,1,NA,NA,NA,FALSE,359,20
10,64,0.1,0.09,0.03,1,1.2717303274659353,0.7706683386443592,-0.0746612426997088,TRUE,359,20
11,64,0.1,0.09,0.03,1,0.24827731150118465,0.6017480290422359,-0.0835676020446412,TRUE,350,20
12,64,0.1,0.09,0.03,1,NA,NA,NA,FALSE,374,20
13,64,0.1,0.09,0.03,1,0.39693739651350424,0.5949475085183821,-0.05869893853420581,TRUE,340,20
14,64,0.1,0.09,0.03,1,0.4023361056592743,0.6459108309282701,-0.05713123264173225,TRUE,358,20
15,64,0.1,0.09,0.03,1,NA,NA,NA,FALSE,346,20
16,64,0.1,0.09,0.03,1,0.4544648665223452,0.6115866671271258,-0.07976143274735026,TRUE,382,20
17,64,0.1,0.09,0.03,1,0.6931824657636609,0.6602269863802598,-0.06378443746398477,TRUE,337,20
18,64,0.1,0.09,0.03,1,NA,NA,NA,FALSE,366,20
19,64,0.1,0.09,0.03,1,NA,NA,NA,FALSE,340,20
20,64,0.1,0.09,0.03,1,NA,NA,NA,FALSE,382,20
21,64,0.1,0.09,0.03,1,0.7332587329786704,0.8355094513055253,-0.06816663472415121,TRUE,345,20
22,64,0.1,0.09,0.03,1,NA,NA,NA,FALSE,364,20
23,64,0.1,0.09,0.03,1,0.9068205237331983,0.5160196378309703,-0.06741585949733994,TRUE,396,20
24,64,0.1,0.09,0.03,1,0.042705754243441627,0.6519523306702417,-0.0800947559738925,TRUE,355,20
25,64,0.1,0.09,0.03,1,0.02003024693609162,0.8160697813022868,-0.0634288211645391,TRUE,371,20
26,64,0.1,0.09,0.03,1,0.6263071579650731,0.5678635251539292,-0.07053579075080903,TRUE,377,20
27,64,0.1,0.09,0.03,1,NA,NA,NA,FALSE,355,20
28,64,0.1,0.09,0.03,1,NA,NA,NA,FALSE,352,20
29,64,0.1,0.09,0.03,1,0.789824755353829,0.8957350969847663,-0.07469213970326824,TRUE,369,20
30,64,0.1,0.09,0.03,1,0.3315539161909469,0.7612442421905498,-0.057767966297827156,TRUE,355,20
31,64,0.1,0.09,0.03,1,NA,NA,NA,FALSE,331,20
32,64,0.1,0.09,0.03,1,1.9968782233701232,0.7486009573529093,-0.07530912649613108,TRUE,379,20
33,64,0.1,0.09,0.03,1,0.12084316684256666,0.6477049865731461,-0.06513234555223502,TRUE,342,20
34,64,0.1,0.09,0.03,1,NA,NA,NA,FALSE,340,20
35,64,0.1,0.09,0.03,1,0.08285278357422728,0.5804826327899989,-0.07480106528221682,TRUE,392,20
36,64,0.1,0.09,0.03,1,0.14863007787010935,0.7305831235179111,-0.09883239051463227,TRUE,354,20
37,64,0.1,0.09,0.03,1,0.325663202671278,0.7674774023766424,-0.09787843514451947,TRUE,337,20
38,64,0.1,0.09,0.03,1,0.39881985869248665,0.7076215416542911,-0.08379227526086452,TRUE,379,20
39,64,0.1,0.09,0.03,1,0.1358218368432194,0.8147483797948365,-0.06374295990984025,TRUE,378,20
40,64,0.1,0.09,0.03,1,0.4803538170136669,0.5614050923157342,-0.08318517214260736,TRUE,345,20
41,64,0.1,0.09,0.03,1,0.3697065601109753,0.578789284123096,-0.08313698618592892,TRUE,356,20
42,64,0.1,0.09,0.03,1,0.23035042422363447,0.5608895039449273,-0.08968670606322274,TRUE,364,20
43,64,0.1,0.09,0.03,1,0.18513210252258847,0.652220056062549,-0.07515874879974738,TRUE,379,20
44,64,0.1,0.09,0.03,1,0.5556647845411207,0.6209802289681077,-0.0693380650666219,TRUE,374,20
45,64,0.1,0.09,0.03,1,0.5745308366507471,0.6403631744482211,-0.07509722920638298,TRUE,353,20
46,64,0.1,0.09,0.03,1,1.1831641631722085,0.637887928299674,-0.06737154455339191,TRUE,361,20
47,64,0.1,0.09,0.03,1,0.7913892558656018,0.7376625933416183,-0.07139750175945749,TRUE,370,20
48,64,0.1,0.09,0.03,1,0.056986338383684144,0.6183844755081433,-0.0816773563116977,TRUE,348,20
49,64,0.1,0.09,0.03,1,0,0,-0.06776915671454699,TRUE,356,20
50,64,0.1,0.09,0.03,1,0,NA,NA,FALSE,311,20
1,65,0.1,0.15,0.03,1,NA,NA,NA,FALSE,350,20
2,65,0.1,0.15,0.03,1,0.6138583475833682,0.6458271412006613,-0.08210260618143368,TRUE,352,20
3,65,0.1,0.15,0.03,1,0.49662511754116023,0.5477053279600933,-0.0667798790850658,TRUE,337,20
4,65,0.1,0.15,0.03,1,NA,NA,NA,FALSE,357,20
5,65,0.1,0.15,0.03,1,NA,NA,NA,FALSE,369,20
6,65,0.1,0.15,0.03,1,0.24824071660147765,0.4930788484745118,-0.06598688834211307,TRUE,367,20
7,65,0.1,0.15,0.03,1,0.1131711027474545,0.48660989271669625,-0.06193805616917544,TRUE,384,20
8,65,0.1,0.15,0.03,1,1.0129259801251151,0.4619991754438842,-0.06122594143059678,TRUE,371,20
9,65,0.1,0.15,0.03,1,0.7692167918308593,0.5074702705771569,-0.06173785294537817,TRUE,370,20
10,65,0.1,0.15,0.03,1,NA,NA,NA,FALSE,364,20
11,65,0.1,0.15,0.03,1,1.6575403067530579,0.5780265460405537,-0.06172360378002448,TRUE,353,20
12,65,0.1,0.15,0.03,1,0.30608149900460907,0.5393970023714265,-0.09698210248789405,TRUE,362,20
13,65,0.1,0.15,0.03,1,NA,NA,NA,FALSE,414,20
14,65,0.1,0.15,0.03,1,0.12339365985838706,0.4954607979650811,-0.06666016319929183,TRUE,347,20
15,65,0.1,0.15,0.03,1,0.0970870932054129,0.511666708193281,-0.0745509996279259,TRUE,349,20
16,65,0.1,0.15,0.03,1,0.4823726911449565,0.4446452341859771,-0.08260811497361165,TRUE,353,20
17,65,0.1,0.15,0.03,1,NA,NA,NA,FALSE,376,20
18,65,0.1,0.15,0.03,1,0.9579150031857124,0.6174307610150772,-0.06946903879965285,TRUE,352,20
19,65,0.1,0.15,0.03,1,0.1565664636768487,0.5642724197326433,-0.08111496765762817,TRUE,364,20
20,65,0.1,0.15,0.03,1,NA,NA,NA,FALSE,382,20
21,65,0.1,0.15,0.03,1,2.1360571428945554,0.5616447553495455,-0.08465275229486638,TRUE,349,20
22,65,0.1,0.15,0.03,1,NA,NA,NA,FALSE,356,20
23,65,0.1,0.15,0.03,1,0.3121908987675542,0.4816214981423429,-0.08455263568635127,TRUE,372,20
24,65,0.1,0.15,0.03,1,NA,NA,NA,FALSE,360,20
25,65,0.1,0.15,0.03,1,0.13073970671480142,0.544417395951525,-0.07675938594563932,TRUE,375,20
26,65,0.1,0.15,0.03,1,0.2222508476440616,0.5233731597031861,-0.08020612874473364,TRUE,355,20
27,65,0.1,0.15,0.03,1,NA,NA,NA,FALSE,348,20
28,65,0.1,0.15,0.03,1,0.3344375819815118,0.5537160317236309,-0.08285769017107843,TRUE,359,20
29,65,0.1,0.15,0.03,1,0.19490522071582364,0.5095141326585293,-0.07088831860275598,TRUE,376,20
30,65,0.1,0.15,0.03,1,0.5924812493745081,0.6072991297206456,-0.06756231050921972,TRUE,336,20
31,65,0.1,0.15,0.03,1,0.27367126838738104,0.5840042220925733,-0.06762800194396026,TRUE,334,20
32,65,0.1,0.15,0.03,1,1.3001212180612867,0.5603539554077208,-0.07998312942542946,TRUE,367,20
33,65,0.1,0.15,0.03,1,NA,NA,NA,FALSE,353,20
34,65,0.1,0.15,0.03,1,0.8578554430398779,0.4961205554278722,-0.062484627555878136,TRUE,343,20
35,65,0.1,0.15,0.03,1,0.6817192210002468,0.4427970838905358,-0.0586720613968845,TRUE,361,20
36,65,0.1,0.15,0.03,1,NA,NA,NA,FALSE,365,20
37,65,0.1,0.15,0.03,1,0.18153461105152674,0.5904925960959002,-0.09095423729301398,TRUE,321,20
38,65,0.1,0.15,0.03,1,0.46650292880350674,0.49194985738189934,-0.06271338251348507,TRUE,352,20
39,65,0.1,0.15,0.03,1,0.5836577450434064,0.5923634301169244,-0.05760259190147053,TRUE,362,20
40,65,0.1,0.15,0.03,1,NA,NA,NA,FALSE,393,20
41,65,0.1,0.15,0.03,1,0.928568439934892,0.5675335279665907,-0.07205738101378223,TRUE,332,20
42,65,0.1,0.15,0.03,1,NA,NA,NA,FALSE,356,20
43,65,0.1,0.15,0.03,1,0.5243641380846427,0.5569355426369841,-0.06752554527994689,TRUE,354,20
44,65,0.1,0.15,0.03,1,NA,NA,NA,FALSE,379,20
45,65,0.1,0.15,0.03,1,0.0807630611134493,0.5076097102014949,-0.07125243640065325,TRUE,406,20
46,65,0.1,0.15,0.03,1,0.1014055306232863,0.7205265580013354,-0.08357589143620656,TRUE,354,20
47,65,0.1,0.15,0.03,1,0.46433351291770586,0.6783349238787055,-0.07103016606439742,TRUE,345,20
48,65,0.1,0.15,0.03,1,0.43843414121206264,0.5380586745632376,-0.07063315700324799,TRUE,367,20
49,65,0.1,0.15,0.03,1,0.006076533273699593,0.46144479459179377,-0.07424641357938921,TRUE,391,20
50,65,0.1,0.15,0.03,1,NA,NA,NA,FALSE,352,20
1,66,0.1,0.2,0.03,1,0.5320986350456006,0.43587280293885694,-0.06989178002870738,TRUE,373,20
2,66,0.1,0.2,0.03,1,0.1323447164641677,0.5317446610313112,-0.06286412357414256,TRUE,333,20
3,66,0.1,0.2,0.03,1,NA,NA,NA,FALSE,379,20
4,66,0.1,0.2,0.03,1,0.37196778811119086,0.44799396763954513,-0.08442262874449434,TRUE,381,20
5,66,0.1,0.2,0.03,1,0.14955618426761982,0.45739290275284006,-0.09156414114108817,TRUE,356,20
6,66,0.1,0.2,0.03,1,NA,NA,NA,FALSE,346,20
7,66,0.1,0.2,0.03,1,NA,NA,NA,FALSE,385,20
8,66,0.1,0.2,0.03,1,0.31936629737015393,0.3988180250697071,-0.07958564431872468,TRUE,358,20
9,66,0.1,0.2,0.03,1,NA,NA,NA,FALSE,349,20
10,66,0.1,0.2,0.03,1,0.14176554908389372,0.4630308231636318,-0.06864559435172127,TRUE,367,20
11,66,0.1,0.2,0.03,1,0,0,-0.07422135924229278,TRUE,311,20
12,66,0.1,0.2,0.03,1,NA,NA,NA,FALSE,357,20
13,66,0.1,0.2,0.03,1,0.061067037877673445,0.5003605216907014,-0.05147080938715154,TRUE,365,20
14,66,0.1,0.2,0.03,1,0.013271579654030766,0.532664107064436,-0.07613850253920548,TRUE,378,20
15,66,0.1,0.2,0.03,1,0.05348397446785776,0.4523793911724689,-0.0839657264025488,TRUE,376,20
16,66,0.1,0.2,0.03,1,0.20962010910134576,0.4553389587956563,-0.07071640272250407,TRUE,347,20
17,66,0.1,0.2,0.03,1,0.22605095161111188,0.5912409378541904,-0.0813856767595816,TRUE,339,20
18,66,0.1,0.2,0.03,1,NA,NA,NA,FALSE,371,20
19,66,0.1,0.2,0.03,1,0.7531150913070896,0.4517101098363077,-0.0823013606968555,TRUE,344,20
20,66,0.1,0.2,0.03,1,NA,NA,NA,FALSE,313,20
21,66,0.1,0.2,0.03,1,0.0916977357842241,0.5065342838646576,-0.07013359479605943,TRUE,381,20
22,66,0.1,0.2,0.03,1,1.205737378197353,0.5382259207730505,-0.09204755719720145,TRUE,337,20
23,66,0.1,0.2,0.03,1,0.3637400828174792,0.521325854087664,-0.09286584329141774,TRUE,346,20
24,66,0.1,0.2,0.03,1,0,NA,NA,FALSE,366,20
25,66,0.1,0.2,0.03,1,0.44853473861286,0.40961759498573924,-0.08597189612508302,TRUE,373,20
26,66,0.1,0.2,0.03,1,0.5956248596253717,0.43848838645333316,-0.07873614969396969,TRUE,399,20
27,66,0.1,0.2,0.03,1,NA,NA,NA,FALSE,370,20
28,66,0.1,0.2,0.03,1,NA,NA,NA,FALSE,334,20
29,66,0.1,0.2,0.03,1,0.8838977694758943,0.5076747233163362,-0.07726137141556012,TRUE,349,20
30,66,0.1,0.2,0.03,1,0.3507057004408075,0.48027172212454433,-0.06681959446488751,TRUE,340,20
31,66,0.1,0.2,0.03,1,0.22639572129633684,0.4595674557417931,-0.07972333211301728,TRUE,370,20
32,66,0.1,0.2,0.03,1,0.13533923262805925,0.5038055387806963,-0.07979993621472703,TRUE,344,20
33,66,0.1,0.2,0.03,1,0.6021605298868069,0.46038100639780083,-0.08306408993816353,TRUE,336,20
