hrr,mfx_failures,mfx_patients,mfx_failures_se,mfx_patients_se,patients,pcp_total,spec_total,mean_choice_size,mean_spec_failures,mean_pair_failures,mean_pcp_failures,spec_hhi,mean_vi
142,-.25062769,.38846459,.1693978,.14197905,447,46,54,8.771812,21.68636,.3369175,1.93018,.19371,.1073826
144,-.01682621,.75858102,.04283883,.02763751,10013,848,555,9.766005,17.19753,.338026,1.69092,.0753624,.0311595
145,-.03752471,.58597391,.04832463,.05148337,1848,157,136,10.89015,11.30406,.3028571,1.87965,.2500129,.0205628
146,.10588139,.59603874,.06300434,.05571509,1318,96,58,9.748103,27.02979,.4861111,2.88177,.4367794,.0037936
147,.11603618,.53605931,.06924705,.04992353,1487,157,150,8.920646,17.44126,.4239244,1.99182,.1691616,.0121049
148,-.06515527,.67314068,.09160722,.06002796,1079,119,100,9.017609,15.22264,.5428937,2.570495,.2824991,.2743281
149,-.14782808,.93583075,.08263237,.04717741,2912,226,210,9.632212,24.18869,.6028664,2.688904,.1633387,.0837912
151,.09673936,.70451578,.07128903,.05452511,1764,168,143,9.135488,11.08914,.506734,2.091843,.1266036,.3543084
152,.00530237,.43967859,.07192173,.07939561,813,58,46,9.768758,7.69587,.4069767,2.406716,.0991227,.0086101
154,-.37064098,.84035336,.14642907,.04272609,899,170,98,5.131257,20.6551,.6528418,1.862416,.1270464,.2914349
155,-.04624414,.90158575,.0530667,.04820505,3562,380,226,9.947221,22.24951,.5136222,2.276416,.0767626,.0454801
156,-.03179558,.90906134,.05219107,.02948824,1990,469,246,5.2,21.55522,.5251623,1.740554,.098693,.1095477
158,-.1413893,.99309825,.07813269,.04110428,2634,430,248,8.147305,19.7935,.4661427,1.896525,.0964639,.0451784
161,.08923073,.92246352,.05704482,.04093604,4372,457,240,8.879689,22.00781,.3363053,1.491176,.3943077,.1010979
163,-.00143613,.72705401,.05215217,.03878576,1929,304,167,7.596164,20.56289,.4084746,1.996864,.216121,.2716433
164,-.01679506,.82395886,.06939783,.05494496,2339,412,224,7.237709,18.06678,.6166667,2.208423,.1239844,.0743908
166,-.12581627,.83636382,.05160527,.03450368,4110,586,282,8.417031,20.0578,.5055154,2.063465,.0732352,.2309002
170,-.01347398,.61993923,.07291732,.03104958,3306,247,174,9.118875,25.44275,.7913247,2.706168,.1841602,.2156685
171,-.10778843,.81414932,.07683026,.03605902,3579,390,248,7.793238,22.9479,.8427767,2.468671,.1378713,.2972898
172,-.11540871,.6374247,.06655066,.05011091,2948,317,208,8.546133,17.62912,.6430811,2.843225,.0993652,.1367029
173,-.02502135,.79400317,.09225464,.06972821,1129,165,132,7.201063,14.54781,.7070828,2.387355,.1545667,.5093003
175,-.08056676,.70205136,.13513261,.06484078,907,73,61,8.3914,9.277349,.377551,1.72536,.3351478,.1775083
179,-.1339583,.81768138,.09274572,.07172392,3472,262,214,10.65495,16.43206,.5710096,2.542368,.2076298,.0809332
180,-.09583374,.68995793,.06382441,.04004417,2426,269,195,7.99052,17.16251,.3438858,1.573499,.2330615,.1055235
181,-.12169857,.91868987,.05746264,.06005462,1601,230,172,8.235477,17.71573,.5092864,2.438209,.1556316,.1186758
183,-.12416728,.9182677,.0399714,.02956214,9129,728,431,10.45197,16.3777,.5813022,2.290475,.0724938,.2099901
184,.17362239,.7942071,.13126452,.08019157,867,96,76,7.384083,24.38194,.5051699,2.006928,.519522,.3898501
185,.08977681,.80718771,.09524466,.10758744,690,83,79,8.331884,14.17758,.4744681,1.947445,.4558538,.0434783
186,-.25360559,1.0312049,.09511182,.0564572,1013,162,111,8.05232,16.25768,.6796748,2.555005,.079637,.136229
187,-.19345766,.8048248,.05090598,.04912169,2932,280,189,8.276944,21.83992,.4192621,2.035677,.1554247,.1060709
188,.09863672,.72280555,.11243454,.13368291,740,87,98,9.262162,14.55252,.4784394,2.534694,.2916435,.2243243
190,.03203662,.41805834,.08997786,.05098868,1761,140,82,8.348665,44.58723,.8233138,3.016505,.81094,.0198751
191,-.25948416,.90232047,.07376984,.03469429,3479,235,148,8.522851,34.8075,1.009373,3.224019,.3627738,.0689853
192,-.09374039,.7086442,.03717697,.02701708,5577,371,251,11.37493,15.52183,.5415282,1.987207,.2472222,.1231845
193,.02266839,.84218353,.10018383,.07711161,740,77,81,7.736486,17.33651,.6707531,2.675749,.2284879,.3081081
194,-.0419647,.73450014,.06835366,.05333628,1587,176,127,8.905482,16.68782,.5353982,2.176806,.2926714,.1449275
195,-.03193567,.89111952,.15529798,.09134224,929,106,101,8.064586,18.15601,.7067039,2.892391,.4810073,.0398278
196,.00674319,.94941304,.07148274,.06680167,1263,102,101,10.23436,9.99363,.4306878,2.689491,.3252727,.02692
197,-.16312388,.73910175,.08576606,.05673371,1137,98,99,11.16007,16.02998,.5119798,2.705986,.2791055,.2295514
200,-.14826884,.87172638,.10121617,.05504571,2660,178,129,9.550376,19.65417,.5435947,2.374479,.2563107,.3203008
201,-.04056512,.75558477,.04760002,.02562792,6418,400,255,9.093487,25.96977,.6288192,2.345751,.1008305,.0811779
203,.07518929,.72479111,.09208012,.07191221,1203,145,81,8.004156,29.21423,.3610063,1.790309,.3803604,.0124688
204,-.0961796,.74325615,.05222487,.05445874,1954,219,198,8.661208,14.3741,.597392,2.015938,.064019,.073695
205,-.01039032,.71575155,.03409232,.03071168,6616,503,280,10.31076,19.97094,.4659872,2.116237,.0878799,.199214
207,-.02291646,.81894769,.17671696,.16157896,243,52,62,7.144033,12.66529,.2708333,1.588477,.1573439,.0411523
208,-.03931886,.68082571,.06423757,.05262497,2066,159,132,8.503872,25.27036,.9079903,3.667156,.3212923,.1040658
209,.01929991,.73252773,.10370604,.08369772,827,93,90,7.923821,14.2972,.4551495,2.196841,.5007932,.0060459
210,-.20250717,.65061946,.10005003,.08858334,814,88,77,8.089681,12.97622,.4884615,1.60523,.4715241,.0184275
212,.10817892,.61453213,.12023016,.11764913,576,39,65,9.46007,7.205263,.4471154,2.380454,.2678735,.0104167
213,-.08578017,.70168927,.07129354,.04579338,2055,122,97,9.613139,14.91051,.5122807,1.939542,.1217277,.0559611
214,.16889547,.50090515,.09982836,.06830415,1125,79,67,8.856,19.69155,.5416667,2.50584,.2846665,.0675556
216,-.10595602,.69028675,.11792205,.17827182,229,40,61,8,6.155556,.2571429,1.638767,.0872409,.1441048
217,-.12151142,.33021616,.12201539,.06740453,638,59,69,9.920063,17.77901,.4624413,2.396197,.3693851,.0094044
218,-.04685065,.9571123,.15372188,.44437722,92,23,32,3.978261,6.808989,.25,1.2,.1228734,.1413043
219,-.16165185,.66439018,.07452935,.0415733,1805,196,144,8.914681,16.87109,.4207516,2.030658,.170708,.0725762
220,.04546644,.33317574,0,0,206,32,53,8.883495,8.176471,.2363636,1.208738,.0855877,.0339806
221,-.09500271,.74805168,0,0,493,96,97,5.578094,9.452675,.4495413,1.344898,.1597085,.3286004
222,-.04230987,.71384252,.06065031,.04705956,2940,353,238,7.520748,18.86454,.4088867,1.735043,.0930242,.1707483
223,-.04712263,.78216966,.02673558,.02836545,10722,748,356,12.10567,28.2599,.3818927,2.127922,.0721184,.0309644
225,-.08890216,.69468858,.09321845,.04974698,3105,313,275,11.01192,23.73448,.4889503,2.221468,.1259973,.0090177
226,-.07448764,.70023701,.05241112,.04498143,1524,287,222,7.298556,19.3404,.3161857,1.740132,.1253246,.0059055
227,-.08622131,.96982549,.03624061,.02292305,12378,970,528,10.72112,16.47528,.3984333,1.570153,.0277315,.0982388
