hrr,mfx_failures,mfx_patients,mfx_failures_se,mfx_patients_se,patients,pcp_total,spec_total,mean_choice_size,mean_spec_failures,mean_pair_failures,mean_pcp_failures,spec_hhi,mean_vi
147,.13088508,.55592479,.07291106,.05279444,2384,227,192,10.04866,21.89902,.432398,2.20272,.1591201,.0192953
148,-.0995878,.7275388,.0940411,.06195486,1504,161,122,9.489362,20.58036,.61875,3.144198,.2707143,.2573138
149,-.08635195,.95939135,.0908328,.05216401,4999,346,305,11.47309,39.82423,.8118421,3.652778,.1698469,.0784157
151,.08125572,.76935498,.07551266,.05841095,3056,270,192,10.23298,17.28585,.5079903,2.403353,.1487024,.3275523
152,.01003537,.4691799,.07094455,.08177633,1262,96,81,10.97861,10.40225,.487315,3.08741,.0916225,.0198098
154,-.34504865,.85699502,.1537263,.04349046,1484,244,131,6.493935,30.36642,.7707763,2.456891,.128817,.2486523
155,-.04849223,1.0093541,.05871581,.05408066,5345,543,280,12.13901,30.68046,.6010086,2.905692,.0706084,.053508
156,-.11284288,1.0018035,.05857482,.03492753,3834,731,319,6.149452,31.53356,.5089921,2.037968,.1044222,.1356286
158,-.24811455,1.0409492,.08383084,.04020797,4748,655,317,10.25358,30.05786,.6099173,2.598265,.0925746,.0494945
161,.04534336,1.0370861,.06437494,.04474865,7853,699,306,11.15064,33.69044,.410879,2.161793,.3854575,.1049281
163,-.02342348,.75840539,.05080718,.04340345,3161,433,214,9.274913,30.21967,.5853045,2.713739,.2089237,.2603607
164,-.00550126,.82743176,.07621629,.05890794,4112,609,299,9.303745,27.19006,.7385199,2.998532,.115218,.0744163
166,-.13055315,.86020354,.05601126,.03851869,6726,841,378,9.97755,30.05056,.6612386,2.686031,.0731936,.2276241
170,.11385394,.71916487,.07918639,.04115412,4729,346,230,10.7731,30.45766,.7900082,3.084803,.1824092,.2180165
171,-.13726214,.84368492,.07698165,.03480281,5386,519,316,9.551059,30.98784,.9337319,3.079036,.1493839,.2695878
172,-.02387268,.72671417,.07444734,.05660481,4372,405,267,9.646615,23.50023,.6948245,3.328479,.1079793,.1349497
173,-.05088109,1.0391814,.10530407,.06740886,1679,222,176,8.722454,18.81835,.6841673,2.647305,.1301631,.4860036
175,.01136374,.76208546,.13190418,.06460819,1387,103,84,9.149964,13.9761,.4458835,2.209724,.3396837,.1824081
179,-.0137221,.73998126,.06009771,.05649187,4958,336,250,12.06091,21.85822,.4642348,2.779878,.2236769,.0699879
180,-.11893411,.77700618,.07228724,.04718237,3952,389,249,9.039221,23.94621,.3887207,1.900993,.2498504,.1024798
181,-.12569239,.99127996,.06300805,.06985569,2849,342,236,10.29309,26.14702,.5747001,2.968074,.1488373,.0979291
183,-.12295339,1.0925352,.04551439,.03220675,14975,1066,524,12.26584,23.21222,.553544,2.57989,.0706503,.1835726
184,.17056708,.89301245,.14245282,.07896613,1378,150,105,8.847605,32.42182,.5723746,2.297455,.4835187,.3744557
185,.0939442,.8022559,.09939001,.11800589,1044,109,99,9.898467,19.27019,.4157303,2.200192,.4721451,.0296935
186,-.22341606,.99547549,.09259205,.05632492,1779,247,150,9.913997,25.87084,.7355728,3.49295,.0826098,.1495222
187,-.17210286,.87776636,.04899862,.05225697,4305,388,250,9.412543,31.68396,.4891339,2.543544,.1605464,.0891986
188,.06366665,.76720857,.11654216,.12958945,1208,132,134,11.45778,22.2147,.5768757,3.088333,.2979214,.2201987
190,.02516287,.45512531,.09100892,.0516188,2270,163,97,9.305727,54.50066,.9657303,3.634276,.7916455,.0229075
191,-.26454763,.98244923,.07477814,.03694037,4768,278,185,10.08431,44.93263,1.153526,3.912576,.3533031,.0664849
192,-.10689638,.8486593,.04314299,.02682121,7250,466,293,12.79572,19.24671,.5187486,2.289849,.2533203,.1091034
193,.0000357,.83844918,.10230432,.07809865,998,110,108,8.687375,20.18971,.6433204,2.951613,.2108907,.3016032
194,-.04313545,.73657185,.06723947,.05589777,2250,224,149,10.29467,21.82698,.6172308,2.7342,.2808281,.1506667
195,.00029689,.88245322,.15511786,.0966653,1155,123,119,9.579221,21.48651,.6530612,3.174064,.5049718,.0406926
196,-.02678829,.95638889,.07904253,.06532841,1766,128,114,11.35844,12.67615,.4509506,3.186113,.364512,.0317101
197,-.18098698,.79272167,.09058378,.06399566,1569,130,117,12.65392,20.05581,.5539305,3.151185,.2702874,.2383684
200,-.13222333,.89442174,.10105817,.05630447,3948,221,151,10.79103,28.95708,.6999041,3.208993,.2706454,.3467579
201,-.04651704,.75480111,.04732143,.02722851,8764,495,305,10.23209,32.4036,.6607896,2.713319,.1011415,.0933364
203,.08498968,.73190398,.09587959,.0696047,2200,209,107,9.585,42.85224,.5056478,2.330896,.4001698,.0109091
204,-.02558565,.6892991,.08050254,.04693676,3212,325,258,10.16002,18.19674,.5322741,2.286027,.068309,.0958904
205,.00960848,.88168904,.04739938,.03608963,11041,689,349,12.71071,30.29233,.4881412,2.710629,.0925723,.1971742
207,.05638732,.6266185,.16978455,.26509058,433,73,84,8.863741,18.84382,.3816254,2.554524,.1595667,.0531178
208,-.05505338,.69769219,.07691725,.05944687,2959,211,165,9.814465,32.56216,.9970662,4.416439,.3303984,.0898952
209,.05601856,.76130579,.10497532,.0851674,1344,131,111,9.119792,19.68638,.5262097,2.625748,.4894804,.0029762
210,-.23281411,.69526649,.11229421,.10226563,1916,169,124,9.804802,19.92467,.5191693,2.133052,.4247159,.0354906
212,.08925022,.72455842,.11244033,.10369779,1075,60,74,10.81581,11.3736,.6048781,3.375701,.2603725,.0148837
213,-.1074299,.58813171,.08145528,.05361122,3398,171,117,11.00618,19.68617,.5452343,2.316224,.1320771,.0741613
214,.22082501,.56816441,.10180238,.06639815,1663,106,89,10.365,26.78615,.636214,3.067436,.2814535,.0901984
216,-.29580148,.81612337,.16584885,.20098298,718,100,85,8.306407,10.06073,.2477064,1.821378,.080489,.1002785
217,-.11233388,.7668699,.12777846,.07604133,979,84,84,10.9428,22.63786,.4698795,2.730928,.3792211,.0091931
218,-.11898135,.98761659,.2067851,.40643798,303,65,55,4.584158,10.80537,.3233831,1.366667,.1089762,.1254125
219,-.16268161,.71433979,.07301694,.04416725,2844,245,174,10.718,22.34372,.4528492,2.597949,.1781261,.0625879
220,.0311855,.24909817,.10912347,.14285181,422,71,78,9.402843,12.08789,.236,1.721429,.0765594,.1137441
222,-.0638497,.7158383,.06401514,.04630961,5045,544,327,8.478097,25.8337,.4338594,1.970899,.0921841,.1839445
223,-.08101294,.90919459,.02668174,.02939239,16134,1004,448,13.9573,39.83294,.4483094,2.722098,.0732799,.0340275
225,-.09396853,.81730354,.08934084,.05393192,5401,464,375,13.8791,35.8799,.6402331,3.41755,.1284693,.0079615
226,-.05597541,.7823466,.05828984,.05229139,2863,474,292,8.833042,28.76893,.380801,2.333918,.1203666,.0080335
227,-.09699129,.99795758,.03684207,.02402327,24112,1632,680,12.89287,25.06298,.4451371,2.002291,.0279492,.1172445
230,-.09115053,.73814469,.06371353,.05662503,3926,308,287,10.73612,37.50141,.4307633,2.015097,.1910511,.0524707
231,.16284622,1.0151297,.16855138,.09067471,1505,291,192,7.383389,17.94705,.3552941,1.432396,.0954475,.1488372
232,-.02886497,.80625809,.0445847,.04197941,6857,816,368,9.259589,29.40571,.4697107,2.33631,.0465921,.1160858
233,-.01711927,.77012475,.05736259,.04876013,2783,356,173,9.204096,27.58123,.5264305,2.636134,.086945,.0506647
234,-.09800314,.9884436,.04486527,.04071796,7099,723,309,10.39259,36.22438,.4855138,2.779929,.0484148,.0449359
235,-.01531064,.94788487,.06180889,.04012087,3174,401,259,9.611217,27.51706,.596789,2.698769,.2299609,.026465
236,-.17568101,.73288685,.07190344,.05763789,2908,410,252,8.200481,16.42482,.4197934,1.806351,.1029073,.1478679
238,-.04226295,.85108478,.07334468,.04186983,3257,395,280,9.057108,23.27699,.6034557,2.698491,.0891614,.2591342
239,-.15061071,.76938378,.0767712,.05023187,4023,407,271,8.78598,57.26825,.6431239,2.793603,.1055776,.0454884
240,.16987949,.4795414,.09190148,.07473591,907,121,116,9.001102,16.71903,.6418816,2.540929,.3191458,.0176406
242,-.09803401,.42608425,.10658334,.07152008,1296,155,123,9.204475,16.05525,.3719101,1.941085,.3619994,.0470679
243,-.09175753,.75201085,.0961837,.08475631,1135,184,188,10.32599,18.90274,.4793956,2.40708,.2051994,.014978
244,.05133207,.87612611,.06624007,.05523325,2807,490,202,7.720698,34.03825,.3698395,2.353214,.0734592,.0302814
245,-.1218034,.941922,.04962768,.04433323,4417,562,227,8.774734,49.19349,.4009088,2.685708,.0802049,.0418836
246,-.0964703,.80130584,.07582428,.04557425,4357,499,327,10.25109,24.80791,.7411801,3.205909,.0540098,.1097085
248,-.50981751,.6832644,.14201668,.10295129,892,130,113,8.719731,25.06644,.3154472,1.983165,.3029721,.2186099
249,-.00623242,.56476412,.0527954,.05901633,1999,270,219,10.43372,20.27789,.4109692,2.205631,.3744566,.0145073
250,-.24853521,.80807483,.0856517,.05903817,1523,224,149,8.203546,13.37624,.3245436,2.103426,.27047,.4694681
251,-.08180144,.89247679,.03697996,.03297258,6576,1003,551,8.42868,11.70279,.3799686,1.840544,.1444165,.2317518
253,.12183737,.75454198,.10361677,.06312042,1513,222,151,8.003965,16.30435,.5350254,2.152463,.2275372,.6226041
254,-.15615987,.3085852,.16420054,.13006097,394,101,75,5.243655,11.86118,.2995595,1.872774,.4580638,.0431472
256,-.0008653,.71442915,.05841502,.03528646,2033,366,201,7.240039,13.9333,.3542024,1.722689,.256348,.0570585
257,-.24659367,.85421242,.19265642,.09397704,1000,90,63,7.434,18.28084,.5066313,2.494483,.337576,.195
258,.07812581,.93955658,.12781746,.07889204,1425,111,92,11.28,14.04243,.5701839,3.062235,.3593027,.1635088
259,-.17091692,.66616264,.08545002,.05329238,3862,265,191,10.06603,35.06543,1.557559,5.345384,.3106572,.027188
260,-.08024323,.70021336,.09603679,.0998399,814,78,76,9.837838,18.44555,1.156646,3.991358,.1545014,.0110565
261,.01469155,.68287414,.10664374,.13950238,722,80,78,10.79224,18.11033,.6231884,3.355153,.172501,.0124654
262,.0257911,.81506343,.07692555,.07595325,1993,144,119,9.86001,18.86203,.460964,2.256153,.1253653,.0030105
263,-.04377561,.4752681,.10421942,.10496554,1028,112,111,13.68482,16.11448,.5485636,3.416992,.2422047,.0379377
264,-.21163059,.92318876,.12945358,.04863023,3930,328,212,10.3916,29.51009,1.751242,6.03735,.3047214,.1340967
267,-.19015877,.68663084,.12355075,.04617959,2883,185,158,9.790843,33.05973,.7991508,3.449407,.318634,.1952827
268,-.02511518,.92571067,.03628151,.03421161,13535,740,372,13.56749,24.48794,.5745089,2.907082,.0524281,.0616919
270,-.15723526,.92770852,.07147006,.06991013,3779,354,263,9.190262,19.35221,.5301375,2.62211,.2249293,.4556761
273,-.06837839,1.1070927,.03526482,.03239994,14456,879,465,13.87037,17.26184,.4758644,2.502572,.0485246,.0860542
275,.02759414,.45960654,.15004616,.09391069,873,78,76,9.597939,14.3931,.6839827,3.363218,.3038449,.4112256
276,.06852958,.50043508,.08308094,.06507691,2254,213,166,9.511091,12.3502,.4846847,2.346583,.1658497,.0687666
277,-.01878319,.89915205,.06199815,.03758233,5946,345,179,12.66061,25.92167,.6508273,3.554372,.1978914,.012109
278,-.12663087,1.0330295,.0583579,.03730486,10670,535,264,14.63805,19.76982,.6063241,2.879133,.095163,.1666354
279,-.02312542,.76271449,.09187228,.05755816,5384,512,401,12.74071,27.40157,.7456614,2.935249,.1040294,.0146731
280,-.00911391,.96791117,.09361608,.0642138,3488,330,241,11.6379,22.63715,.5776371,2.629758,.2313773,.0252294
281,-.19870575,.84702663,.21615241,.0800499,1473,253,202,8.007468,13.6911,.3847758,1.797121,.146227,.4046164
282,.02636317,.8696616,.07758519,.02859121,5396,646,358,9.162713,28.02689,.6649485,2.282678,.1106437,.198295
283,-.11802726,1.0362668,.03252437,.03632347,20336,1440,695,14.09028,42.60301,.503233,2.534534,.0863726,.0046223
284,.04111812,1.0049346,.07218214,.06554001,4127,480,329,11.14102,28.33862,.5148515,2.3537,.0492707,.0096923
285,-.19843016,.97682828,.07662916,.06094836,5414,590,415,11.37643,34.00464,.3645802,2.207491,.1530244,.0755449
288,-.18312317,.75104538,.08047786,.06116976,3636,491,331,9.496699,27.4586,.371139,1.919889,.0855979,.0134763
289,-.02840242,.81943307,.08109517,.07693975,2104,368,290,8.606939,27.58092,.4061625,1.928434,.0435762,.0480038
291,-.19418985,.8803892,.06789583,.10214563,1563,267,218,10.15227,33.29749,.46,2.689987,.0622435,.0127959
292,-.42973925,.91203726,.12354012,.06878052,2089,328,251,8.333174,29.7946,.5768608,2.619392,.074206,.0378171
295,-.02647294,.84274102,.05643055,.03366832,8680,866,582,9.490668,26.95764,.4891657,2.097677,.1167281,.0733871
296,.13339228,.68096784,.09762423,.06379267,1754,213,190,8.402509,19.9307,.3582208,1.656357,.1327632,.2428734
297,.28505434,1.2137973,.13738124,.11100782,638,186,153,5.876175,25.88413,.615607,2.304416,.0658651,.0485893
299,-.13120757,.75485821,.06955516,.04550989,2723,278,210,9.539111,11.62218,.2917206,1.414302,.0981407,.0400294
300,-.13007931,.68894519,.13223795,.05337514,1646,180,136,6.954435,31.30567,.5884646,2.084095,.1826889,.3584447
301,-.17059659,.88454707,.03503747,.0376142,16665,1159,607,15.43852,32.07475,.4995015,2.474989,.0437241,.0456046
303,-.11751399,1.0276387,.07876079,.08351527,5517,731,481,12.58456,25.82053,.8068638,2.902763,.03459,.0445895
304,-.1991142,1.0430586,.09951622,.06539517,1853,281,250,8.19374,12.40889,.3550088,1.495666,.0697275,.1284404
307,.03677294,.7049188,.05534828,.04722869,4996,423,294,10.97838,25.71824,.375,1.925091,.3297988,.0190152
308,-.18038899,.94218299,.06482948,.06843611,4807,567,380,9.990847,23.82988,.4823612,2.21967,.0578388,.166424
309,.01634112,.87738755,.06746162,.04170161,4834,405,295,11.29934,22.45327,.418053,1.98472,.1283122,.1243277
311,-.01764637,1.0425498,.04796405,.02734694,11328,810,446,11.9977,25.93868,.493604,2.059773,.3663298,.0828919
312,-.19144586,.76977346,.08176758,.04040278,5889,526,327,10.43556,27.39405,.6166348,2.793927,.1407334,.0665648
313,-.02567455,.85694223,.15323125,.11430572,1963,224,138,9.561386,20.86557,.4299363,2.05783,.2700087,.0545084
314,-.12098769,.91580503,.05710673,.06029258,5652,378,254,11.95789,25.88941,.6315666,3.146975,.1467929,.0507785
315,-.02008635,.90685263,.14827411,.10071358,838,123,118,6.77327,16.84383,.3296703,1.312876,.3998297,.0286396
318,-.08631416,.71401926,.05098217,.04150618,7362,633,330,10.88509,25.32778,.3987221,2.268132,.0938022,.0218691
319,.05583918,.77094159,.06936058,.05878092,3668,286,196,9.719738,44.04438,.5748653,3.067063,.2155744,.0324427
320,-.09560682,1.0226972,.1001773,.05565439,3679,393,241,8.764067,17.32639,.4314869,1.82,.1227372,.1674368
321,-.25743143,.6195696,.19505149,.09872391,1611,129,125,9.739913,14.24123,.513302,2.614232,.4178809,.2489137
323,-.13915255,.4976598,.15154489,.09331545,721,105,75,8.099861,17.30459,.525,2.604716,.2529216,.2163662
324,.1548652,.42634562,.49810055,.13132758,614,88,79,8.027687,15.14943,.8406113,2.842365,.3289425,.539088
325,-.06769315,.92702041,.06228012,.04771139,2506,348,187,8.923783,19.20572,.3787879,1.669887,.2887401,.0802075
326,.03260913,.6484955,.07605441,.05183763,2742,313,194,9.454412,14.69732,.3556701,1.756044,.1661586,.0495988
327,.0050172,.98331391,.04193613,.0328502,8441,595,304,12.08873,33.04769,.4190476,2.189977,.1077775,.1811397
328,-.11812939,1.0962708,.05276967,.03406834,9753,737,346,10.94238,20.90123,.4022337,2.187448,.0983818,.2003486
329,-.06357309,.82601096,.02896648,.02647215,12077,958,458,9.947255,48.41933,.5832609,2.50786,.1116184,.0728658
330,-.12219713,.9501798,.06302508,.05607483,5872,474,286,10.56948,25.24902,.6211543,2.509237,.1182494,.0303134
331,.05217224,.77881807,.098334,.08742729,1563,182,104,7.886756,29.67765,.4981851,2.281572,.2325682,.2232886
332,-.11653631,.97222493,.10537722,.08143477,2311,282,161,8.724361,24.00914,1.11002,3.699869,.2061626,.093466
334,-.11914419,.80989182,.05265996,.03645501,6245,520,337,10.63811,21.55556,.6013451,2.542531,.0753303,.1471577
335,-.02524347,.83115625,.04513179,.04406457,3800,298,258,12.04184,16.78675,.3600641,2.301981,.110851,.0618421
336,.01782098,.92364964,.13366565,.09629047,1471,118,105,12.73555,27.73032,.7550432,3.504437,.1546717,.1332427
339,-.11741306,.93346673,.04486147,.04366937,12683,684,327,14.40416,30.40743,.5948182,3.112379,.1090269,.0898841
340,-.03643677,.72577564,.03600467,.03894728,8991,544,291,12.2081,38.66293,.5910787,2.757976,.1139052,.1554888
341,-.21180468,.58116288,.10012428,.06156329,1967,142,90,8.737672,16.90704,.3291219,1.929708,.5390165,.0010168
342,-.01825935,.60547111,.09003384,.04693863,2832,239,160,9.447034,14.63128,.3657339,1.973656,.2213335,.2288136
343,-.13725743,.4470564,.11266532,.07345145,2632,214,183,9.692629,25.00153,.5846795,2.23563,.2293222,.0258359
344,-.27232773,.86485939,.08578786,.06112911,3505,498,375,9.452782,11.40294,.3377736,1.684801,.0601789,.0853067
345,.03461007,.5421386,.11195874,.12246905,614,100,75,5.996743,13.01478,.2097561,.9802955,.5200798,.0325733
346,-.0429427,.84039113,.03629527,.03413295,8860,702,400,11.7105,39.90779,.4110772,2.337382,.1299839,.1671558
347,-.12695187,.7983994,.08943572,.05910166,1157,122,108,8.969749,21.11275,.3974684,2.152249,.3578869,.0872947
350,-.12572469,.47846597,.07999385,.05018707,3095,244,158,8.495961,19.30429,.3649062,1.864522,.1735954,.2995153
351,-.17162008,.71474383,.05225075,.03509405,3517,344,318,9.385271,19.64731,.4946192,2.137311,.0875632,.1666193
352,-.14883789,.9337473,.04840228,.04248028,6144,515,312,11.0887,18.52834,.4355664,2.104402,.2230827,.1404622
354,-.26346019,.58952588,.21840274,.11793387,363,64,73,7.272727,14.04972,.3834952,1.660221,.1137673,.0661157
355,-.06109514,.76019514,.04192597,.03619304,4330,458,239,11.02125,23.58409,.3311594,1.965357,.1639614,.012933
356,-.17080132,1.0446538,.03757142,.03276709,16349,1379,608,11.8176,32.65072,.3792245,2.077986,.1294995,.014007
357,-.08363783,.99750143,.05177322,.03728077,5771,568,419,9.17432,15.41392,.3837947,1.690675,.0469878,.1152313
358,-.05190224,.76834034,.06696776,.04176045,4178,396,242,10.13427,35.77409,.4847655,2.255652,.2482203,.0330302
359,-.19920952,.76637664,.08585909,.06921226,1116,154,118,7.058244,24.42729,.5621156,2.071043,.3104004,.5403226
360,-.03927891,.62726571,.05422375,.06291375,2486,258,225,9.291231,34.05061,.4970286,2.78038,.2835625,.033387
362,-.02642059,.6190749,.05347019,.0573674,1805,172,140,10.25042,28.41867,.3786008,2.335379,.1842629,.1357341
363,-.1354349,.97959819,.06432071,.06694314,2861,296,183,10.01223,22.83979,.7150596,2.535978,.3703761,.1321216
