hrr,mfx_failures,mfx_patients,mfx_failures_se,mfx_patients_se,patients,pcp_total,spec_total,mean_choice_size,mean_spec_failures,mean_pair_failures,mean_pcp_failures,spec_hhi,mean_vi
364,.03615365,.74795305,.0503353,.03556052,5052,525,297,10.03444,21.60967,.3508828,1.622191,.1145955,.0568092
365,-.07832365,.95732735,.09204692,.04251453,5927,505,362,9.791632,31.50068,.7323153,2.870152,.1037395,.1255272
366,-.0137124,.80657681,.06425631,.0373106,6161,430,286,11.14543,29.20321,.5735393,2.514701,.0864475,.2067846
367,-.06087745,.95235307,.11802937,.06349309,1461,159,133,7.743327,28.81612,.6325411,2.717631,.2452096,.2094456
368,-.0744545,.80144249,.05010808,.052006,6037,383,189,11.29385,31.56392,.4440513,2.103903,.3437949,.3579592
369,-.06769181,.49509329,.07017396,.04818749,1637,210,133,9.920587,15.59567,.3140655,1.624769,.154854,.1105681
370,.00194848,.32404252,.09077569,.07618901,1654,201,194,9.95647,22.49665,.7606085,3.24635,.4357952,.1529625
371,-.08579782,1.0476843,.05118784,.04687168,7057,598,432,10.85305,20.52981,.711667,3.245649,.1298681,.3124557
373,-.05405109,.78071514,.08685705,.05077436,4071,313,191,10.59912,39.58207,.371547,2.113996,.3879984,.0358634
374,.00439601,.99015694,.12071947,.0733218,1744,165,119,10.47821,21.13268,.6415563,2.931214,.182058,.065367
375,-.13876389,.43462926,.10625884,.09663085,1147,137,139,8.537053,17.16431,.3851262,1.794894,.217573,.0374891
376,-.01188996,.73366289,.11330154,.05187383,1546,162,135,8.689522,13.85808,.328373,1.506858,.190446,.1532988
377,-.01531355,.75257182,.04267266,.03161619,7603,563,307,11.6454,27.01742,.3667784,1.904003,.3352711,.0110483
379,-.06704545,.67086815,.04439437,.04127227,5404,413,284,12.19893,22.34239,.684961,2.952425,.1677677,.0181347
380,-.07034759,1.1337169,.04086059,.03023366,14492,923,480,12.86399,21.21016,.4087606,2.446461,.1060477,.076249
382,.00531817,.73220812,.0971933,.11145759,1550,146,149,11.24065,18.66407,.6427898,3.255527,.1564862,.0451613
383,.04232879,.54745476,.05758137,.08357493,2653,150,150,12.89031,32.20426,.7910959,5.33713,.1241998,.0060309
385,-.02148101,.92743116,.05094483,.04189485,5979,489,334,14.28634,21.82057,.4842367,2.701008,.0811599,.098177
386,-.01051279,.63493703,.07016615,.09583045,1788,144,126,11.43065,30.75788,.4821138,2.848706,.3189383,.0178971
388,-.16275851,.96271264,.19793462,.10645792,1003,99,83,8.922234,16.66533,.6030014,3.141566,.1596258,.3908275
390,.02237682,.72365533,.06146155,.05189826,1833,154,165,10.17458,20.87059,.4497682,2.562637,.2501973,.0060011
391,-.18471234,.93856394,.05484128,.03916462,17415,1182,629,14.01792,33.81442,1.317315,3.705699,.0425263,.0486362
393,-.0353814,.68934987,.10585609,.0771105,1930,132,158,10.2829,14.7286,1.055313,3.360083,.1031953,.1067358
394,-.06129562,1.0401753,.05297236,.0338803,7693,588,343,11.90823,26.21152,.5520567,2.668147,.1222781,.1006109
396,-.0479437,.41366244,.14163345,.08742696,982,152,135,5.649694,38.97741,.7709424,3.175205,.1140467,.0112016
397,-.10479759,.94354291,.05164134,.03062227,12374,1173,775,12.33086,23.64005,.5615146,2.626525,.0590025,.0408922
399,-.01498232,.71377902,.08125684,.07694069,1416,143,107,9.414548,27.00712,.6282173,3.710114,.2370866,.2492938
400,-.01112872,.84630348,.16874316,.03747063,2862,218,172,10.20056,30.34038,1.513401,4.011959,.2560834,.0873515
402,-.07193878,.71484283,.11463438,.05999683,1289,153,122,6.975174,33.44375,.556133,2.71875,.133843,.0093095
406,-.19373255,.76274928,.1489559,.13163241,985,87,118,11.28223,21.90134,1.585289,3.873211,.1670262,.1228426
411,-.20576439,.72132958,.14209382,.10531516,745,80,89,7.657718,13.14266,.4181185,2.183288,.1932075,.2912752
413,-.00006135,.80178698,.14540944,.0979577,1273,207,112,6.545954,23.27526,.4798658,2.18636,.4169064,.5388845
416,-.0584102,1.1019935,.08548589,.05729408,3738,362,230,11.55939,28.09238,.5667678,3.178456,.175441,.2295345
417,-.01963438,.50664637,.19771998,.12737349,953,83,112,9.912907,22.6709,.612447,2.543915,.411598,.0062959
418,-.07833888,.62214871,.13310407,.08283111,1208,151,126,9.406457,17.91167,.4527607,2.3,.2401087,.0769868
420,.06718944,.73972071,.10913195,.08497639,1327,119,127,10.79427,23.34089,.5181347,2.740545,.200229,.094951
421,-.04013701,.65610571,.07600522,.05798036,2312,164,97,10.73443,33.0348,.7193723,3.166015,.1851503,.3032007
422,-.07705614,.93296575,.08555529,.04215257,2067,167,113,12.43638,18.97313,.7136752,3.21453,.3067624,.3938074
423,-.09895837,.67148016,.06539095,.04496605,8502,620,384,11.71113,20.52704,.769607,3.272738,.0907843,.2045401
424,-.01807133,.69427261,.09798961,.05487409,2408,280,249,8.487957,12.46848,.4511825,1.597164,.0956036,.1644518
426,-.07502258,.97734382,.05194686,.0428192,8628,646,401,13.82313,24.41482,.4337302,2.379784,.1131251,.0295549
427,-.0663749,.7590888,.071674,.04688127,4613,347,210,9.769998,21.46345,.3833188,2.192803,.1485996,.1901149
428,.02419314,.4256498,.06790735,.07384573,2118,171,111,9.907932,23.95867,.3215569,1.993836,.3409893,.03305
429,-.16407258,1.0705525,.06113828,.0509979,5010,294,186,13.64331,34.31769,.4739229,2.993181,.2050462,.1357285
430,-.03338753,.80301064,.03675751,.03974971,8523,443,256,12.75537,40.21321,.4183254,2.651799,.2025751,.0508037
431,-.03208416,.93857797,.0452043,.03686255,10963,722,379,13.47314,28.34826,.5078541,2.588381,.2762841,.0332026
432,-.09422151,.70623893,.05863076,.0464719,4713,302,240,9.533206,34.36864,.4439822,2.22962,.2085226,.1198812
435,-.02869205,.7534994,.03112829,.04706524,2708,317,239,12.363,18.09155,.451538,2.546939,.1269053,.0487445
437,-.27113627,.98842085,.1057991,.06650227,1924,336,219,10.09252,12.30862,.3236332,1.81761,.2529046,.1767152
438,-.18713069,.72742314,.10289928,.05077938,1758,252,148,8.590444,18.58921,.4724473,2.197701,.5615324,.019909
439,-.1384361,1.1153133,.06688628,.03790505,10386,856,443,11.11438,15.49603,.3515648,1.775852,.2178254,.2157712
440,-.07597912,.87564817,.06159146,.04031829,7790,565,369,10.1552,14.32589,.5010388,2.25332,.0681801,.1804878
441,-.12929019,1.2019883,.08435459,.05653818,2979,335,192,9.562941,18.25051,.3903177,2.044392,.3023978,.278617
443,.01612592,.78369774,.05377948,.04013162,3572,311,263,9.794793,20.16887,.4654752,2.26464,.0752655,.0414334
444,-.12717865,.70810878,.12593838,.05164869,1525,127,105,8.111475,24.01455,.6199324,2.542216,.1809058,.1291803
445,-.08219194,.52211557,.08405669,.04811156,1684,141,120,9.739905,16.20921,.5331126,2.346659,.175071,.0587886
446,.13653391,1.043734,.13509973,.07414981,630,132,111,5.785714,11.31884,.8389423,1.866242,.1112774,.3047619
447,-.06711137,.93894229,.05383788,.05300023,1958,217,162,8.730337,14.6178,.5955777,1.957949,.1828521,.2574055
448,-.03362019,.79702104,.117751,.03573974,1381,138,111,7.350471,17.16484,.5815816,1.668845,.2299297,.6719768
449,-.11564393,.96191928,.06352024,.0312317,5754,517,303,9.083073,15.09953,.5399952,2.167771,.0992006,.5427529
450,-.10173343,1.0839082,.12542226,.06058285,1629,246,200,6.685697,12.14347,.4995871,1.813695,.1655789,.4511971
451,-.08281821,1.0971152,.04472524,.02562671,14620,1146,548,10.89439,23.0198,.557963,2.396649,.0842737,.3322161
452,.04422297,.66427702,.27030535,.03863566,834,119,115,7.010791,13.69952,1.494949,2.769231,.1450552,.4292566
456,.03217102,.55881381,.09599206,.08702066,1025,112,99,7.692683,14.34344,.5195823,2.230166,.2337057,.2829268
