coef_val,coef_se,hrr,eta,converged,log_like,fmly_level,patients,pcp_total,spec_total,mean_choice_size,mean_spec_failures,mean_pair_failures,mean_pcp_failures,spec_hhi,mean_vi
2.1391026,.12436934,15,1,1,-6377.457,4,4608,364,288,10.82834,28.67045,.3900929,2.319511,.2072553,.0405816
2.4420383,.12875061,15,1,1,-6377.457,7,4608,364,288,10.82834,28.67045,.3900929,2.319511,.2072553,.0405816
3.4410316,.24497785,15,5,1,-6377.366,20,4608,364,288,10.82834,28.67045,.3900929,2.319511,.2072553,.0405816
1.6241274,.16816093,15,5,1,-6377.366,2,4608,364,288,10.82834,28.67045,.3900929,2.319511,.2072553,.0405816
2.6350942,.19762714,15,5,1,-6377.366,7,4608,364,288,10.82834,28.67045,.3900929,2.319511,.2072553,.0405816
1.9273491,.18675081,15,5,1,-6377.366,3,4608,364,288,10.82834,28.67045,.3900929,2.319511,.2072553,.0405816
2.319544,.19339265,15,5,1,-6377.366,4,4608,364,288,10.82834,28.67045,.3900929,2.319511,.2072553,.0405816
3.2825667,.22899229,15,5,1,-6377.366,15,4608,364,288,10.82834,28.67045,.3900929,2.319511,.2072553,.0405816
2.9053948,.20510506,15,5,1,-6377.366,10,4608,364,288,10.82834,28.67045,.3900929,2.319511,.2072553,.0405816
2.3425069,.19615445,15,5,1,-6377.366,5,4608,364,288,10.82834,28.67045,.3900929,2.319511,.2072553,.0405816
1.17493,.13963714,15,5,1,-6377.366,1,4608,364,288,10.82834,28.67045,.3900929,2.319511,.2072553,.0405816
1.4278492,.16034454,16,1,1,-3895.538,4,2026,182,134,11.10266,21.48737,.4808415,2.655275,.2472892,.2729516
1.3287897,.1545703,16,1,1,-3895.538,3,2026,182,134,11.10266,21.48737,.4808415,2.655275,.2472892,.2729516
2.155188,.26327425,16,1,1,-3895.538,10,2026,182,134,11.10266,21.48737,.4808415,2.655275,.2472892,.2729516
.74312117,.12599733,16,1,1,-3895.538,1,2026,182,134,11.10266,21.48737,.4808415,2.655275,.2472892,.2729516
2.4534196,.28292004,16,1,1,-3895.538,15,2026,182,134,11.10266,21.48737,.4808415,2.655275,.2472892,.2729516
1.6586734,.2329582,16,1,1,-3895.538,7,2026,182,134,11.10266,21.48737,.4808415,2.655275,.2472892,.2729516
.92646728,.12634983,16,1,1,-3895.538,2,2026,182,134,11.10266,21.48737,.4808415,2.655275,.2472892,.2729516
3.0440685,.4294219,16,1,1,-3895.538,20,2026,182,134,11.10266,21.48737,.4808415,2.655275,.2472892,.2729516
1.6027481,.19431915,16,1,1,-3895.538,5,2026,182,134,11.10266,21.48737,.4808415,2.655275,.2472892,.2729516
2.1046778,.31801314,16,5,1,-3895.577,10,2026,182,134,11.10266,21.48737,.4808415,2.655275,.2472892,.2729516
1.5571599,.2888595,16,5,1,-3895.577,5,2026,182,134,11.10266,21.48737,.4808415,2.655275,.2472892,.2729516
2.4006988,.37552773,16,5,1,-3895.577,15,2026,182,134,11.10266,21.48737,.4808415,2.655275,.2472892,.2729516
2.9905334,.49568941,16,5,1,-3895.577,20,2026,182,134,11.10266,21.48737,.4808415,2.655275,.2472892,.2729516
.70686555,.19829823,16,5,1,-3895.577,1,2026,182,134,11.10266,21.48737,.4808415,2.655275,.2472892,.2729516
1.382854,.2471157,16,5,1,-3895.577,4,2026,182,134,11.10266,21.48737,.4808415,2.655275,.2472892,.2729516
1.6099093,.31327075,16,5,1,-3895.577,7,2026,182,134,11.10266,21.48737,.4808415,2.655275,.2472892,.2729516
.88577999,.21768174,16,5,1,-3895.577,2,2026,182,134,11.10266,21.48737,.4808415,2.655275,.2472892,.2729516
1.2839976,.24141616,16,5,1,-3895.577,3,2026,182,134,11.10266,21.48737,.4808415,2.655275,.2472892,.2729516
2.4232385,.18353009,18,1,1,-2115.379,15,1445,92,84,9.829758,20.94653,.5182872,2.830555,.3223462,.2574394
1.9192319,.17853309,18,1,1,-2115.379,7,1445,92,84,9.829758,20.94653,.5182872,2.830555,.3223462,.2574394
1.1119043,.15798261,18,1,1,-2115.379,2,1445,92,84,9.829758,20.94653,.5182872,2.830555,.3223462,.2574394
2.0026111,.18813533,18,1,1,-2115.379,10,1445,92,84,9.829758,20.94653,.5182872,2.830555,.3223462,.2574394
1.7538745,.16246284,18,1,1,-2115.379,5,1445,92,84,9.829758,20.94653,.5182872,2.830555,.3223462,.2574394
1.2512719,.1830631,18,1,1,-2115.379,3,1445,92,84,9.829758,20.94653,.5182872,2.830555,.3223462,.2574394
.60792289,.1363364,18,1,1,-2115.379,1,1445,92,84,9.829758,20.94653,.5182872,2.830555,.3223462,.2574394
1.5663012,.14554379,18,1,1,-2115.379,4,1445,92,84,9.829758,20.94653,.5182872,2.830555,.3223462,.2574394
2.1784766,.23637589,18,1,1,-2115.379,20,1445,92,84,9.829758,20.94653,.5182872,2.830555,.3223462,.2574394
2.041456,.16119347,18,5,1,-2115.447,10,1445,92,84,9.829758,20.94653,.5182872,2.830555,.3223462,.2574394
1.7855335,.15303347,18,5,1,-2115.447,5,1445,92,84,9.829758,20.94653,.5182872,2.830555,.3223462,.2574394
2.2196949,.22555085,18,5,1,-2115.447,20,1445,92,84,9.829758,20.94653,.5182872,2.830555,.3223462,.2574394
1.1435576,.13460954,18,5,1,-2115.447,2,1445,92,84,9.829758,20.94653,.5182872,2.830555,.3223462,.2574394
1.2862618,.16665917,18,5,1,-2115.447,3,1445,92,84,9.829758,20.94653,.5182872,2.830555,.3223462,.2574394
.63593195,.12114179,18,5,1,-2115.447,1,1445,92,84,9.829758,20.94653,.5182872,2.830555,.3223462,.2574394
2.4627342,.16454443,18,5,1,-2115.447,15,1445,92,84,9.829758,20.94653,.5182872,2.830555,.3223462,.2574394
1.9546071,.16067057,18,5,1,-2115.447,7,1445,92,84,9.829758,20.94653,.5182872,2.830555,.3223462,.2574394
1.6010086,.14193874,18,5,1,-2115.447,4,1445,92,84,9.829758,20.94653,.5182872,2.830555,.3223462,.2574394
1.7723503,.0830535,19,1,1,-19927.94,4,10718,582,289,12.6838,33.54679,.52513,2.798798,.0859526,.0841575
1.525784,.07711575,19,1,1,-19927.94,3,10718,582,289,12.6838,33.54679,.52513,2.798798,.0859526,.0841575
2.6480917,.10824116,19,1,1,-19927.94,15,10718,582,289,12.6838,33.54679,.52513,2.798798,.0859526,.0841575
1.255319,.07014335,19,1,1,-19927.94,2,10718,582,289,12.6838,33.54679,.52513,2.798798,.0859526,.0841575
.91620825,.06193303,19,1,1,-19927.94,1,10718,582,289,12.6838,33.54679,.52513,2.798798,.0859526,.0841575
