hrr,coef_m,pij_diff_full,pij_diff_current,pij_diff_fullfam,health_full,health_current,health_fullfam,health_base,n_cases,corr_fe_qual,fe_sd,fe_range,qual_sd,corr_realloc_qual_full,corr_realloc_qual_fullfam,realloc_to_highq_full,realloc_to_lowq_full,realloc_to_highq_fullfam,realloc_to_lowq_fullfam,fe_mean_highqual,fe_mean_lowqual,n_specs,eta
270,.43325128,.3399728,.227708,.358195,-.0017841,-.0002465,-.0033471,.9039111,3179,.2252855,.8192126,3.501951,.0532871,-.0568236,-.1383284,-183.1018,183.1018,-179.4519,179.4519,1.461723,.957913,58,1
273,.10778052,.4198455,.2991905,.4454641,-.0051045,-.0016555,-.0044195,.8832931,12098,.129435,.8712355,4.392063,.0510354,-.2172499,-.1843315,-767.0186,767.0186,-569.986,569.986,.5197741,.4444201,178,1
275,.74514027,.1337145,.1132303,.1549722,.0019832,.0018462,-.0054925,.9300251,608,-.0386406,.5692826,1.564837,.0370445,.3180458,-.5231177,24.49202,-24.49202,-65.36189,65.36188,.1411428,-.2971142,9,1
276,.13926008,.1306148,.1077708,.1478633,-.0007208,-.0003934,-.0000143,.9071447,1750,.3239646,.806009,3.055273,.0483312,-.1046989,-.0012193,-6.566303,6.566306,41.71249,-41.71249,-.7547626,-1.147706,31,1
277,.15536074,.2423761,.190863,.2721081,.0016215,.0016692,-.0044587,.9099744,5176,.0826205,1.863932,17.03579,.0384094,.0950761,-.2001148,123.3359,-123.336,-416.1529,416.1529,-.2647101,-.2895582,86,1
278,.105893,.3861308,.241381,.4086056,-.000249,.0006469,-.0038253,.9120556,9013,.1979061,.9682474,4.652146,.0398858,-.0128539,-.1805593,27.07237,-27.07235,-311.4348,311.4348,-.5162301,-.9838837,98,1
279,.02087083,.2268345,.1865466,.2610826,.0001188,.0003199,-.0006148,.8953303,3301,.2477977,1.066222,4.349597,.0317414,.01981,-.0580913,38.67276,-38.67276,-33.41924,33.41925,-1.263411,-1.740901,39,1
282,9.668e-68,.3745634,.2387318,.4564518,.0009178,.0010412,-.0024078,.9025005,4061,.0427267,3.083717,16.86498,.0480082,.0302001,-.0440603,21.04724,-21.04724,-202.2791,202.2791,-1.163293,-1.320446,127,1
283,0,.3587586,.2541658,.3981703,-.000655,.0009215,-.0039402,.8998862,17733,.067624,2.482361,20.00884,.0426262,-.0230762,-.1263311,168.3893,-168.3893,-831.0339,831.0339,-.8950782,-1.150391,305,1
284,0,.4001729,.2885453,.4064252,-.0028717,-.0009394,-.0038885,.8977679,3304,.1077144,1.424726,15.8159,.0379517,-.1114244,-.1129521,-143.0887,143.0887,-197.3135,197.3135,.6140004,.498802,155,1
285,.99743754,.3995488,.3152349,.4054318,.0018748,.0006757,.0009678,.9061104,2815,.0766912,2.10041,18.88689,.0345976,.0535578,.0305103,43.04028,-43.04029,26.70275,-26.70275,-.0153217,-.6294519,207,1
288,.13944809,.2981018,.2307403,.3344098,-.0005251,.0004495,-.0023572,.903813,2920,.105309,1.696171,19.37503,.0362293,-.0173832,-.0598063,40.6419,-40.6419,-71.97958,71.97959,.3072631,-.3047984,187,1
291,.83059357,.3062205,.2517502,.3231205,.0001958,.0003964,-.0013005,.8954355,1146,-.0089971,1.981579,16.95459,.0398234,.0082309,-.0378167,-9.057258,9.057259,-34.64524,34.64524,-1.176806,-1.222505,115,1
292,.04377028,.3494903,.2664042,.38593,-.0025389,-.0009274,-.0031082,.9051291,1807,.2557504,.7573899,4.23163,.0360017,-.1067824,-.0832604,-113.1636,113.1637,-164.3364,164.3364,-.0297377,-.428166,131,1
295,.14758462,.3252409,.225817,.3735174,.0001625,.0009327,-.0027438,.9013877,7173,-.0133737,3.770263,17.33426,.0366643,.0113317,-.104267,135.7226,-135.7226,-371.0895,371.0895,.1504533,.2390931,172,1
296,0,.2179192,.1730428,.2701176,.0002197,.0007318,-.0026961,.9039576,1453,-.1312606,1.93625,15.02386,.0389725,.0249375,-.0845778,18.4604,-18.46039,-103.1092,103.1091,-.2372077,.1382039,60,1
297,.14306605,.4303563,.3051274,.4446968,-.0016878,-.0012375,-.0017751,.9021315,500,.1724266,5.591259,18.86014,.0338608,-.0322488,-.0303218,-62.25357,62.25357,-67.15866,67.15866,-1.323542,-2.029711,86,1
299,.44041599,.2703997,.2165136,.2876712,-.0015777,-.000242,-.0024851,.9073766,2140,.2102795,.6471479,2.715546,.0533401,-.1206393,-.1508377,-34.97541,34.97541,-84.59518,84.59518,.3761487,-.1213107,47,1
300,.04987201,.20948,.1699244,.2900198,.0006745,.0017465,-.0059089,.9044018,1425,-.2073578,4.284053,17.42971,.0427659,.0801087,-.1324312,15.75088,-15.75087,-58.89945,58.89946,-2.238703,-.1183199,49,1
301,.02063694,.3527316,.252622,.3713242,.0000942,.0001651,-.0006112,.8974415,13897,.1878246,.9889054,4.461364,.0354408,.006631,-.0263898,207.5458,-207.5458,133.1299,-133.1299,-.9106922,-1.352431,189,1
303,0,.3739191,.3019134,.3771912,-.0014672,-.0013337,-.0025973,.9007985,4451,-.008862,2.670634,19.45027,.0357804,-.0783736,-.1288593,-195.055,195.055,-245.0794,245.0795,-.3059345,-.0797288,209,1
304,.00958649,.3424683,.2545637,.4232968,.0025006,.0018722,-.0023211,.8981281,1125,.2388287,1.938178,16.2956,.0382165,.1164709,-.09343,60.27614,-60.27615,-1.879783,1.879782,.3890581,-.157482,68,1
307,.11774531,.1912956,.1523405,.216119,.0001459,.0010363,-.00452,.9062881,3991,.0158531,1.629135,7.10598,.0384125,.0348128,-.3563868,19.62652,-19.62651,-213.052,213.0521,-.8652139,-.7644234,50,1
308,.01576908,.3896422,.2722166,.4190183,-.0012512,-.0003603,-.0009426,.8999339,4061,.1128941,.8078944,4.04985,.0343733,-.0581103,-.0318024,-188.8182,188.8182,-205.6991,205.6991,-.2939889,-.4842224,176,1
309,4.104e-36,.2928786,.2116146,.3149066,.000375,.0007846,-.003124,.912514,3286,-.0516032,.7506514,2.830082,.0494031,.0195868,-.1209086,18.46268,-18.46267,-140.7699,140.7699,-.4017823,-.4567253,65,1
311,.15829143,.4063298,.2783559,.434662,-.0008114,.0002546,-.0017173,.901816,9251,.2342926,1.007397,4.567533,.0437323,-.0488995,-.059767,-131.4387,131.4387,-115.8005,115.8005,-.5454881,-1.025382,141,1
313,0,.2205337,.191054,.2779628,-.0009636,-.0001233,-.0024367,.9105089,1364,-.1705815,2.15687,17.01147,.0298233,-.1013979,-.06727,-37.10732,37.10732,-89.95787,89.95787,.0731249,.5771663,64,1
314,.0664755,.2785582,.2043645,.3705068,-.0003366,-.0003165,-.0010548,.8947773,4648,-.0121881,3.014244,17.21067,.0405642,-.0192576,-.0526228,-14.19075,14.19074,-225.5114,225.5114,-1.389868,-.6730039,85,1
318,.24897545,.3057803,.2470636,.349817,-.0020627,-.0012607,-.0036204,.8916675,4222,.1564798,1.69678,16.98176,.044895,-.1264058,-.1577266,-174.7836,174.7836,-237.1978,237.1978,-.3261989,-.1956314,107,1
319,.29563322,.196095,.1592633,.2185478,.0001003,.0001658,-.0009464,.9000015,2488,-.1470687,2.49654,14.87694,.0396648,.0093317,-.0475334,-48.31639,48.31638,10.74198,-10.74198,-.6322672,.2929806,35,1
320,0,.339216,.2401057,.4345328,-.0021535,.0007357,-.0061181,.9074915,2273,-.0429141,3.710534,17.81176,.0406639,-.137796,-.177597,-103.8124,103.8124,-240.0983,240.0983,-.2691979,-.4523242,112,1
321,.57342922,.1597448,.1311092,.1914119,.000853,.0009159,-.0002966,.9213632,558,.1400326,3.760785,14.79462,.0281459,.1010035,-.0213144,-1.494287,1.494288,-16.56637,16.56638,-.6503415,-2.635695,14,1
322,0,.2532273,.1720882,.2997779,-.0039258,-.0013597,-.0079297,.9019094,1786,.1019197,2.396249,16.9775,.0594046,-.21181,-.2749781,-42.89958,42.89959,-122.5447,122.5447,.3213991,-.7487852,49,1
323,0,.1410963,.1265216,.1530999,.0004555,.0006016,-.0034034,.9052994,475,.0449188,6.179059,17.58874,.054406,.039281,-.17139,11.52931,-11.52931,-21.74521,21.74521,.748519,-1.852436,17,1
324,.19714849,.0358469,.037379,.0336721,-.0012444,-.0010694,-.0008962,.9061496,347,.0840555,8.186599,18.52497,.0489232,-.5159945,-.4941516,-4.388233,4.38823,-3.184138,3.184139,-.6946778,-4.976193,8,1
325,.07943784,.4122228,.290259,.4232387,-.0050405,-.0001372,-.006023,.8810873,1957,.0082711,2.633557,19.83841,.039952,-.1367364,-.1344431,-126.6927,126.6927,-148.9193,148.9193,-.7835695,-.8220941,81,1
326,0,.2140401,.1804612,.2653877,.0006606,.0010755,-.0028185,.8976067,2140,.1154555,2.977778,17.2824,.0417694,.0799549,-.168586,11.16672,-11.16672,-126.6362,126.6362,-.2272127,.4252827,71,1
327,0,.3917686,.2782283,.4104685,-.0031216,.0008191,-.0069776,.8890799,7388,-.0242706,.8767473,3.569246,.0480587,-.1707924,-.1998786,-69.33241,69.3324,-319.5988,319.5988,-1.037817,-1.077509,104,1
328,.03124468,.4624867,.2959435,.4834901,-.0050237,-.0005425,-.0051215,.893843,6234,-.0046397,1.705165,17.69237,.0454213,-.186462,-.1804113,-352.2576,352.2576,-353.3741,353.3741,.5789235,.7540359,121,1
329,.25219752,.3358807,.2331625,.4030792,.0002575,.0007908,-.0015468,.8977578,10486,.1720702,.8814514,4.277843,.0433575,.0222375,-.0575991,47.37839,-47.37839,-392.0269,392.0269,-1.265641,-1.450709,179,1
330,.11831933,.3732416,.2520195,.3984327,-.0018031,-.0002698,-.0039553,.8981908,4935,-.1059069,1.603494,16.53579,.0486781,-.0917853,-.1228991,-78.09471,78.09473,-112.9615,112.9615,.9635188,1.187462,127,1
331,.05992936,.1897654,.1596097,.2976196,-.000446,-.0010564,.0040316,.8764647,961,.1020711,4.207132,17.70971,.0388474,-.0760343,.0952508,.2345164,-.234517,79.65813,-79.65813,-1.700958,-2.219175,39,1
332,0,.4175793,.2765968,.4493705,.0007486,-.0011782,-.0054972,.9011485,1977,.0262281,.991325,4.882835,.0477515,.0141765,-.1446325,-27.29536,27.29537,-142.5679,142.5679,-.889064,-.7368042,86,1
334,0,.3251736,.2175856,.3856215,-.0028561,-.0013116,-.0063432,.8954102,5324,-.0285241,2.552164,18.48952,.0536083,-.1798505,-.1863556,-51.6489,51.6489,-294.2029,294.2029,-.4807934,.0022955,124,1
335,.06257137,.3295965,.2387758,.3748336,.0015076,.0010981,-.0008976,.9008398,2973,.0432892,.9258727,3.665293,.0348596,.121499,-.0371101,53.79488,-53.79488,-75.27988,75.27987,-.8374861,-.7559891,100,1
336,6.301e-36,.2673472,.1819934,.3818786,.0025114,.0010131,-.0057738,.8946129,1007,.0152551,4.065374,17.12974,.0469027,.1039528,-.109757,35.61073,-35.61073,-46.68253,46.68254,-.524552,-.9581966,54,1
339,.10991342,.3106839,.2339533,.3477671,.0006318,.0002345,-.001036,.8895684,9774,.3724129,.9280749,4.30633,.0443108,.0478886,-.0442899,-83.1394,83.1394,-221.9468,221.9468,.373504,-.2875265,126,1
340,0,.3212814,.2283868,.3592706,-.0001255,.0008715,-.0028378,.8912751,7747,.1352721,.7154959,3.613006,.0412154,-.0067542,-.1077965,-24.53685,24.53685,-368.1467,368.1467,-.6831138,-.7038069,106,1
341,.27902176,.1212223,.1051058,.1340045,.0008656,.0014115,-.0043575,.926066,1563,.3722667,.8223956,2.512087,.0342448,.1548671,-.6440065,22.58259,-22.58258,-65.2953,65.2953,-.7081342,-.6647751,10,1
342,.47668162,.1627765,.1278054,.2093182,-.0003645,.00071,-.0026331,.9166878,2018,.0990068,3.234875,14.62342,.0413811,-.0523091,-.1487536,-13.80162,13.80163,-122.2552,122.2552,-3.254198,-1.882767,45,1
343,.29908704,.1192904,.1061211,.1739649,-.000102,-.0000941,.0001301,.9129114,1992,.247577,.6523464,2.340638,.0471878,-.0177001,.009675,-4.497458,4.497454,9.279331,-9.279343,-.1660086,-.4615396,25,1
344,.35768022,.3318001,.2495189,.3726933,.0001297,.0004561,-.0011898,.9159916,2390,.1733232,2.58285,14.1677,.0476837,.0078608,-.0419863,14.28428,-14.28428,-74.89204,74.89204,-.9915559,-1.820449,106,1
345,0,.1891737,.159659,.1905624,-.0016061,-.0011474,-.0002641,.9371433,462,-.1671638,3.294066,18.28211,.0291099,-.091007,-.0281196,-49.62531,49.62531,-10.99197,10.99197,-1.101723,1.101069,27,1
346,0,.2935457,.2215829,.3379041,-.0001467,.0006895,-.0040572,.893526,7522,.0050885,3.272592,18.22338,.0439996,-.0087481,-.1381316,-29.49861,29.4986,-333.0015,333.0015,-.1802706,.2587898,190,1
347,.28550941,.2483142,.19963,.2946411,.0017701,.0014928,-.0016016,.8823007,953,-.1292374,3.229509,15.9381,.030158,.1119631,-.083163,55.20818,-55.20818,-38.68669,38.68668,-1.830577,-.3138686,39,1
350,0,.180437,.1416109,.2260786,.0006935,.0006107,-.0013081,.9057012,2276,.1496059,.787526,3.564473,.0276517,.1730837,-.1529471,35.59619,-35.59619,-57.49669,57.49667,.2116733,-.0446144,59,1
351,.04833148,.2583506,.201349,.3264367,-.001343,-.0002793,-.001699,.8997873,2590,.005166,3.163091,17.68488,.0423455,-.100842,-.0686723,-32.60662,32.60662,-62.79941,62.79941,-.043594,.7966013,105,1
352,.13901895,.3660291,.2659051,.4143094,-.0009498,-.0001447,-.0012932,.8908001,4717,-.0639667,3.206122,17.12162,.0434796,-.0402425,-.0435433,76.21723,-76.21725,151.6768,-151.6768,-1.433889,-.4688537,150,1
354,.66595883,.2632218,.221166,.3441207,-.0011324,-.0000928,-.0038368,.8917272,225,-.3091809,8.451294,20.82201,.0335814,-.1060024,-.1250519,-10.76835,10.76835,-25.9093,25.9093,3.787319,9.271482,39,1
355,4.316e-30,.2768865,.2187703,.2905499,-.0003769,-.0013887,.00127,.8841806,3582,-.1012912,3.586412,19.2156,.0339059,-.043699,.0696087,-31.79667,31.79667,111.3976,-111.3976,-.7029874,-.4947566,130,1
356,.15372163,.4275588,.3002848,.4425071,-.002935,.0001241,-.0041235,.8956913,13997,.288124,1.264016,5.999355,.0404183,-.1650655,-.1571317,-594.8488,594.8488,-904.3369,904.3369,.7214206,.079448,257,1
357,.1505005,.4126279,.2778938,.4421294,.0000816,.0009104,-.000147,.8889349,4223,.0923306,.9656386,4.388793,.0360855,.0044724,-.0066651,89.4069,-89.40689,89.70332,-89.70332,-.3054054,-.2996459,140,1
358,.42531601,.2447855,.1943824,.3141812,.0011074,.001732,-.0047202,.9094795,3664,.1883399,.7725355,4.56173,.0361344,.0388677,-.1267466,-6.877677,6.877682,-189.0148,189.0148,.4091097,.0386323,134,1
359,.05800043,.3228204,.2341614,.3543839,-.0011543,-.0001579,.0025305,.8897839,905,.1917824,.6389107,3.154799,.0424265,-.0393512,.0769614,-21.6012,21.6012,63.55178,-63.55178,.4547323,.202908,39,1
360,.1131073,.1777306,.1439788,.2244013,.0023497,.0019495,-.0037399,.8949044,1987,.2363277,2.274792,15.42595,.0427428,.3291508,-.1341088,48.10374,-48.10374,-6.207408,6.207402,.5008974,-.0661064,49,1
362,1.0234116,.2120791,.1839295,.2262052,-.0009205,-.0002116,-.0008216,.8986014,1011,.2584261,.8360983,3.138818,.0442231,-.0701055,-.0445667,-31.59422,31.59422,-29.61098,29.61097,-2.958905,-3.234104,35,1
363,2.50e-163,.3396843,.2377618,.3941338,-.0022578,-.0006672,-.0018302,.8944594,2316,.1377266,2.546911,16.66261,.0314245,-.1179288,-.0514244,-90.25701,90.25702,-94.7862,94.78619,-.8114718,-1.085123,103,1
364,1.049e-14,.3260672,.2449052,.3720628,-.0004699,.0013527,-.0054298,.9064029,4331,.1835292,2.302215,17.44024,.0452249,-.0175899,-.1252948,10.80848,-10.80849,-209.4796,209.4796,-1.573325,-1.244949,148,1
365,.09052882,.2900226,.2104872,.373687,.0013402,.0013635,-.00294,.9154861,3877,.1986481,2.676019,15.61785,.0390636,.0700143,-.0952695,225.518,-225.518,-209.4554,209.4554,.0680318,-.0488858,56,1
367,0,.4025487,.222321,.4367655,.0014901,-.000848,.0012084,.8950831,1229,.0062987,.9406214,3.499227,.0444707,.0184916,.018271,218.2357,-218.2357,167.5615,-167.5615,-.1993725,-.0854948,57,1
368,0,.2915945,.2225734,.3374062,.0012022,.0025088,-.0070092,.9237004,5414,.3017529,.8650625,4.354555,.058797,.0440209,-.1841749,85.20301,-85.203,-387.1161,387.1161,.2190692,-.5939275,53,1
369,0,.2074443,.1725367,.2418691,.0003067,-.0005869,.0012521,.8953932,1358,.0337032,2.634486,16.82748,.0511407,.0166534,.0457357,-15.72731,15.72732,1.214262,-1.214262,-.3696499,-.0972348,69,1
370,1.024e-32,.0950023,.0863261,.1177027,.0005571,.0005388,-.0011153,.9025661,1253,.2363682,.6673617,2.125666,.0348358,.1427478,-.1772344,30.86355,-30.86355,-26.27377,26.27378,.5491078,-.0641224,16,1
371,.45143519,.2897855,.2095066,.3419448,.002761,.0026082,-.0014561,.9008785,5167,-.0275047,1.979874,15.83184,.0465019,.1731894,-.0708189,207.9509,-207.9509,-61.5377,61.5377,-.5663081,-1.061436,65,1
373,.17862267,.1900146,.1620241,.2276826,.0002635,.0008978,-.0032938,.8979291,3500,-.0556309,3.949275,17.33498,.0458243,.0173426,-.0954506,9.609634,-9.609635,-212.475,212.475,-2.057138,-1.179572,60,1
374,0,.2884027,.234202,.365627,.001607,.0018481,.0022381,.8665333,1246,-.0555543,2.31706,16.33247,.0337837,.1512825,.0955836,-3.442476,3.442478,25.4712,-25.47119,-.6012482,-.3919882,45,1
375,.46422909,.179229,.1510442,.1963475,.0006439,.0007235,.0039386,.8836759,779,.4152018,1.224341,4.954253,.0452544,.0721473,.2444021,17.30162,-17.30162,50.22382,-50.22381,1.562902,.7955713,29,1
376,.68263299,.2554957,.2013711,.3252851,.0023795,.0025223,-.0005559,.8859814,1250,.2235822,.9656618,4.346788,.0444784,.3125645,-.0297394,27.11447,-27.11447,-25.94344,25.94344,-.2213376,-.8821289,31,1
377,0,.3408006,.2501491,.3541691,-.000488,.0002449,-.0021432,.898035,6234,.3882934,.7378733,2.889849,.0435164,-.0370008,-.085542,15.23603,-15.23601,-171.7482,171.7481,-.7033164,-1.244966,79,1
379,.21582094,.2067866,.1694924,.2427956,.0002648,.0002312,-.0010572,.8907121,4183,.3283273,.8444976,3.689666,.0409719,.0347315,-.0717205,11.53206,-11.53205,-116.9759,116.9759,.0352547,-.4545498,81,1
380,.271462,.4103679,.2817865,.4393578,-.0004815,.0007786,-.0022322,.8944299,11469,.2704189,.8732687,4.312316,.0428291,-.0251802,-.0931363,40.1251,-40.12511,-231.2566,231.2566,-.1712968,-.6030617,181,1
383,.32378026,.1342308,.114336,.1530139,.0041047,.0059986,-.0098713,.863814,2014,.1389678,.6923445,2.591504,.1073108,.1199729,-.3932473,86.51498,-86.51498,-85.5671,85.56709,-.9984539,-1.07464,20,1
385,0,.3055177,.2484881,.3199805,-.0026121,-.0008205,-.0055154,.9054303,3986,.2272062,.7017422,2.941856,.0397431,-.1961266,-.2288014,-115.2629,115.2629,-271.4037,271.4037,1.36573,.969449,87,1
386,.73046664,.1641456,.1433471,.1944446,.0005209,-.0000973,.0005971,.8827722,1023,-.009202,3.86122,15.68524,.0370093,.0392109,.0343796,7.558162,-7.558161,29.40767,-29.40767,-1.080094,-.2893549,37,1
388,1.0149005,.3457375,.2219682,.3532817,.0028895,.0006779,.0016509,.8768371,820,-.1470745,2.811984,14.9919,.0572342,.0665672,.0518742,86.58465,-86.58464,64.8189,-64.81891,-1.250358,.0889526,25,1
390,2.793e-32,.165148,.1351255,.1730961,-.0003162,.0000478,-.0014554,.9116618,1313,.4413684,.7977657,3.409007,.0389366,-.0630092,-.1596801,-36.34949,36.3495,-61.67421,61.6742,-.6771954,-1.340604,16,1
391,.21951963,.4121803,.2902755,.4313474,-.0042866,-.0004565,-.0055463,.8906582,13644,.2003038,.8173181,4.049845,.0689196,-.1472776,-.1380585,-670.3125,670.3125,-735.5227,735.5228,.5588606,.2281447,203,1
393,.246043,.1608775,.1326022,.2066083,.0010456,.001357,-.0011319,.9016499,1250,.3956193,.7517821,2.936772,.0487051,.1051658,-.0968663,7.939247,-7.939246,-38.51443,38.51443,-.0192808,-.4794642,24,1
394,.19172296,.3658453,.2589185,.4114086,-.0020331,-.0001172,-.0046773,.8934305,5907,.1200022,1.414339,16.05351,.0666836,-.0608811,-.0982241,-153.6765,153.6765,-402.893,402.893,.9834992,.3643595,134,1
396,.2326701,.1434338,.1234847,.1799045,-.0012694,-.0009498,-.0032036,.9146619,694,.3513278,.9755558,3.148648,.0794664,-.1007003,-.1314459,-.7845257,.7845265,-22.07396,22.07397,-.3611995,-1.566943,11,1
397,2.386e-26,.4391339,.3092556,.4510009,-.0050995,-.0014533,-.0055398,.8915015,9000,.061814,.6151273,2.750875,.0434191,-.2209566,-.2315838,-394.3354,394.3354,-470.1227,470.1227,.0385919,-.0658641,165,1
399,.67535707,.2213522,.1810108,.2677115,.0005392,.0007139,-.0001461,.8955855,1136,.0167793,.6108657,2.599516,.035227,.0572131,-.0058865,-12.0254,12.0254,-46.8335,46.8335,-.392525,-.4017816,43,1
402,.41872907,.2114476,.1669491,.2483723,-.0061443,-.0038658,-.0076952,.8801005,847,.2342902,.7690848,2.605707,.077047,-.4653682,-.2730301,-33.01033,33.01033,.6118655,-.611866,-.5670875,-.851316,11,1
406,.32233278,.1139699,.0952981,.1731043,.0014829,.0009248,.001982,.9167627,519,.551985,.5637503,1.713081,.0383605,.3998595,.2166135,12.05106,-12.05106,20.9973,-20.9973,-.3204203,-.6185735,9,1
411,.78194454,.2157701,.1595852,.2154734,-.0007314,-.0003837,.0022321,.8979132,544,-.2799761,6.760167,15.89849,.0321512,-.0483059,.2040609,42.92528,-42.92528,3.660966,-3.660969,-5.384425,-1.515078,16,1
413,3.587e-64,.3725069,.2933146,.3918854,-.0111831,-.0064791,-.0112604,.8965091,374,-.1068548,2.387383,17.5599,.0429936,-.3133971,-.2582335,-25.38171,25.38171,-27.20875,27.20875,.684152,1.350379,49,1
416,.40520476,.3670935,.2578079,.3598535,-.0018099,-.0012735,-.004583,.901604,3017,.0544675,4.706879,18.90676,.0611598,-.0234929,-.0868494,-19.61862,19.61862,-217.0934,217.0934,-2.250343,-.5537409,77,1
417,0,.1640945,.1232309,.2077844,-.00119,.0001292,-.0060312,.9020086,700,.18256,.6719743,2.638829,.0370114,-.051639,-.212106,19.42836,-19.42836,-54.40487,54.40486,.5928442,.5639985,22,1
420,8.639e-17,.1411537,.1210246,.1663872,.0010233,.0007991,.0003901,.8937318,943,-.1674931,4.676359,15.02127,.0512874,.1070343,.0280421,24.64158,-24.64158,7.855727,-7.855721,-2.276666,.2862,22,1
421,0,.2596815,.2046871,.2895467,-.0010811,-.000327,-.0036811,.9057754,1380,-.2597619,1.069474,4.770787,.0387773,-.0874632,-.1465847,-15.97146,15.97146,-116.2585,116.2585,.5007217,.7183921,45,1
422,.03130385,.3194828,.2148798,.329805,.0030027,.001942,.0008608,.887128,1518,-.0545667,.8029947,3.795573,.0502639,.0805731,.0231954,138.2985,-138.2985,114.6268,-114.6268,-.5187455,-.6301,57,1
423,.14463412,.2101516,.1656828,.2682366,-.0005968,-.0000646,-.0023645,.8964286,4169,.0000144,4.299682,21.23322,.0483663,-.0679724,-.1197717,-12.73187,12.73187,-117.3813,117.3813,-.0806152,.566954,111,1
424,.2912381,.2214538,.1629758,.2587968,.0015136,.0009254,-.0007118,.9240052,1571,.2391945,1.37397,5.487832,.0415627,.0692365,-.0566218,48.63391,-48.63391,-22.38325,22.38325,.4696788,-.0029368,36,1
426,.24838409,.3581177,.2566904,.3777377,-.0005324,5.89e-06,-.0012213,.9037986,7292,.0821293,2.315479,17.28075,.0524681,-.0216988,-.0375445,-59.42715,59.42714,-114.3721,114.372,-.4455093,-.8051507,144,1
427,0,.2425431,.1873906,.3150925,.0017565,.0015182,-.0025497,.9056502,3182,-.0067525,3.377132,17.05597,.0337751,.1263328,-.1126323,15.48827,-15.48827,-129.308,129.308,.1606259,.0050552,96,1
428,.46013912,.1057928,.0950818,.1123321,-.0006317,-.0002925,-.0012992,.9071427,1095,.02776,5.235709,21.26598,.025216,-.255761,-.2964957,-8.859901,8.859897,-17.67094,17.67095,2.614383,2.795494,28,1
429,.25864892,.3091299,.2241256,.3345704,-.0003587,.0018798,-.0049662,.8984722,4497,-.1935663,.7722527,3.289639,.045989,-.0300462,-.1234368,-11.69095,11.69095,-345.9234,345.9233,-.8286679,-.728729,76,1
430,.10160068,.2655512,.2156621,.2933991,.0023566,.0025588,-.0027224,.9075078,7520,-.0583313,1.186714,5.319719,.0474069,.1056874,-.1228321,252.6918,-252.6918,-358.0117,358.0117,-.402761,-.4756564,70,1
431,.0503455,.3489968,.2483103,.3824144,-.0019657,-.0004109,-.0034731,.9013057,9225,.0982219,3.097626,18.24104,.041974,-.1094981,-.1378811,-416.7166,416.7166,-621.2181,621.2181,.0055627,-.8946295,148,1
432,.21556715,.2646885,.1906348,.3159928,-.0005595,.0002113,-.0038093,.9071093,4048,.2395367,1.00861,4.33768,.0479416,-.0637984,-.1235548,-23.04688,23.04688,-171.9103,171.9103,.3808892,.004734,54,1
435,.19553983,.2868992,.2263871,.3212342,.0009081,.0001385,.000605,.8888487,2056,.1102997,1.072194,4.555116,.0390917,.0632444,.0287626,57.36662,-57.36662,86.12532,-86.12532,1.057005,.7566168,106,1
437,.54116718,.3899049,.2695862,.4162571,.0016235,.0003994,.0000601,.9050985,1335,.1290031,2.438327,15.90453,.0370059,.0716275,.0016088,71.21979,-71.21979,68.41392,-68.41392,.6797388,-.2726436,77,1
438,0,.2098464,.1635591,.2376879,-.0001638,-.0005748,.0010569,.9049303,1551,-.0607204,2.635058,16.20199,.0307187,-.0222693,.0528311,17.60641,-17.60641,94.40392,-94.40392,.6164494,1.132549,70,1
439,.09575885,.457717,.2970261,.4976161,-.0031661,-.0002273,-.00546,.9201275,8179,.152435,.9102253,3.926224,.0398794,-.18458,-.185061,-279.1438,279.1438,-466.815,466.815,.1643723,-.2926435,136,1
441,.28175993,.450541,.3027728,.4599123,-.0022247,.0004565,-.0008084,.9055464,1816,.0937798,3.681497,20.93455,.0371495,-.047974,-.0250158,-75.55712,75.55713,11.06397,-11.06397,-.0699874,-.4919939,78,1
442,.32324171,.1087448,.0992539,.1038615,-.000538,-.0005203,.0008555,.9041403,816,-.2489332,5.973387,17.51488,.0304206,-.0605398,.100011,-19.58107,19.58107,18.03098,-18.03097,-3.298408,.4657092,29,1
444,.027597,.2253067,.1654527,.2957365,.0016483,.0007117,-.0014486,.8896636,1369,.3968276,2.6418,15.60023,.0562601,.1028989,-.0546757,52.89879,-52.89879,21.70758,-21.70758,1.649976,.2498216,31,1
445,.20264743,.1841061,.1511028,.2310169,-.0000949,.0002095,-.0019547,.8985989,1252,.2444147,.9844857,3.968826,.0395881,-.0137765,-.1720082,-21.99743,21.99743,-13.49707,13.49708,.8857726,.5850353,37,1
446,0,.4886895,.3214946,.4702198,-.0018578,-.0001735,-.0023364,.9085598,451,-.1892695,4.037995,16.65036,.0285927,-.0855404,-.1387818,-12.57303,12.57303,.1794783,-.1794771,-2.253946,-1.113947,41,1
447,.11730797,.3338348,.2200459,.3949897,-.0008957,-.0002703,-.0007149,.9071199,1515,.0906722,4.854063,18.20166,.0355012,-.0947457,-.0318575,-9.200348,9.200351,11.72375,-11.72375,-.2723311,-1.909757,39,1
448,.69689833,.4233117,.214011,.4387075,.0042956,.0023842,-.0042171,.9037777,1060,.2973795,2.354035,14.11984,.043309,.1206943,-.1387257,54.47596,-54.47596,-60.00671,60.00671,-.9193041,-.3000983,34,1
