hrr,coef_m,pij_diff_full,pij_diff_current,pij_diff_fullfam,health_full,health_current,health_fullfam,health_base,n_cases,corr_fe_qual,fe_sd,fe_range,qual_sd,corr_realloc_qual_full,corr_realloc_qual_fullfam,realloc_to_highq_full,realloc_to_lowq_full,realloc_to_highq_fullfam,realloc_to_lowq_fullfam,fe_mean_highqual,fe_mean_lowqual,n_specs,eta
1,.23126517,.3049049,.2318874,.3525618,.0005054,.0010271,-.0005775,.8720628,6507,.0610359,.8529309,4.466155,.0536416,.0289997,-.0188308,144.7685,-144.7685,129.4082,-129.4083,.6686797,.7061201,159,1
2,.09191267,.1474278,.1322205,.1917094,-.0000592,.0004269,-.0028269,.884815,2142,.2591583,.8793734,4.877545,.0414323,-.004981,-.177692,-20.53286,20.53286,-24.54252,24.54252,.7904399,.3825665,40,1
5,.28421617,.1818177,.1606361,.2185941,.0021219,.0024391,-.004129,.8916625,2773,.0569865,3.14171,17.03189,.0486559,.0887084,-.1066629,106.8453,-106.8454,-144.3533,144.3533,1.051642,.7103188,82,1
6,0,.2802057,.2122245,.3224893,-.0025196,-.0001144,-.0041625,.889644,3016,.2519022,.6327857,2.727859,.0400983,-.2258274,-.193964,-1.86033,1.860334,-104.0626,104.0626,.3012368,.0613138,52,1
7,0,.198765,.1635588,.2251014,.0000579,.0012107,-.0049305,.8953258,1403,.2506213,1.025507,4.049901,.047426,.0050724,-.2300441,4.410667,-4.41067,-89.47044,89.47044,.5529622,-.0359505,61,1
9,1.8607966,.3467481,.2857014,.3472498,-.0046212,-.0015512,-.0017107,.8910313,122,-.1745091,6.629132,24.48558,.046041,-.1791207,-.0677836,-5.502532,5.502532,-1.2972,1.2972,-.0336326,2.047311,33,1
10,.72477554,.1479401,.1204291,.167965,.0013207,.0006785,.0020143,.8858372,876,-.2669428,4.509885,17.68846,.045503,.1579358,.1867008,28.89549,-28.89549,14.22986,-14.22986,-3.546107,-1.168521,26,1
11,9.552e-51,.2799683,.2305886,.2993766,.0021863,.0009206,.0017168,.8979091,3317,-.005771,.8705613,4.480669,.039589,.1756767,.0997717,22.99624,-22.99623,5.396798,-5.396798,.5085523,.5637422,89,1
14,0,.2683728,.2122184,.3021143,.0014798,.0005004,.0011884,.896781,2927,-.0436686,.7950618,3.531495,.0386479,.0722249,.0381307,152.2237,-152.2237,156.2273,-156.2273,-.8660291,-.8077061,79,1
15,.5647073,.3150942,.2091186,.3376431,-.0015865,-.0005383,-.0029143,.904195,3007,.1654308,.5929519,2.152934,.0397728,-.1189814,-.1982249,-203.5092,203.5091,-179.6799,179.6799,-.0749145,-.5473195,24,1
16,.08683799,.220985,.1759457,.2446216,.0002624,.0009087,-.0027544,.8905006,1676,.0977119,3.14931,15.96839,.0363594,.0476685,-.1973114,13.30431,-13.30431,-69.78676,69.78675,.579933,-.8020703,44,1
18,0,.288655,.1928914,.2873437,.0003099,.0002903,.0023143,.8885023,1170,-.0896209,2.526251,13.67725,.0385107,.0131022,.1507062,90.54806,-90.54806,48.43866,-48.43866,-1.117865,-.2859882,27,1
19,0,.2736995,.2128243,.3021094,.0014856,.0028333,-.0027015,.8911069,8155,-.0439927,.9281774,4.521065,.0422451,.0767123,-.1138364,183.6885,-183.6885,21.16189,-21.16189,-1.113466,-1.166448,110,1
21,.32495662,.1952511,.1523692,.2714637,-.0012769,-.000459,-.0008223,.9025668,1494,.3630318,3.808863,16.08728,.0282101,-.1402004,-.0419297,-33.03298,33.03299,-34.60004,34.60004,-.3177048,-1.087751,43,1
22,.86843341,.1339474,.1188479,.1426417,.0012569,.0010039,.0028088,.8586521,808,.0676013,2.745325,15.84597,.029316,.2552565,.5391271,22.773,-22.773,35.48137,-35.48136,.0559935,-1.215823,30,1
23,0,.3461385,.2588012,.398008,-.0016977,.0005157,-.0087668,.927015,4278,.1467625,3.74882,18.97931,.0418294,-.0549599,-.2149325,-134.2779,134.2779,-404.6116,404.6116,-.1235919,-1.1185,111,1
25,.49501493,.2281814,.1770731,.2537091,.0015133,.0016716,-.0038847,.9103762,2264,.1284877,.9304806,4.946466,.0527751,.041161,-.1451939,100.687,-100.687,-59.9753,59.97531,1.016196,.5108304,53,1
31,0,.2255595,.1764731,.3522371,.0050308,.0036999,-.0054778,.8915147,1687,.0039077,3.177869,14.751,.0712504,.2256514,-.0736329,60.99212,-60.99212,-129.6566,129.6566,-2.195307,-1.080941,36,1
33,.17992742,.2531533,.1989437,.2978301,-.0008485,-.0002614,-.0037169,.9204323,2388,.0099747,4.252224,17.37953,.0490009,-.0553192,-.0957887,25.91027,-25.91026,-72.08537,72.08537,-2.292361,-2.705291,72,1
43,.23550929,.2466897,.201472,.3093019,.0007355,.0016684,-.0061332,.9122523,2335,.1687588,.8631765,3.766849,.0603579,.0734762,-.1267717,49.2668,-49.2668,-118.1372,118.1371,-.4705532,-.9985358,32,1
56,.03487122,.4359024,.2705762,.4985474,.0003121,.0030589,-.0077698,.9051131,10297,.2963104,.9374997,5.525842,.0466204,.0090556,-.1863353,74.45512,-74.45512,-726.6414,726.6414,-.5601375,-1.07369,163,1
58,.22168099,.3354501,.2247029,.386343,-.0034443,-.0001268,-.0058709,.9030399,2558,-.1028291,3.547332,18.73199,.0490048,-.0807957,-.1703778,-119.4697,119.4697,-154.0719,154.0719,-.5803716,.4287764,91,1
62,.11598491,.3146199,.2054905,.4151929,.0034063,.0019709,-.0033492,.9170497,894,-.0144339,.7395068,3.779748,.0492499,.0889849,-.0513975,82.21329,-82.21329,-12.07938,12.07938,.2967218,.2787669,51,1
69,.26954513,.1551162,.1186655,.1796845,.0013733,.0009679,-.0002147,.9096537,1551,.4054312,.991806,3.093742,.0414558,.1613619,-.0208062,48.91337,-48.91337,26.14692,-26.14692,.7631204,-.2031,22,1
73,.62559749,.1476325,.1212676,.1837656,-.0017617,.0000873,-.0047132,.9031489,1843,-.0843312,.9188275,3.108615,.0429414,-.3683484,-.2918192,-26.03194,26.03194,-118.2448,118.2448,-.7668164,-.5402687,19,1
77,.04753712,.4909479,.3035719,.5231535,-.0032638,-.0004912,-.0036843,.9119815,7125,.3107475,.9898563,5.286044,.0453185,-.1286752,-.0996491,-345.0327,345.0327,-401.3152,401.3152,.9684984,.4021326,134,1
78,0,.2014568,.1582659,.2546569,.0000243,.0003159,-.0058815,.9122827,1500,-.1766321,3.912504,17.35061,.0484219,.0009018,-.1853549,26.09499,-26.09499,-145.235,145.235,-.4844156,.1096069,40,1
79,1.93e-289,.4102681,.2933217,.4459266,.0023027,-.0000211,.0029847,.8899007,1431,-.0743416,2.783942,16.74524,.0362746,.0811417,.0794287,91.22192,-91.22192,111.8791,-111.8791,-1.0226,-.3053239,124,1
80,.40051015,.4132546,.2767068,.441142,-.0019851,-.0001318,-.0041245,.9175275,5214,.0186007,4.27901,15.87944,.0297262,-.1585693,-.2692379,-172.0342,172.0342,-350.8434,350.8434,-2.174162,-1.215737,104,1
81,.42220529,.3381506,.2608182,.3651642,.0000133,.0001015,-.0031707,.9177712,2335,.0434008,3.737262,19.22147,.0504031,.0003271,-.0929245,-39.18252,39.18253,-74.05672,74.05672,-2.172074,-2.467766,88,1
82,.28769163,.3861026,.2839417,.4182124,-.002791,-.0018896,-.0029299,.9141724,2198,-.076912,1.01414,4.611808,.0515741,-.116162,-.0792971,-25.5249,25.5249,89.67112,-89.67112,.3170306,.4366441,66,1
83,0,.2025678,.1636486,.2719263,.0009645,.0007051,-.0036914,.9314904,1458,.2633469,1.144286,3.885655,.0234581,.1789968,-.391713,18.47327,-18.47327,-122.6237,122.6237,.6964228,.5425028,22,1
85,0,.3730395,.2408773,.4151687,-.0030302,-.0001029,-.0078186,.9219478,1645,.1697742,.9576464,4.182187,.0494397,-.0713347,-.167268,-153.6241,153.6241,-199.9069,199.9069,-.382099,-.560805,57,1
86,.14109477,.2721326,.1823036,.3019724,-.001369,-.0008335,-.0012936,.9230541,2454,-.3573846,1.90382,5.882471,.0437164,-.0607474,-.090345,-26.71128,26.71127,-25.97167,25.97167,-.2732312,.0653803,31,1
87,3.357e-72,.2636672,.1906521,.3032707,.0001042,-.0001013,-.0016585,.9095395,1182,.3590715,2.441182,18.08891,.0519933,.0069187,-.0492611,-1.461506,1.461499,-18.55791,18.5579,-1.268149,-2.118072,55,1
89,.2342996,.2923332,.1994322,.3461876,.0019807,.0006673,.0004809,.9263518,1768,-.0660335,4.41641,17.02011,.0368371,.0940436,.0163061,85.14858,-85.14858,21.71418,-21.71418,-.6657974,.4547332,54,1
91,.8158453,.389884,.280595,.4302939,-.0001071,-.0005946,-.00045,.9066479,1239,.1832522,4.381639,17.73448,.0450461,-.0039002,-.0111709,-25.07488,25.07488,-24.56609,24.56609,-1.927276,-2.229298,77,1
96,7.971e-07,.4109813,.2898171,.4300474,-.0013792,-.0004412,-.0065349,.9147939,2749,.0491873,2.979374,16.62306,.0438477,-.0688902,-.1859258,3.628873,-3.62887,-189.5492,189.5492,-.478595,-1.275309,80,1
