hrr,coef_m,pij_diff_full,pij_diff_current,pij_diff_fullfam,health_full,health_current,health_fullfam,health_base,n_cases,corr_fe_qual,fe_sd,fe_range,qual_sd,corr_realloc_qual_full,corr_realloc_qual_fullfam,realloc_to_highq_full,realloc_to_lowq_full,realloc_to_highq_fullfam,realloc_to_lowq_fullfam,fe_mean_highqual,fe_mean_lowqual,n_specs,eta
222,3.785e-52,.2802752,.2164675,.3346061,-.0009579,.0001087,-.0013632,.9035013,3969,.0192848,2.605004,17.24284,.0419608,-.0660576,-.0665249,-91.50391,91.50392,-166.2334,166.2334,-1.057703,-.6408792,96,5
223,.10693947,.3781324,.2708788,.4121498,-.0010181,.0005315,-.0027584,.8970441,14561,.131667,2.037203,17.4812,.0479691,-.0619235,-.0907903,-90.55759,90.55759,-568.8658,568.866,-1.40893,-1.204054,198,5
225,.28625058,.2089855,.1667966,.298499,.0015651,.0016517,-.0017025,.902957,4352,-.1382702,3.905295,16.76543,.0336259,.101495,-.0834525,95.39365,-95.39365,-115.2835,115.2835,-.6666691,.6763442,79,5
226,3.973e-28,.362716,.2905275,.3741324,-.0021486,-.0011068,-.0026158,.9006989,2323,-.0476915,2.946401,16.86145,.0508872,-.0582898,-.0576888,-103.8078,103.8078,-135.7421,135.7422,-1.59758,-.9042975,135,5
227,1.538e-21,.4140068,.2758073,.4390475,-.0010505,.000384,-.002022,.8966912,20737,.1409182,2.834791,17.98781,.0477859,-.0390005,-.072078,-122.7986,122.7986,-593.8721,593.8721,.743243,.6221092,220,5
230,.47906038,.207123,.1704111,.2798443,.0011113,.0011697,-.0017363,.9090509,3121,.1522903,3.445128,18.14989,.0446412,.0357744,-.042863,65.6458,-65.64579,-188.2204,188.2204,.6586435,-.1062525,125,5
231,7.860e-33,.3717269,.2548859,.3925436,.0008872,.0004859,-.0000538,.9054503,977,.1945217,3.378586,18.98864,.0438015,.0350458,-.001319,50.78712,-50.78712,12.31035,-12.31035,-1.453,-2.166187,100,5
232,.68786315,.4113848,.304581,.4489813,.0003513,.0007694,-.0010371,.8836242,5797,.1510745,.7152503,3.702918,.0398675,.0139417,-.0475388,-3.27116,3.271161,-42.38706,42.38705,-.7917258,-.8306366,154,5
233,.26335718,.3753275,.2886268,.3888921,.0040677,.0024799,-.0042035,.8865971,2397,.1673692,.8902768,4.479396,.039208,.0914301,-.1530744,37.15787,-37.15788,-139.8203,139.8203,.102139,-.1913135,91,5
234,8.621e-14,.3647742,.2909605,.3831981,-.0006224,-.0001177,-.0014828,.8763228,5833,.0951446,1.599208,16.96574,.0433006,-.039216,-.0613574,-97.94672,97.94672,-152.3841,152.3841,-.722297,-1.14088,123,5
235,.52685109,.4284814,.2845272,.446952,-.0000923,-.0003849,-.000404,.8826536,2841,.0603402,1.891905,15.33139,.0343925,-.0026511,-.0139057,-60.29817,60.29818,51.90729,-51.90728,-.5542303,-.6173443,125,5
236,1.4676358,.2854595,.2281834,.3379892,.0017517,.0017284,.0001747,.8990836,2342,.0548047,2.398438,17.15969,.0338924,.1418206,.0090475,15.28776,-15.28776,34.98743,-34.98743,-.2770826,-.2901112,92,5
238,.36685213,.2850724,.2108885,.3350814,.0020966,.001851,-.0002182,.8963386,2654,-.0369658,3.248065,17.12731,.0436056,.1031446,-.0092048,36.95107,-36.95107,-1.474346,1.474333,.3575155,-.2176713,112,5
239,.43332734,.2272705,.1891991,.2611597,.0005267,.0017656,-.0031777,.8968081,3501,.1253958,2.421484,18.41921,.0298098,.0404719,-.1372962,-25.12414,25.12415,-203.4211,203.4211,.8339611,.8561336,102,5
240,2.2198654,.1316591,.1146521,.1741537,.0023732,.0023261,.0004215,.9135398,619,.4472363,1.29052,4.39592,.0547276,.2662189,.0382488,11.50934,-11.50935,5.947925,-5.947922,.5074598,-.4136888,13,5
242,1.0410903,.1598129,.1427123,.1942801,.0019948,.0013362,.0025799,.9009632,1136,-.1685518,3.287078,16.94188,.0322654,.3311478,.2090765,19.55912,-19.55913,36.17442,-36.17441,-.0768374,1.461495,43,5
243,.7435415,.1690284,.1420629,.210531,-.0010749,-.0003529,-.0013011,.8959438,768,.5401702,1.026088,4.890166,.0414786,-.0717346,-.0834457,-2.821516,2.821515,-23.77246,23.77246,.1700382,-.7687349,32,5
244,.82330628,.3889303,.3230512,.4068443,-.0017998,.0011093,-.0050991,.8955283,2367,.0947256,2.221859,17.17785,.0407271,-.071799,-.1479104,-26.35725,26.35725,-94.84308,94.84309,-.5214483,-.3183418,105,5
245,.54300506,.354755,.2939097,.3635565,-.0017051,-.0010096,-.0020874,.8823172,3306,.0661829,2.253125,17.06273,.0427304,-.0737629,-.0666444,33.92844,-33.92843,-18.26945,18.26944,.071525,.2893509,105,5
246,.53200837,.2687496,.1998245,.3564089,.0015126,.0014024,-.0021528,.8790239,3338,.0434845,4.235769,15.80404,.0399035,.1666828,-.0807249,43.77809,-43.7781,-70.25806,70.25806,-.8780512,-1.221122,101,5
248,1.9532354,.1871737,.1617313,.2583999,.0006721,.0003083,.0005304,.909503,764,-.3341625,.9299386,3.278742,.0367228,.1165619,.018986,11.35531,-11.35531,25.09982,-25.09982,.5455752,.8178133,51,5
249,.56211109,.1638326,.1347534,.1803067,.0000626,.0007234,-.0019464,.9028243,1457,.2940007,1.076265,4.169621,.0315823,.0165522,-.1897209,1.217982,-1.217984,-44.95369,44.95369,-.8043692,-1.493624,33,5
250,.46032002,.3264295,.236401,.3418498,-.0000108,.0009093,-.0022212,.900425,1202,.4531579,.5771074,1.836707,.0343858,-.0009784,-.1346248,-31.66985,31.66985,-85.77,85.77,-.0092955,-.6283732,33,5
251,.1818882,.4177866,.3053226,.4245123,-.0005975,-.0002411,-.0023602,.8982477,5536,.1162857,1.280091,17.56803,.0490032,-.0210231,-.0870628,-62.05724,62.05724,-126.3924,126.3923,-.446561,-.6522235,254,5
253,1.534e-68,.3698056,.2582275,.3942819,.0018751,.0003469,-.0037011,.8963204,787,-.0484032,2.86387,18.09784,.041359,.0532981,-.1473749,-3.058795,3.058793,-10.33204,10.33204,1.102205,.5603101,69,5
254,.39401907,.1052303,.0996192,.104205,-.0009197,-.000725,-.0003019,.9023329,329,.0086844,4.06583,16.65259,.0428872,-.1751219,-.0421631,-5.629323,5.629323,-4.002885,4.002885,-1.400364,-.2302974,39,5
256,.32022658,.3602559,.271716,.3745298,-.0036623,-.001551,-.0041686,.9036079,1859,.0998853,5.301229,17.97135,.0426566,-.1795343,-.1647209,-63.83755,63.83754,-58.94437,58.94436,-1.512278,-3.562979,105,5
257,.35839762,.1983274,.155963,.2410792,.0008295,.0019319,-.0056454,.8865117,770,.2933478,.8849655,3.177673,.0427038,.06542,-.2850303,19.81773,-19.81774,-50.0199,50.01991,-.1935057,-.6504358,21,5
258,.02815466,.26391,.1939408,.2804583,-.0007105,-.0000229,-.0023296,.8950656,1175,.0939736,.5004252,2.0438,.04933,-.0385296,-.1041333,-36.64255,36.64255,-48.04052,48.04052,.2795567,.1802865,36,5
259,.17838781,.262572,.1817533,.302264,-.0005985,.0002524,-.0074072,.8889856,2323,.081537,.8345166,3.808993,.0544692,-.0142823,-.1533649,-24.14229,24.14229,-162.3705,162.3705,-1.186066,-1.195398,60,5
260,.20968182,.1383188,.140288,.1470206,-.0029683,-.0027711,-.003246,.9040315,408,-.131557,.8604813,3.09715,.0339042,-.4430808,-.4868008,-19.67665,19.67665,-22.23049,22.2305,1.030213,.8881875,24,5
261,1.0247045,.2118097,.1799263,.2301155,.0028427,.0024915,.0008215,.891012,536,.0586184,2.453853,15.22473,.0440467,.2018763,.0395455,19.09326,-19.09327,20.82651,-20.82651,-.0237254,.4809388,36,5
262,.08560544,.186846,.1621476,.2307638,.0037915,.0028623,-.0030031,.8987604,1683,-.0702584,4.278511,16.83171,.045436,.1325298,-.2697924,66.5553,-66.5553,-49.91468,49.91468,-2.29293,-.1759089,34,5
263,.31229752,.1142124,.0974981,.1370637,-.0007425,-.0005216,-.002499,.9026008,713,-.1242822,4.551938,16.62058,.0411038,-.1096073,-.2394522,-1.539204,1.539206,-3.816685,3.816689,-2.091631,.9959513,35,5
264,0,.2356457,.1796876,.3108125,.0039657,.0033133,-.0026011,.8984757,2883,.4977842,1.083726,4.233671,.0414044,.2042118,-.1369656,151.0788,-151.0788,-164.5053,164.5053,.136105,-.5236651,55,5
267,.61393917,.2472787,.1825794,.2995413,.00021,.0019982,-.0047145,.8866578,2425,-.1127125,2.834336,16.19727,.0423759,.0198325,-.111558,-2.299836,2.299836,-122.6092,122.6092,-1.482152,-.4746921,59,5
268,.14866211,.355664,.2536317,.4105813,-.0014207,.0004465,-.0048129,.8897235,11869,.2915743,.9114869,5.033072,.0469393,-.1218638,-.230262,-156.2796,156.2797,-579.4199,579.4199,.3260584,-.0312546,115,5
270,.77786083,.3361223,.2275827,.3552697,-.0012738,.0001192,-.0029385,.9039058,3179,.2347346,.815922,3.498287,.0532871,-.0435257,-.1278476,-155.7291,155.7291,-163.9067,163.9066,1.499125,.989988,58,5
273,.062623,.4181729,.2985007,.4441591,-.0048609,-.0014942,-.0041992,.8833232,12098,.1792426,.8494564,4.083279,.0500951,-.2209682,-.1858288,-709.7644,709.7644,-530.7087,530.7086,.5720708,.4535715,177,5
275,1.6568256,.1370399,.1169454,.1488228,.0025622,.0023187,-.0048161,.9300245,608,-.0339092,.5710775,1.58539,.0370445,.3843994,-.5091817,31.59525,-31.59526,-58.3254,58.32541,.1525741,-.295305,9,5
276,.16996088,.1307165,.1080333,.1467413,-.0006485,-.0003467,.0000229,.9071461,1750,.3241667,.8113483,3.078297,.0483312,-.0944007,.0020203,-6.501097,6.501099,40.77127,-40.77126,-.7449986,-1.137328,31,5
277,.21118167,.2437148,.1932541,.2667501,.0020088,.0019537,-.0040067,.9099744,5176,.0855018,1.871759,17.21353,.0384094,.1062658,-.2008582,162.9537,-162.9537,-376.5349,376.5349,-.2447112,-.2820135,86,5
278,.1169507,.384131,.2420527,.4059345,.0001264,.0009199,-.0034568,.9120555,9013,.2033906,.9823095,4.828398,.0398858,.0064238,-.1756258,59.11223,-59.11224,-271.4802,271.4802,-.4859312,-.9710812,98,5
279,0,.2267635,.1865738,.2597472,.0001734,.0003599,-.0005622,.8953365,3301,.2537304,1.072925,4.415059,.0317414,.0303626,-.054993,39.8566,-39.8566,-31.3448,31.34479,-1.236141,-1.730314,39,5
281,4.288e-26,.2361528,.1819963,.3323444,.0011884,.0014207,-.0037564,.9205998,644,.0351771,3.400828,18.52992,.0375052,.1248737,-.1761358,1.425062,-1.425062,-42.40734,42.40734,-.0948597,-.2604907,48,5
284,8.851e-15,.398252,.2873394,.4042852,-.0026606,-.0007762,-.0037372,.8977487,3304,.1081005,1.427196,15.81672,.0379517,-.1109724,-.1134387,-131.9211,131.9211,-189.0934,189.0934,.6199311,.503729,155,5
285,2.1287659,.3996623,.3153724,.4049183,.0028382,.0016642,.0019181,.9061107,2815,.0772359,2.10188,18.89331,.0345976,.0803732,.0605511,77.15929,-77.15929,59.48741,-59.4874,-.0104002,-.6265428,207,5
288,.35973815,.294942,.2302596,.3314711,-.0001406,.0007887,-.002029,.9038128,2920,.1059696,1.696042,19.37941,.0362293,-.0049982,-.0541487,54.54435,-54.54435,-58.61114,58.61114,.311487,-.3029788,187,5
289,4.304e-29,.3895258,.3223864,.3909252,-.0016259,-.0017128,-.0016548,.8938967,1406,-.0525224,4.155406,19.66251,.0349982,-.0712658,-.0712991,-9.625688,9.625688,-10.30289,10.30289,-.9427228,-.0212543,143,5
291,1.7978098,.3046151,.2529334,.3217509,.0020364,.0021825,.0003178,.8954361,1146,-.008649,1.982908,16.96365,.0398234,.088343,.0095831,13.51554,-13.51554,-15.39919,15.39918,-1.173543,-1.221348,115,5
292,.38857812,.3469871,.2652799,.3837611,-.0021784,-.0006217,-.0027525,.9051292,1807,.2564074,.7585147,4.237487,.0360017,-.0981287,-.0762608,-101.4554,101.4554,-153.9247,153.9247,-.0267765,-.4278231,131,5
295,.21205342,.3240018,.2264985,.3691609,.0004714,.0011717,-.0024392,.9013877,7173,-.0127266,3.773091,17.33764,.0366643,.0319572,-.100941,178.227,-178.227,-326.577,326.577,.1629861,.2466796,172,5
296,4.190e-27,.2180137,.1743603,.2663577,.000312,.0008228,-.0025674,.9039197,1453,-.1311065,1.936984,15.03547,.0389725,.0330169,-.0858913,24.23756,-24.23756,-96.59029,96.5903,-.2313952,.1414464,60,5
297,4.477e-13,.4284132,.3046495,.4437347,-.0017755,-.001309,-.0018648,.9021314,500,.1725891,5.591985,18.86131,.0338608,-.0345242,-.0321769,-62.04146,62.04146,-67.18829,67.18829,-1.318744,-2.027455,86,5
299,.96421155,.2691803,.2159058,.2861233,-.0008203,.0004475,-.0017526,.9073764,2140,.2155945,.6537105,2.746647,.0533401,-.0667296,-.1116317,-15.74483,15.74483,-66.75949,66.75949,.3918594,-.1146762,47,5
300,.24378731,.2101362,.1726818,.2822575,.0012582,.0021739,-.0053228,.9044017,1425,-.2066461,4.286732,17.43668,.0427659,.1283053,-.127288,26.09049,-26.09049,-50.31075,50.31075,-2.232926,-.114215,49,5
301,.10747775,.3495651,.2519579,.3683322,.0002114,.0002781,-.0004804,.8974415,13897,.1873975,1.007309,4.650456,.0354408,.0164291,-.0224822,207.5473,-207.5473,144.8061,-144.806,-.8915321,-1.338547,189,5
303,8.491e-16,.3731605,.3013013,.3764774,-.0014581,-.0012834,-.0025325,.9007795,4451,-.0084801,2.671056,19.44679,.0357804,-.0805782,-.1289523,-191.489,191.489,-239.9975,239.9975,-.3011263,-.0770515,209,5
304,.0050459,.3424003,.2547039,.4223042,.0025223,.0018903,-.0022569,.8981282,1125,.2391665,1.938847,16.29793,.0382165,.1164706,-.0925596,60.8292,-60.8292,-1.013207,1.013207,.3932483,-.1538509,68,5
307,.17168099,.1914131,.1533002,.2134707,.000651,.0014279,-.0039892,.9061312,3991,.0948705,1.724904,7.10345,.0391233,.1292584,-.348123,47.91006,-47.91006,-184.0608,184.0608,-.8381051,-.9161816,51,5
308,6.112e-14,.387168,.2715224,.4172786,-.001144,-.0002896,-.0008858,.8999355,4061,.1139074,.8114706,4.049408,.0343733,-.0568781,-.0307674,-176.977,176.977,-200.063,200.063,-.2870212,-.4802052,176,5
309,0,.2924728,.2117425,.313543,.0005316,.0009225,-.0029342,.9125259,3286,-.0446046,.7593888,2.836737,.0494031,.0289328,-.118574,29.2928,-29.29279,-130.2527,130.2527,-.3847754,-.4517108,65,5
311,.26221329,.4056637,.2782768,.432133,-.0005779,.0004468,-.0014882,.901816,9251,.2353712,1.019069,4.752582,.0437323,-.034495,-.056292,-119.0355,119.0355,-99.20419,99.2042,-.5283566,-1.011952,141,5
313,1.002e-18,.21817,.1903975,.2719384,-.0007877,-.0000103,-.0023233,.910565,1364,-.1509335,2.150659,17.00743,.0297155,-.1131702,-.0686286,-32.40597,32.40597,-87.04818,87.04817,.0146242,.5557367,63,5
314,.08121407,.2787711,.2049562,.3679437,-.0001341,-.0001667,-.0008944,.8947773,4648,-.0114888,3.016876,17.21579,.0405642,-.0076471,-.0475201,9.401286,-9.401284,-206.3331,206.3331,-1.375995,-.6632705,85,5
318,.60062128,.3044343,.2463504,.3479146,-.0014865,-.0007504,-.0031124,.8916675,4222,.1579778,1.699401,17.03628,.044895,-.0945401,-.1393544,-142.99,142.99,-213.0539,213.0539,-.3163926,-.1867059,107,5
319,.35782628,.1969811,.1618082,.2126826,.0001819,.0002375,-.0008398,.9000016,2488,-.1452264,2.505889,15.04258,.0396648,.015729,-.047385,-56.59044,56.59043,3.149041,-3.149041,-.612991,.3069721,35,5
320,.13406598,.3385991,.2401284,.4328615,-.0018143,.0009773,-.0057694,.9074808,2273,-.0424898,3.709419,17.80976,.0406639,-.1170189,-.1718108,-94.58708,94.58708,-230.6705,230.6704,-.2730134,-.4600499,112,5
321,1.1440279,.159682,.1316367,.1900341,.0014065,.0014088,.0001223,.9213605,558,.1400791,3.762711,14.81961,.0281459,.1701671,.0089636,2.413974,-2.413973,-13.61136,13.61136,-.6441992,-2.631031,14,5
322,2.968e-24,.2516371,.1721508,.2984177,-.0036961,-.0012222,-.0077452,.9018674,1786,.1022235,2.399325,17.0245,.0594046,-.2101889,-.2756328,-39.1306,39.13059,-119.5204,119.5204,.329185,-.7424791,49,5
323,0,.140466,.1265973,.1508503,.0004973,.0006434,-.0033122,.9052807,475,.0452459,6.181177,17.59234,.054406,.043738,-.1736088,11.9219,-11.92189,-20.73889,20.73888,.7599939,-1.849095,17,5
324,.22836443,.0355914,.0372121,.033537,-.001114,-.0009782,-.0007446,.9061458,347,.0842488,8.186628,18.51859,.0489232,-.5155993,-.4894385,-3.893351,3.893349,-2.608099,2.6081,-.6795316,-4.971616,8,5
325,.13254449,.4065579,.2899377,.4207801,-.0044257,.0002401,-.0057574,.8810872,1957,.0083324,2.63468,19.84547,.039952,-.1341892,-.1329388,-109.7224,109.7223,-142.6155,142.6155,-.7787784,-.8166838,81,5
326,5.922e-15,.2138922,.1805457,.2637704,.0007728,.0011861,-.0026655,.8975873,2140,.1176161,2.979097,17.28283,.0417694,.0889714,-.1664971,16.96693,-16.96692,-120.2886,120.2886,-.2175884,.4310735,71,5
327,1.545e-17,.3887474,.2779257,.4053516,-.0022841,.0013148,-.0063758,.8890398,7388,-.0196644,.8941983,3.736915,.0480587,-.148849,-.2021273,-14.53273,14.53274,-284.373,284.3729,-1.018967,-1.062882,104,5
328,.05882384,.4602191,.2955535,.4819019,-.0045778,-.0002966,-.0048646,.893843,6234,-.0010684,1.709008,17.75973,.0454213,-.184443,-.1797416,-317.6868,317.6867,-334.0013,334.0013,.5954532,.7628507,121,5
329,.5553551,.3345554,.2337186,.3995054,.0008423,.0012478,-.0009726,.8977575,10486,.1726337,.8955712,4.461586,.0433575,.0695951,-.0401533,146.5004,-146.5004,-300.0541,300.0541,-1.249488,-1.440741,179,5
330,.16155124,.3716975,.2517706,.3956945,-.0014675,-.0000235,-.003691,.8981909,4935,-.1042179,1.603834,16.54078,.0486781,-.0800982,-.1206524,-73.30569,73.30567,-104.5897,104.5897,.9733458,1.193776,127,5
331,.42207228,.1890541,.1597577,.2942929,-.0002992,-.0009034,.0041651,.8764675,961,.1014384,4.208568,17.70559,.0388474,-.0508141,.1015946,1.515621,-1.515624,80.30901,-80.30901,-1.700888,-2.212688,39,5
332,.04647516,.4155674,.2757964,.4477136,.0008199,-.0010026,-.0052581,.9011323,1977,.0284112,.9925861,4.882672,.0477515,.0158374,-.1418088,-23.9942,23.99419,-136.7604,136.7604,-.8796158,-.7325722,86,5
334,5.907e-19,.3244277,.2177066,.3833778,-.0026357,-.0011385,-.0061083,.8953678,5324,-.0271809,2.553167,18.49183,.0536083,-.1727653,-.1879141,-40.09532,40.09531,-282.0341,282.0341,-.4670199,.0103025,124,5
335,.01733224,.3290615,.2395776,.3715859,.0016307,.001202,-.0007985,.9008399,2973,.0467276,.9232367,3.67158,.0348596,.1249535,-.0354043,58.19075,-58.19076,-69.68016,69.68015,-.8259212,-.7535166,100,5
336,1.315e-59,.2664034,.1822162,.3785321,.0029955,.0011481,-.0054747,.8946129,1007,.0155172,4.066103,17.12974,.0469027,.1261332,-.1075445,38.85426,-38.85426,-44.29216,44.29217,-.5198447,-.954496,54,5
339,.3923415,.3091673,.234156,.3436243,.0011528,.0006744,-.0005183,.8895668,9774,.3726315,.9407979,4.487191,.0443108,.0873144,-.0242394,-10.89193,10.89193,-160.9455,160.9455,.3973379,-.2741446,126,5
341,.63429676,.124203,.1089817,.1288168,.0015153,.0019543,-.0036774,.9260643,1563,.3764049,.8517598,2.616854,.0342448,.2318611,-.6394794,36.61238,-36.61238,-51.52635,51.52634,-.6729336,-.6374352,10,5
342,1.1622879,.1623249,.1296565,.2058305,.0006609,.0016373,-.001804,.916687,2018,.0992113,3.236135,14.65063,.0413811,.1102546,-.1100399,13.94295,-13.94295,-100.3397,100.3397,-3.243427,-1.875468,45,5
343,.44800229,.1204557,.1080986,.1704322,-.0000604,-.0000625,.0001753,.9129115,1992,.244712,.6666546,2.442752,.0471878,-.0087342,.0144566,-3.98063,3.980625,10.33207,-10.33207,-.1452149,-.4417646,25,5
344,.96210979,.3314029,.2497422,.3716332,.0006283,.0008701,-.0006648,.9159917,2390,.1737715,2.584794,14.19782,.0476837,.0387809,-.0239493,31.32458,-31.32458,-59.20028,59.20028,-.9866939,-1.819731,106,5
345,.31265303,.1879195,.1593374,.1896539,-.0014957,-.0010432,-.0001672,.9371366,462,-.1671125,3.295878,18.2893,.0291099,-.0865837,-.0181455,-48.25497,48.25497,-10.50212,10.50212,-1.093553,1.109966,27,5
346,0,.2915435,.2218137,.3332055,.0002773,.0010172,-.0036074,.8935226,7522,.0058825,3.275401,18.2238,.0439996,.0149416,-.1376247,5.327489,-5.327478,-297.3177,297.3177,-.1684391,.2657928,190,5
347,.55581594,.249242,.2009166,.2918723,.002078,.0017605,-.0012758,.8823008,953,-.1294791,3.232218,15.91648,.030158,.1234932,-.0702622,60.60448,-60.60449,-32.86953,32.86953,-1.826695,-.3068894,39,5
350,6.560e-15,.1807643,.1417879,.2247867,.0008708,.0007489,-.0011307,.9056899,2276,.1546372,.7928473,3.574573,.0276517,.1906338,-.1360703,41.30271,-41.30271,-51.08616,51.08616,.2255312,-.0416152,59,5
351,.16003809,.2579098,.2017527,.3254299,-.0011719,-.0001651,-.0015231,.8997871,2590,.0057453,3.164222,17.6969,.0423455,-.0916305,-.063184,-29.56268,29.56268,-57.67797,57.67798,-.0364107,.8013207,105,5
352,.355173,.3635981,.2653144,.4125035,-.000764,3.50e-06,-.0011148,.8908,4717,-.0638208,3.207624,17.12103,.0434796,-.0346236,-.0391193,74.03384,-74.03384,153.1291,-153.1291,-1.428185,-.4589384,150,5
354,1.176329,.2601258,.2201108,.3427099,-.0005891,.0003363,-.0032784,.8917277,225,-.3089041,8.451487,20.81815,.0335814,-.0581579,-.1089674,-9.029166,9.029167,-24.40055,24.40055,3.793754,9.271129,39,5
355,.00140395,.2759696,.2187406,.2885316,-.0005447,-.0015036,.0011214,.8841733,3582,-.0833075,3.588884,19.20757,.0339059,-.0641262,.0658251,-46.51964,46.51963,98.04465,-98.04466,-.711483,-.4872419,130,5
356,.36960888,.4243754,.3000088,.4398296,-.0022458,.0006405,-.0035503,.8956912,13997,.2899422,1.267773,5.99896,.0404183,-.1423328,-.1510717,-449.5125,449.5125,-784.2999,784.2999,.7397411,.0898464,257,5
357,.30894438,.4114482,.2777033,.4414791,.0003104,.0011057,.0000595,.8889351,4223,.0936577,.9657476,4.387897,.0360855,.0173216,.0027341,98.02604,-98.02603,97.8378,-97.83778,-.2985234,-.2927297,140,5
358,.53899292,.2457682,.1972029,.305079,.0016739,.0022141,-.0039853,.9094798,3664,.1933802,.7807694,4.568778,.0361344,.0503081,-.1268449,9.919982,-9.919994,-165.5667,165.5667,.425538,.0428304,134,5
359,.02933568,.3233718,.2346443,.3524261,-.0012716,-.0002672,.0024266,.8897831,905,.1904749,.6419315,3.152686,.0424265,-.0445294,.0756179,-23.2373,23.2373,61.71015,-61.71014,.4568636,.2084295,39,5
360,.18794074,.1772529,.1447142,.2191784,.002481,.0021198,-.0033463,.8949037,1987,.2368216,2.275351,15.42641,.0427428,.3623719,-.1301278,41.34827,-41.34827,-6.960779,6.960779,.5106635,-.0587912,49,5
362,2.2913809,.2114362,.1839696,.2239558,-.0001304,.0004916,-.0001119,.8986,1011,.2589529,.8378894,3.137882,.0442231,-.0111727,-.0063946,-17.54281,17.54281,-19.10938,19.10937,-2.953734,-3.229701,35,5
363,2.031e-53,.3369458,.2386225,.3899132,-.0021085,-.0005979,-.0017722,.8944526,2316,.0693176,2.540547,16.6635,.0314245,-.113957,-.0530707,-72.80317,72.80318,-89.32909,89.3291,-.8051212,-1.11919,103,5
364,4.229e-26,.3247786,.2454143,.3673881,7.64e-06,.0016645,-.0049356,.9064029,4331,.1859833,2.304761,17.61754,.0452249,.0002631,-.1265866,28.06568,-28.06569,-188.4124,188.4124,-1.563748,-1.241138,148,5
365,.27274905,.2913315,.2125571,.366833,.0016541,.0016359,-.0025296,.9154864,3877,.2014711,2.682971,15.61742,.0390636,.080165,-.0900341,253.6957,-253.6957,-177.0978,177.0978,.0899021,-.0372232,56,5
366,9.138e-22,.2779511,.2081175,.3456816,.0000204,.0009407,-.0030387,.9103882,5302,.2429852,.8260531,4.151887,.0478404,.000704,-.0766841,-140.6289,140.6289,-295.7263,295.7263,.136774,-.1741901,117,5
367,2.194e-16,.3928212,.2241366,.4324829,.0012302,-.0008884,.0011317,.8950752,1229,.006274,.9437027,3.508246,.0444707,.0166427,.0178074,198.4736,-198.4736,162.53,-162.53,-.1969949,-.0796522,57,5
368,4.118e-16,.2929356,.2265803,.3269341,.001898,.0030673,-.006044,.9236724,5414,.3052484,.8959329,4.652794,.058797,.0582014,-.1930304,121.5838,-121.5838,-335.5692,335.5692,.2576964,-.5865642,53,5
369,2.483e-15,.2072468,.1724508,.2394954,.000115,-.000691,.0011737,.8953708,1358,.0335543,2.635877,16.84049,.0511407,.0062747,.0452071,-17.40259,17.40259,.6807655,-.6807647,-.3642216,-.0910113,69,5
370,4.850e-22,.0960133,.0879936,.1149619,.0005876,.0005714,-.0010338,.9025607,1253,.2371806,.6753331,2.210299,.0348358,.131992,-.187176,33.58151,-33.58151,-22.18518,22.18518,.5730625,-.052544,16,5
371,.7687939,.2886165,.2098331,.3398416,.0031519,.0029409,-.0010118,.9008773,5167,-.026256,1.984387,15.9019,.0465019,.200641,-.0515024,238.1407,-238.1407,-32.3824,32.38239,-.5414634,-1.044207,65,5
373,.29200636,.1923502,.1663772,.2177521,.0006974,.0012351,-.0027785,.8979294,3500,-.0543295,3.955715,17.57567,.0458243,.035673,-.0965727,42.45668,-42.45669,-179.2802,179.2802,-2.039386,-1.174631,60,5
374,0,.288044,.2343827,.3640957,.0015937,.0018425,.0022379,.8665163,1246,-.0564763,2.318018,16.33146,.0337837,.1520696,.098444,-4.295211,4.295218,24.91772,-24.91772,-.5968841,-.3841954,45,5
375,.92021457,.1788073,.1510673,.1962454,.0010156,.0010615,.0042427,.8836764,779,.4150337,1.226479,4.961336,.0452544,.1212038,.2648653,19.96063,-19.96063,52.57804,-52.57804,1.570152,.805109,29,5
376,1.1389805,.2558731,.2028536,.3230139,.0035383,.0034656,.0002413,.8859796,1250,.2249019,.9689245,4.35164,.0444784,.3545764,.0135674,45.06479,-45.06478,-13.90683,13.90683,-.2101077,-.8769962,31,5
377,7.732e-25,.3384673,.2502629,.3502283,-.0002008,.000499,-.0018428,.8979765,6234,.3868981,.7506547,2.933062,.0435164,-.0180925,-.0806272,49.65449,-49.65448,-142.1147,142.1147,-.6792665,-1.229942,79,5
379,.29885435,.2065053,.1698614,.2400419,.0005061,.0004416,-.0008284,.8907121,4183,.3317342,.8496372,3.703864,.0409719,.0602423,-.0607604,26.40433,-26.40433,-101.4955,101.4955,.050862,-.4473283,81,5
380,.65529073,.4087011,.2816393,.4370215,.0002603,.0013612,-.0016036,.8944296,11469,.2715424,.8844264,4.447201,.0428291,.0143395,-.0700039,152.0884,-152.0884,-140.7486,140.7485,-.1519378,-.5907125,181,5
383,.67036066,.1367319,.1195163,.1486933,.0067198,.0083377,-.0071006,.8638092,2014,.1488855,.712216,2.668189,.1073108,.1918019,-.3307238,111.5346,-111.5346,-58.46199,58.46199,-.9689717,-1.05881,20,5
385,6.119e-19,.3040266,.2485866,.3167685,-.0021933,-.0005104,-.0051728,.9054057,3986,.2305496,.7056799,2.968019,.0397431,-.1821233,-.231527,-94.03526,94.03526,-252.0384,252.0384,1.381258,.976057,87,5
