hrr,coef_m,pij_diff_full,pij_diff_current,pij_diff_fullfam,health_full,health_current,health_fullfam,health_base,n_cases,corr_fe_qual,fe_sd,fe_range,qual_sd,corr_realloc_qual_full,corr_realloc_qual_fullfam,realloc_to_highq_full,realloc_to_lowq_full,realloc_to_highq_fullfam,realloc_to_lowq_fullfam,fe_mean_highqual,fe_mean_lowqual,n_specs,eta
21,.59223823,.1941106,.1526509,.2679793,-.0010974,-.0003218,-.0006674,.9025667,1494,.3632111,3.811414,16.08631,.0282101,-.1296085,-.0353877,-29.33773,29.33774,-31.66816,31.66817,-.3097087,-1.076908,43,5
22,1.7979783,.1342318,.1193771,.1429697,.001937,.0016758,.0034023,.85865,808,.0664163,2.745633,15.85343,.029316,.3465761,.5798675,30.44259,-30.44259,42.15495,-42.15495,.0567013,-1.213604,30,5
23,2.176e-24,.3453022,.2608551,.3916873,-.0010166,.0010196,-.0080574,.926995,4278,.1488186,3.751161,18.97607,.0418294,-.0303761,-.220432,-108.69,108.69,-376.8388,376.8388,-.1092801,-1.115996,111,5
25,.73341528,.2258913,.1775155,.2498707,.002029,.0021419,-.0032764,.9103748,2264,.132782,.9326786,5.007711,.0527751,.057075,-.1287982,112.064,-112.064,-47.186,47.18599,1.027745,.5171685,53,5
31,0,.2249379,.1763404,.3484418,.0049069,.0036865,-.0053126,.891414,1687,.0038557,3.179646,14.74777,.0712504,.2204572,-.0743872,59.77152,-59.77151,-125.1179,125.1179,-2.186454,-1.074515,36,5
33,.12812124,.2522801,.1996808,.2922776,-.0007044,-.0001516,-.0035618,.9204324,2388,.0103528,4.256117,17.38246,.0490009,-.0441397,-.0996592,29.13769,-29.1377,-67.22822,67.22821,-2.287045,-2.700002,72,5
43,.53728206,.245371,.204435,.3003402,.0016941,.0023537,-.0051488,.9122529,2335,.1728718,.8798028,3.927714,.0603579,.1262614,-.1173864,79.35104,-79.35104,-93.07838,93.07836,-.4483303,-.9859849,32,5
56,2.634e-11,.4327171,.2730874,.4926693,.0011601,.0035747,-.0068233,.9051158,10297,.2970226,.9550874,5.875381,.0466204,.0299276,-.1884151,169.3659,-169.3659,-628.1844,628.1844,-.5374993,-1.06381,163,5
58,.05977902,.3342703,.2244187,.3847685,-.003419,-.0001565,-.0058933,.90304,2558,-.1022383,3.548112,18.75549,.0490048,-.0813039,-.1751378,-121.0806,121.0806,-154.6176,154.6176,-.5732213,.4330744,91,5
62,9.048e-22,.3139558,.206653,.410953,.003383,.0020021,-.0033331,.9170494,894,-.0119151,.7445073,3.862045,.0492499,.0866448,-.0529435,81.79068,-81.79069,-10.97489,10.9749,.3072399,.2862069,51,5
65,1.159e-23,.4750799,.295788,.4842016,-.0027231,-.0004984,-.0063169,.9186252,1663,-.0566951,1.951151,16.58419,.0523761,-.0910017,-.1665874,-52.10909,52.10908,-132.87,132.87,-1.48695,-1.283571,72,5
69,.41345175,.1556115,.1202511,.1801042,.001393,.0010091,-.0001162,.9096537,1551,.4082645,1.0015,3.091188,.0414558,.156232,-.0114783,45.21317,-45.21317,24.99968,-24.99967,.7860805,-.1932006,22,5
73,1.3190785,.1480035,.1235055,.1790531,.0001841,.0017561,-.0033422,.9031448,1843,-.0867372,.9259289,3.103244,.0429414,.0562352,-.2340706,7.982983,-7.982986,-92.98691,92.98691,-.7537687,-.5268965,19,5
77,.03018239,.4877325,.3044829,.519872,-.0029254,-.0003361,-.0035138,.9119815,7125,.3133266,.9960153,5.30625,.0453185,-.1264108,-.1018443,-294.0889,294.0888,-379.1587,379.1588,.9851468,.4094929,134,5
78,3.591e-14,.2040433,.1609213,.2486859,.0002257,.0004532,-.0056114,.9122218,1500,-.1759645,3.915018,17.389,.0484219,.0078527,-.1931086,32.29239,-32.2924,-136.5104,136.5104,-.466975,.1162374,40,5
79,.02090482,.4091719,.2929249,.4450136,.0021768,-.0000556,.0029564,.8898951,1431,-.0743006,2.74168,16.48768,.0362746,.0793654,.0797508,88.04214,-88.04214,110.8028,-110.8028,-1.005548,-.3024816,124,5
80,.82116127,.4106327,.2765445,.4389808,-.0014342,.0003091,-.0036741,.9175272,5214,.0200866,4.283712,15.94144,.0297262,-.1230656,-.2557853,-126.2111,126.2111,-313.9092,313.9092,-2.15954,-1.210027,104,5
81,.74606823,.3357091,.2605309,.3627102,.0007061,.0007152,-.0025551,.9177712,2335,.0443774,3.738157,19.22086,.0504031,.0177849,-.076696,-20.19385,20.19384,-59.39713,59.39712,-2.162806,-2.463766,88,5
82,.75732135,.3833981,.2828529,.4154734,-.0020353,-.0012359,-.0020963,.914173,2198,-.0733158,1.016592,4.604849,.0515741,-.0892987,-.059091,-17.38589,17.38589,99.86385,-99.86385,.3263932,.4438706,66,5
83,2.358e-23,.2037336,.1649505,.2693235,.0011232,.0008377,-.0034893,.931458,1458,.2688793,1.143101,3.87476,.0234581,.1891471,-.3995492,23.10392,-23.10392,-116.3295,116.3295,.7213678,.5513602,22,5
85,9.522e-28,.3686489,.2400189,.411425,-.0026882,.0001066,-.0075269,.9219246,1645,.1711071,.9637713,4.183671,.0494397,-.0679432,-.1669496,-140.2239,140.2239,-192.7862,192.7862,-.3700114,-.5530868,57,5
86,.38936308,.2711544,.1823526,.3008612,-.0012931,-.0007706,-.0012201,.9230544,2454,-.3554397,1.904625,5.880637,.0437164,-.0600695,-.0883128,-28.09601,28.09602,-24.95696,24.95696,-.251266,.0800251,31,5
87,3.590e-26,.2630557,.190519,.301316,.000133,-.0000657,-.0016089,.9095362,1182,.3590313,2.444089,18.09077,.0519933,.0091013,-.0491734,-1.138434,1.138441,-17.58146,17.58146,-1.262162,-2.113665,55,5
89,.39323109,.2896213,.1996458,.3427609,.0020441,.0007535,.0005979,.9263516,1768,-.0654338,4.417625,17.01881,.0368371,.1045987,.0211332,86.37352,-86.37351,25.10953,-25.10953,-.6560853,.4590022,54,5
91,1.852527,.3900866,.2813652,.4286681,.0013188,.0005681,.0007529,.9066448,1239,.1835692,4.382666,17.74682,.0450461,.0499115,.0190477,-.8862288,.8862305,-7.92118,7.921185,-1.923853,-2.227085,77,5
96,1.136e-23,.4111609,.2902639,.4274611,-.001209,-.0002634,-.0062762,.9147918,2749,.0505173,2.982949,16.72951,.0438477,-.0568248,-.1886689,10.63498,-10.63498,-180.6846,180.6846,-.4657198,-1.271189,80,5
101,5.388e-51,.3266035,.2285266,.3578473,.0036716,.0020983,-.0038778,.9180401,818,.1211277,2.25732,16.34608,.0356877,.0911814,-.1926627,39.71154,-39.71154,-24.60355,24.60355,-.0180194,-.6735992,47,5
104,.88981548,.174764,.1549541,.1944036,.0022158,.0019147,-.0012751,.9181562,1803,.0242311,3.793845,16.61391,.0374771,.1199013,-.0772569,95.18088,-95.18089,-12.8759,12.87591,-2.663287,-2.391325,44,5
105,.03320668,.1473577,.1211128,.1958003,.0005811,.0004726,-.0013168,.937984,1342,.0948885,.7919448,2.866123,.0246154,.1732062,-.2003243,27.62028,-27.62028,-49.12119,49.12119,1.083715,.7905378,24,5
106,.27107581,.2780969,.2287225,.2897528,-.0010974,-.0006192,-.0016131,.9027473,1584,-.076979,3.597898,17.00216,.03791,-.0593081,-.0579649,-77.4313,77.4313,-79.96589,79.9659,-.6882303,-.0595217,51,5
107,.15149162,.1388801,.1204261,.1529962,.0011428,.001038,.0014968,.88677,1008,.0490543,.7159973,2.703922,.0422277,.1374392,.1076875,16.77909,-16.77909,33.21944,-33.21945,-.8263721,-.5585641,30,5
109,5.927e-14,.2934076,.2135741,.3701431,-.0000487,.0000727,-.0021135,.9089956,2344,.0107593,2.817675,15.95117,.0363148,-.0031966,-.0561671,32.42715,-32.42715,10.19469,-10.19467,-.4924063,-.310722,112,5
110,1.709e-23,.3243592,.2458373,.352681,-.0015998,-.0005467,-.0016419,.8939334,5428,.094194,3.357057,19.0058,.0425718,-.0866596,-.0843076,-86.29328,86.29329,-93.71953,93.71954,-1.358196,-.9507746,134,5
111,.50185846,.3146106,.2317723,.382383,.0015039,.0016606,-.0006105,.8911202,6939,.2485448,2.153302,15.93951,.0381275,.0906325,-.0244298,79.38442,-79.38441,-97.73289,97.73289,.0160183,-.8254352,165,5
112,3.46e-161,.2736905,.2075738,.343866,.0005963,.0012162,-.0041572,.9070059,6448,.0133872,2.581031,18.39835,.0412989,.0212529,-.1074837,46.47058,-46.47058,-410.0049,410.0049,-.842289,-.3448382,157,5
113,.56373521,.3510561,.2440219,.4123421,-.0016552,.0001197,-.0042294,.905222,9738,-.0269666,2.156145,19.31028,.0469415,-.0816489,-.1098877,-255.5078,255.5078,-673.7424,673.7424,-.2459567,-.0246927,226,5
115,.35643189,.2082216,.1756325,.2655232,.0011338,.0012352,-.0006583,.900917,2359,-.1134373,2.390843,17.01407,.0396736,.0545841,-.024469,70.22886,-70.22885,-103.3523,103.3523,-1.935562,-1.104203,43,5
116,1.775e-17,.2312334,.2006538,.2742014,.0001609,.0008562,-.0038066,.8911597,2528,.0439777,1.054985,4.654852,.0436871,.0067675,-.113776,5.380234,-5.380231,-229.0471,229.0472,.8444343,.3903168,65,5
118,.11148996,.2357068,.1950952,.27674,.0020464,.0024531,-.0029311,.8934535,10535,.3033589,.9835767,4.510092,.0420112,.0876186,-.2166965,281.2347,-281.2347,-382.6876,382.6875,-.3168829,-.8173705,90,5
119,.25544486,.2345794,.1954055,.2599754,.0010168,.0012413,-.0015575,.8999613,13065,.2545528,.8670807,4.605802,.0493969,.0486599,-.111506,376.1795,-376.1794,-126.47,126.47,.422247,.0444616,83,5
120,.31976354,.2762498,.2120155,.3282528,.0013788,.0036086,-.0059063,.8930165,2407,.0237811,2.773962,17.07966,.039155,.0708843,-.1468558,2.796711,-2.796704,-187.3527,187.3527,.8776557,.9172975,68,5
123,.00895107,.2880993,.2229106,.326103,-.001975,-.0003992,-.0032559,.88562,8666,.2646188,.8523062,4.49083,.0459644,-.0948031,-.1335021,-185.0048,185.0048,-250.7018,250.7018,.4188899,.1671353,79,5
124,.40240465,.2062282,.1666324,.2785558,-.0006102,-.0001471,-.0014504,.8818679,1422,.1144325,.8064687,3.681692,.0490866,-.0490489,-.0412676,-32.96849,32.96848,-65.09995,65.09996,-.6147118,-1.11587,60,5
127,1.2077405,.2941757,.2040455,.321211,-.0038235,-.0003051,-.0048401,.9067523,1104,-.013997,4.211166,18.38773,.0433418,-.146855,-.1396859,-38.97855,38.97855,-69.09901,69.09901,-1.692108,-1.831089,52,5
129,.15261289,.2452761,.1913213,.3176255,.0038676,.0036215,-.0043133,.8928993,4813,.2743568,1.895973,16.84321,.0428481,.1846565,-.1281056,247.1249,-247.1249,-198.0609,198.0609,-1.994873,-2.563109,103,5
130,.39445259,.2979191,.2194017,.3708048,-.0002237,.0004519,-.0033986,.8906577,14492,.1694324,1.047526,4.254139,.0489675,-.0088845,-.1123335,230.254,-230.254,-263.7873,263.7873,.2719627,-.0528405,208,5
131,1.1758845,.1898379,.1610145,.2421292,.0022682,.0016084,.00066,.9058774,2702,-.0593037,2.853822,17.62462,.0405878,.1431089,.0284235,82.56242,-82.56242,-60.5936,60.5936,-.5085887,.2282804,65,5
133,1.097e-16,.1538078,.1376771,.2117408,.0020109,.001976,.0001731,.8807005,1131,.0113375,4.028377,15.79826,.0410307,.0969388,.0051209,-11.85501,11.85502,72.98016,-72.98016,-1.662997,.6913815,35,5
134,.29357166,.2409594,.188445,.2648487,.0018599,.001524,-.0021608,.8903265,3681,.1611339,.9444522,3.628308,.0418542,.0882722,-.1351899,109.6464,-109.6464,-122.6619,122.6619,1.138477,.9713538,58,5
137,5.934e-21,.2260978,.1955349,.2388424,.0014962,.0016691,-.0020656,.9139632,6787,.113705,1.611896,6.073705,.036637,.0458153,-.1501939,299.283,-299.283,-23.10792,23.10791,2.167202,1.878857,79,5
139,.49839489,.309704,.2493879,.3196586,-.0024859,-.0016372,-.000747,.8796456,1395,.058617,.794909,3.184277,.0508319,-.126259,-.029686,-94.23289,94.23289,-75.23138,75.23138,-1.301003,-1.2575,51,5
140,1.234e-27,.1910663,.1580458,.2379801,.001545,.0008179,.0026133,.8908287,1461,.1593608,.8842932,3.541959,.0338966,.194478,.2352479,28.78533,-28.78533,24.87281,-24.87281,-.0566458,-.316144,34,5
141,5.763e-20,.3412939,.2560244,.3598057,-.0018082,-.0003503,-.0033575,.8900581,2741,.0181889,2.995195,18.22878,.047027,-.0897213,-.1013736,-75.33558,75.33557,-121.9351,121.9351,.1015667,-.0298175,94,5
142,3.2046539,.2838479,.2424503,.3105389,.0015252,.0025618,.0007917,.8778333,287,.1783153,4.174571,14.1917,.0387659,.1454639,.0355515,8.197097,-8.197095,-2.882481,2.882481,.5359747,-2.523035,28,5
144,.6152671,.3988156,.2824308,.4452097,.0008847,.002614,-.003391,.9049643,15575,.1364321,.8052433,4.676064,.0424917,.0348308,-.1314515,7.75989,-7.759902,-670.9159,670.9158,-.7495814,-.8532801,210,5
145,.22167261,.2062655,.1657358,.2183566,.0037328,.0026927,-.0006032,.9040469,2729,.2780101,.8536897,3.518611,.0447471,.1976909,-.0404402,66.22035,-66.22035,-20.00038,20.00039,-.1894261,-.3174934,53,5
146,0,.1609986,.1334928,.1760489,-.0005481,-.000282,-.0032038,.8975829,1494,.3701543,.8138269,2.974718,.048242,-.0499576,-.2142238,21.70994,-21.70994,-13.2012,13.20121,2.106725,1.929439,21,5
147,0,.2040238,.1665955,.257379,.0014317,.0013708,-.0015668,.9022437,1764,-.1843157,5.368919,19.41904,.0358727,.1233539,-.0882791,9.733051,-9.733049,-29.22047,29.22047,-1.677329,-.3368384,77,5
148,.80212235,.2524386,.197849,.2999219,.0017744,.0005727,.0009717,.8701463,1321,.135073,1.008351,4.442322,.0460678,.1221849,.0241618,3.360602,-3.360605,40.01832,-40.01832,.5942293,.3879333,71,5
149,.31945172,.2793254,.2127942,.3412052,.0026618,.0035899,-.0072035,.9016094,3482,.2640848,.5859404,3.25343,.0445085,.1387991,-.2800076,108.4769,-108.477,-208.3965,208.3965,-.1234724,-.3620256,38,5
151,4.888e-12,.2164995,.166597,.2437522,.0012145,.0001884,.0011846,.9039513,2216,.3975696,.8114331,3.596819,.0442256,.1767021,.1020673,68.84821,-68.84821,59.80125,-59.80125,.1558591,-.396006,36,5
152,3.652e-31,.1183529,.1063526,.1297183,-.0006419,-.0005356,-.0007016,.9124153,1067,-.1477803,.8903561,3.717998,.0459857,-.0817803,-.1546321,9.853136,-9.853137,9.333982,-9.333989,.0941264,.4369068,18,5
154,.39604898,.3862042,.2677556,.5052249,-.001016,.0011758,-.0065972,.9058769,1201,-.0619958,3.340153,16.00087,.0338276,-.0498433,-.1046187,-62.41611,62.4161,-197.8007,197.8007,-.5023258,-.40464,75,5
155,0,.4209961,.3084327,.4243017,-.001081,-.0007329,.0001482,.8746531,4568,-.0417932,2.389778,18.14506,.0391735,-.0383838,.0042465,-120.1375,120.1375,-83.91909,83.91907,-.0575491,.3175493,153,5
156,.56893685,.5175166,.4203688,.5200979,-.003604,-.0013484,-.0038128,.8881615,3346,-.1056765,2.826049,18.16743,.0381231,-.1355529,-.1425542,-192.3676,192.3675,-205.5227,205.5227,-.9281177,-.0222999,165,5
158,.4190229,.3838223,.279102,.4450198,-.0008578,.0007358,-.0047788,.9038856,3562,.0265043,2.434957,18.515,.0336247,-.0255911,-.109596,37.29773,-37.29773,-211.2294,211.2294,-.383786,-.9023951,151,5
161,2.961e-28,.4408331,.2977497,.4472738,-.0031883,-.0001933,-.00616,.9075203,7013,.1579722,.9941965,4.520079,.0357621,-.1324562,-.2114909,-384.7933,384.7933,-745.8325,745.8325,-.3500425,-.5908594,136,5
163,.1124331,.3865719,.3189161,.3934744,-.001623,-.0012206,-.0018738,.8991974,2533,.1186233,3.597064,17.29118,.0429657,-.0747209,-.0716927,-20.09021,20.09023,-40.71777,40.71776,.4935631,.0628218,111,5
164,.32693306,.3821197,.3089509,.415116,-.0013894,-.0022351,.0013294,.8786584,3075,.1315225,3.459423,18.63115,.0394506,-.0372114,.036828,-61.05079,61.05079,12.17388,-12.17388,-.1920867,-.7433301,144,5
166,.66696307,.4440762,.3250479,.468777,-.0014803,-.0005636,-.0022703,.898741,5828,.0727416,.7932088,4.579643,.0370659,-.0712838,-.0708109,-233.9724,233.9724,-359.7888,359.7888,-.1011783,-.2135217,171,5
171,.36738269,.3560263,.2479088,.4364432,.0004799,.0004087,-.0028026,.8976151,4538,.076313,2.384738,17.48325,.0335931,.0107017,-.0972886,230.5209,-230.5209,-34.64347,34.64347,1.330604,.9807649,142,5
172,1.511e-28,.235729,.1864746,.2853639,-.0022931,-.0017385,-.005089,.8906881,2716,.0405261,1.817694,17.32794,.0486553,-.12046,-.1691659,-99.31023,99.31023,-175.7888,175.7888,-.6296773,-.9819657,98,5
173,.59040896,.3769964,.276317,.438385,.0001013,-.0012201,.0019596,.874857,1344,-.0081997,.8446341,3.653898,.0453703,.0032595,.0495818,13.09482,-13.09482,84.25973,-84.25973,-.5209654,-.432497,71,5
175,9.605e-29,.2127424,.1700107,.2662923,-.0017152,.0006123,-.0063628,.8997463,1141,-.0557632,.6468608,2.718768,.0404924,-.2270293,-.2980258,17.21706,-17.21706,-58.53569,58.53569,.2694794,.4782246,26,5
179,.33732627,.2015986,.1686034,.2400608,.0016726,.001979,-.0041933,.8949512,4310,-.0840426,1.072881,4.236866,.0386952,.139274,-.2879963,104.5359,-104.5359,-223.3219,223.3219,-.3848588,-.4679917,79,5
180,.08730045,.3277407,.2430895,.3698545,.0001342,.0011162,-.00319,.9002466,3413,.0284148,2.630913,15.99585,.055622,.0057337,-.067357,-29.16888,29.16887,-159.0529,159.0529,-.5072137,-.3064402,97,5
181,6.761e-14,.3794642,.2812718,.4203005,-.0007292,.0002048,-.0019421,.8868844,2299,-.0435481,1.987241,16.28757,.039821,-.0273162,-.0478385,-1.824996,1.825,-14.74793,14.74792,-.1514297,.1344569,127,5
183,4.347e-20,.47352,.3027076,.5015817,-.004206,-.0004405,-.0059262,.8991395,12237,.1883724,.6762124,3.545512,.053786,-.1332543,-.1709432,-489.014,489.014,-797.3873,797.3873,.4066168,.1427494,197,5
184,2.041e-38,.2409891,.1827685,.3465819,.002918,.0018374,-.0012838,.9038888,1226,.0007708,.5714836,2.100391,.0366933,.1700175,-.0258795,46.05994,-46.05994,-135.064,135.064,.508056,.3577918,52,5
185,.12644456,.1884138,.1667225,.2739953,-.0011633,-.0008878,-.002172,.8969401,924,-.0158524,1.244995,5.236741,.0507284,-.0420802,-.0432189,-23.62625,23.62624,9.626533,-9.62653,.7655944,.5731356,72,5
186,1.0004052,.3234,.265295,.3609261,.0009186,.0014278,-.0015172,.8851486,1436,.0612606,2.575461,15.94348,.04036,.0248432,-.0352067,36.00659,-36.00658,-50.14615,50.14615,-.3089321,-1.072014,97,5
187,.53277859,.285741,.2231886,.3538608,.0003667,.0009948,-.0031511,.9156894,3776,.0239124,2.654583,15.20838,.0402558,.0366324,-.1099978,30.41389,-30.41389,-162.5316,162.5316,-.5343352,-.5009733,84,5
190,.744937,.1205143,.110606,.1431537,.0005415,.0005382,-.0009471,.9163836,2100,-.0034013,.7495462,3.528639,.0343998,.0352683,-.0548799,42.21436,-42.21436,-78.91644,78.91645,-.215822,-.3782516,45,5
191,.78185167,.3838723,.2305127,.4278789,-.0000677,-.0000351,.0007125,.9058148,4380,.1978597,1.07427,4.48886,.0328401,-.005367,.0347975,-4.7653,4.76531,35.60564,-35.60564,.0960575,-.0861904,62,5
192,.65129186,.3291013,.2356051,.3572932,.0000867,.0001699,-.0000251,.9075064,6126,.2333941,.9083263,3.707627,.0481056,.004589,-.0011469,96.17931,-96.17931,128.9022,-128.9022,-.3845889,-.7449331,96,5
193,3.402e-14,.2988764,.1886481,.3553181,.0012827,.0002277,-.0026207,.9020933,848,-.2413708,.7730877,2.996079,.0315232,.0385197,-.0958583,-68.33208,68.33208,-26.61544,26.61544,.7091171,1.07029,40,5
194,1.2042696,.2436261,.2001275,.2837238,.0022622,.0023365,-.0016207,.9072519,1981,-.0188052,2.924059,16.97862,.0402879,.108941,-.0974782,58.72197,-58.72196,-72.52509,72.52509,.6431972,1.217282,59,5
195,1.3757433,.2025059,.1702927,.2654293,.0005895,.0038508,-.0069882,.8944035,945,.0789772,.6943437,2.757073,.0355537,.0810375,-.2574197,17.00258,-17.00258,-70.91078,70.91077,.4599784,.209447,30,5
196,.75871238,.2357427,.1893961,.2615621,-.0012953,-.000035,-.0010499,.9118223,1567,-.0765534,2.380456,15.40142,.0314896,-.1039971,-.1005966,-74.33561,74.33561,-13.95596,13.95595,.2469554,1.361852,38,5
197,.33202254,.2693652,.1898277,.287586,.0014308,.0013102,-.0016836,.8936528,1290,.3288895,2.369388,15.89813,.0363482,.1261757,-.1165997,20.82491,-20.82491,-27.5174,27.51739,.9179479,-.0750781,43,5
200,.48564556,.2188841,.1737407,.2837102,.0026218,.002444,-.0014885,.9051338,3562,-.0465366,1.905591,15.49542,.0343779,.2237407,-.0616471,172.4916,-172.4916,-142.6555,142.6555,-.5986591,-.4492401,66,5
201,2.364e-21,.2476877,.1850136,.2876873,.0005069,.0012107,-.0047982,.9103999,7281,.3528954,.9085894,3.942071,.0481121,.0402549,-.2333167,20.66559,-20.66561,-399.4038,399.4039,.3766801,-.2653135,82,5
203,3.120e-38,.1623986,.1503593,.1779559,-.0008248,-.000751,-.002021,.8868234,2080,.1077067,1.043873,4.792837,.0477039,-.0284605,-.0822037,-75.5211,75.5211,54.96346,-54.96346,-.6920987,-.542995,58,5
204,.06098171,.2766479,.2141407,.3073151,-.0030433,-.0012964,-.0039063,.8794147,2317,.1622113,1.774336,15.42597,.0543066,-.0764423,-.1122204,-67.20719,67.20719,-77.75066,77.75066,-.2989368,-.7020948,107,5
205,0,.3268863,.2446168,.3696962,-.0006541,.001003,-.0055006,.8943782,9695,.2511481,.8361912,3.923572,.0534763,-.041177,-.2043071,-36.34176,36.34177,-557.9135,557.9135,-.3241189,-.6815099,123,5
207,5.001e-49,.3042486,.2568373,.3251159,.0008332,.0002193,.0010751,.8809973,234,.0411699,2.217751,14.65291,.0469705,.037741,.0386472,3.872836,-3.872835,3.517476,-3.517474,.3948538,-.3732937,37,5
208,.83095032,.2088658,.1693949,.2666005,.0006777,.001106,-.0026328,.8749021,1864,-.0175846,3.623089,16.18301,.0419056,.0598491,-.1322799,16.52951,-16.52951,-36.035,36.03499,-.9782022,-1.052666,59,5
209,4.758e-47,.1799269,.1454283,.2038616,.0009028,.0016377,-.0063738,.9057384,1047,.3211144,.7179267,3.38241,.0454047,.083635,-.3402005,11.58731,-11.58731,-74.41959,74.41959,-.3044078,-.5267351,37,5
210,.46745985,.1660306,.1514771,.2075127,.0006538,.0032276,-.0075648,.8948601,1514,-.0742747,3.217131,16.99086,.043893,.070927,-.2764107,-3.786291,3.786291,-87.21378,87.21378,-.7054929,.0885101,45,5
212,1.0895659,.2330493,.1609688,.2998678,.0036807,.0021893,-.0028842,.9067869,857,.1607286,.8451768,3.658795,.0422084,.145851,-.1200818,19.85853,-19.85852,-53.41019,53.41019,.8667954,.565142,41,5
213,0,.1956178,.1580781,.2699973,.0002321,.0008626,-.0047033,.9018856,2875,.3067848,.8906665,4.460812,.0550839,.0177173,-.2025227,52.61455,-52.61454,-201.9589,201.9589,.313255,-.4008841,49,5
214,0,.1393466,.119733,.1747467,-.0007978,.0005975,-.0066714,.9030896,1373,.3643632,.8121036,3.838863,.0659814,-.1233422,-.2086225,-8.257946,8.257946,-88.08239,88.08239,.5976638,.0878883,26,5
217,3.451e-38,.1402368,.1245929,.189163,-.000029,.0013597,-.0062972,.8979977,475,.1626784,.6523564,2.610972,.0320652,-.0118606,-.4035922,3.133512,-3.133511,-32.8821,32.8821,.3661175,.1843403,13,5
218,1.278e-25,.324162,.2577299,.3622619,-.0058272,-.0020045,-.0092158,.8917789,214,-.588336,5.464639,25.18649,.0420046,-.4211871,-.4213691,-16.28339,16.28339,-25.46832,25.46832,-3.198306,.7122418,18,5
219,.05915309,.1993916,.1625823,.2286683,.0008383,.0006865,-.0029085,.8903269,2315,.2035444,2.315362,16.90664,.0445357,.099665,-.1772258,22.67289,-22.6729,-116.0117,116.0117,-.3507163,-.4486599,64,5
220,3.898e-49,.1867281,.1654019,.2159926,.0003928,.0004927,-.0013953,.8966469,248,-.0712818,3.384752,16.67352,.0459281,.0389184,-.0937626,2.645757,-2.645756,-3.605025,3.605023,-.6653265,-.0738817,38,5
