coef_val,coef_se,hrr,eta,converged,log_like,Specialist_ID,time_period,patients,pcp_total,spec_total,mean_choice_size,mean_spec_failures,mean_pair_failures,mean_pcp_failures,spec_hhi,mean_vi
1.3954491,.34887347,1,1,1,-16708.57,1477514180,0,7974,674,400,11.05142,22.0148,.5583107,3.027735,.0396767,.0385001
1.807239,.27481257,1,1,1,-16708.57,1477514180,1,7974,674,400,11.05142,22.0148,.5583107,3.027735,.0396767,.0385001
.79142593,.47722392,1,1,1,-16708.57,1487622031,1,7974,674,400,11.05142,22.0148,.5583107,3.027735,.0396767,.0385001
-.40955127,.66205822,1,1,1,-16708.57,1508805482,0,7974,674,400,11.05142,22.0148,.5583107,3.027735,.0396767,.0385001
1.0635198,.63427189,1,1,1,-16708.57,1508805482,1,7974,674,400,11.05142,22.0148,.5583107,3.027735,.0396767,.0385001
.61193755,.53527495,1,1,1,-16708.57,1508919622,0,7974,674,400,11.05142,22.0148,.5583107,3.027735,.0396767,.0385001
1.8023683,.3173301,1,1,1,-16708.57,1508919622,1,7974,674,400,11.05142,22.0148,.5583107,3.027735,.0396767,.0385001
.53591583,.75469228,1,1,1,-16708.57,1518051671,0,7974,674,400,11.05142,22.0148,.5583107,3.027735,.0396767,.0385001
1.5090864,.35481004,1,1,1,-16708.57,1518915016,1,7974,674,400,11.05142,22.0148,.5583107,3.027735,.0396767,.0385001
-2.0715671,.45140049,1,1,1,-16708.57,1528089794,0,7974,674,400,11.05142,22.0148,.5583107,3.027735,.0396767,.0385001
.06489723,.48124566,1,1,1,-16708.57,1528089794,1,7974,674,400,11.05142,22.0148,.5583107,3.027735,.0396767,.0385001
.81790401,.47400072,1,1,1,-16708.57,1528263415,1,7974,674,400,11.05142,22.0148,.5583107,3.027735,.0396767,.0385001
1.1845444,.25609297,1,1,1,-16708.57,1538198189,0,7974,674,400,11.05142,22.0148,.5583107,3.027735,.0396767,.0385001
2.0784261,.2819999,1,1,1,-16708.57,1538198189,1,7974,674,400,11.05142,22.0148,.5583107,3.027735,.0396767,.0385001
.26910425,.25995892,1,1,1,-16708.57,1558387506,0,7974,674,400,11.05142,22.0148,.5583107,3.027735,.0396767,.0385001
.58001358,.29080314,1,1,1,-16708.57,1578505426,0,7974,674,400,11.05142,22.0148,.5583107,3.027735,.0396767,.0385001
.41433347,.44811218,1,1,1,-16708.57,1578505426,1,7974,674,400,11.05142,22.0148,.5583107,3.027735,.0396767,.0385001
-.12076963,.48988687,1,1,1,-16708.57,1578506556,0,7974,674,400,11.05142,22.0148,.5583107,3.027735,.0396767,.0385001
1.1257851,.63511503,1,1,1,-16708.57,1578506556,1,7974,674,400,11.05142,22.0148,.5583107,3.027735,.0396767,.0385001
1.4686045,.25153856,1,1,1,-16708.57,1578530499,0,7974,674,400,11.05142,22.0148,.5583107,3.027735,.0396767,.0385001
1.7018527,.28678575,1,1,1,-16708.57,1578530499,1,7974,674,400,11.05142,22.0148,.5583107,3.027735,.0396767,.0385001
1.6539016,.23088489,1,1,1,-16708.57,1578538112,0,7974,674,400,11.05142,22.0148,.5583107,3.027735,.0396767,.0385001
1.8340759,.28043511,1,1,1,-16708.57,1578538112,1,7974,674,400,11.05142,22.0148,.5583107,3.027735,.0396767,.0385001
1.1954197,.26542868,1,1,1,-16708.57,1578543625,0,7974,674,400,11.05142,22.0148,.5583107,3.027735,.0396767,.0385001
1.6102602,.30404945,1,1,1,-16708.57,1578543625,1,7974,674,400,11.05142,22.0148,.5583107,3.027735,.0396767,.0385001
.1396049,.25222251,1,1,1,-16708.57,1588662431,0,7974,674,400,11.05142,22.0148,.5583107,3.027735,.0396767,.0385001
1.2030653,.30546245,1,1,1,-16708.57,1588662431,1,7974,674,400,11.05142,22.0148,.5583107,3.027735,.0396767,.0385001
-.17016008,1.0031439,1,1,1,-16708.57,1588672240,0,7974,674,400,11.05142,22.0148,.5583107,3.027735,.0396767,.0385001
.46689849,.5318306,1,1,1,-16708.57,1588691224,0,7974,674,400,11.05142,22.0148,.5583107,3.027735,.0396767,.0385001
1.0554749,.39194094,1,1,1,-16708.57,1588691224,1,7974,674,400,11.05142,22.0148,.5583107,3.027735,.0396767,.0385001
1.1280332,.26316698,1,1,1,-16708.57,1588873350,0,7974,674,400,11.05142,22.0148,.5583107,3.027735,.0396767,.0385001
.97043578,.33800471,1,1,1,-16708.57,1588873350,1,7974,674,400,11.05142,22.0148,.5583107,3.027735,.0396767,.0385001
-.23093105,.64276304,1,1,1,-16708.57,1598820813,0,7974,674,400,11.05142,22.0148,.5583107,3.027735,.0396767,.0385001
.18149148,1.1034661,1,1,1,-16708.57,1598820813,1,7974,674,400,11.05142,22.0148,.5583107,3.027735,.0396767,.0385001
2.1535335,.2520974,1,1,1,-16708.57,1609837830,0,7974,674,400,11.05142,22.0148,.5583107,3.027735,.0396767,.0385001
2.0607551,.30491085,1,1,1,-16708.57,1609837830,1,7974,674,400,11.05142,22.0148,.5583107,3.027735,.0396767,.0385001
.04661287,.78561688,1,1,1,-16708.57,1619139474,0,7974,674,400,11.05142,22.0148,.5583107,3.027735,.0396767,.0385001
1.295299,.46223141,1,1,1,-16708.57,1619139474,1,7974,674,400,11.05142,22.0148,.5583107,3.027735,.0396767,.0385001
.06853553,.40873975,1,1,1,-16708.57,1639378540,1,7974,674,400,11.05142,22.0148,.5583107,3.027735,.0396767,.0385001
-.15224,.51934221,1,1,1,-16708.57,1649292053,0,7974,674,400,11.05142,22.0148,.5583107,3.027735,.0396767,.0385001
.469021,1.1171584,1,1,1,-16708.57,1649292053,1,7974,674,400,11.05142,22.0148,.5583107,3.027735,.0396767,.0385001
-.78792892,1.072801,1,1,1,-16708.57,1659306124,0,7974,674,400,11.05142,22.0148,.5583107,3.027735,.0396767,.0385001
.91847339,1.1266126,1,1,1,-16708.57,1659306124,1,7974,674,400,11.05142,22.0148,.5583107,3.027735,.0396767,.0385001
1.3320729,.38700561,1,1,1,-16708.57,1659358091,0,7974,674,400,11.05142,22.0148,.5583107,3.027735,.0396767,.0385001
1.9013765,.31185658,1,1,1,-16708.57,1659358091,1,7974,674,400,11.05142,22.0148,.5583107,3.027735,.0396767,.0385001
1.022701,.42345259,1,1,1,-16708.57,1669425104,0,7974,674,400,11.05142,22.0148,.5583107,3.027735,.0396767,.0385001
1.3121153,.35161874,1,1,1,-16708.57,1669425104,1,7974,674,400,11.05142,22.0148,.5583107,3.027735,.0396767,.0385001
-.45596159,.99007916,1,1,1,-16708.57,1669428579,0,7974,674,400,11.05142,22.0148,.5583107,3.027735,.0396767,.0385001
-.60863266,.8142701,1,1,1,-16708.57,1679571491,0,7974,674,400,11.05142,22.0148,.5583107,3.027735,.0396767,.0385001
1.421129,.43544292,1,1,1,-16708.57,1679571491,1,7974,674,400,11.05142,22.0148,.5583107,3.027735,.0396767,.0385001
1.4637668,.29397735,1,1,1,-16708.57,1699719286,0,7974,674,400,11.05142,22.0148,.5583107,3.027735,.0396767,.0385001
1.1450411,.30446035,1,1,1,-16708.57,1699719286,1,7974,674,400,11.05142,22.0148,.5583107,3.027735,.0396767,.0385001
-.62692922,1.0227718,1,1,1,-16708.57,1699966044,0,7974,674,400,11.05142,22.0148,.5583107,3.027735,.0396767,.0385001
1.1613478,.79114179,1,1,1,-16708.57,1699966044,1,7974,674,400,11.05142,22.0148,.5583107,3.027735,.0396767,.0385001
.47081098,.43980857,1,1,1,-16708.57,1700846037,1,7974,674,400,11.05142,22.0148,.5583107,3.027735,.0396767,.0385001
-.15286506,.70892854,1,1,1,-16708.57,1700855467,0,7974,674,400,11.05142,22.0148,.5583107,3.027735,.0396767,.0385001
.7214622,.39431036,1,1,1,-16708.57,1700863248,0,7974,674,400,11.05142,22.0148,.5583107,3.027735,.0396767,.0385001
.91735624,.41074246,1,1,1,-16708.57,1700863248,1,7974,674,400,11.05142,22.0148,.5583107,3.027735,.0396767,.0385001
.28641208,.51089935,1,1,1,-16708.57,1700974904,0,7974,674,400,11.05142,22.0148,.5583107,3.027735,.0396767,.0385001
1.0772539,.35191864,1,1,1,-16708.57,1700974904,1,7974,674,400,11.05142,22.0148,.5583107,3.027735,.0396767,.0385001
2.9359445,.70026116,1,1,1,-16708.57,1720077910,0,7974,674,400,11.05142,22.0148,.5583107,3.027735,.0396767,.0385001
.39403273,.21019573,1,1,1,-16708.57,1730133067,0,7974,674,400,11.05142,22.0148,.5583107,3.027735,.0396767,.0385001
.79127188,.24009908,1,1,1,-16708.57,1730133067,1,7974,674,400,11.05142,22.0148,.5583107,3.027735,.0396767,.0385001
-.06445497,.98385407,1,1,1,-16708.57,1740240993,0,7974,674,400,11.05142,22.0148,.5583107,3.027735,.0396767,.0385001
-14.112263,.32599194,1,1,1,-16708.57,1740240993,1,7974,674,400,11.05142,22.0148,.5583107,3.027735,.0396767,.0385001
.22503013,.21929406,1,1,1,-16708.57,1750307708,0,7974,674,400,11.05142,22.0148,.5583107,3.027735,.0396767,.0385001
