coef_dist,coef_dist_se,hrr,eta,converged,log_like,coef_m,coef_m_se,patients,pcp_total,spec_total,mean_choice_size,mean_spec_failures,mean_pair_failures,mean_pcp_failures,spec_hhi,mean_vi
-.09145771,.00451423,335,1,1,-7578.396,.06257137,.1993212,3800,298,258,12.04184,17.63603,.3757017,2.48745,.110851,.0618421
-.09144079,.00451451,335,5,1,-7578.451,.01733224,.4495897,3800,298,258,12.04184,17.63603,.3757017,2.48745,.110851,.0618421
-.04183516,.00503697,336,1,1,-1815.834,6.301e-36,0,1471,118,105,12.73555,27.60986,.6695485,3.135836,.1546717,.1332427
-.04183516,.00503697,336,5,1,-1815.834,1.315e-59,0,1471,118,105,12.73555,27.60986,.6695485,3.135836,.1546717,.1332427
-.05044107,.0022213,339,1,1,-27175.04,.10991342,.1124132,12683,684,327,14.40416,30.29157,.5715849,3.158028,.1090269,.0898841
-.05046018,.00222526,339,5,1,-27174.05,.3923415,.2435146,12683,684,327,14.40416,30.29157,.5715849,3.158028,.1090269,.0898841
-.05224309,.00222932,340,1,1,-19935.15,0,0,8991,544,291,12.2081,37.71941,.5584753,2.764357,.1139052,.1554888
.02335359,.0051418,341,1,1,-2941.977,.27902176,.3875956,1967,142,90,8.737672,15.08321,.2912192,1.843509,.5390165,.0010168
.02333575,.0051523,341,5,1,-2941.89,.63429676,.800076,1967,142,90,8.737672,15.08321,.2912192,1.843509,.5390165,.0010168
-.08322057,.00481169,342,1,1,-3792.974,.47668162,.3772358,2832,239,160,9.447034,14.48165,.3308787,1.934496,.2213335,.2288136
-.083217,.00481259,342,5,1,-3792.443,1.1622879,.8204683,2832,239,160,9.447034,14.48165,.3308787,1.934496,.2213335,.2288136
-.06785531,.00401279,343,1,1,-3196.58,.29908704,.2724172,2632,214,183,9.692629,24.95763,.5987493,2.209745,.2293222,.0258359
-.06781768,.00400742,343,5,1,-3196.858,.44800229,.5459981,2632,214,183,9.692629,24.95763,.5987493,2.209745,.2293222,.0258359
-.09326558,0,344,1,1,-5934.151,.35768022,0,3505,498,375,9.452782,10.80962,.3230257,1.745538,.0601789,.0853067
-.09329991,0,344,5,1,-5933.724,.96210979,0,3505,498,375,9.452782,10.80962,.3230257,1.745538,.0601789,.0853067
-.07572671,.01964882,345,1,1,-883.7571,0,0,614,100,75,5.996743,12.01314,.1829268,1.064039,.5200798,.0325733
-.07575076,.01967399,345,5,1,-883.7484,.31265303,1.221453,614,100,75,5.996743,12.01314,.1829268,1.064039,.5200798,.0325733
-.10387856,.00293721,346,1,1,-20982.73,0,0,8860,702,400,11.7105,40.97865,.4214092,2.622091,.1299839,.1671558
-.10387985,.00293708,346,5,1,-20982.79,0,0,8860,702,400,11.7105,40.97865,.4214092,2.622091,.1299839,.1671558
-.04159455,.00411143,347,1,1,-1979.436,.28550941,.2884158,1157,122,108,8.969749,21.03729,.4025317,2.323529,.3578869,.0872947
-.04160999,.00410773,347,5,1,-1979.513,.55581594,.6378241,1157,122,108,8.969749,21.03729,.4025317,2.323529,.3578869,.0872947
-.07861663,.00529288,350,1,1,-4152.983,0,0,3095,244,158,8.495961,19.22692,.3683981,1.962963,.1735954,.2995153
-.07862759,.00529562,350,5,1,-4153.047,6.560e-15,0,3095,244,158,8.495961,19.22692,.3683981,1.962963,.1735954,.2995153
-.07604894,.00320954,351,1,1,-5032.866,.04833148,.2062483,3517,344,318,9.385271,18.24342,.4718543,2.251213,.0875632,.1666193
-.07605485,.0032088,351,5,1,-5032.829,.16003809,.4247151,3517,344,318,9.385271,18.24342,.4718543,2.251213,.0875632,.1666193
-.08998986,.00364232,352,1,1,-12582.04,.13901895,.1513437,6144,515,312,11.0887,20.88336,.4786845,2.450008,.2230827,.1404622
-.09000996,.00364415,352,5,1,-12581.88,.355173,.3280154,6144,515,312,11.0887,20.88336,.4786845,2.450008,.2230827,.1404622
-.07399925,0,354,1,1,-384.975,.66595883,0,363,64,73,7.272727,13.84254,.3495146,1.651934,.1137673,.0661157
-.07386645,0,354,5,1,-385.147,1.176329,0,363,64,73,7.272727,13.84254,.3495146,1.651934,.1137673,.0661157
-.12906203,.00583589,355,1,1,-9480.765,4.316e-30,1.63e-27,4330,458,239,11.02125,28.29867,.4021739,2.41595,.1639614,.012933
-.12905929,.00583549,355,5,1,-9480.775,.00140395,.1185358,4330,458,239,11.02125,28.29867,.4021739,2.41595,.1639614,.012933
-.11418123,.0023478,356,1,1,-44997.43,.15372163,.0948214,16349,1379,608,11.8176,34.07463,.372797,2.220078,.1294995,.014007
-.11418693,.00234691,356,5,1,-44997.17,.36960888,.216953,16349,1379,608,11.8176,34.07463,.372797,2.220078,.1294995,.014007
-.09630821,.00354114,357,1,1,-10731.36,.1505005,.1915962,5771,568,419,9.17432,15.57666,.3895617,1.848991,.0469878,.1152313
-.09631804,.00354054,357,5,1,-10731.42,.30894438,.4333009,5771,568,419,9.17432,15.57666,.3895617,1.848991,.0469878,.1152313
-.09284558,.0047895,358,1,1,-8732.343,.42531601,.2302856,4178,396,242,10.13427,33.17727,.3861691,2.101972,.2482203,.0330302
-.09285714,.00478633,358,5,1,-8734.032,.53899292,.5039034,4178,396,242,10.13427,33.17727,.3861691,2.101972,.2482203,.0330302
-.06987646,.00664417,359,1,1,-1663.331,.05800043,.38042,1116,154,118,7.058244,24.71903,.5682657,2.340827,.3104004,.5403226
-.06986916,.00664004,359,5,1,-1663.344,.02933568,.6926675,1116,154,118,7.058244,24.71903,.5682657,2.340827,.3104004,.5403226
-.09579813,.00565064,360,1,1,-4101.646,.1131073,.253975,2486,258,225,9.291231,34.18178,.5018909,2.844166,.2835625,.033387
-.09579859,.0056506,360,5,1,-4101.689,.18794074,.4889408,2486,258,225,9.291231,34.18178,.5018909,2.844166,.2835625,.033387
-.06054135,.0142558,362,1,1,-2262.129,1.0234116,.331192,1805,172,140,10.25042,28.56232,.327572,2.360491,.1842629,.1357341
-.0606536,.01428912,362,5,1,-2262.226,2.2913809,.7725983,1805,172,140,10.25042,28.56232,.327572,2.360491,.1842629,.1357341
-.088793,.00840996,363,1,1,-5742.316,2.50e-163,0,2861,296,183,10.01223,23.19718,.5725894,2.351702,.3703761,.1321216
-.08878054,.00840794,363,5,1,-5742.329,2.031e-53,0,2861,296,183,10.01223,23.19718,.5725894,2.351702,.3703761,.1321216
-.07791645,.00422842,364,1,1,-12086.27,1.049e-14,0,5052,525,297,10.03444,21.97691,.364366,1.840127,.1145955,.0568092
-.07791645,.00422842,364,5,1,-12086.27,4.229e-26,0,5052,525,297,10.03444,21.97691,.364366,1.840127,.1145955,.0568092
-.05781154,.00306034,365,1,1,-6299.149,.09052882,.2162427,5927,505,362,9.791632,29.51129,.6710083,2.813258,.1037395,.1255272
-.05782845,.00306208,365,5,1,-6299.011,.27274905,.4162329,5927,505,362,9.791632,29.51129,.6710083,2.813258,.1037395,.1255272
-.05852265,.00155037,366,5,1,-12022.65,9.138e-22,0,6161,430,286,11.14543,28.08082,.5352586,2.527442,.0864475,.2067846
-.0314743,.00432561,367,1,1,-2060.357,0,0,1461,159,133,7.743327,32.38912,.6617916,2.82989,.2452096,.2094456
-.03148008,.00432906,367,5,1,-2060.407,2.194e-16,0,1461,159,133,7.743327,32.38912,.6617916,2.82989,.2452096,.2094456
-.06968173,.00390428,368,1,1,-13047.27,0,0,6037,383,189,11.29385,32.11332,.4398496,2.388426,.3437949,.3579592
-.06969614,.00390558,368,5,1,-13047.37,4.118e-16,0,6037,383,189,11.29385,32.11332,.4398496,2.388426,.3437949,.3579592
-.07629271,.0049255,369,1,1,-3202.415,0,0,1637,210,133,9.920587,20.55356,.3969171,1.965496,.154854,.1105681
-.07630165,.00492453,369,5,1,-3202.441,2.483e-15,0,1637,210,133,9.920587,20.55356,.3969171,1.965496,.154854,.1105681
-.03902923,.00319409,370,1,1,-2330.933,1.024e-32,9.86e-30,1654,201,194,9.95647,17.97319,.570056,2.761557,.4357952,.1529625
-.03901378,.00314913,370,5,1,-2330.936,4.850e-22,0,1654,201,194,9.95647,17.97319,.570056,2.761557,.4357952,.1529625
-.0355624,.00182326,371,1,1,-10151.5,.45143519,.1668375,7057,598,432,10.85305,19.3765,.6568646,3.345792,.1298681,.3124557
-.03556057,0,371,5,1,-10152.38,.7687939,0,7057,598,432,10.85305,19.3765,.6568646,3.345792,.1298681,.3124557
-.06900217,.00497156,373,1,1,-7902.684,.17862267,.1658136,4071,313,191,10.59912,46.82124,.4478591,2.480465,.3879984,.0358634
-.0689702,.00496888,373,5,1,-7902.893,.29200636,.3584307,4071,313,191,10.59912,46.82124,.4478591,2.480465,.3879984,.0358634
-.02909567,.00362669,374,1,1,-2641.746,0,0,1744,165,119,10.47821,23.19699,.7582781,3.398844,.182058,.065367
-.02909293,.00362579,374,5,1,-2641.775,0,0,1744,165,119,10.47821,23.19699,.7582781,3.398844,.182058,.065367
-.08103206,.00781983,375,1,1,-1578.298,.46422909,.3728684,1147,137,139,8.537053,18.48587,.3904383,2.116197,.217573,.0374891
-.08111376,.00780977,375,5,1,-1578.48,.92021457,.87338,1147,137,139,8.537053,18.48587,.3904383,2.116197,.217573,.0374891
-.06775637,.00507922,376,1,1,-2577.343,.68263299,.3389866,1546,162,135,8.689522,15.24264,.344246,1.680601,.190446,.1532988
-.06769573,.00508776,376,5,1,-2578.354,1.1389805,.7205015,1546,162,135,8.689522,15.24264,.344246,1.680601,.190446,.1532988
-.05687169,.00240876,377,1,1,-17245.13,0,0,7603,563,307,11.6454,29.73576,.365731,2.011916,.3352711,.0110483
-.05688013,.00240922,377,5,1,-17245.95,7.732e-25,0,7603,563,307,11.6454,29.73576,.365731,2.011916,.3352711,.0110483
-.07611123,.00353699,379,1,1,-9999.285,.21582094,.1737697,5404,413,284,12.19893,23.48278,.6435297,3.032893,.1677677,.0181347
-.07611012,.00353617,379,5,1,-9999.798,.2988544,.3663801,5404,413,284,12.19893,23.48278,.6435297,3.032893,.1677677,.0181347
-.05953183,.00173894,380,1,1,-31709.6,.271462,.1103122,14492,923,480,12.86399,22.5457,.4345028,2.590947,.1060477,.076249
-.05954949,.00173963,380,5,1,-31708.73,.65529073,.2393504,14492,923,480,12.86399,22.5457,.4345028,2.590947,.1060477,.076249
-.06282189,.00573705,383,1,1,-4000.499,.32378026,.2173221,2653,150,150,12.89031,24.8992,.5229941,4.694002,.1241998,.0060309
-.06278201,.00575763,383,5,1,-4000.473,.67036066,.4571115,2653,150,150,12.89031,24.8992,.5229941,4.694002,.1241998,.0060309
-.05428863,.00239551,385,1,1,-11564.55,0,0,5979,489,334,14.28634,19.10268,.4026549,2.615462,.0811599,.098177
-.05427816,.00239207,385,5,1,-11564.73,6.119e-19,0,5979,489,334,14.28634,19.10268,.4026549,2.615462,.0811599,.098177
-.04714955,.00580975,386,1,1,-1738.607,.73046664,.3031037,1788,144,126,11.43065,27.43975,.3756098,2.519685,.3189383,.0178971
-.04723707,.00580267,386,5,1,-1738.573,1.5259747,.6500441,1788,144,126,11.43065,27.43975,.3756098,2.519685,.3189383,.0178971
-.02746193,.00605961,388,1,1,-1595.585,1.0149005,.355885,1003,99,83,8.922234,17.77085,.6016371,3.160643,.1596258,.3908275
-.02731543,.00605237,388,5,1,-1596.999,1.7424184,.7720764,1003,99,83,8.922234,17.77085,.6016371,3.160643,.1596258,.3908275
-.0726625,.01195724,390,1,1,-2476.232,2.793e-32,2.24e-29,1833,154,165,10.17458,18.09582,.3268934,2.314286,.2501973,.0060011
-.07272436,.01198977,390,5,1,-2476.211,0,0,1833,154,165,10.17458,18.09582,.3268934,2.314286,.2501973,.0060011
-.06531906,.00184646,391,1,1,-42291.32,.21951963,.1078976,17415,1182,629,14.01792,29.70404,.7615181,3.149515,.0425263,.0486362
-.06535584,.00184328,391,5,1,-42287.69,.71211277,.2657628,17415,1182,629,14.01792,29.70404,.7615181,3.149515,.0425263,.0486362
-.04880615,.00531868,393,1,1,-1899.733,.246043,.3564726,1930,132,158,10.2829,13.18424,.8100437,3.033351,.1031953,.1067358
-.04880801,.00532979,393,5,1,-1899.831,.39545839,.7303086,1930,132,158,10.2829,13.18424,.8100437,3.033351,.1031953,.1067358
-.07877331,.00362035,394,1,1,-16239.28,.19172296,.1579984,7693,588,343,11.90823,26.10118,.5111198,2.668931,.1222781,.1006109
-.07877397,.0036188,394,5,1,-16239.57,.33597583,.3336571,7693,588,343,11.90823,26.10118,.5111198,2.668931,.1222781,.1006109
-.07667222,.00993127,396,1,1,-799.1226,.2326701,.4732032,982,152,135,5.649694,36.04004,.6230366,2.870902,.1140467,.0112016
-.07674537,.00994325,396,5,1,-799.0613,.56053872,.9191577,982,152,135,5.649694,36.04004,.6230366,2.870902,.1140467,.0112016
-.04142363,.00174725,397,1,1,-26335.06,2.386e-26,6.96e-24,12374,1173,775,12.33086,22.65441,.5287697,2.5792,.0590025,.0408922
-.04142388,.00174712,397,5,1,-26335.03,0,0,12374,1173,775,12.33086,22.65441,.5287697,2.5792,.0590025,.0408922
-.05031022,.00671763,399,1,1,-2535.13,.67535707,.2946709,1416,143,107,9.414548,25.93305,.5157292,3.426638,.2370866,.2492938
-.05030183,.00671537,399,5,1,-2535.146,1.4187655,.6272283,1416,143,107,9.414548,25.93305,.5157292,3.426638,.2370866,.2492938
-.05384738,.01032779,402,1,1,-1357.017,.41872907,.4324327,1289,153,122,6.975174,31.01641,.5821206,2.8375,.133843,.0093095
-.05396663,.01032049,402,5,1,-1357.286,.57528473,.8687518,1289,153,122,6.975174,31.01641,.5821206,2.8375,.133843,.0093095
-.0673484,.00856065,406,1,1,-606.5402,.32233278,.3313281,985,87,118,11.28223,15.42343,.8732395,2.858896,.1670262,.1228426
-.06736282,.00849612,406,5,1,-606.4349,.81619313,.663489,985,87,118,11.28223,15.42343,.8732395,2.858896,.1670262,.1228426
-.025786,.01101594,411,1,1,-810.6329,.78194454,.5312231,745,80,89,7.657718,11.78869,.3275261,1.867925,.1932075,.2912752
-.02591071,.01102129,411,5,1,-811.298,1.0890649,1.075913,745,80,89,7.657718,11.78869,.3275261,1.867925,.1932075,.2912752
-.03603438,.0051603,413,1,1,-810.635,3.587e-64,0,1273,207,112,6.545954,22.00796,.4116331,2.04996,.4169064,.5388845
-.03603438,.0051603,413,5,1,-810.635,3.57e-155,0,1273,207,112,6.545954,22.00796,.4116331,2.04996,.4169064,.5388845
-.02540144,.00318598,416,1,1,-7270.03,.40520476,.2113843,3738,362,230,11.55939,28.6618,.5034143,3.215713,.175441,.2295345
-.02542206,.0031764,416,5,1,-7270.382,.76311385,.4415216,3738,362,230,11.55939,28.6618,.5034143,3.215713,.175441,.2295345
-.03033836,.00669762,417,1,1,-874.8406,0,0,953,83,112,9.912907,21.95026,.5869873,2.697355,.411598,.0062959
-.03031598,.00669896,417,5,1,-874.8754,1.319e-27,0,953,83,112,9.912907,21.95026,.5869873,2.697355,.411598,.0062959
-.06780333,.00677072,420,1,1,-1442.655,8.639e-17,0,1327,119,127,10.79427,24.01436,.6010363,3.167171,.200229,.094951
-.06780333,.00677072,420,5,1,-1442.655,2.715e-25,0,1327,119,127,10.79427,24.01436,.6010363,3.167171,.200229,.094951
-.07886285,.00690069,421,1,1,-3027.544,0,0,2312,164,97,10.73443,21.51414,.4242607,2.56106,.1851503,.3032007
-.07890032,.00690031,421,5,1,-3027.581,.06095014,.5864435,2312,164,97,10.73443,21.51414,.4242607,2.56106,.1851503,.3032007
-.03647226,.00508412,422,1,1,-3457.171,.03130385,.2579666,2067,167,113,12.43638,19.44651,.6424502,3.309605,.3067624,.3938074
-.03649811,.00509575,422,5,1,-3457.115,.1920766,.5254028,2067,167,113,12.43638,19.44651,.6424502,3.309605,.3067624,.3938074
-.08985679,0,423,1,1,-9098.265,.14463412,0,8502,620,384,11.71113,18.0535,.5444542,2.903962,.0907843,.2045401
-.08988463,0,423,5,1,-9098.53,.16129242,0,8502,620,384,11.71113,18.0535,.5444542,2.903962,.0907843,.2045401
-.06479638,.00445684,424,1,1,-2520.464,.2912381,.3101201,2408,280,249,8.487957,13.5382,.4614918,1.846956,.0956036,.1644518
-.06478794,.00445473,424,5,1,-2520.598,.49276639,.6470647,2408,280,249,8.487957,13.5382,.4614918,1.846956,.0956036,.1644518
-.10461638,.00328295,426,1,1,-22002.03,.24838409,.1253468,8628,646,401,13.82313,24.35458,.412844,2.432244,.1131251,.0295549
-.10460628,.00328349,426,5,1,-22002.58,.46535757,.2822721,8628,646,401,13.82313,24.35458,.412844,2.432244,.1131251,.0295549
-.07245269,.0033386,427,1,1,-6077.101,0,0,4613,347,210,9.769998,25.10583,.43127,2.474155,.1485996,.1901149
-.07244931,.00333828,427,5,1,-6077.099,0,0,4613,347,210,9.769998,25.10583,.43127,2.474155,.1485996,.1901149
-.12929389,.0144626,428,1,1,-2240.771,.46013912,.3278876,2118,171,111,9.907932,25.75629,.3209581,2.180654,.3409893,.03305
-.12926709,.01445225,428,5,1,-2240.591,1.0008312,.6630716,2118,171,111,9.907932,25.75629,.3209581,2.180654,.3409893,.03305
-.05724222,.00476457,429,1,1,-11835.05,.25864892,.1669683,5010,294,186,13.64331,36.14661,.4795918,3.075211,.2050462,.1357285
-.05722965,.00476287,429,5,1,-11835.04,.55166854,.3425852,5010,294,186,13.64331,36.14661,.4795918,3.075211,.2050462,.1357285
-.05437651,.00246178,430,1,1,-19816.02,.10160068,.1360825,8523,443,256,12.75537,40.94059,.4084553,2.696047,.2025751,.0508037
-.05433759,.00246577,430,5,1,-19816.37,.01018925,.2901688,8523,443,256,12.75537,40.94059,.4084553,2.696047,.2025751,.0508037
-.06198264,.00203801,431,1,1,-25440.28,.0503455,.1142702,10963,722,379,13.47314,28.3959,.4861358,2.674694,.2762841,.0332026
-.06198746,.00203665,431,5,1,-25440.38,.01984715,.2478809,10963,722,379,13.47314,28.3959,.4861358,2.674694,.2762841,.0332026
-.06412573,.00309484,432,1,1,-7868.985,.21556715,.2165519,4713,302,240,9.533206,36.61277,.4792013,2.514511,.2085226,.1198812
-.06409902,.00309307,432,5,1,-7868.744,.49421713,.4314651,4713,302,240,9.533206,36.61277,.4792013,2.514511,.2085226,.1198812
-.07156108,.00380267,435,1,1,-5458.171,.19553983,.193049,2708,317,239,12.363,18.87868,.4260012,2.731354,.1269053,.0487445
-.07155733,.00380267,435,5,1,-5458.271,.36976949,.4351231,2708,317,239,12.363,18.87868,.4260012,2.731354,.1269053,.0487445
-.05814002,.00457899,437,1,1,-3477.273,.54116718,.3481738,1924,336,219,10.09252,13.08938,.3465608,2.079664,.2529046,.1767152
-.05824158,.00461338,437,5,1,-3476.71,1.3176197,.6790316,1924,336,219,10.09252,13.08938,.3465608,2.079664,.2529046,.1767152
-.08880597,.00653559,438,1,1,-3544.344,0,0,1758,252,148,8.590444,21.62306,.5502431,2.652874,.5615324,.019909
-.08877243,.00653619,438,5,1,-3544.363,.00680164,.3240097,1758,252,148,8.590444,21.62306,.5502431,2.652874,.5615324,.019909
-.07042059,.00374103,439,1,1,-22338.66,.09575885,.1324783,10386,856,443,11.11438,16.03458,.376453,2.004067,.2178254,.2157712
-.07040627,.00374183,439,5,1,-22338.86,.10052267,.2805438,10386,856,443,11.11438,16.03458,.376453,2.004067,.2178254,.2157712
-.0948426,.00863452,441,1,1,-4324.995,.28175993,.2674881,2979,335,192,9.562941,18.83593,.4220878,2.18265,.3023978,.278617
-.09483193,.00863525,441,5,1,-4325.243,.4264886,.5450016,2979,335,192,9.562941,18.83593,.4220878,2.18265,.3023978,.278617
-.0595845,.00716275,442,1,1,-1298.526,.32324171,.3213868,1144,130,134,9.90035,17.59083,.4019851,1.851101,.2817956,.0305944
-.05960995,.00717737,442,5,1,-1298.182,.93896207,.7027043,1144,130,134,9.90035,17.59083,.4019851,1.851101,.2817956,.0305944
-.09637753,.00755246,444,1,1,-2457.751,.027597,.2883103,1525,127,105,8.111475,24.61508,.6993243,2.887863,.1809058,.1291803
-.0964126,.00753539,444,5,1,-2457.72,.14407936,.6037713,1525,127,105,8.111475,24.61508,.6993243,2.887863,.1809058,.1291803
-.07459752,.00582343,445,1,1,-2197.808,.20264743,.3344313,1684,141,120,9.739905,16.06695,.4743378,2.346659,.175071,.0587886
-.07456821,.0058237,445,5,1,-2197.721,.51231585,.7414448,1684,141,120,9.739905,16.06695,.4743378,2.346659,.175071,.0587886
-.04686169,.00763154,446,1,1,-830.1401,0,0,630,132,111,5.785714,11.84219,.8605769,1.89172,.1112774,.3047619
-.04688087,.0076278,446,5,1,-830.1713,1.398e-32,0,630,132,111,5.785714,11.84219,.8605769,1.89172,.1112774,.3047619
-.06092405,.00615217,447,1,1,-2978.055,.11730797,.299422,1958,217,162,8.730337,14.67438,.6191155,2.052308,.1828521,.2574055
-.06091962,.00615739,447,5,1,-2978.032,.27809285,.6020355,1958,217,162,8.730337,14.67438,.6191155,2.052308,.1828521,.2574055
-.01702327,.0027288,448,1,1,-1633.189,.69689833,.2683216,1381,138,111,7.350471,17.35157,.5665666,1.786492,.2299297,.6719768
-.01700373,.00272125,448,5,1,-1633.904,1.2399059,.5691439,1381,138,111,7.350471,17.35157,.5665666,1.786492,.2299297,.6719768
-.06409653,.0022783,449,1,1,-8095.715,.09185126,.2128482,5754,517,303,9.083073,15.53787,.5469613,2.317405,.0992006,.5427529
-.06409429,.00227916,449,5,1,-8095.797,.1069664,.4431731,5754,517,303,9.083073,15.53787,.5469613,2.317405,.0992006,.5427529
-.0409823,.00395705,450,1,1,-1705.066,0,0,1629,246,200,6.685697,11.45628,.4368291,1.833436,.1655789,.4511971
-.04094874,.00395133,450,5,1,-1705.044,.19723525,.7671657,1629,246,200,6.685697,11.45628,.4368291,1.833436,.1655789,.4511971
-.07360334,.00197054,451,1,1,-33665.54,.02868381,.1078774,14620,1146,548,10.89439,24.7436,.567075,2.570114,.0842737,.3322161
-.07360658,.00197042,451,5,1,-33665.55,0,0,14620,1146,548,10.89439,24.7436,.567075,2.570114,.0842737,.3322161
-.04032567,.00620297,452,1,1,-925.6871,.61358608,.6024306,834,119,115,7.010791,15.55889,1.808081,3.121394,.1450552,.4292566
-.04033844,.00620817,452,5,1,-926.001,.94383257,1.443929,834,119,115,7.010791,15.55889,1.808081,3.121394,.1450552,.4292566
-.06362888,.00783597,456,1,1,-1130.703,.10144346,.4307499,1025,112,99,7.692683,14.08219,.4673629,2.18903,.2337057,.2829268
