coef_dist,coef_dist_se,hrr,eta,converged,log_like,coef_m,coef_m_se,patients,pcp_total,spec_total,mean_choice_size,mean_spec_failures,mean_pair_failures,mean_pcp_failures,spec_hhi,mean_vi
-.05453742,.01168943,193,5,1,-1472.073,3.402e-14,0,998,110,108,8.687375,18.44198,.6005188,2.665323,.2108907,.3016032
-.06846097,.00449739,194,1,1,-4418.346,.75441572,.2426861,2250,224,149,10.29467,17.85388,.4387692,2.568803,.2808281,.1506667
-.06844497,.00449944,194,5,1,-4420.202,1.2042696,.5203344,2250,224,149,10.29467,17.85388,.4387692,2.568803,.2808281,.1506667
-.05983737,.00781131,195,1,1,-1652.054,.8201153,.3607841,1155,123,119,9.579221,18.8973,.569161,3.08094,.5049718,.0406926
-.05983142,.00779796,195,5,1,-1652.446,1.3757433,.6547413,1155,123,119,9.579221,18.8973,.569161,3.08094,.5049718,.0406926
-.04990373,.0060935,196,1,1,-3454.225,.26814015,.2558205,1766,128,114,11.35844,12.58281,.3931559,2.968697,.364512,.0317101
-.04991429,.00608255,196,5,1,-3453.844,.75871238,.5376205,1766,128,114,11.35844,12.58281,.3931559,2.968697,.364512,.0317101
-.06560307,.00695533,197,1,1,-3022.304,.08050392,.2848096,1569,130,117,12.65392,17.42271,.4872029,3.038437,.2702874,.2383684
-.06558953,.00695451,197,5,1,-3022.173,.33202254,.5732866,1569,130,117,12.65392,17.42271,.4872029,3.038437,.2702874,.2383684
-.06399649,.00268943,200,1,1,-7126.915,.31147605,.2541459,3948,221,151,10.79103,25.21155,.5480984,2.919009,.2706454,.3467579
-.06397831,.00269149,200,5,1,-7127.369,.48564556,.5649534,3948,221,151,10.79103,25.21155,.5480984,2.919009,.2706454,.3467579
-.05152493,.00263125,201,1,1,-14846.69,0,0,8764,495,305,10.23209,26.71859,.5458108,2.547895,.1011415,.0933364
-.05154234,.00263149,201,5,1,-14847.01,2.364e-21,0,8764,495,305,10.23209,26.71859,.5458108,2.547895,.1011415,.0933364
-.04612809,.00965077,203,1,1,-5022.203,3.124e-16,0,2200,209,107,9.585,41.65736,.4637874,2.256398,.4001698,.0109091
-.04612809,.00965077,203,5,1,-5022.203,3.120e-38,0,2200,209,107,9.585,41.65736,.4637874,2.256398,.4001698,.0109091
-.06794068,.0035114,204,1,1,-5195.44,6.139e-26,2.89e-23,3212,325,258,10.16002,17.37155,.5024826,2.354173,.068309,.0958904
-.06793621,.00350917,204,5,1,-5195.437,.06098171,.483009,3212,325,258,10.16002,17.37155,.5024826,2.354173,.068309,.0958904
-.0819102,.00299782,205,1,1,-27178.07,7.481e-06,.0004867,11041,689,349,12.71071,29.65961,.4452565,2.724565,.0925723,.1971742
-.08191092,.00299804,205,5,1,-27178.03,0,0,11041,689,349,12.71071,29.65961,.4452565,2.724565,.0925723,.1971742
-.07035882,.01560631,207,1,1,-466.322,1.085e-18,0,433,73,84,8.863741,19.29138,.3886926,2.723898,.1595667,.0531178
-.07035882,.01560631,207,5,1,-466.322,5.001e-49,0,433,73,84,8.863741,19.29138,.3886926,2.723898,.1595667,.0531178
-.06425217,.0044287,208,1,1,-3301.312,.31231564,.2251034,2959,211,165,9.814465,31.2582,.9115674,4.414052,.3303984,.0898952
-.06425638,.00442533,208,5,1,-3300.521,.83095032,.4312629,2959,211,165,9.814465,31.2582,.9115674,4.414052,.3303984,.0898952
-.05665189,.00809465,209,1,1,-1837.421,4.397e-29,0,1344,131,111,9.119792,17.63099,.4758064,2.392215,.4894804,.0029762
-.05665189,.00809465,209,5,1,-1837.421,4.758e-47,0,1344,131,111,9.119792,17.63099,.4758064,2.392215,.4894804,.0029762
-.08065187,.00546753,210,1,1,-3157.624,.15717646,.2758571,1916,169,124,9.804802,17.38515,.4313099,1.955121,.4247159,.0354906
-.08066414,.0054668,210,5,1,-3157.491,.46745985,.6442171,1916,169,124,9.804802,17.38515,.4313099,1.955121,.4247159,.0354906
-.05760804,.00673268,212,1,1,-1787.918,.4783503,.4131113,1075,60,74,10.81581,10.07771,.4768293,3.091589,.2603725,.0148837
-.05761957,.00674031,212,5,1,-1787.534,1.0895659,.7665575,1075,60,74,10.81581,10.07771,.4768293,3.091589,.2603725,.0148837
-.0815127,.00368738,213,1,1,-6172.026,.00855342,.1632486,3398,171,117,11.00618,18.33126,.4798061,2.164602,.1320771,.0741613
-.08150391,.00368636,213,5,1,-6172.015,0,0,3398,171,117,11.00618,18.33126,.4798061,2.164602,.1320771,.0741613
-.05931185,.00673602,214,1,1,-2551.687,0,0,1663,106,89,10.365,20.44532,.4790123,2.759417,.2814535,.0901984
-.05930386,.00673605,214,5,1,-2551.73,0,0,1663,106,89,10.365,20.44532,.4790123,2.759417,.2814535,.0901984
.00010036,.04675118,217,1,1,-689.6217,0,0,979,84,84,10.9428,20.02675,.4277108,2.505155,.3792211,.0091931
-.00001155,.04676099,217,5,1,-689.672,3.451e-38,0,979,84,84,10.9428,20.02675,.4277108,2.505155,.3792211,.0091931
-.1929617,.03895216,218,1,1,-382.4208,7.330e-18,0,303,65,55,4.584158,10.42953,.3432836,1.406667,.1089762,.1254125
-.1929617,.03895216,218,5,1,-382.4208,1.278e-25,0,303,65,55,4.584158,10.42953,.3432836,1.406667,.1089762,.1254125
-.08585359,.00554089,219,1,1,-5264.367,.07468412,.1919612,2844,245,174,10.718,21.91504,.422592,2.650283,.1781261,.0625879
-.0858455,.00553875,219,5,1,-5264.433,.05915309,.4314673,2844,245,174,10.718,21.91504,.422592,2.650283,.1781261,.0625879
-.08339717,.0103264,220,1,1,-515.8097,1.744e-13,0,422,71,78,9.402843,11.98812,.256,1.733333,.0765594,.1137441
-.08339717,.0103264,220,5,1,-515.8097,3.898e-49,0,422,71,78,9.402843,11.98812,.256,1.733333,.0765594,.1137441
-.08318921,.00458475,222,1,1,-8836.45,0,0,5045,544,327,8.478097,22.24066,.4017217,1.777556,.0921841,.1839445
-.08319714,.00458742,222,5,1,-8836.517,3.785e-52,0,5045,544,327,8.478097,22.24066,.4017217,1.777556,.0921841,.1839445
-.09234794,.00334524,223,1,1,-45633.33,.09692863,.0922219,16134,1004,448,13.9573,37.00293,.4185775,2.738752,.0732799,.0340275
-.092351,.00334521,223,5,1,-45633.8,.10693947,.2065203,16134,1004,448,13.9573,37.00293,.4185775,2.738752,.0732799,.0340275
-.06472189,.00281482,225,1,1,-9198.042,.15194628,.1898789,5401,464,375,13.8791,36.19781,.5931087,3.424428,.1284693,.0079615
-.06470594,.00281511,225,5,1,-9198.052,.28625058,.3685025,5401,464,375,13.8791,36.19781,.5931087,3.424428,.1284693,.0079615
-.11179324,.00534973,226,1,1,-7230.815,9.612e-14,0,2863,474,292,8.833042,28.05636,.3426574,2.18625,.1203666,.0080335
-.11179324,.00534973,226,5,1,-7230.815,3.973e-28,0,2863,474,292,8.833042,28.05636,.3426574,2.18625,.1203666,.0080335
-.10634075,.00214079,227,5,1,-64572.89,1.538e-21,0,24112,1632,680,12.89287,26.48726,.4694514,2.214506,.0279492,.1172445
-.10019626,.00488967,230,1,1,-6812.262,.27772421,.2193062,3926,308,287,10.73612,30.64771,.3793632,1.990532,.1910511,.0524707
-.10016057,.00488816,230,5,1,-6812.6,.47906038,.4673376,3926,308,287,10.73612,30.64771,.3793632,1.990532,.1910511,.0524707
-.09950298,.00944263,231,1,1,-2502.24,0,0,1505,291,192,7.383389,19.56837,.3870588,1.634538,.0954475,.1488372
-.09946883,.0094564,231,5,1,-2502.307,7.860e-33,0,1505,291,192,7.383389,19.56837,.3870588,1.634538,.0954475,.1488372
-.08136264,.00246473,232,1,1,-15971.13,.38096034,.147441,6857,816,368,9.259589,30.206,.4613472,2.517862,.0465921,.1160858
-.08134475,.00246564,232,5,1,-15972.36,.68786315,.3213857,6857,816,368,9.259589,30.206,.4613472,2.517862,.0465921,.1160858
-.10084263,.00746563,233,1,1,-6518.25,.20957656,.1995219,2783,356,173,9.204096,26.67473,.4435967,2.736387,.086945,.0506647
-.10082024,.00746615,233,5,1,-6518.637,.26335718,.4444608,2783,356,173,9.204096,26.67473,.4435967,2.736387,.086945,.0506647
-.079226,.00330059,234,1,1,-17294.53,5.39e-208,0,7099,723,309,10.39259,37.44323,.5004527,2.998304,.0484148,.0449359
-.07922303,.00330165,234,5,1,-17294.58,8.621e-14,0,7099,723,309,10.39259,37.44323,.5004527,2.998304,.0484148,.0449359
-.05544461,.00541062,235,1,1,-7553.408,.25206886,.2130449,3174,401,259,9.611217,28.78522,.5623853,2.821598,.2299609,.026465
-.05545389,.00541125,235,5,1,-7553.415,.52685109,.4437859,3174,401,259,9.611217,28.78522,.5623853,2.821598,.2299609,.026465
-.07990973,.00429745,236,1,1,-5513.042,.73041859,.2442729,2908,410,252,8.200481,17.12444,.4132681,1.939247,.1029073,.1478679
-.07988401,.00429612,236,5,1,-5513.97,1.4676358,.5513054,2908,410,252,8.200481,17.12444,.4132681,1.939247,.1029073,.1478679
-.0915522,.00407584,238,1,1,-5929.021,.11015109,.1868041,3257,395,280,9.057108,21.91086,.5719222,2.695719,.0891614,.2591342
-.09155845,.00408142,238,5,1,-5928.791,.36685213,.3893346,3257,395,280,9.057108,21.91086,.5719222,2.695719,.0891614,.2591342
-.08408263,.00390017,239,1,1,-7455.896,.24932985,.1974278,4023,407,271,8.78598,46.4145,.5096774,2.537481,.1055776,.0454884
-.08407109,.00390046,239,5,1,-7456.167,.43332734,.4063987,4023,407,271,8.78598,46.4145,.5096774,2.537481,.1055776,.0454884
-.04678043,.00496318,240,1,1,-812.4884,1.176932,.425577,907,121,116,9.001102,15.49336,.5037936,2.370575,.3191458,.0176406
-.04679118,.00493469,240,5,1,-812.6393,2.2198654,.8456862,907,121,116,9.001102,15.49336,.5037936,2.370575,.3191458,.0176406
-.07368977,.00930664,242,1,1,-2538.381,.42811428,.4174255,1296,155,123,9.204475,16.57977,.3382022,2.003101,.3619994,.0470679
-.07367045,.00931752,242,5,1,-2538.126,1.0410903,.8464662,1296,155,123,9.204475,16.57977,.3382022,2.003101,.3619994,.0470679
-.04795883,.00542842,243,1,1,-1395.107,.42241176,.3860264,1135,184,188,10.32599,17.37931,.5192308,2.370796,.2051994,.014978
-.04795794,.00543006,243,5,1,-1395.243,.7435415,.8479378,1135,184,188,10.32599,17.37931,.5192308,2.370796,.2051994,.014978
-.12953796,.01057177,244,1,1,-6864.597,.41235277,.2084422,2807,490,202,7.720698,33.48016,.3222477,2.390357,.0734592,.0302814
-.12957273,.0105729,244,5,1,-6864.873,.82330628,.4520427,2807,490,202,7.720698,33.48016,.3222477,2.390357,.0734592,.0302814
-.11359479,.00626612,245,1,1,-9669.931,.24993034,.1799855,4417,562,227,8.774734,50.37719,.397763,2.824533,.0802049,.0418836
-.11361179,.00626733,245,5,1,-9669.915,.54300506,.4028241,4417,562,227,8.774734,50.37719,.397763,2.824533,.0802049,.0418836
-.07179385,.00395207,246,1,1,-6947.682,.28610196,.1557104,4357,499,327,10.25109,26.00069,.7652201,3.487073,.0540098,.1097085
-.07177526,.00395172,246,5,1,-6947.879,.53200837,.3202738,4357,499,327,10.25109,26.00069,.7652201,3.487073,.0540098,.1097085
-.06709675,.00829874,248,1,1,-1676.211,.8904122,.4719829,892,130,113,8.719731,21.31419,.2829268,1.957351,.3029721,.2186099
-.06715342,.00828626,248,5,1,-1675.979,1.9532354,.8984077,892,130,113,8.719731,21.31419,.2829268,1.957351,.3029721,.2186099
-.08355588,.00692849,249,1,1,-3324.627,.34351511,.3677794,1999,270,219,10.43372,16.37688,.3148009,1.900955,.3744566,.0145073
-.083579,.00692648,249,5,1,-3324.963,.56211069,.7991439,1999,270,219,10.43372,16.37688,.3148009,1.900955,.3744566,.0145073
-.03309188,.00378519,250,1,1,-2896.321,.19635008,.3401199,1523,224,149,8.203546,13.43564,.3458418,2.203557,.27047,.4694681
-.03310083,.0037875,250,5,1,-2896.299,.46032002,.7715787,1523,224,149,8.203546,13.43564,.3458418,2.203557,.27047,.4694681
-.05279347,.00261405,251,1,1,-1.51e+07,.13576905,.1629433,6576,1003,551,8.42868,11.79169,.3718619,1.963461,.1444165,.2317518
-.05279759,.0026144,251,5,1,-2.21e+07,.18191445,.3658854,6576,1003,551,8.42868,11.79169,.3718619,1.963461,.1444165,.2317518
-.08180323,.00758741,253,1,1,-1245.026,1.640e-36,0,1513,222,151,8.003965,15.59398,.506599,2.268309,.2275372,.6226041
-.08180323,.00758741,253,5,1,-1245.026,1.534e-68,0,1513,222,151,8.003965,15.59398,.506599,2.268309,.2275372,.6226041
-.08298735,.00771878,254,1,1,-665.6544,.19840538,.675507,394,101,75,5.243655,10.90746,.2378855,1.918575,.4580638,.0431472
-.082996,.00772658,254,5,1,-665.6642,.39401907,1.46646,394,101,75,5.243655,10.90746,.2378855,1.918575,.4580638,.0431472
-.08260373,.00595363,256,1,1,-5531.935,.27837488,.3038279,2033,366,201,7.240039,13.88538,.3336192,1.679684,.256348,.0570585
-.08263386,.00594699,256,5,1,-5532.324,.32022658,.6836708,2033,366,201,7.240039,13.88538,.3336192,1.679684,.256348,.0570585
-.02732601,.00993026,257,1,1,-1362.819,.14669025,.3426825,1000,90,63,7.434,16.70612,.4721485,2.377131,.337576,.195
-.02732113,.0099284,257,5,1,-1362.79,.35839762,.7324851,1000,90,63,7.434,16.70612,.4721485,2.377131,.337576,.195
-.02575919,.00350492,258,1,1,-2437.507,3.879e-93,0,1425,111,92,11.28,15.16973,.588577,3.312588,.3593027,.1635088
-.02576489,.0035015,258,5,1,-2437.511,.02815466,.6479887,1425,111,92,11.28,15.16973,.588577,3.312588,.3593027,.1635088
-.05191821,.00321937,259,1,1,-4214.124,.09899783,.2360771,3862,265,191,10.06603,32.54119,1.408807,5.162029,.3106572,.027188
-.05191946,.00322793,259,5,1,-4214.15,.17838781,.5692878,3862,265,191,10.06603,32.54119,1.408807,5.162029,.3106572,.027188
-.06267493,.0178005,260,1,1,-623.5451,.03807091,.3887758,814,78,76,9.837838,18.61139,1.161392,4.069136,.1545014,.0110565
-.06267529,.01780531,260,5,1,-623.5231,.20968182,.8218752,814,78,76,9.837838,18.61139,1.161392,4.069136,.1545014,.0110565
-.05115446,.00477274,261,1,1,-1063.5,.5332556,.495098,722,80,78,10.79224,17.37151,.5072464,3.158774,.172501,.0124654
-.05115284,.00474353,261,5,1,-1063.62,1.0402803,1.132534,722,80,78,10.79224,17.37151,.5072464,3.158774,.172501,.0124654
-.05339688,.00442519,262,1,1,-3030.411,.05443256,.3095632,1993,144,119,9.86001,19.18278,.4555329,2.562531,.1253653,.0030105
-.05339789,.00442992,262,5,1,-3030.42,.08560544,.6553723,1993,144,119,9.86001,19.18278,.4555329,2.562531,.1253653,.0030105
-.09676948,.00794603,263,1,1,-1319.075,.02616271,.3880715,1028,112,111,13.68482,16.23288,.4678523,3.204102,.2422047,.0379377
-.09680206,.00794099,263,5,1,-1319.017,.31229752,.8905354,1028,112,111,13.68482,16.23288,.4678523,3.204102,.2422047,.0379377
-.05114656,.00353764,264,1,1,-5258.597,.00844462,.2230063,3930,328,212,10.3916,31.04036,1.782047,6.435661,.3047214,.1340967
-.0511398,.00353786,264,5,1,-5258.589,0,0,3930,328,212,10.3916,31.04036,1.782047,6.435661,.3047214,.1340967
-.03034868,.00354137,267,1,1,-4460.383,.19111501,.2464273,2883,185,158,9.790843,35.56898,.8471338,3.765527,.318634,.1952827
-.03024526,.00355075,267,5,1,-4459.681,.61393917,.4933512,2883,185,158,9.790843,35.56898,.8471338,3.765527,.318634,.1952827
-.09274462,.00417197,268,1,1,-33180.74,.07152797,.0976475,13535,740,372,13.56749,23.91451,.5379318,2.940708,.0524281,.0616919
-.09274218,.00417194,268,5,1,-33180.76,.14866211,.2212468,13535,740,372,13.56749,23.91451,.5379318,2.940708,.0524281,.0616919
-.0470386,.00248847,270,1,1,-6847.468,.43325128,.166372,3779,354,263,9.190262,19.44179,.5287275,2.69705,.2249293,.4556761
-.04704793,.00249,270,5,1,-6847.96,.77753447,.3287845,3779,354,263,9.190262,19.44179,.5287275,2.69705,.2249293,.4556761
-.07827848,.00204669,273,1,1,-1.18e+07,.10805284,.104543,14456,879,465,13.87037,19.339,.5085607,2.883829,.0485246,.0860542
-.07822162,.00204457,273,5,1,-37050.63,.062623,.2329166,14456,879,465,13.87037,19.339,.5085607,2.883829,.0485246,.0860542
-.05019171,.01124531,275,1,1,-913.4946,.74514027,.6826848,873,78,76,9.597939,12.11839,.4963925,2.526437,.3038449,.4112256
-.05022103,.01123058,275,5,1,-913.0527,1.6568256,1.305548,873,78,76,9.597939,12.11839,.4963925,2.526437,.3038449,.4112256
-.04434664,.00604586,276,1,1,-3027.796,.13926008,.3190226,2254,213,166,9.511091,12.55799,.4552553,2.267083,.1658497,.0687666
-.04435407,.00604466,276,5,1,-3027.877,.16996088,.6291329,2254,213,166,9.511091,12.55799,.4552553,2.267083,.1658497,.0687666
-.04087283,.00264134,277,1,1,-12089.8,.15536074,.1825431,5946,345,179,12.66061,23.6449,.5560034,3.317267,.1978914,.012109
-.04088119,.00264119,277,5,1,-12090.09,.21118167,.3802958,5946,345,179,12.66061,23.6449,.5560034,3.317267,.1978914,.012109
-.04618021,.00285717,278,1,1,-22540.92,.105893,.1260036,10670,535,264,14.63805,20.9113,.6859025,3.231936,.095163,.1666354
-.04617635,.00285682,278,5,1,-22541.19,.1169507,.26204,10670,535,264,14.63805,20.9113,.6859025,3.231936,.095163,.1666354
-.08818674,.00608891,279,1,1,-7452.247,.02087083,.1772122,5384,512,401,12.74071,27.64442,.7243243,2.987498,.1040294,.0146731
-.08818016,.00608861,279,5,1,-7452.239,0,0,5384,512,401,12.74071,27.64442,.7243243,2.987498,.1040294,.0146731
-.07039608,.00978645,281,5,1,-877.7446,4.288e-26,0,1473,253,202,8.007468,13.80274,.3034411,1.792323,.146227,.4046164
-.07497054,.00288718,282,1,1,-9047.623,9.668e-68,0,5396,646,358,9.162713,26.90347,.5884427,2.201939,.1106437,.198295
-.06038191,.00114864,283,1,1,-55466.12,0,0,20336,1440,695,14.09028,43.77399,.5223916,2.753216,.0863726,.0046223
-.08492022,.00552726,284,1,1,-10431.41,0,0,4127,480,329,11.14102,29.559,.4911752,2.548686,.0492707,.0096923
-.08492188,.00552703,284,5,1,-10431.49,8.851e-15,0,4127,480,329,11.14102,29.559,.4911752,2.548686,.0492707,.0096923
-.06844507,.00381117,285,1,1,-8671.365,.99743754,.2786658,5414,590,415,11.37643,36.81923,.3807634,2.428148,.1530244,.0755449
-.06854674,.00381032,285,5,1,-8671.733,2.1287659,.5905976,5414,590,415,11.37643,36.81923,.3807634,2.428148,.1530244,.0755449
-.10678024,.00569821,288,1,1,-8731.062,.13944809,.2047836,3636,491,331,9.496699,29.85046,.3667954,2.138398,.0855979,.0134763
-.10677308,.00569814,288,5,1,-8730.983,.35973815,.4502577,3636,491,331,9.496699,29.85046,.3667954,2.138398,.0855979,.0134763
-.08277061,.0103772,289,5,1,-4537.684,4.304e-29,0,2104,368,290,8.606939,29.74085,.4154995,2.178674,.0435762,.0480038
-.07934374,.01429408,291,1,1,-3280.458,.83059357,.2989809,1563,267,218,10.15227,31.72698,.3870588,2.626444,.0622435,.0127959
-.07953328,.01431126,291,5,1,-3280.999,1.7978098,.6651842,1563,267,218,10.15227,31.72698,.3870588,2.626444,.0622435,.0127959
-.10907115,.00825362,292,1,1,-5294.062,.04377028,.3004489,2089,328,251,8.333174,29.30665,.5315534,2.67535,.074206,.0378171
-.10908049,.00825248,292,5,1,-5293.881,.38857812,.693265,2089,328,251,8.333174,29.30665,.5315534,2.67535,.074206,.0378171
-.08701248,.00251553,295,1,1,-16801.87,.14758462,.1420507,8680,866,582,9.490668,25.58894,.4393448,2.124494,.1167281,.0733871
-.08701415,.00251541,295,5,1,-16802.22,.21205342,.2969656,8680,866,582,9.490668,25.58894,.4393448,2.124494,.1167281,.0733871
-.06062155,.00457048,296,1,1,-2959.455,0,0,1754,213,190,8.402509,21.97136,.4082605,1.915808,.1327632,.2428734
-.06059699,.00457006,296,5,1,-2959.6,4.190e-27,0,1754,213,190,8.402509,21.97136,.4082605,1.915808,.1327632,.2428734
-.05797794,.01664312,297,1,1,-1343.079,.14306605,.470908,638,186,153,5.876175,29.35238,.5924855,2.626183,.0658651,.0485893
-.05793426,.016647,297,5,1,-1343.111,4.477e-13,0,638,186,153,5.876175,29.35238,.5924855,2.626183,.0658651,.0485893
-.07375399,.00512902,299,1,1,-5631.499,.44041599,.2674113,2723,278,210,9.539111,12.77819,.3143596,1.601548,.0981407,.0400294
-.07376732,.00512061,299,5,1,-5631.7,.96421155,.6435364,2723,278,210,9.539111,12.77819,.3143596,1.601548,.0981407,.0400294
-.07826842,.00712752,300,1,1,-2340.642,.04987201,.2978781,1646,180,136,6.954435,28.1025,.618862,2.339427,.1826889,.3584447
-.07829435,.00713432,300,5,1,-2340.57,.24378731,.6052915,1646,180,136,6.954435,28.1025,.618862,2.339427,.1826889,.3584447
-.05222353,.0018896,301,1,1,-47563.11,.02063694,.1005586,16665,1159,607,15.43852,33.90529,.4868727,2.684644,.0437241,.0456046
-.05222732,.00188942,301,5,1,-47563,.10747775,.2297024,16665,1159,607,15.43852,33.90529,.4868727,2.684644,.0437241,.0456046
-.12381921,.00773739,303,1,1,-15985.16,0,0,5517,731,481,12.58456,29.71551,.7236218,3.286623,.03459,.0445895
-.12385549,.00773295,303,5,1,-15985.35,8.491e-16,0,5517,731,481,12.58456,29.71551,.7236218,3.286623,.03459,.0445895
-.07270514,.00446552,304,1,1,-2103.065,.00958649,.4219195,1853,281,250,8.19374,13.41215,.3391916,1.615385,.0697275,.1284404
-.07270468,.00446824,304,5,1,-2103.065,.0050459,.460484,1853,281,250,8.19374,13.41215,.3391916,1.615385,.0697275,.1284404
-.09255341,.00545701,307,1,1,-9197.545,.11774531,.1600742,4996,423,294,10.97838,28.01757,.3624101,2.148006,.3297988,.0190152
-.09256201,.00545837,307,5,1,-9197.681,.17168099,.337834,4996,423,294,10.97838,28.01757,.3624101,2.148006,.3297988,.0190152
-.08602363,.00331339,308,1,1,-11816.25,.01576908,.1820447,4807,567,380,9.990847,27.03808,.5106531,2.504698,.0578388,.166424
-.08602164,.003313,308,5,1,-11816.25,6.112e-14,3.28e-11,4807,567,380,9.990847,27.03808,.5106531,2.504698,.0578388,.166424
-.05639047,.00304876,309,1,1,-7548.736,4.104e-36,2.70e-33,4834,405,295,11.29934,23.14975,.4063463,2.159168,.1283122,.1243277
-.05639156,.00304994,309,5,1,-7548.675,0,0,4834,405,295,11.29934,23.14975,.4063463,2.159168,.1283122,.1243277
-.09234552,.00314785,311,1,1,-26092.24,.15829143,.1232958,11328,810,446,11.9977,28.36092,.4883204,2.312606,.3663298,.0828919
-.0923333,.00314682,311,5,1,-26092.68,.26221329,.2761844,11328,810,446,11.9977,28.36092,.4883204,2.312606,.3663298,.0828919
-.08536321,.00680615,313,1,1,-3052.685,0,0,1963,224,138,9.561386,23.35249,.4625796,2.332651,.2700087,.0545084
-.08536363,.00680828,313,5,1,-3052.707,1.002e-18,0,1963,224,138,9.561386,23.35249,.4625796,2.332651,.2700087,.0545084
-.04784002,.0028464,314,1,1,-10193.17,.0664755,.1551139,5652,378,254,11.95789,26.55888,.6285178,3.356427,.1467929,.0507785
-.04783495,.00284691,314,5,1,-10193.23,.08121407,.2996549,5652,378,254,11.95789,26.55888,.6285178,3.356427,.1467929,.0507785
-.06110928,.00270281,318,1,1,-11207.36,.24897545,.1630253,7362,633,330,10.88509,27.56172,.4108626,2.452885,.0938022,.0218691
-.06111862,.00270108,318,5,1,-11207.1,.60062128,.3749478,7362,633,330,10.88509,27.56172,.4108626,2.452885,.0938022,.0218691
-.05275277,.00424904,319,1,1,-4586.261,.29563322,.2051898,3668,286,196,9.719738,44.60656,.5705566,3.234295,.2155744,.0324427
-.05275136,.00424301,319,5,1,-4586.846,.35782628,.4052026,3668,286,196,9.719738,44.60656,.5705566,3.234295,.2155744,.0324427
-.05820421,.0030969,320,1,1,-4449.313,0,0,3679,393,241,8.764067,18.29676,.4081633,1.930959,.1227372,.1674368
-.05822783,.00309837,320,5,1,-4449.295,.13406598,.5600771,3679,393,241,8.764067,18.29676,.4081633,1.930959,.1227372,.1674368
.00250768,.00519392,321,1,1,-927.8703,.57342922,.5520152,1611,129,125,9.739913,16.75877,.586072,3.041823,.4178809,.2489137
.00248268,.00516596,321,5,1,-927.8768,1.1440279,1.148387,1611,129,125,9.739913,16.75877,.586072,3.041823,.4178809,.2489137
-.05683903,.00345485,322,1,1,-3232.775,0,0,2322,271,183,8.313953,16.634,.5361481,2.572912,.1971566,.4672696
-.05684797,.0034604,322,5,1,-3232.841,2.968e-24,0,2322,271,183,8.313953,16.634,.5361481,2.572912,.1971566,.4672696
-.05712857,.00785471,323,1,1,-811.1362,0,0,721,105,75,8.099861,16.27121,.4961538,2.682386,.2529216,.2163662
-.05713003,.00786714,323,5,1,-811.159,0,0,721,105,75,8.099861,16.27121,.4961538,2.682386,.2529216,.2163662
-.1264309,.05346769,324,1,1,-274.8729,.19714849,.7954351,614,88,79,8.027687,17.80296,1.015284,3.403941,.3289425,.539088
-.12649608,.0535959,324,5,1,-274.8893,.22836443,1.20718,614,88,79,8.027687,17.80296,1.015284,3.403941,.3289425,.539088
-.10019636,.0082182,325,1,1,-4980.722,.07943784,.2352738,2506,348,187,8.923783,21.76369,.4314888,2.033414,.2887401,.0802075
-.1001867,.00821641,325,5,1,-4980.749,.13254449,.5124908,2506,348,187,8.923783,21.76369,.4314888,2.033414,.2887401,.0802075
-.13024869,.00539591,326,1,1,-4800.204,0,0,2742,313,194,9.454412,16.41412,.3665521,1.970696,.1661586,.0495988
-.13025011,.0053958,326,5,1,-4800.226,5.922e-15,0,2742,313,194,9.454412,16.41412,.3665521,1.970696,.1661586,.0495988
-.05055325,.00214007,327,1,1,-21929.01,0,0,8441,595,304,12.08873,32.63861,.4228571,2.391144,.1077775,.1811397
-.05056198,.00214055,327,5,1,-21929.23,1.545e-17,0,8441,595,304,12.08873,32.63861,.4228571,2.391144,.1077775,.1811397
-.05071887,.0022036,328,1,1,-15758.02,.03124468,.1378391,9753,737,346,10.94238,22.40704,.4206863,2.4,.0983818,.2003486
-.0507198,.00220375,328,5,1,-15758.03,.05882384,.297026,9753,737,346,10.94238,22.40704,.4206863,2.4,.0983818,.2003486
-.0749911,.00155581,329,1,1,-26762.56,.25219752,.1221024,12077,958,458,9.947255,33.5745,.436235,2.089162,.1116184,.0728658
-.07500271,.00155515,329,5,1,-26762.44,.5553551,.2674341,12077,958,458,9.947255,33.5745,.436235,2.089162,.1116184,.0728658
-.07964651,.00308425,330,1,1,-12618.97,.11831933,.1666651,5872,474,286,10.56948,23.00531,.5514874,2.56312,.1182494,.0303134
-.07964109,.00308404,330,5,1,-12619.15,.16155124,.3716075,5872,474,286,10.56948,23.00531,.5514874,2.56312,.1182494,.0303134
-.09412494,.0168314,331,1,1,-1722.433,.05992936,.3694839,1563,182,104,7.886756,28.12468,.4210526,2.20683,.2325682,.2232886
-.09412578,.01684309,331,5,1,-1722.239,.42207228,.7549214,1563,182,104,7.886756,28.12468,.4210526,2.20683,.2325682,.2232886
-.07856667,.00592367,332,1,1,-5068.531,0,0,2311,282,161,8.724361,21.96256,.8952194,3.882123,.2061626,.093466
-.07856922,.00592104,332,5,1,-5068.542,.04647516,.6196762,2311,282,161,8.724361,21.96256,.8952194,3.882123,.2061626,.093466
-.09631408,.00306259,334,1,1,-12742.86,0,0,6245,520,337,10.63811,21.41175,.5811688,2.583856,.0753303,.1471577
-.09628919,.00305942,334,5,1,-12743.17,5.907e-19,0,6245,520,337,10.63811,21.41175,.5811688,2.583856,.0753303,.1471577
