hrr,coef_failures,coef_failures_se,coef_patients,coef_patients_se,coef_failures_patients,coef_failures_patients_se,coef_distance,coef_distance_se,coef_same_practice,coef_same_practice_se,coef_val7,coef_se7,coef_name7,coef_val8,coef_se8,coef_name8,coef_val9,coef_se9,coef_name9,coef_val10,coef_se10,coef_name10,coef_val11,coef_se11,coef_name11,coef_val12,coef_se12,coef_name12,coef_val13,coef_se13,coef_name13,coef_val14,coef_se14,coef_name14,coef_val15,coef_se15,coef_name15,coef_val16,coef_se16,coef_name16,coef_val17,coef_se17,coef_name17,coef_val18,coef_se18,coef_name18,coef_val19,coef_se19,coef_name19,coef_val20,coef_se20,coef_name20,coef_val21,coef_se21,coef_name21,coef_val22,coef_se22,coef_name22,coef_val23,coef_se23,coef_name23,coef_val24,coef_se24,coef_name24,coef_val25,coef_se25,coef_name25,coef_val26,coef_se26,coef_name26,coef_val27,coef_se27,coef_name27,coef_val28,coef_se28,coef_name28,coef_val29,coef_se29,coef_name29,coef_val30,coef_se30,coef_name30,coef_val31,coef_se31,coef_name31,coef_val32,coef_se32,coef_name32,coef_val33,coef_se33,coef_name33,coef_val34,coef_se34,coef_name34,coef_val35,coef_se35,coef_name35,coef_val36,coef_se36,coef_name36,coef_val37,coef_se37,coef_name37,coef_val38,coef_se38,coef_name38,coef_val39,coef_se39,coef_name39,coef_val40,coef_se40,coef_name40,coef_val41,coef_se41,coef_name41,coef_val42,coef_se42,coef_name42,coef_val43,coef_se43,coef_name43,coef_val44,coef_se44,coef_name44,coef_val45,coef_se45,coef_name45,coef_val46,coef_se46,coef_name46,coef_val47,coef_se47,coef_name47,coef_val48,coef_se48,coef_name48,coef_val49,coef_se49,coef_name49,coef_val50,coef_se50,coef_name50,coef_val51,coef_se51,coef_name51,coef_val52,coef_se52,coef_name52,coef_val53,coef_se53,coef_name53,coef_val54,coef_se54,coef_name54,coef_val55,coef_se55,coef_name55,coef_val56,coef_se56,coef_name56,coef_val57,coef_se57,coef_name57,coef_val58,coef_se58,coef_name58,coef_val59,coef_se59,coef_name59,coef_val60,coef_se60,coef_name60,coef_val61,coef_se61,coef_name61,coef_val62,coef_se62,coef_name62,coef_val63,coef_se63,coef_name63,coef_val64,coef_se64,coef_name64,coef_val65,coef_se65,coef_name65,coef_val66,coef_se66,coef_name66,coef_val67,coef_se67,coef_name67,coef_val68,coef_se68,coef_name68,coef_val69,coef_se69,coef_name69,coef_val70,coef_se70,coef_name70,coef_val71,coef_se71,coef_name71,coef_val72,coef_se72,coef_name72,coef_val73,coef_se73,coef_name73,coef_val74,coef_se74,coef_name74,coef_val75,coef_se75,coef_name75,coef_val76,coef_se76,coef_name76,coef_val77,coef_se77,coef_name77,coef_val78,coef_se78,coef_name78,coef_val79,coef_se79,coef_name79,coef_val80,coef_se80,coef_name80,coef_val81,coef_se81,coef_name81,coef_val82,coef_se82,coef_name82,coef_val83,coef_se83,coef_name83,coef_val84,coef_se84,coef_name84,coef_val85,coef_se85,coef_name85,coef_val86,coef_se86,coef_name86,coef_val87,coef_se87,coef_name87,coef_val88,coef_se88,coef_name88,coef_val89,coef_se89,coef_name89,coef_val90,coef_se90,coef_name90,coef_val91,coef_se91,coef_name91,coef_val92,coef_se92,coef_name92,coef_val93,coef_se93,coef_name93,coef_val94,coef_se94,coef_name94,coef_val95,coef_se95,coef_name95,coef_val96,coef_se96,coef_name96,coef_val97,coef_se97,coef_name97,coef_val98,coef_se98,coef_name98,coef_val99,coef_se99,coef_name99,coef_val100,coef_se100,coef_name100,coef_val101,coef_se101,coef_name101,coef_val102,coef_se102,coef_name102,coef_val103,coef_se103,coef_name103,coef_val104,coef_se104,coef_name104,coef_val105,coef_se105,coef_name105,coef_val106,coef_se106,coef_name106,coef_val107,coef_se107,coef_name107,coef_val108,coef_se108,coef_name108,coef_val109,coef_se109,coef_name109,coef_val110,coef_se110,coef_name110,coef_val111,coef_se111,coef_name111,coef_val112,coef_se112,coef_name112,coef_val113,coef_se113,coef_name113,coef_val114,coef_se114,coef_name114,coef_val115,coef_se115,coef_name115,coef_val116,coef_se116,coef_name116,coef_val117,coef_se117,coef_name117,coef_val118,coef_se118,coef_name118,coef_val119,coef_se119,coef_name119,coef_val120,coef_se120,coef_name120,coef_val121,coef_se121,coef_name121,coef_val122,coef_se122,coef_name122,coef_val123,coef_se123,coef_name123,coef_val124,coef_se124,coef_name124,coef_val125,coef_se125,coef_name125,coef_val126,coef_se126,coef_name126,coef_val127,coef_se127,coef_name127,coef_val128,coef_se128,coef_name128,coef_val129,coef_se129,coef_name129,coef_val130,coef_se130,coef_name130,coef_val131,coef_se131,coef_name131,coef_val132,coef_se132,coef_name132,coef_val133,coef_se133,coef_name133,coef_val134,coef_se134,coef_name134,coef_val135,coef_se135,coef_name135,coef_val136,coef_se136,coef_name136,coef_val137,coef_se137,coef_name137,coef_val138,coef_se138,coef_name138,coef_val139,coef_se139,coef_name139,coef_val140,coef_se140,coef_name140,coef_val141,coef_se141,coef_name141,coef_val142,coef_se142,coef_name142,coef_val143,coef_se143,coef_name143,coef_val144,coef_se144,coef_name144,coef_val145,coef_se145,coef_name145,coef_val146,coef_se146,coef_name146,coef_val147,coef_se147,coef_name147,coef_val148,coef_se148,coef_name148,coef_val149,coef_se149,coef_name149,coef_val150,coef_se150,coef_name150,coef_val151,coef_se151,coef_name151,coef_val152,coef_se152,coef_name152,coef_val153,coef_se153,coef_name153,coef_val154,coef_se154,coef_name154,coef_val155,coef_se155,coef_name155,coef_val156,coef_se156,coef_name156,coef_val157,coef_se157,coef_name157,coef_val158,coef_se158,coef_name158,coef_val159,coef_se159,coef_name159,coef_val160,coef_se160,coef_name160,coef_val161,coef_se161,coef_name161,coef_val162,coef_se162,coef_name162,coef_val163,coef_se163,coef_name163,coef_val164,coef_se164,coef_name164,coef_val165,coef_se165,coef_name165,coef_val166,coef_se166,coef_name166,coef_val167,coef_se167,coef_name167,coef_val168,coef_se168,coef_name168,coef_val169,coef_se169,coef_name169,coef_val170,coef_se170,coef_name170,coef_val171,coef_se171,coef_name171,coef_val172,coef_se172,coef_name172,coef_val173,coef_se173,coef_name173,coef_val174,coef_se174,coef_name174,coef_val175,coef_se175,coef_name175,coef_val176,coef_se176,coef_name176,coef_val177,coef_se177,coef_name177,coef_val178,coef_se178,coef_name178,coef_val179,coef_se179,coef_name179,coef_val180,coef_se180,coef_name180,coef_val181,coef_se181,coef_name181,coef_val182,coef_se182,coef_name182,coef_val183,coef_se183,coef_name183,coef_val184,coef_se184,coef_name184,coef_val185,coef_se185,coef_name185,coef_val186,coef_se186,coef_name186,coef_val187,coef_se187,coef_name187,coef_val188,coef_se188,coef_name188,coef_val189,coef_se189,coef_name189,coef_val190,coef_se190,coef_name190,coef_val191,coef_se191,coef_name191,coef_val192,coef_se192,coef_name192,coef_val193,coef_se193,coef_name193,coef_val194,coef_se194,coef_name194,coef_val195,coef_se195,coef_name195,coef_val196,coef_se196,coef_name196,coef_val197,coef_se197,coef_name197,coef_val198,coef_se198,coef_name198,coef_val199,coef_se199,coef_name199,coef_val200,coef_se200,coef_name200,coef_val201,coef_se201,coef_name201,coef_val202,coef_se202,coef_name202,coef_val203,coef_se203,coef_name203,coef_val204,coef_se204,coef_name204,coef_val205,coef_se205,coef_name205,coef_val206,coef_se206,coef_name206,coef_val207,coef_se207,coef_name207,coef_val208,coef_se208,coef_name208,coef_val209,coef_se209,coef_name209,coef_val210,coef_se210,coef_name210,coef_val211,coef_se211,coef_name211,coef_val212,coef_se212,coef_name212,coef_val213,coef_se213,coef_name213,coef_val214,coef_se214,coef_name214,coef_val215,coef_se215,coef_name215,coef_val216,coef_se216,coef_name216,coef_val217,coef_se217,coef_name217,coef_val218,coef_se218,coef_name218,coef_val219,coef_se219,coef_name219,coef_val220,coef_se220,coef_name220,coef_val221,coef_se221,coef_name221,coef_val222,coef_se222,coef_name222,coef_val223,coef_se223,coef_name223,coef_val224,coef_se224,coef_name224,coef_val225,coef_se225,coef_name225,coef_val226,coef_se226,coef_name226,coef_val227,coef_se227,coef_name227,coef_val228,coef_se228,coef_name228,coef_val229,coef_se229,coef_name229,coef_val230,coef_se230,coef_name230,coef_val231,coef_se231,coef_name231,coef_val232,coef_se232,coef_name232,coef_val233,coef_se233,coef_name233,coef_val234,coef_se234,coef_name234,coef_val235,coef_se235,coef_name235,coef_val236,coef_se236,coef_name236,coef_val237,coef_se237,coef_name237,coef_val238,coef_se238,coef_name238,coef_val239,coef_se239,coef_name239,coef_val240,coef_se240,coef_name240,coef_val241,coef_se241,coef_name241,coef_val242,coef_se242,coef_name242,coef_val243,coef_se243,coef_name243,coef_val244,coef_se244,coef_name244,coef_val245,coef_se245,coef_name245,coef_val246,coef_se246,coef_name246,coef_val247,coef_se247,coef_name247,coef_val248,coef_se248,coef_name248,coef_val249,coef_se249,coef_name249,coef_val250,coef_se250,coef_name250,coef_val251,coef_se251,coef_name251,coef_val252,coef_se252,coef_name252,coef_val253,coef_se253,coef_name253,coef_val254,coef_se254,coef_name254,coef_val255,coef_se255,coef_name255,coef_val256,coef_se256,coef_name256,coef_val257,coef_se257,coef_name257,coef_val258,coef_se258,coef_name258,coef_val259,coef_se259,coef_name259,coef_val260,coef_se260,coef_name260,coef_val261,coef_se261,coef_name261,coef_val262,coef_se262,coef_name262,coef_val263,coef_se263,coef_name263,coef_val264,coef_se264,coef_name264,coef_val265,coef_se265,coef_name265,coef_val266,coef_se266,coef_name266,coef_val267,coef_se267,coef_name267,coef_val268,coef_se268,coef_name268,coef_val269,coef_se269,coef_name269,coef_val270,coef_se270,coef_name270,coef_val271,coef_se271,coef_name271,coef_val272,coef_se272,coef_name272,coef_val273,coef_se273,coef_name273,coef_val274,coef_se274,coef_name274,coef_val275,coef_se275,coef_name275,coef_val276,coef_se276,coef_name276,coef_val277,coef_se277,coef_name277,coef_val278,coef_se278,coef_name278,coef_val279,coef_se279,coef_name279,coef_val280,coef_se280,coef_name280,coef_val281,coef_se281,coef_name281,coef_val282,coef_se282,coef_name282,coef_val283,coef_se283,coef_name283,coef_val284,coef_se284,coef_name284,coef_val285,coef_se285,coef_name285,coef_val286,coef_se286,coef_name286,coef_val287,coef_se287,coef_name287,coef_val288,coef_se288,coef_name288,coef_val289,coef_se289,coef_name289,coef_val290,coef_se290,coef_name290,coef_val291,coef_se291,coef_name291,coef_val292,coef_se292,coef_name292,coef_val293,coef_se293,coef_name293,coef_val294,coef_se294,coef_name294,coef_val295,coef_se295,coef_name295,coef_val296,coef_se296,coef_name296,coef_val297,coef_se297,coef_name297,coef_val298,coef_se298,coef_name298,coef_val299,coef_se299,coef_name299,coef_val300,coef_se300,coef_name300,coef_val301,coef_se301,coef_name301,coef_val302,coef_se302,coef_name302,coef_val303,coef_se303,coef_name303,coef_val304,coef_se304,coef_name304,coef_val305,coef_se305,coef_name305,coef_val306,coef_se306,coef_name306,coef_val307,coef_se307,coef_name307,coef_val308,coef_se308,coef_name308,coef_val309,coef_se309,coef_name309,coef_val310,coef_se310,coef_name310,coef_val311,coef_se311,coef_name311,coef_val312,coef_se312,coef_name312,coef_val313,coef_se313,coef_name313,coef_val314,coef_se314,coef_name314,coef_val315,coef_se315,coef_name315,coef_val316,coef_se316,coef_name316,coef_val317,coef_se317,coef_name317,coef_val318,coef_se318,coef_name318,coef_val319,coef_se319,coef_name319,coef_val320,coef_se320,coef_name320,coef_val321,coef_se321,coef_name321,coef_val322,coef_se322,coef_name322,coef_val323,coef_se323,coef_name323,coef_val324,coef_se324,coef_name324,coef_val325,coef_se325,coef_name325,coef_val326,coef_se326,coef_name326,coef_val327,coef_se327,coef_name327,coef_val328,coef_se328,coef_name328,coef_val329,coef_se329,coef_name329,coef_val330,coef_se330,coef_name330,coef_val331,coef_se331,coef_name331,coef_val332,coef_se332,coef_name332,coef_val333,coef_se333,coef_name333,patients,pcp_total,spec_total,mean_choice_size,mean_spec_failures,mean_pair_failures,mean_pcp_failures,spec_hhi,mean_vi
1,.86805258,.28194308,3.6206395,.28328886,-3.5504641,1.4007563,-.07285305,.00386604,.76869792,.41659327,.10414236,.5417171,"1013950120.Specialist_ID",-.37039833,.36670291,"1023052610.Specialist_ID",.00551452,1.1412293,"1023077146.Specialist_ID",0,0,"1023086022b.Specialist_ID",-.23000761,1.0133303,"1023087723.Specialist_ID",-.44105298,1.042459,"1023329216.Specialist_ID",-.41685097,1.0024385,"1033438825.Specialist_ID",-.6128019,.36813341,"1043209513.Specialist_ID",-.11192277,.57785343,"1053389031.Specialist_ID",.43152576,1.069206,"1063451391.Specialist_ID",-.04874366,.39033518,"1063647345.Specialist_ID",-1.7391716,1.0616444,"1093011991.Specialist_ID",-.64955374,.50458066,"1093918088.Specialist_ID",-.2956493,.61370334,"1104894021.Specialist_ID",.26021294,.33353975,"1114925237.Specialist_ID",.08234312,.94658578,"1114986239.Specialist_ID",-.98851844,.86473579,"1124036876.Specialist_ID",-.49518802,1.1212227,"1124230305.Specialist_ID",.23884404,.56941756,"1134161995.Specialist_ID",.15684789,.48507643,"1134197171.Specialist_ID",1.5524971,1.1547218,"1144223728.Specialist_ID",.02190146,.50171599,"1154313807.Specialist_ID",-2.4033413,1.0000292,"1164411351.Specialist_ID",-.23211488,.54743359,"1164632626.Specialist_ID",-.8718078,.86735083,"1174507693.Specialist_ID",2.8132101,1.0485387,"1174510598.Specialist_ID",.9400904,.35110573,"1174575070.Specialist_ID",.91936207,.438099,"1184646473.Specialist_ID",2.6204784,.60215703,"1184677346.Specialist_ID",.18337499,.62882933,"1194043521.Specialist_ID",-.30914546,.67061473,"1205817467.Specialist_ID",.74529567,.28738053,"1205834686.Specialist_ID",.26350523,.45089627,"1205895323.Specialist_ID",-.56838712,.34149132,"1225027790.Specialist_ID",-2.0042193,1.0302205,"1225082696.Specialist_ID",-14.431868,.40417064,"1225265101.Specialist_ID",-1.1847952,.46650207,"1235160847.Specialist_ID",-1.9403197,1.1138541,"1235454844.Specialist_ID",.24415831,.40166065,"1265430557.Specialist_ID",.06807186,.38925794,"1265476592.Specialist_ID",-1.7329977,.53301644,"1275522740.Specialist_ID",-.03820307,.70722659,"1275589434.Specialist_ID",-.50545789,.79089886,"1295702025.Specialist_ID",-1.2003029,.52298166,"1295992386.Specialist_ID",-1.0791415,.56027135,"1316934771.Specialist_ID",-.74700746,.40188127,"1316936883.Specialist_ID",.92542013,.70670662,"1326199530.Specialist_ID",-.50090913,.4033067,"1336193440.Specialist_ID",-1.6401568,.60944555,"1346350261.Specialist_ID",-1.0460345,.41591295,"1356373583.Specialist_ID",-1.7538267,.79497819,"1356509202.Specialist_ID",-.14096155,.62709158,"1366422727.Specialist_ID",-4.2675412,.73484486,"1366434078.Specialist_ID",1.0892048,.32552245,"1366515033.Specialist_ID",.05989165,.40595158,"1366767261.Specialist_ID",-1.8267172,.61069094,"1376569327.Specialist_ID",-.13459133,.91981894,"1376598458.Specialist_ID",3.4179706,1.1213464,"1386794113.Specialist_ID",-1.9833219,1.0245819,"1396743001.Specialist_ID",.4846391,.32734999,"1396743779.Specialist_ID",.51271666,.38318269,"1427009349.Specialist_ID",-.20789477,.5368208,"1427020122.Specialist_ID",1.0269249,.65696741,"1437120730.Specialist_ID",-1.2126704,.36119542,"1437194438.Specialist_ID",.88400959,.45211567,"1437270691.Specialist_ID",-1.0635953,.64623215,"1447549159.Specialist_ID",1.4839726,1.1787479,"1447565775.Specialist_ID",.04767257,.5828683,"1467444927.Specialist_ID",-.02319809,.2683029,"1477514180.Specialist_ID",-.58013245,1.0751947,"1487694188.Specialist_ID",-.54044341,.68395029,"1508805482.Specialist_ID",5.8666954,.73478446,"1508897018.Specialist_ID",.50782433,.5482323,"1518051671.Specialist_ID",-.23988385,.88975742,"1518915016.Specialist_ID",-.09986349,.73083712,"1518988054.Specialist_ID",.26212226,.3911946,"1538198189.Specialist_ID",-.19793591,.58167554,"1578506556.Specialist_ID",.62541931,.41195016,"1578530499.Specialist_ID",.22034774,.51297021,"1578538112.Specialist_ID",.1088079,.32696138,"1578543625.Specialist_ID",-1.6790254,.89304585,"1578589529.Specialist_ID",.07647015,.33351578,"1588662431.Specialist_ID",-.51657181,1.0124659,"1588691224.Specialist_ID",.18218074,.38196637,"1588873350.Specialist_ID",-1.3523359,.96129867,"1598820813.Specialist_ID",1.0167989,.32606916,"1609837830.Specialist_ID",-.6179963,1.086657,"1609846831.Specialist_ID",-.8468548,.96918459,"1649561713.Specialist_ID",.10401494,.85639487,"1669428579.Specialist_ID",.23937503,.76376876,"1679779276.Specialist_ID",.75843641,.36219398,"1699719286.Specialist_ID",-.50863637,.76539423,"1699966044.Specialist_ID",.2660715,.96840021,"1700863248.Specialist_ID",-.8170398,.96524989,"1700998416.Specialist_ID",5.2853,1.0822532,"1710184130.Specialist_ID",-.79660186,.85912567,"1710967476.Specialist_ID",4.7044167,.83392014,"1720077910.Specialist_ID",-.67489322,.43303142,"1730133067.Specialist_ID",1.2601601,.59896434,"1730182007.Specialist_ID",-1.8940041,.77303696,"1750307708.Specialist_ID",.02535529,.55283532,"1750362927.Specialist_ID",-1.1305076,.42382102,"1750395851.Specialist_ID",-.38685838,.35838779,"1750479754.Specialist_ID",-.21772012,1.0598605,"1770540247.Specialist_ID",-.52561998,1.0553967,"1780667865.Specialist_ID",-.55863593,.75388871,"1790744282.Specialist_ID",.4770337,.79847146,"1811929557.Specialist_ID",-11.911415,.76829,"1831100387.Specialist_ID",-1.6272453,.859182,"1831312438.Specialist_ID",-.38506576,.79632738,"1851362941.Specialist_ID",-.7544047,1.0712297,"1851368757.Specialist_ID",4.4578987,.83159144,"1851382279.Specialist_ID",.45614837,.49268504,"1861431801.Specialist_ID",-.44151484,1.0328632,"1861638199.Specialist_ID",-1.5670808,.46744642,"1881709095.Specialist_ID",-.49600735,.58056416,"1891715918.Specialist_ID",.49326199,.50310026,"1912974734.Specialist_ID",-.49642724,.3682913,"1912996158.Specialist_ID",.03339397,1.5071888,"1922152503.Specialist_ID",.28222201,.46779846,"1922217215.Specialist_ID",.39301893,1.2308908,"1932185105.Specialist_ID",-.23967456,.78724851,"1932310968.Specialist_ID",-.36808307,1.0703297,"1932336997.Specialist_ID",-.62986028,.63954319,"1942320148.Specialist_ID",-.75372249,1.0635091,"1952379521.Specialist_ID",-.4436903,1.0385785,"1952633810.Specialist_ID",.62020767,.34132768,"1962454520.Specialist_ID",.7964824,1.1474613,"1962599670.Specialist_ID",.63468667,.44452944,"1962603084.Specialist_ID",-.49010759,.99169156,"1972571891.Specialist_ID",-.06859059,.45745786,"1972576304.Specialist_ID",-1.6757272,.86520065,"1972710002.Specialist_ID",.51923378,.5250188,"1982701462.Specialist_ID",-.43439334,1.0638707,"1992023972.Specialist_ID",.0994376,.5069769,"1992701999.Specialist_ID",-.62183305,1.0054371,"1992778211.Specialist_ID",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",1761,159,156,7.326519,14.43179,.5863141,1.981588,.1123984,.0034072
2,.75289313,.32115482,5.248134,.36158514,-4.7573708,1.8128873,-.02672842,.00612999,0,0,-1.9244627,.7017607,"1003818741.Specialist_ID",0,0,"1013950120b.Specialist_ID",-3.2812547,.56007877,"1023011905.Specialist_ID",-1.12351,1.0280691,"1033118799.Specialist_ID",-2.0494464,.44645853,"1063451391.Specialist_ID",-4.2205552,.67956902,"1073515730.Specialist_ID",-2.4865475,.53563937,"1083615124.Specialist_ID",-1.4315509,.54990667,"1083615249.Specialist_ID",-2.5018251,.70378608,"1124009097.Specialist_ID",-.29225659,.23101423,"1124230305.Specialist_ID",-.81472327,.17160204,"1134161995.Specialist_ID",-2.5022608,.98535246,"1184684334.Specialist_ID",-3.3636781,.70655269,"1194728956.Specialist_ID",-3.1246384,.69901758,"1194934752.Specialist_ID",-2.5795547,.99017593,"1205817467.Specialist_ID",-2.3072752,1.0075037,"1225265101.Specialist_ID",-3.4729041,.57310942,"1245223114.Specialist_ID",-3.744182,.6811708,"1245449800.Specialist_ID",-3.4883443,.60858165,"1275534661.Specialist_ID",-2.4350942,.58052177,"1316934771.Specialist_ID",-3.4087733,.55696497,"1376544262.Specialist_ID",-3.2321183,.66927584,"1407859226.Specialist_ID",-1.747559,.6775764,"1417094798.Specialist_ID",-2.1850745,.9922894,"1417999582.Specialist_ID",-2.0722268,.91018782,"1427009349.Specialist_ID",-.68975744,.23388392,"1437270691.Specialist_ID",-2.6490452,.54688241,"1437368065.Specialist_ID",-2.9382724,.65284749,"1467455071.Specialist_ID",-3.8032132,.72868434,"1477725455.Specialist_ID",-3.5226485,.60917689,"1487655148.Specialist_ID",-2.0507417,.69985118,"1497074876.Specialist_ID",-1.1763005,.21854948,"1508805482.Specialist_ID",-2.5697905,.70805076,"1518934694.Specialist_ID",-16.500401,.22833858,"1538131412.Specialist_ID",-2.5219888,.53025128,"1568671204.Specialist_ID",-.59269539,.17539515,"1578506556.Specialist_ID",-16.058333,.5231358,"1588873350.Specialist_ID",-3.6896877,.70169931,"1598086662.Specialist_ID",-2.149429,1.0287524,"1629058656.Specialist_ID",-2.1752556,1.0016746,"1639213812.Specialist_ID",-3.5226875,1.0774213,"1659327526.Specialist_ID",-3.1545312,.62728055,"1679708713.Specialist_ID",-16.446038,.16984499,"1699719286.Specialist_ID",-.7861979,.16944123,"1699966044.Specialist_ID",-3.5888916,.76292416,"1700889540.Specialist_ID",-2.3896329,.74425213,"1750362927.Specialist_ID",-16.523208,.2295435,"1780815696.Specialist_ID",-2.1894717,.56168881,"1801898226.Specialist_ID",-2.1718359,1.0372266,"1841273802.Specialist_ID",-2.2993831,1.0175946,"1851362941.Specialist_ID",-1.0834077,.30894268,"1861431801.Specialist_ID",-2.0395847,.62510215,"1881695427.Specialist_ID",-2.7508598,.60006035,"1902807696.Specialist_ID",-16.02816,.54665593,"1912974734.Specialist_ID",.89201304,1.0628671,"1922217215.Specialist_ID",-1.8873168,.5195171,"1932100617.Specialist_ID",-3.7734319,1.0748116,"1972506723.Specialist_ID",1.5323333,1.2060634,"1972576304.Specialist_ID",-4.9168927,1.1253111,"1982605366.Specialist_ID",-2.4884002,.84139286,"1982677936.Specialist_ID",-2.3096831,.53339851,"1992706170.Specialist_ID",-16.557861,.206886,"1992779946.Specialist_ID",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",1326,96,77,9.914782,18.62548,.3635359,2.063927,.418767,.0007541
